학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
to one's+감정 명사를 사용할 수 있어요.,I was ___ to see my friends support me.,친구들이 나를 응원하는 것을 보고 기뻤어요.,happyly,happy,happiness,happy,2,I am ___ to help my community.,지역 사회를 돕게 되어 자랑스러워요.,proud,proudly,pride,proud,1,A: I was happy to see my coach encourage me today. B: I was thrilled to receive kind advice. A: They are excited to begin the art contest. B: I am proud to support the local festival.,A: 오늘 코치님이 격려해 주셔서 기뻤어요. B: 친절한 조언을 들어서 정말 기뻤어요. A: 그들은 미술 대회를 시작하게 되어 신났어요. B: 저는 지역 축제를 지원하게 되어 자랑스러워요.
with+명사+분사를 사용할 수 있어요.,"With the coffee ___, I started reading a novel.",김이 나는 커피와 함께 나는 소설 읽기를 시작했어요.,steam,steaming,steamed,steaming,2,"With the sun ___, the picnic seemed more inviting.",태양이 빛나는 상태에서 소풍이 더 매력적으로 보였어요.,shining,shone,shines,shining,1,"A: With the rain falling, did you postpone the event? B: Yes, I rescheduled it for next week. A: With the lights flickering, do you need to fix the wiring? B: No, I have already repaired it.","A: 비가 내리면서 행사 일정이 미뤄졌어요? B: 네, 다음 주로 다시 잡았어요. A: 불빛이 깜빡이면서 전선을 고쳐야 해요? B: 아니요, 이미 고쳤어요."
one of+최상급+복수명사를 사용할 수 있어요.,Reading books is ____ interesting hobbies.,독서를 하는 것은 가장 흥미로운 취미 중 하나에요.,one of most,one of the most,one the most,one of the most,2,Watching movies is ____ enjoyable activities.,영화 보는 것은 가장 즐거운 활동 중 하나에요.,one of the most,one the most,one of most,one of the most,1,"A: Is cycling one of the most exciting sports? B: Yes, cycling is one of the most invigorating exercises. A: Is painting one of the most creative hobbies? B: Yes, painting is one of the most inspiring arts.","A: 자전거 타는 것은 가장 신나는 스포츠 중 하나에요? B: 네, 자전거 타는 것은 가장 활기찬 운동 중 하나에요. A: 그림 그리는 것은 가장 창의적인 취미 중 하나에요? B: 네, 그림 그리는 것은 가장 감동적인 예술 중 하나에요."
의문사 없는 의문문의 간접화법을 사용할 수 있어요.,The ancient tree wondered if it ___ bear ripe mangoes.,고대의 나무는 익은 망고를 맺을 수 있을지 궁금해했어요.,will,might,can,might,2,The river asked if it ___ flow silently.,강은 조용히 흘러야 하는지 물었어요.,should,could,would,should,1,"A: Did you wonder if the project might finish on schedule? B: Yes, I wondered if the project might finish on schedule. A: Did you ask if the letter should be sent today? B: Yes, I asked if the letter should be sent today.","A: 프로젝트가 정시에 끝날 수 있을지 궁금해했어요? B: 네, 정시에 끝날 수 있을지 궁금해했어요. A: 오늘 편지를 보내야 하는지 물어보았어요? B: 네, 오늘 편지를 보내야 하는지 물어보았어요."
부정 조건의 접속사 unless를 사용할 수 있어요.,You cannot feel the charm ___ you wander the narrow streets.,당신은 좁은 거리를 걷지 않으면 매력을 느낄 수 없어요.,if,unless,until,unless,2,You won't appreciate the art ___ you visit a quiet gallery.,당신은 조용한 갤러리를 방문하지 않으면 예술을 감상할 수 없어요.,unless,if,until,unless,1,A: You cannot enjoy the festival unless you buy a ticket. B: I will buy a ticket in advance. A: You won't succeed unless you plan carefully. B: I plan everything meticulously.,A: 티켓을 사지 않으면 축제를 즐길 수 없어요. B: 저는 미리 티켓을 살 거예요. A: 신중하게 계획하지 않으면 성공할 수 없어요. B: 저는 모든 것을 꼼꼼하게 계획할 거예요.
현재완료 수동형을 사용할 수 있어요.,The paintings ___ for many years.,그 그림들은 수년 동안 감탄 받아 왔어요.,has been admired,have been admired,have admired been,have been admired,2,The recipes ___ through generations.,그 요리법은 세대를 거쳐 전해져 왔어요.,have been passed down,has been passed down,have passed down been,have been passed down,1,"A: Have the documents been submitted? B: Yes, they have been submitted this morning. A: Have the assignments been corrected? B: They have been corrected by the teacher.","A: 서류들이 오늘 제출되어 왔어요? B: 네, 서류들이 오늘 제출되어 왔어요. A: 과제들이 선생님에 의해 채점되어 왔어요? B: 네, 과제들이 선생님에 의해 채점되어 왔어요."
과거완료 had v-ed를 사용할 수 있어요.,I ___ my art project before the competition started.,나는 대회가 시작되기 전에 미술 프로젝트를 끝냈어요.,has finished,had finished,finished,had finished,2,She ___ a heartfelt letter before the event began.,그녀는 행사가 시작되기 전에 진심 어린 편지를 썼어요.,had written,has written,did write,had written,1,"A: Had you finished your assignment before the deadline? B: Yes, I had completed it well before time. A: Had you prepared your travel plan before you booked the ticket? B: No, I had not planned it earlier.","A: 마감일 전에 과제를 끝내셨어요? B: 네, 충분히 일찍 끝내셨어요. A: 티켓 예약 전에 여행 계획을 세우셨어요? B: 아니요, 미리 계획하지 않으셨어요."
동사＋목적어＋목적격 보어(to부정사)를 사용할 수 있어요.,The teacher encouraged us ___ express our unique ideas.,선생님께서 우리에게 독특한 아이디어를 표현하도록 격려하셨어요.,with,to,for,to,2,The manager asked him ___ support his team.,매니저께서 그에게 팀을 지원하도록 부탁하셨어요.,to,for,with,to,1,A: My friend encouraged me to join a book club. B: I signed up immediately. A: The counselor advised him to take a break. B: He followed the advice and rested.,A: 제 친구가 저에게 책 모임에 참여하도록 격려하셨어요. B: 저는 바로 등록했어요. A: 상담사가 그에게 휴식을 취하도록 조언하셨어요. B: 그는 그 조언을 따르고 쉬었어요.
시간의 접속사＋v-ing를 사용할 수 있어요.,"While ______, I discovered a surprising detail.","탐험하는 동안, 놀라운 사실을 발견했어요.",explore,exploring,explored,exploring,2,"Before ______, I prepared my itinerary.","여행하기 전에, 내 여행 일정을 준비했어요.",traveling,travel,traveled,traveling,1,"A: While reading, I discovered a fascinating idea. B: While writing, I refined my thoughts. A: Before meeting, I organized my notes. B: During commuting, I enjoyed the scenery.","A: 읽는 동안, 흥미로운 아이디어를 발견했어요. B: 쓰는 동안, 제 생각을 다듬었어요. A: 만나기 전에, 제 노트를 정리했어요. B: 이동하는 동안, 경치를 즐겼어요."
명사 뒤에서 수식하는 과거분사구를 사용할 수 있어요.,I walked through a neighborhood ___ after the storm.,나는 폭풍 후에 재건된 동네를 걸었어요.,rebuild,rebuilt,rebuilts,rebuilt,2,They enjoyed a festival ___ by volunteers.,그들은 자원봉사자들이 조직한 축제를 즐겼어요.,organized,organize,organizes,organized,1,"A: Did you visit the cafe renovated by the owner? B: Yes, it was really charming. A: Have you seen the library organized by students? B: Yes, it left a great impression.","A: 소유주가 개조한 카페를 방문했어요? B: 네, 정말 매력적이었어요. A: 학생들이 조직한 도서관을 본 적 있어요? B: 네, 아주 인상 깊었어요."
과거분사로 시작하는 수동형 분사구문을 사용할 수 있어요.,"_____ by the news, the engineer designed a clever system.","소식에 흥분해서, 그 기술자가 영리한 시스템을 설계했어요.",Exciting,Excited,Excites,Excited,2,"_____ by the outcome, the artist painted a unique portrait.","결과에 놀라서, 그 예술가가 독특한 초상화를 그렸어요.",Surprised,Surprise,Surprising,Surprised,1,"A: Tired by the long drive, I took a break. B: Shocked by the sudden noise, I hurried home. A: Captivated by the starry night, I photographed the sky. B: Enchanted by the quiet park, I strolled slowly.",A: 긴 운전으로 지쳐서 잠시 쉬었어요. B: 갑작스러운 소음에 놀라서 빨리 집에 갔어요. A: 별이 빛나는 밤에 매료되어 하늘을 촬영했어요. B: 조용한 공원에 매혹되어 천천히 걸었어요.
복합관계대명사를 사용할 수 있어요.,I cherish the photo ___ .,나는 가장 행복했던 순간을 포착한 사진을 소중히 여겨요.,who captures my happiest moment,that captures my happiest moment,that capture my happiest moment,that captures my happiest moment,2,The watch ___ tells a tale of my family history.,그 시계는 내가 물려받은 가족 역사를 들려줘요.,which I inherited,who I inherited,which I inherit,which I inherited,1,A: I discovered the sculpture that represents modern art beautifully. B: I appreciate the melody that inspires my day. A: Did you buy the pencil which writes smoothly? B: I picked up the bag that matches my outfit.,A: 저는 현대 미술을 아름답게 표현하는 조각상을 발견했어요. B: 저는 하루에 영감을 주는 멜로디를 감상해요. A: 매끄럽게 쓰는 연필을 구입했어요? B: 저는 제 복장에 어울리는 가방을 샀어요.
동명사의 의미상 주어를 사용할 수 있어요.,___ different perspectives enriches my life.,다양한 관점을 이해하는 것이 내 삶을 풍요롭게 해요.,Understand,Understanding,Understands,Understanding,2,___ to their stories helps me learn compassion.,그들의 이야기를 듣는 것이 나에게 연민을 배우게 해요.,Listening,Listen,Listened,Listening,1,A: Volunteering at a community center lifts my spirit. B: Listening to jazz music relaxes me. A: Painting landscapes brings me joy. B: Writing poetry calms my mind.,A: 지역 센터에서 자원봉사하는 것이 제 기분을 북돋아 줘요. B: 재즈 음악을 듣는 것이 저를 편안하게 해요. A: 풍경화를 그리는 것이 제게 기쁨을 줘요. B: 시를 쓰는 것이 제 마음을 차분하게 해요.
재귀대명사의 강조용법을 사용할 수 있어요.,I designed the poster _____.,나는 그 포스터를 직접 디자인했어요.,me,myself,self,myself,2,She organized the event _____.,그녀는 그 행사를 직접 조직했어요.,herself,her,she,herself,1,"A: I repaired the car myself. B: I assembled the desk myself. A: Did you pack your bag yourself? B: Yes, I organized my supplies myself.","A: 저는 차를 직접 고쳤어요. B: 저는 책상을 직접 조립했어요. A: 가방을 직접 쌌어요? B: 네, 저는 준비물을 직접 정리했어요."
must have p.p를 사용할 수 있어요.,They must have ___ nervous before the test.,그들은 시험 전에 긴장했을 거예요.,being,been,be,been,2,I must have ___ surprised to see the new club.,나는 새 동아리를 보고 놀랐을 거예요.,been,being,be,been,1,"A: She must have been tired after the marathon. B: Yes, she rested well afterwards. A: I must have been amazed by the magic show. B: Indeed, I clapped enthusiastically.","A: 그녀는 마라톤 후에 피곤했을 거예요. B: 네, 그녀는 이후에 충분히 쉬었어요. A: 저는 마술 쇼에 감탄했을 거예요. B: 정말로, 저는 열심히 박수를 보냈어요."
미래진행형 will be v-ing를 사용할 수 있어요.,The robot will be ______ people in the home.,로봇이 집에서 사람들을 도와주고 있을 거예요.,assist,assisting,assists,assisting,2,The drone will be ______ beautiful aerial photos.,드론이 아름다운 항공 사진들을 찍고 있을 거예요.,capturing,capture,captures,capturing,1,A: What will you be doing tomorrow? B: I will be attending a concert. A: When will you be traveling next week? B: I will be exploring a new city.,A: 내일 무엇을 하고 있을 거예요? B: 저는 콘서트에 참석하고 있을 거예요. A: 다음 주에 언제 여행하고 있을 거예요? B: 저는 새로운 도시를 탐험하고 있을 거예요.
전치사 + -ing을 사용할 수 있어요.,I am fond of ___ new strategies.,저는 새로운 전략을 시도하는 것을 좋아해요.,try,trying,tried,trying,2,They are worried about ___ the bus.,그들은 버스를 놓칠까 봐 걱정해요.,miss,missing,missed,missing,1,A: I am interested in painting landscapes. B: It relaxes me a lot. A: They are excited about hosting a party. B: They plan every detail carefully.,A: 저는 풍경화를 그리는 것에 관심이 많아요. B: 그것은 저를 많이 편안하게 해요. A: 그들은 파티를 여는 것에 신이 나요. B: 그들은 모든 세부 사항을 신중하게 계획해요.
분사의 후치 수식을 사용할 수 있어요.,The mural depicts a vibrant street ___ with art galleries.,벽화는 예술 갤러리들이 늘어선 활기찬 거리를 묘사해요.,line,lined,lines,lined,2,The painting portrays a modern park ___ with sculptures.,그 그림은 조각들이 가득한 현대적인 공원을 묘사해요.,filled,fill,filling,filled,1,"A: Did you visit the museum featuring exhibits arranged with care? B: Yes, I noticed galleries lined with ancient artifacts. A: Where did you buy the dress designed with exquisite details? B: I found one in a store decorated with modern art.","A: 미술관에서 정성스럽게 배열된 전시물을 보셨어요? B: 네, 고대 유물들이 늘어선 갤러리가 인상적이었어요. A: 어디서 정교하게 디자인된 드레스를 구입하셨어요? B: 현대 미술로 꾸며진 가게에서 구입했어요."
관계대명사 what를 사용할 수 있어요.,They choose ___ nurtures nature.,그들은 자연을 기르는 것을 선택해요.,which,what,that,what,2,He recycled ___ he no longer needed.,그는 더 이상 필요하지 않은 것을 재활용했어요.,what,which,that,what,1,A: Can you explain what drives innovation? B: I think what inspires people is mysterious. A: Do you notice what benefits your community? B: I believe what connects us is important.,A: 혁신을 이끄는 것이 무엇인지 설명해 주실 수 있어요? B: 저는 사람들이 영감을 받는 것이 신비하다고 생각해요. A: 당신은 공동체에 도움이 되는 것이 무엇인지 눈치채셨어요? B: 저는 우리를 연결하는 것이 중요하다고 믿어요.
간접의문문을 사용할 수 있어요.,It is crucial that they ___ what causes online rumors.,그들이 온라인 루머의 원인을 이해하는 것이 중요해요.,understands,understand,understood,understand,2,She asked ___,그녀가 최고의 디지털 도구가 무엇인지 물어보셨어요.,what the best digital tool was,what is the best digital tool,what be the best digital tool,what the best digital tool was,1,A: Can you tell me what the main course is? B: I think it is grilled fish. A: Do you know what time the movie starts? B: I heard it starts at 8 PM.,A: 오늘 주요리가 무엇인지 말씀해 주실 수 있어요? B: 구운 생선인 것 같아요. A: 영화가 몇 시에 시작하는지 아세요? B: 오후 8시에 시작하는 것 같아요.
"관계부사 when, where를 사용할 수 있어요.",I remembered a moment ___ my kindness changed someone's day.,저는 제 친절이 누군가의 하루를 바꾼 순간을 기억했어요.,where,when,while,when,2,She visited the town ___ community members gathered to help each other.,그녀는 주민들이 서로 도울 수 있도록 모인 마을을 방문했어요.,where,when,while,where,1,A: When did you celebrate your birthday? B: I celebrated it when I turned thirteen. A: Where did you have your birthday party? B: I went to a restaurant where my friends gathered.,A: 생일을 언제 축하하셨어요? B: 제가 열셋 살 때 축하했어요. A: 생일 파티는 어디서 하셨어요? B: 친구들이 모인 식당에 갔어요.
It is/was ... that 강조 구조를 사용할 수 있어요.,It was ___ that I found a vintage watch.,저는 골동품 가게에서 빈티지 시계를 찾았어요.,to the antique shop,at the antique shop,with the antique shop,at the antique shop,2,It is ___ that I enjoy reading books.,저는 비오는 날에 책 읽는 것을 즐겨요.,on rainy days,in rainy days,at rainy days,on rainy days,1,A: When do you practice your hobby? B: It is on sunny days that I play soccer. A: Where did you attend the concert? B: It was at the music hall that I enjoyed the performance.,A: 언제 취미 생활을 하세요? B: 저는 맑은 날에 축구를 해요. A: 어디에서 콘서트를 참석하셨어요? B: 저는 음악홀에서 공연을 즐겼어요.
목적격 보어로 쓰이는 to부정사를 사용할 수 있어요.,My teacher encouraged me ___ read more books.,선생님께서 저에게 더 많은 책을 읽도록 격려하셨어요.,for,to,in,to,2,The coach told his team ___ practice regularly.,코치가 팀에게 규칙적으로 연습하라고 말했어요.,to,of,with,to,1,"A: Who encouraged you ___ join the art club? B: My mentor encouraged me ___ try sketching. A: Did someone invite you ___ attend a community event? B: Yes, he invited me ___ participate in a festival.","A: 누구께서 미술 동아리에 가입하도록 격려하셨어요? B: 제 멘토께서 저에게 스케치를 시도해 보도록 격려하셨어요. A: 누군가가 커뮤니티 행사에 참석하도록 초대하셨어요? B: 네, 그분께서 축제에 참여하도록 초대하셨어요."
복합관계부사를 사용할 수 있어요.,"However well I ___ my thoughts, I cannot express my feelings clearly.","아무리 제 생각을 준비해도, 제 감정을 명확하게 표현할 수 없어요.",prepare,prepared,preparing,prepare,2,"However well she ___ her lines, her performance failed to captivate the audience.","아무리 그녀가 대사를 연습해도, 그녀의 공연은 관객을 사로잡지 못했어요.",practices,practiced,practicing,practiced,1,"A: However well I plan my weekend, the weather always disappoints me. B: That is true, however well I prepare for outings, it often rains. A: However careful I am when studying, I sometimes overlook details. B: I agree, however much I review, errors still occur.","A: 아무리 주말 계획을 잘 세워도, 날씨가 항상 실망시켜요. B: 맞아요, 아무리 외출을 준비해도 비가 자주 내려요. A: 아무리 공부에 신경을 써도, 때로는 중요한 부분을 놓쳐요. B: 동의해요, 아무리 복습해도 오류가 발생할 수 있어요."
to부정사를 사용하는 표현을 할 수 있어요.,It is _______ for you to try something new.,당신에게 새로운 것을 시도하는 것이 유익해요.,exciting,beneficial,fun,beneficial,2,It is _______ for you to learn a musical instrument.,당신에게 악기를 배우는 것이 즐거워요.,fun,beneficial,exciting,fun,1,A: Is it beneficial for you to explore painting? B: It is beneficial for you to take art classes. A: Is it fun for you to join soccer practice? B: It is fun for you to play soccer.,A: 그림을 탐구하는 것이 당신에게 유익해요? B: 미술 수업을 듣는 것이 당신에게 유익해요. A: 축구 연습에 참여하는 것이 즐거워요? B: 축구를 하는 것이 즐거워요.
최상급 표현과 복수 명사를 사용할 수 있어요.,One of the ______ animals is the dolphin.,돌고래는 가장 매혹적인 동물 중 하나예요.,more fascinating,most fascinating,very fascinating,most fascinating,2,One of the ______ habitats is the rainforest.,열대우림은 가장 독특한 서식지 중 하나예요.,most unique,unique,more unique,most unique,1,"A: One of the most challenging puzzles is the crossword. B: I think it is one of the most exciting games. A: One of the most popular desserts is ice cream. B: Yes, it is one of the most delicious treats.","A: 가장 도전적인 퍼즐 중 하나는 십자말풀이예요. B: 제 생각에는 가장 신나는 게임 중 하나예요. A: 가장 인기 있는 디저트 중 하나는 아이스크림이에요. B: 네, 가장 맛있는 간식 중 하나예요."
분사구문을 사용할 수 있어요.,"___ examples from various cultures, they enhanced our discussion.","여러 문화의 예들을 추가하여, 그들은 토론을 향상시켰어요.",Add,Adding,Added,Adding,2,"___ traditions with modern ideas, the group developed an innovative project.","전통과 현대적인 아이디어를 섞어서, 그 그룹은 혁신적인 프로젝트를 개발했어요.",Mixing,Mix,Mixed,Mixing,1,"A: Observing the bustling street, I got inspired. B: Listening to the rhythmic beats, I enjoyed my coffee. A: Reading an interesting article, she learned something new. B: Watching the vivid sunset, he felt at peace.",A: 분주한 거리를 관찰하면서 영감을 받았어요. B: 리드미컬한 비트를 들으면서 커피를 즐겼어요. A: 흥미로운 기사를 읽으면서 그녀는 새로운 것을 배웠어요. B: 선명한 노을을 보면서 그는 평화를 느꼈어요.
목적격 보어로 쓰인 to부정사를 사용할 수 있어요.,They invited the designer ___ showcase the new virtual gallery.,그들은 디자이너를 새 가상 갤러리를 선보이도록 초대했어요.,for showcase,to showcase,showcase,to showcase,2,The curator encouraged the student ___ digital art.,그 큐레이터는 학생이 디지털 예술을 탐구하도록 격려했어요.,to explore,explore,for explore,to explore,1,"A: Did they invite the chef to cook a gourmet meal? B: Yes, they invited him to cook a gourmet meal. A: Did the mentor encourage the pupil to solve the challenge? B: Yes, the mentor encouraged her to solve the challenge.","A: 그들은 요리사를 고급 식사를 요리하도록 초대했어요? B: 네, 그들은 요리사를 고급 식사를 요리하도록 초대했어요. A: 그 멘토는 학생이 도전을 해결하도록 격려했어요? B: 네, 그 멘토는 학생이 도전을 해결하도록 격려했어요."
동격의 that를 사용할 수 있어요.,I was excited by the ___ my neighbor learned a new language.,저는 이웃이 새로운 언어를 배운 사실에 신이 났어요.,fact if,fact that,fact since,fact that,2,They celebrated the ___ their team won the game.,그들은 팀이 경기를 이긴 사실을 기뻐했어요.,fact that,fact if,fact which,fact that,1,"A: I was thrilled by the fact that our festival was a success. B: I agree, the fact that everyone participated made it unforgettable. A: She felt relieved by the fact that the meeting was canceled. B: Indeed, the fact that we got extra time was beneficial.","A: 저는 우리 축제가 성공한 사실에 신이 났어요. B: 저도 그래요, 모두가 참여한 사실이 잊을 수 없게 만들었어요. A: 그녀는 회의가 취소된 사실에 안도했어요. B: 정말이에요, 추가 시간이 생긴 사실이 도움이 되었어요."
관계대명사 what을 사용할 수 있어요.,_____ I taste in the restaurant is absolutely delicious.,내가 레스토랑에서 맛본 것이 정말 맛있어요.,Who,What,Where,What,2,_____ I hear in the classroom are interesting conversations.,내가 교실에서 들은 것은 흥미로운 대화들이에요.,What,When,Who,What,1,A: What I pick at the store is affordable. B: It always impresses me. A: What I notice in the museum is remarkable. B: It always amazes me.,A: 내가 가게에서 고른 것이 합리적이에요. B: 그것은 항상 저를 감동시켜요. A: 내가 박물관에서 본 것이 인상적이에요. B: 그것은 항상 저를 놀라게 해요.
관계부사를 사용할 수 있어요.,This is ___ some people overcome difficulties with determination.,이것은 왜 어떤 사람들이 결단력으로 어려움을 극복하는지 설명해요.,where,why,who,why,2,It is ___ communities offer strength during hardships.,이것은 공동체들이 어려움 속에서 힘을 제공하는 이유를 보여줘요.,why,what,where,why,1,A: Do you know why the concert was postponed? B: I heard it was because of heavy rain. A: Can you tell me why the book became popular? B: I think it is due to its engaging plot.,A: 콘서트가 왜 연기되었는지 아세요? B: 저는 폭우 때문에 연기되었다고 들었어요. A: 왜 그 책이 인기를 끌었는지 말씀해 주실 수 있나요? B: 저는 그 책이 흥미로운 줄거리 때문이라고 생각해요.
