학년,출판사,교육과정,Lesson,Title,Functions (의사소통기능),Functions (의사소통기능),Structures (언어 형식),Structures (언어 형식),Structures (언어 형식),Functions Material 1,Functions Material 2,"Functions Material 1
수정","Functions Material 2
수정"
중1,동아(윤),2022,7,Find Your Dream,"관심 묻고 답하기
A: What are you interested in?
B: I’m interested in cooking.","장래 희망 묻고 답하기
A: What do you want to be in the future?
B: I want to be a chef.","부정사의 부사적 to 용법
A lot of people are working hard to create this movie.","시간 접속사
Max gets too excited when a lot of people are around.",,"[DESCRIPTION]
be interested in을 활용해 관심사를 묻고 답하기.

[KEY_EXPRESSION]
A: What are you interested in?  
B: I’m interested in ().  

[SUB_EXPRESSION]
A: Do you enjoy ()?  
B: Yes, I like ().  

A: What do you like doing?  
B: I like ().  ","[DESCRIPTION]
want to ()를 활용해 장래 희망에 대해 묻고 답하기.

[KEY_EXPRESSION]
A: What do you want to be in the future?  
B: I want to be ().  

[SUB_EXPRESSION]
A: What’s your dream job?  
B: My dream is to become ().  

A: What would you like to do when you grow up?  
B: I’d like to be ().  ","[DESCRIPTION]
be interested in을 활용해 관심사를 묻고 답하기.

[KEY_EXPRESSION]
A: What are you interested in?  
B: I’m interested in photography.  

[KEY_EXPRESSION_KOR]
A: 너는 무엇에 관심이 있어?  
B: 나는 사진 촬영에 관심이 있어.  

[SUB_EXPRESSION]
A: Do you enjoy ()?  
B: Yes, I like ().  

A: What do you like doing?  
B: I like ().  ","[DESCRIPTION]
want to ()를 활용해 장래 희망에 대해 묻고 답하기.

[KEY_EXPRESSION]
A: What do you want to be in the future?  
B: I want to be a scientist.  

[KEY_EXPRESSION_KOR]
A: 너는 미래에 무엇이 되고 싶어?  
B: 나는 과학자가 되고 싶어.  

[SUB_EXPRESSION]
A: What’s your dream job?  
B: My dream is to become ().  

A: What would you like to do when you grow up?  
B: I’d like to be ().  "
중1,동아(윤),2022,8,Be Smart Online,"의견 묻고 답하기
A: I think math is difficult. What do you think?
B: I think it’s fun.","동의비동의하기
I think so, too. / I agree.
I don’t think so. / I don’t agree.","수여동사
People didn’t give Goldilocks many likes.","비인칭 주어 it
It was getting dark, and it started to rain.",,"[DESCRIPTION]
think 동사를 활용해 의견을 묻고 답하기.

[KEY_EXPRESSION]
A: I think (). What do you think?  
B: I think ().  

[SUB_EXPRESSION]
A: What do you think about ()?  
B: I think ().  

A: How do you feel about ()?  
B: I feel ().  
","[DESCRIPTION]
agree와 think so를 활용해 동의 및 비동의 표현하기.

[KEY_EXPRESSION]
I think so, too. / I agree.  
I don’t think so. / I don’t agree.  

[SUB_EXPRESSION]
Me, too. / I feel the same way.  
Not me. / I have a different opinion.  ","[DESCRIPTION]
think 동사를 활용해 의견을 묻고 답하기.

[KEY_EXPRESSION]
A: I think it’s a great idea. What do you think?  
B: I think it’s interesting.  

[KEY_EXPRESSION_KOR]
A: 나는 이게 좋은 아이디어라고 생각해. 너는 어떻게 생각해?  
B: 나는 흥미롭다고 생각해.  

[SUB_EXPRESSION]
A: What do you think about ()?  
B: I think ().  

A: How do you feel about ()?  
B: I feel ().  ","[DESCRIPTION]
agree와 think so를 활용해 동의 및 비동의 표현하기.

[KEY_EXPRESSION]
I think so, too. / I agree.  
I don’t think so. / I don’t agree.  

[KEY_EXPRESSION_KOR]
나도 그렇게 생각해. / 동의해.  
나는 그렇게 생각하지 않아. / 동의하지 않아.  

[SUB_EXPRESSION]
Me, too. / I feel the same way.  
Not me. / I have a different opinion.  "
중1,동아(이),2015,1,An Exciting New World,"좋아하는 것 말하기
A: Do you like math?
B: Yes, I like math.","잘하는 것 말하기
A: Are you good at singing?
B: Yes, I’m good at singing.","be동사
I am from Korea.","일반동사
I like sports clubs.",,"[DESCRIPTION]
like와 favorite을 활용해 좋아하는 것을 묻고 답하기. # sub_expression으로 favorite도 활용하는데 빠져있음 

[KEY_EXPRESSION]
A: Do you like ()?  
B: Yes, I like (). / No, I don't like ().

[SUB_EXPRESSION]
A: What () do you like?  
B: I love ().  

A: What's your favorite ()?  
B: () is my favorite.  
","[DESCRIPTION]
be good at 표현을 활용해 잘하는 것을 묻고 답하기.

[KEY_EXPRESSION]
A: Are you good at ()?  
B: Yes, I’m good at ().  

[SUB_EXPRESSION]
A: What are you good at?  
B: I am good at ().  

A: What is she ecellent at?  
B: She is ecellent at ().  
","[DESCRIPTION]  
like와 favorite을 활용해 좋아하는 것을 묻고 답하기.  

[KEY_EXPRESSION]  
Do you like pizza?  
Yes, I like cheese pizza. / No, I don't like spicy pizza.  

[KEY_EXPRESSION_KOR]  
너 피자 좋아해?  
응, 나는 치즈 피자를 좋아해. / 아니, 나는 매운 피자를 좋아하지 않아.  

[SUB_EXPRESSION]  
A: What () do you like?  
B: I love ().  

A: What's your favorite ()?  
B: () is my favorite.  ","[DESCRIPTION]  
be good at 표현을 활용해 잘하는 것을 묻고 답하기.  

[KEY_EXPRESSION]  
Are you good at drawing?  
Yes, I’m good at drawing.  

[KEY_EXPRESSION_KOR]  
너 그림 잘 그려?  
응, 나는 그림을 잘 그려.  

[SUB_EXPRESSION]  
A: What are you good at?  
B: I am good at ().  

A: What is she excellent at?  
B: She is excellent at ().  "
중1,동아(이),2015,2,"Be Healthy, Be Happy!","상태의 원인 묻기
A: What’s wrong?
B: I have a headache.","충고하기
A: I’m always late for school.
B: You should get up early.","현재진행형
She is taking pictures.","명령문
Hold the phone at eye level.","감탄문
What a beautiful day!","[DESCRIPTION]
다양한 의문문을 활용해 상태의 원인을 묻고 답하기. # with을 사용하여 부가설명, Why the long face?

[KEY_EXPRESSION]
What’s wrong (with) ()?  

[SUB_EXPRESSION]
What happened?  

Why the long face?  
","[DESCRIPTION]
should와 의문문을 활용해 충고를 표현하기. # how about ()?, why don't you ()? 제시

[KEY_EXPRESSION]
You should ().  

[SUB_EXPRESSION]
How about ()?

Why don't you ()?
","[DESCRIPTION]  
다양한 의문문을 활용해 상태의 원인을 묻고 답하기.  

[KEY_EXPRESSION]  
What’s wrong with your arm?  

[KEY_EXPRESSION_KOR]  
네 팔 왜 그래?  

[SUB_EXPRESSION]  
What happened?  

Why the long face?  ","[DESCRIPTION]  
should와 의문문을 활용해 충고를 표현하기.  

[KEY_EXPRESSION]  
You should get some rest.  

[KEY_EXPRESSION_KOR]  
너 좀 쉬는 게 좋겠어.  

[SUB_EXPRESSION]  
How about ()?  

Why don't you ()?  "
중1,동아(이),2015,3,How Do I Look?,"행동 묘사하기
A: What is the woman doing?
B: She is taking pictures.","외모 묘사하기
A: What does Jack look like?
B: He is tall and slim.","조동사 can
Horses can almost see behind their heads.","의문문
Which color can’t a dog see, red or yellow?",,"• 행동 묘사하기
A: What is the woman doing?
B: She is taking pictures.

• 외모 묘사하기
A: What does Jack look like?
B: He is tall and slim.","[DESCRIPTION]
형용사와 신체부위를 가리키는 어휘를 활용해 외모를 묘사하기. # 답변에서 be/ have 동사 강조, sub_expression은 정확히 일치함

[KEY_EXPRESSION]
A: What does () look like?  
B: () is (). () has ().

[SUB_EXPRESSION]
A: Can you describe ()?  
B: () is ().  

A: How does () look?  
B: () is ().  
","[DESCRIPTION]  
형용사와 신체부위를 가리키는 어휘를 활용해 외모를 묘사하기.  

[KEY_EXPRESSION]  
A: What does your brother look like?  
B: He is tall and strong. He has short black hair.  

[KEY_EXPRESSION_KOR]  
A: 네 남동생은 어떻게 생겼어?  
B: 그는 키가 크고 튼튼해. 그는 짧은 검은 머리를 가지고 있어.  

[SUB_EXPRESSION]  
A: Can you describe your friend?  
B: She is short and has curly hair.  

A: How does your teacher look?  
B: He is tall and wears glasses.  
","[DESCRIPTION]  
형용사와 신체부위를 가리키는 어휘를 활용해 외모를 묘사하기.  

[KEY_EXPRESSION]  
What does your brother look like?  
He is tall and has short black hair.  

[KEY_EXPRESSION_KOR]  
네 형은 어떻게 생겼어?  
그는 키가 크고 짧은 검은 머리를 가지고 있어.  

[SUB_EXPRESSION]  
A: Can you describe ()?  
B: () is ().  

A: How does () look?  
B: () is ().  
"
중1,동아(이),2015,4,Catch the Sun,"과거 사실 말하기
A: What did you do last weekend?
B: I volunteered at the nursing home.","장소 말하기
A: Where is the Statue of Liberty?
B: It’s in New York.","과거 시제
Harry’s family went on a camping trip.","재귀대명사
I can see myself in the water.",,"[DESCRIPTION]
과거시제를 활용해 과거 사실을 말하기. # 교과서는 말하기보다 질문에 치중되어 있음

[KEY_EXPRESSION]
A: What did you do ()?  
B: I ().  

[SUB_EXPRESSION]
A: When did you ()?  
B: I ().  

A: Where did you ()?  
B: I ().  
","[DESCRIPTION]
Where is ()?를 활용해 장소를 묻고 전치사를 이용해 답하기. # 전치사 사용 강조

[KEY_EXPRESSION]
A: Where is ()?  
B: It’s ().  

[SUB_EXPRESSION]
A: Do you know where () is?  
B: It’s located ().  

A: Can you tell me where the () is?  
B: It’s ().  
","[DESCRIPTION]  
과거시제를 활용해 과거 사실을 말하기.  

[KEY_EXPRESSION]  
What did you do last summer?  
I traveled to Japan.  

[KEY_EXPRESSION_KOR]  
지난 여름에 뭐 했어?  
나는 일본을 여행했어.  

[SUB_EXPRESSION]  
A: When did you ()?  
B: I ().  

A: Where did you ()?  
B: I ().  ","[DESCRIPTION]  
Where is ()?를 활용해 장소를 묻고 전치사를 이용해 답하기.  

[KEY_EXPRESSION]  
Where is the restroom?  
It’s next to the cafeteria.  

[KEY_EXPRESSION_KOR]  
화장실 어디 있어?  
카페테리아 옆에 있어.  

[SUB_EXPRESSION]  
A: Do you know where () is?  
B: It’s located ().  

A: Can you tell me where the () is?  
B: It’s ().  "
중1,동아(이),2015,5,Art for All,"계획 말하기
A: What are you going to do after school?
B: I’m going to go swimming.","시간 약속 정하기
A: What time should we meet?
B: How about 11:00 a.m.?","조동사 will, won’t
The ball will not be here forever.","a few
My friends and I punched the ball a few times.",,"[DESCRIPTION]
be going to ()를 활용해 계획을 말하기. # 미래 부사구

[KEY_EXPRESSION]
A: What are you going to do () ()?  
B: I’m going to ().  

[SUB_EXPRESSION]
A: What are you planning to do ()?  
B: I’m planning to ().  

A: Do you have any plans for ()?  
B: Yes, I’ll ().  
","[DESCRIPTION]
should we ()?를 활용해 시간 약속 정하기.

[KEY_EXPRESSION]
A: What time should we ()?  
B: How about ()?  

[SUB_EXPRESSION]
A: When shall we ()?  
B: Let’s meet at ().  

A: What time do you want to ()?  
B: How about ()?  
","[DESCRIPTION]  
be going to ()를 활용해 계획을 말하기.  

[KEY_EXPRESSION]  
What are you going to do this weekend?  
I’m going to visit my grandparents.  

[KEY_EXPRESSION_KOR]  
이번 주말에 뭐 할 거야?  
나는 할아버지, 할머니 댁에 갈 거야.  

[SUB_EXPRESSION]  
A: What are you planning to do ()?  
B: I’m planning to ().  

A: Do you have any plans for ()?  
B: Yes, I’ll ().  ","[DESCRIPTION]  
should we ()?를 활용해 시간 약속 정하기.  

[KEY_EXPRESSION]  
What time should we meet at the park?  
How about 4 PM?  

[KEY_EXPRESSION_KOR]  
우리 공원에서 몇 시에 만날까?  
오후 4시는 어때?  

[SUB_EXPRESSION]  
A: When shall we ()?  
B: Let’s meet at ().  

A: What time do you want to ()?  
B: How about ()?  "
중1,동아(이),2015,6,"Dream High, Fly High!","관심 말하기
A: What are you interested in?
B: I’m interested in solving puzzles.","장래 희망 말하기
A: What do you want to be in the future?
B: I want to be a doctor.","to부정사 (명사적 용법)
Rahul loved to sing.","때를 나타내는 접속사
When Rahul was in middle school, he acted in a school play.",,"[DESCRIPTION]
be interested in을 활용해 관심사를 말하기. # interest 단어 강조

[KEY_EXPRESSION]
A: What are you interested in?  
B: I’m interested in ().  

[SUB_EXPRESSION]
A: Do you enjoy ()?  
B: Yes, I like ().  

A: What do you like doing?  
B: I like ().  
","[DESCRIPTION]
want to ()를 활용해 장래 희망을 말하기.

[KEY_EXPRESSION]
A: What do you want to be in the future?  
B: I want to be ().  

[SUB_EXPRESSION]
A: What’s your dream job?  
B: My dream is to become ().  

A: What would you like to do when you grow up?  
B: I’d like to be ().  ","[DESCRIPTION]  
be interested in을 활용해 관심사를 말하기.  

[KEY_EXPRESSION]  
What are you interested in?  
I’m interested in photography.  

[KEY_EXPRESSION_KOR]  
너는 어떤 것에 관심이 있어?  
나는 사진 촬영에 관심이 있어.  

[SUB_EXPRESSION]  
A: Do you enjoy ()?  
B: Yes, I like ().  

A: What do you like doing?  
B: I like ().  ","[DESCRIPTION]  
want to ()를 활용해 장래 희망을 말하기.  

[KEY_EXPRESSION]  
What do you want to be in the future?  
I want to be a scientist.  

[KEY_EXPRESSION_KOR]  
너는 미래에 뭐가 되고 싶어?  
나는 과학자가 되고 싶어.  

[SUB_EXPRESSION]  
A: What’s your dream job?  
B: My dream is to become ().  

A: What would you like to do when you grow up?  
B: I’d like to be ().  "
중1,동아(이),2015,7,Money Doesn’t Grow on Trees,"찾는 물건 말하기
A: Can I help you?
B: Yes, I’m looking for a cap for my brother.","가격 묻고 말하기
A: How much is the talking refrigerator?
B: It’s 1,000.","4형식
Julie’s father gave Mr. Leigh 40 dollars.","have to
You have to pay for the window.",,"[DESCRIPTION]
be looking for를 활용해 상점에서 찾는 물건을 말하기. 

[KEY_EXPRESSION]
A: Can I help you?  
B: Yes, I’m looking for ().  

[SUB_EXPRESSION] # 상점에서 쓰는 표현이 들어가야 함
A: Are you looking for something?  
B: Yes, do you sell ()?

A: Do you need any help?  
B: Yes, I want to buy ().  
","[DESCRIPTION]
How much is ()?를 활용해 가격을 묻고 답하기.

[KEY_EXPRESSION]
A: How much is ()?  
B: It’s ().  

[SUB_EXPRESSION]
A: How much does () cost?  
B: It costs ().  

A: Can you tell me the price of ()?  
B: It’s ().  
","[DESCRIPTION]  
be looking for를 활용해 상점에서 찾는 물건을 말하기.  

[KEY_EXPRESSION]  
Can I help you?  
Yes, I’m looking for a new backpack.  

[KEY_EXPRESSION_KOR]  
도와드릴까요?  
네, 새 배낭을 찾고 있어요.  

[SUB_EXPRESSION]  
A: Are you looking for something?  
B: Yes, do you sell ()?  

A: Do you need any help?  
B: Yes, I want to buy ().  ","[DESCRIPTION]  
How much is ()?를 활용해 가격을 묻고 답하기.  

[KEY_EXPRESSION]  
How much is this jacket?  
It’s 50 dollars.  

[KEY_EXPRESSION_KOR]  
이 재킷 얼마예요?  
50달러예요.  

[SUB_EXPRESSION]  
A: How much does () cost?  
B: It costs ().  

A: Can you tell me the price of ()?  
B: It’s ().  "
중1,동아(이),2015,8,The Way to Korea,"의견 말하기
A: What do you think about the painting?
B: I think it’s colorful.","추가 정보 요청하기
A: Can you tell me more about it?
B: Children in Mexico play with it on their birthdays.","목적어로 쓰이는 동명사
I enjoyed eating miyeokguk.","비교급, 비교급 강조 부사
Samgyetang is much tastier than chicken soup.",,"[DESCRIPTION]
think 동사를 활용해 의견을 말하기.

[KEY_EXPRESSION]
A: What do you think about ()?  
B: I think ().  

[SUB_EXPRESSION]
A: How do you feel about ()?  
B: I feel ().  

A: What’s your opinion on ()?  
B: My opinion is that ().  ","[DESCRIPTION]
Can you ()?를 활용해 추가 정보를 요청하기. 

[KEY_EXPRESSION]
A: Can you tell me more about ()?  
B: ().  

[SUB_EXPRESSION] # 의문문이 아닌 표현도 제시됨
A: Can you give me more information about ()?  
B: ().  

A: I'd like to know more about ().  
B: ().  
","[DESCRIPTION]  
think 동사를 활용해 의견을 말하기.  

[KEY_EXPRESSION]  
What do you think about this movie?  
I think it’s really exciting.  

[KEY_EXPRESSION_KOR]  
이 영화에 대해 어떻게 생각해?  
나는 정말 재미있다고 생각해.  

[SUB_EXPRESSION]  
A: How do you feel about ()?  
B: I feel ().  

A: What’s your opinion on ()?  
B: My opinion is that ().  ","[DESCRIPTION]  
Can you ()?를 활용해 추가 정보를 요청하기.  

[KEY_EXPRESSION]  
Can you tell me more about the school festival?  
Sure! It will be held next Friday.  

[KEY_EXPRESSION_KOR]  
학교 축제에 대해 더 말해 줄 수 있어?  
물론! 다음 주 금요일에 열릴 거야.  

[SUB_EXPRESSION]  
A: Can you give me more information about ()?  
B: ().  

A: I'd like to know more about ().  
B: ().  "
중2,동아(이),2015,1,Can We Talk?,"조언 구하기
A: What can I do to sleep better?
B: You can drink warm milk before bed.","제안하기
A: How about going to the bookstore?
B: Great idea!","to부정사
Give the other person a chance to talk.","명령문, and/or
Change the topic, or your partner will fall asleep.",,"[DESCRIPTION]
What can I do to ()?를 활용해 조언 구하기.

[KEY_EXPRESSION]
A: What can I do to ()?  
B: You can ().

[SUB_EXPRESSION]
A: Do you have any advice for ()?  
B: I recommend ().  

A: How can I improve ()?  
B: Try ().","[DESCRIPTION]
How about ()?를 활용해 제안하기.

[KEY_EXPRESSION]
A: How about ()?  
B: Great idea! / I’m sorry, but I can’t.

[SUB_EXPRESSION]
A: Why don’t we ()?  
B: Sounds good. / Sorry, I’m busy.  

A: Let’s ().  
B: Sure! / Maybe next time.","[DESCRIPTION]  
What can I do to ()?를 활용해 조언 구하기.  

[KEY_EXPRESSION]  
A: What can I do to improve my English?  
B: You can practice speaking every day.  

[KEY_EXPRESSION_KOR]  
A: 영어 실력을 향상시키려면 어떻게 해야 할까?  
B: 매일 말하기 연습을 하면 돼.  

[SUB_EXPRESSION]  
A: Do you have any advice for ()?  
B: I recommend ().  

A: How can I improve ()?  
B: Try ().  ","[DESCRIPTION]  
How about ()?를 활용해 제안하기.  

[KEY_EXPRESSION]  
A: How about going to the movies tonight?  
B: Great idea! / I’m sorry, but I can’t.  

[KEY_EXPRESSION_KOR]  
A: 오늘 밤 영화 보러 가는 거 어때?  
B: 좋은 생각이야! / 미안하지만 못 가.  

[SUB_EXPRESSION]  
A: Why don’t we ()?  
B: Sounds good. / Sorry, I’m busy.  

A: Let’s ().  
B: Sure! / Maybe next time. "
중2,동아(이),2015,2,Close to You,"확신 말하기
A: Sam plays the guitar really well.
B: I’m sure he will get first place in the contest.","성격 묘사하기
A: What is she like?
B: She is active and outgoing.","현재완료
My father has been invisible since last night.","ask + 목적어 + to부정사
We asked the doctor to help us.",,"[DESCRIPTION]
I’m sure ()를 활용해 확신 표현하기.

[KEY_EXPRESSION]
A: ()  
B: I’m sure ().

[SUB_EXPRESSION]
A: ()  
B: I’m confident that ().  

A: ()  
B: I have no doubt that ().","[DESCRIPTION]
다양한 형용사를 활용해 성격 묘사하기. # 성격을 묘사하는 형용사 사용

[KEY_EXPRESSION]
A: What is he/she like?  
B: He/She is ().

[SUB_EXPRESSION]
A: Can you describe his/her personality?  
B: He/She is ().  

A: What kind of person is he/she?  
B: He/She is ().","[DESCRIPTION]  
I’m sure ()를 활용해 확신 표현하기.  

[KEY_EXPRESSION]  
A: This answer must be correct.  
B: I’m sure it is.  

[KEY_EXPRESSION_KOR]  
A: 이 답이 맞을 거야.  
B: 확실해.  

[SUB_EXPRESSION]  
A: I studied a lot for this test.  
B: I’m confident that you’ll do well.  

A: He will come on time.  
B: I have no doubt that he will.  ","[DESCRIPTION]  
다양한 형용사를 활용해 성격 묘사하기.  

[KEY_EXPRESSION]  
A: What is she like?  
B: She is kind and hardworking.  

[KEY_EXPRESSION_KOR]  
A: 그녀는 어떤 사람이야?  
B: 친절하고 성실해.  

[SUB_EXPRESSION]  
A: Can you describe his personality?  
B: He is funny and outgoing.  

A: What kind of person is she?  
B: She is patient and friendly.  "
중2,동아(이),2015,3,The Music Goes,"선호 말하기
A: Which sport do you like best?
B: I like tennis best.","이유 말하기
A: Why do you want to visit Canada?
B: Because I want to see Niagara Falls.","수동태
The Beatles were loved by many people.","접속사 if
If you like today’s idols, you will love the original idol.",,"[DESCRIPTION]
Which () do you like best?를 활용해 선호 표현하기.

[KEY_EXPRESSION]
A: Which () do you like best?  
B: I like () best.

[SUB_EXPRESSION]
A: What’s your favorite ()?  
B: My favorite is ().  

A: Do you prefer () or ()?  
B: I prefer ().","[DESCRIPTION]
Why ()?와 because를 활용해 이유 묻고 답하기.

[KEY_EXPRESSION]
A: Why do you ()?  
B: Because ().

[SUB_EXPRESSION] # can you tell me why... 의 표현 추가
A: Can you tell me why ()?  
B: Because ().  

A: Why are you ()?  
B: Because ().","[DESCRIPTION]  
Which () do you like best?를 활용해 선호 표현하기.  

[KEY_EXPRESSION]  
A: Which sport do you like best?  
B: I like soccer best.  

[KEY_EXPRESSION_KOR]  
A: 네가 가장 좋아하는 스포츠는 뭐야?  
B: 나는 축구를 가장 좋아해.  

[SUB_EXPRESSION]  
A: What’s your favorite ()?  
B: My favorite is ().  

A: Do you prefer () or ()?  
B: I prefer ().  ","[DESCRIPTION]  
Why ()?와 because를 활용해 이유 묻고 답하기.  

[KEY_EXPRESSION]  
A: Why do you exercise every day?  
B: Because it keeps me healthy.  

[KEY_EXPRESSION_KOR]  
A: 왜 매일 운동해?  
B: 건강을 유지하기 위해서야.  

[SUB_EXPRESSION]  
A: Can you tell me why ()?  
B: Because ().  

A: Why are you ()?  
B: Because ().  "
중2,동아(이),2015,4,Go for It!,"여가 활동 말하기
A: What do you do in your free time?
B: I often play table tennis.","경험 말하기
A: Have you ever ridden a horse?
B: Yes, I have.","주격 관계대명사
They are the people who take part in the 4 Deserts Race.","최상급
The Atacama Desert is the driest desert in the world.",,"[DESCRIPTION]
often, usually를 활용해 여가 활동 말하기.

[KEY_EXPRESSION]
A: What do you do in your free time?  
B: I often ().

[SUB_EXPRESSION]
A: How do you spend your free time?  
B: I usually ().  

A: What’s your favorite leisure activity?  
B: It’s ().","[DESCRIPTION]
Have you ever ()?를 활용해 경험 말하기.

[KEY_EXPRESSION]
A: Have you ever ()?  
B: Yes, I have. / No, I haven’t.

[SUB_EXPRESSION]
A: Did you try () before?  
B: Yes, I did. / No, I didn’t.  

A: Have you experienced ()?  
B: Yes, I have. / No, I haven’t.","[DESCRIPTION]  
often, usually를 활용해 여가 활동 말하기.  

[KEY_EXPRESSION]  
A: What do you do in your free time?  
B: I often read books.  

[KEY_EXPRESSION_KOR]  
A: 자유시간에 뭐 해?  
B: 나는 종종 책을 읽어.  

[SUB_EXPRESSION]  
A: How do you spend your free time?  
B: I usually ().  

A: What’s your favorite leisure activity?  
B: It’s ().  ","
[DESCRIPTION]  
Have you ever ()?를 활용해 경험 말하기.  

[KEY_EXPRESSION]  
A: Have you ever traveled abroad?  
B: Yes, I have. / No, I haven’t.  

[KEY_EXPRESSION_KOR]  
A: 해외여행 가본 적 있어?  
B: 응, 있어. / 아니, 없어.  

[SUB_EXPRESSION]  
A: Did you try () before?  
B: Yes, I did. / No, I didn’t.  

A: Have you experienced ()?  
B: Yes, I have. / No, I haven’t.  "
중2,동아(이),2015,5,"Come One, Come","길 묻고 답하기
A: How can I get to the post office?
B: Go straight to 1st Street and make a right.","소요 시간 말하기
A: How long will it take to make the sandwiches?
B: Maybe it will take about an hour.","가주어 it
It is a lot of fun to throw colorful powder at everyone.","지각동사
You can hear musicians playing beautiful live music.",,"[DESCRIPTION]
명령문을 활용하여 길 안내하기. # 다양한 방법의 명령문이 중요한데 예시가 너무 편협함

[KEY_EXPRESSION]
A: Where can I find ()?  
B: Go straight and turn () at ().

[SUB_EXPRESSION]
A: Do you know where ()?  
B: Take () and you’ll see it on your ().  

A: What’s the best way to get to ()?  
B: Follow the road and ().","[DESCRIPTION]
take 동사를 활용해 소요시간 묻고 답하기.

[KEY_EXPRESSION]
A: How long will it take to ()?  
B: It will take about ().

[SUB_EXPRESSION]
A: How much time does it take to ()?  
B: It takes around ().  

A: How long does it take to ()?  
B: It usually takes about ().","[DESCRIPTION]  
명령문을 활용하여 길 안내하기.  

[KEY_EXPRESSION]  
A: Where can I find the nearest bus stop?  
B: Go straight and turn right at the corner.  

[KEY_EXPRESSION_KOR]  
A: 가장 가까운 버스 정류장은 어디에 있어요?  
B: 직진하다가 모퉁이에서 오른쪽으로 도세요.  

[SUB_EXPRESSION]  
A: Do you know where ()?  
B: Take () and you’ll see it on your ().  

A: What’s the best way to get to ()?  
B: Follow the road and ().  ","[DESCRIPTION]  
take 동사를 활용해 소요시간 묻고 답하기.  

[KEY_EXPRESSION]  
A: How long will it take to finish this project?  
B: It will take about two weeks.  

[KEY_EXPRESSION_KOR]  
A: 이 프로젝트를 끝내는 데 얼마나 걸릴까?  
B: 약 2주 정도 걸려.  

[SUB_EXPRESSION]  
A: How much time does it take to ()?  
B: It takes around ().  

A: How long does it take to ()?  
B: It usually takes about ().  "
중2,동아(이),2015,6,Into Outer Space,"알고 있는지 묻기
A: Do you know who he is?
B: Yes, I do. He is Albert Schweitzer.","용도 말하기
A: What is it for?
B: It’s for making ink.","동등 비교
A year on Mars is about twice as long as a year on Earth.","접속사 although
Although there are many movies about Mars, no one has been there yet.",,"[DESCRIPTION]
알고 있는지 묻고 답하기: 의문문 do you know ()를 활용해 알고 있는지 묻고 답하기. # 인물에 관한 것 뿐만 아니라 확장이 필요함

[KEY_EXPRESSION]
A: Do you know ()?
B: Yes, I do. () is ().

[SUB_EXPRESSION]
A: Do you know about ()?
B: Yes, I do. It is ().

A: Are you familiar with () () is?
B: Yes, I am. It is ().","[DESCRIPTION]
용도를 묻고 답하기: what is () for?를 활용해 물건이나 도구의 용도를 묻고 답하기.

[KEY_EXPRESSION]
A: What is it for?
B: It’s for ().

[SUB_EXPRESSION]
A: What is the purpose of it?
B: It’s for ().

A: Why do you use it?
B: It’s for ().","[DESCRIPTION]  
알고 있는지 묻고 답하기: 의문문 do you know ()를 활용해 알고 있는지 묻고 답하기.  

[KEY_EXPRESSION]  
A: Do you know where the library is?  
B: Yes, I do. It is next to the school.  

[KEY_EXPRESSION_KOR]  
A: 도서관이 어디 있는지 알아?  
B: 응, 학교 옆에 있어.  

[SUB_EXPRESSION]  
A: Do you know about ()?  
B: Yes, I do. It is ().  

A: Are you familiar with () () is?  
B: Yes, I am. It is ().  ","[DESCRIPTION]  
용도를 묻고 답하기: what is () for?를 활용해 물건이나 도구의 용도를 묻고 답하기.  

[KEY_EXPRESSION]  
A: What is this tool for?  
B: It’s for cutting wood.  

[KEY_EXPRESSION_KOR]  
A: 이 도구는 무엇에 쓰이는 거야?  
B: 나무를 자르는 데 사용해.  

[SUB_EXPRESSION]  
A: What is the purpose of it?  
B: It’s for ().  

A: Why do you use it?  
B: It’s for ().  "
