학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
"‘It means’를 활용해 단어의 뜻을 설명할 수 있어요.
‘It means’와 'refers to'의 사용법을 배울 수 있어요.",A: What does “______” mean? B: It means having a positive outlook.,A: 'optimistic'의 뜻은 무엇인가요? B: 긍정적인 전망을 가진다는 의미입니다.,realistic,optimistic,pessimistic,optimistic,2,A: 'optimism' means having a positive outlook. B: Exactly. A: What is the meaning of 'optimism'? B: It ______ to having a positive outlook.,A: 'optimism'은 긍정적인 전망을 가진다는 뜻입니다. B: 정확해요. A: 'optimism'의 의미는 무엇인가요? B: 'refers'는 '~를 나타낸다'라는 의미입니다.,points,refers,defines,refers,2,"A: What does ""ambitious"" mean? B: It means having big goals. A: Can you define ""ambitious""? B: It refers to striving for success.",A: 'ambitious'의 뜻이 뭐예요? B: 큰 목표를 가진다는 의미예요. A: 'ambitious'를 어떻게 정의할 수 있나요? B: 성공을 향해 노력한다는 뜻입니다.
"I wonder()를 사용하여 궁금증을 표현할 수 있어요.
I’m curious about()와 I’d be interested to know()와 같은 표현을 사용하여 궁금증을 표현할 수 있어요.",A: ___ what will happen next. B: Me too.,A: 다음에 무슨 일이 일어날지 궁금해. B: 나도 그래.,I guess,I wonder,I imagine,I wonder,2,A: ___ pizza. B: Same here.,A: 나는 피자에 대해 궁금해. B: 나도 그래.,I wonder about,I'm curious about,I don't care about,I'm curious about,2,A: I wonder how the festival will end. B: Me too. A: I'm curious about the performances at the festival. B: That's a good point.,A: 축제가 어떻게 끝날지 궁금해. B: 나도 그래. A: 축제에서 어떤 공연이 펼쳐질지 궁금해. B: 좋은 말이야.
"다양한 의문문 표현을 활용해 도움을 제안할 수 있어요.
You can offer help using various question expressions.","A: ______? B: Yes, please. That would be great.","A: 내가 도와줄까요? B: 네, 부탁해요. 정말 좋겠어요.",Are you seeking assistance?,Can I give you a hand?,Do I need to help you?,Can I give you a hand?,2,"A: ______? B: Yes, that would be nice.","A: 도움 드릴까요? B: 네, 좋을 것 같아요.",Are you seeking assistance?,Would you like some help?,Do I need to help you?,Would you like some help?,2,"A: May I assist you? B: Yes, thank you so much. A: Do you need any further assistance? B: I'm all set, thanks.","A: 제가 도와드릴까요? B: 네, 정말 감사합니다. A: 추가로 필요한 것이 있으신가요? B: 모두 해결됐어요, 고마워요."
"생각할 시간을 요청하는 표현을 사용할 수 있어요.
Use 'Let me see.' to ask for a moment to think.",B: ___ How about 3 PM?,"B: 잠깐만 생각해보고, 3시는 어때요?",Let me check.,Let me see.,Let me consider.,Let me see.,2,A: ___.,A: 잠깐만 생각해봐.,Let me decide.,Let me think.,Let me rush.,Let me think.,2,A: What time suits you? B: Let me see. How about 4 PM? A: Let me consider the options a bit. B: Take your time.,A: 언제 만나는 게 좋을까? B: 잠깐만 생각해보고. 4시는 어때요? A: 옵션들을 좀 고민해볼게. B: 천천히 해.
"‘Have you ever’를 사용하여 경험에 대해 묻고 답할 수 있어요.
You can use 'Have you ever' to ask and answer about experiences.",Have you ___ been to Japan?,일본에 가본 적 있어?,always,ever,already,ever,2,Have you ___ cooking before?,요리해 본 적이 있어?,skipped,tried,added,tried,2,"A: Have you ever visited the museum? B: No, I haven't. A: Have you tried mountain biking before? B: Yes, I have.","A: 박물관에 가본 적 있어? B: 아니, 없어. A: 산악 자전거 타본 적 있어? B: 응, 있어."
"음식 주문 표현을 사용할 수 있어요.
You can order food by asking, 'What would you like to order?'",A: What would you like to ___?,A: 무엇을 주문하시겠어요?,prepare,order,serve,order,2,A: What ___ I get you?,A: 무엇을 가져다 드릴까요?,do,can,will,can,2,"A: What would you like to have? B: I'd really like a pepperoni pizza. A: Can I get you a drink as well? B: Sure, a lemonade please.","A: 무엇을 드시겠어요? B: 저는 페퍼로니 피자를 먹고 싶어요. A: 음료도 가져다 드릴까요? B: 네, 레모네이드를 부탁해요."
"설명의 요청을 위해 'What does () mean?' 표현을 사용할 수 있어요.
You can ask for an explanation using the 'What does () mean?' expression.",A: What does ___ mean? B: It means 'able to be maintained for a long time.',A: 'sustainable'의 의미가 뭐야? B: 오랫동안 유지될 수 있다는 뜻이야.,temporary,sustainable,flexible,sustainable,2,A: Can you ___ to me? B: It refers to something important.,내게 설명해줄 수 있니?,forget,explain,interrupt,explain,2,"A: What does 'renewable' mean? B: It means 'capable of being restored.' A: Can you explain it to me? B: Sure, it refers to resources that can be naturally replenished.","A: 'renewable'의 의미가 뭐야? B: 그것은 회복될 수 있다는 뜻이야. A: 그것에 대해 설명해줄 수 있어? B: 물론이지, 이는 자연적으로 재생될 수 있는 자원을 의미해."
"상점에서 물건을 교환하는 요청 표현을 사용할 수 있어요.
I’d like to exchange this shirt for a larger size. 와 같은 표현을 사용하여 물건을 교환할 수 있어요.",I’d like to _____ this shirt for a larger size.,이 셔츠를 더 큰 사이즈로 교환하고 싶습니다.,change,exchange,return,exchange,2,I want to _____ () for (). Can I trade () for ()?,나는 이것을 다른 것으로 바꾸고 싶어요. 이것을 다른 것으로 교환할 수 있을까요.,switch,swap,change,swap,2,"A: I’d like to exchange this sweater for a smaller size. B: Sure, let me check our stock. A: Alternatively, I want to swap this jacket for a different color. B: Unfortunately, that option is not available.","A: 이 스웨터를 더 작은 사이즈로 교환하고 싶습니다. B: 알겠습니다, 재고를 확인해보겠습니다. A: 또는, 이 재킷을 다른 색으로 바꾸고 싶어요. B: 죄송하지만 그 옵션은 사용할 수 없습니다."
"빈도 부사를 사용하여 운동 빈도를 묻고 답할 수 있어요.
Using frequency adverbs, you can ask and answer how often you exercise.",How often do you _____?,얼마나 자주 운동하세요?,study,exercise,travel,exercise,2,I ______ exercise.,나는 보통 운동해.,daily,hardly,usually,usually,3,A: How often do you read? B: I read twice a week. A: How frequently do you ride your bike? B: I usually ride it on weekends.,A: 얼마나 자주 책을 읽어요? B: 일주일에 두 번 읽어요. A: 얼마나 자주 자전거를 타요? B: 보통 주말에 타요.
"축하와 위로 표현을 사용할 수 있어요.
congratulations와 동명사를 활용해 축하와 유감 표현을 할 수 있어요.",Congratulations on _____ your exam!,시험에 합격한 것을 축하해!,preparing,passing,failing,passing,2,Great job on _____! I feel bad about missing the deadline.,"마감일을 놓친 것이 안타깝지만, 과제를 완료한 것을 잘했어.",starting,completing,ignoring,completing,2,A: Congratulations on acing your test! B: Thank you so much. A: I’m sorry to hear that you were under the weather. B: I appreciate your kindness.,A: 시험에 만점을 받은 것을 축하해! B: 정말 고마워. A: 몸이 안 좋았다는 소식을 들으니 안타까워. B: 너의 친절에 감사해.
"방법이나 절차를 묻고 답하는 표현을 사용할 수 있어요.
Do you know how to ()와 같은 표현을 활용하여 절차를 설명할 수 있어요.",Do you know how to ___ a cake?,케이크를 굽는 방법을 알고 있니?,mix,bake,fry,bake,2,Can you explain how to ___?,어떻게 케이크를 굽는지 설명해 줄래?,boil rice,bake a cake,make a sandwich,bake a cake,2,"A: Do you know how to grill a steak? B: Sure. First, season the meat then grill for 5 minutes on each side. A: Can you explain how to grill a steak? B: Absolutely! You need to marinate it, and then grill until perfectly done.",A: 스테이크를 굽는 방법을 알아? B: 응. 먼저 고기에 양념을 하고 5분씩 양쪽을 굽는 거야. A: 스테이크를 굽는 방법을 설명해 줄래? B: 물론이지! 고기를 재워서 완벽하게 구우면 돼.
"‘Which () do you prefer?’ 문장을 통해 선호를 표현할 수 있어요.
다양한 선호 표현을 사용하여 의견을 제시할 수 있어요.","A: Which ______ do you prefer, summer or winter? B: I prefer winter.","A: 어떤 계절을 더 선호하나요, 여름 아니면 겨울? B: 나는 겨울을 선호해.",time,season,weather,season,2,B: I’d ______ winter.,B: 나는 겨울을 선택할 거야.,pick,choose,opt,choose,2,"A: Which season do you like more, spring or autumn? B: I prefer spring. A: Do you like red or blue better? B: I like blue better. A: Which do you like, red or blue? B: I’d choose blue.","A: 어떤 계절을 더 좋아하나요, 봄 아니면 가을? B: 나는 봄을 좋아해. A: 빨간색과 파란색 중 어느 것을 더 좋아하나요? B: 나는 파란색이 더 좋아. A: 빨간색과 파란색 중에서 어느 것을 좋아하나요? B: 나는 파란색을 선택할게."
"영어로 안부를 묻고 답할 수 있어요.
Using 'How have you been?' expressions, you can ask and answer about well-being.","A: __________? B: I’ve been great, thanks for asking.","A: 어떻게 지냈어? B: 난 정말 잘 지냈어, 물어봐줘서 고마워.",How have you been doing?,How have you been?,How was everything going?,How have you been?,2,A: How was everything going? B: Everything was __________.,A: 모든 것이 어땠어? B: 모든 게 정말 좋았어.,bad,okay,great,great,3,"A: How have you been feeling lately? B: I've been fantastic, thanks for asking. A: How has your day been? B: It has been wonderful.","A: 요즘 기분이 어때? B: 굉장히 좋았어, 물어봐줘서 고마워. A: 오늘 하루는 어땠어? B: 정말 멋졌어."
"‘I’m worried about’를 활용해 걱정을 표현할 수 있어요.
You can express your concern by using 'I’m worried about'.","A: I’m _____ about my job interview. B: Me, too. It’s important.",내가 취업 면접 때문에 걱정하고 있어.,happy,worried,excited,worried,2,A: I’m _____ about my savings. B: I feel the same way.,내 저축에 대해 걱정하고 있어.,confident,concerned,anxious,concerned,2,A: I’m worried about the upcoming exam. B: Me too. It’s really challenging. A: I’m concerned about my study plan. B: I feel the same way. We should review our notes.,A: 다가오는 시험이 걱정돼. B: 나도 그래. 정말 힘들어. A: 내 공부 계획이 걱정이야. B: 나도 그래. 우리 노트를 복습해야 해.
"원하는 행동을 묻는 표현을 사용할 수 있어요.
Ask for desired actions using 'What do you want me to do?'.",I want you to ____ me clean the room.,내 방 청소를 도와줬으면 해.,cook,help,carry,help,2,I want you to ____.,네가 해줬으면 좋겠어.,listen,help,wait,help,2,A: What do you want me to do? B: I want you to help me wash the dishes. A: Can I do anything else for you? B: I want you to help me organize my desk.,A: 내가 뭐 해주길 원해? B: 설거지를 도와줬으면 해. A: 다른 건 도와줄까? B: 내 책상 정리를 도와줬으면 좋겠어.
"의견을 묻는 다양한 표현들을 사용할 수 있어요.
How do you feel about ()?와 같은 표현을 활용하여 의견을 물어볼 수 있어요.",A: How do you feel about ___? B: I think it’s convenient.,A: 온라인 수업에 대해 어떻게 생각해? B: 편리하다고 생각해.,in-person classes,online classes,cooking classes,online classes,2,"A: What’s your opinion on ___? B: In my opinion, it’s convenient.",A: 온라인 수업에 대해 어떤 의견이야? B: 편리하다고 생각해.,evening classes,physical classes,online classes,online classes,3,"A: How do you feel about remote work? B: Personally, I find it productive. A: What’s your opinion on studying online? B: I think it’s efficient.",A: 재택근무에 대해 어떻게 생각해? B: 개인적으로는 생산적이라고 생각해. A: 온라인 공부에 대해 어떤 의견이야? B: 효율적이라고 생각해.
"후회 표현을 위해 'should have'와 'wish I had'를 사용할 수 있어요.
Express regret by using the structures 'I should have' and 'I wish I had'.",I ___ started earlier.,더 빨리 시작했어야 했어.,would have,should have,could have,should have,2,I wish I had ___ it.,내 우산을 챙겼어야 했어.,brought,taken,found,taken,2,"A: Oh, no! I missed the train. B: I should have left home earlier. A: I forgot my wallet. B: I wish I had remembered it.","A: 이런, 열차를 놓쳤어. B: 집을 더 일찍 출발했어야 했어. A: 지갑을 잊어버렸어. B: 기억했어야 했어."
"감사의 표현을 효과적으로 사용할 수 있어요.
Express gratitude using 'Thank you for ...' expressions.",Thank you for ___ me with my homework.,내 숙제 도와줘서 고마워.,aiding,helping,assisting,helping,2,I appreciate ___.,네 도움이 정말 고마워.,your help,my help,the work,your help,1,A: Thank you for helping me with my project. B: You're welcome. A: I really appreciate your support. B: Anytime.,A: 내 프로젝트 도와줘서 정말 고마워. B: 천만에. A: 네 지원에 진심으로 감사해. B: 언제든지.
"I wonder ()를 활용해 궁금함 표현하기를 배워요.
Learn to express curiosity by using I wonder ().",A: I ___ what time the store closes. B: It’s open until 10 PM.,A: 가게가 언제 문을 닫는지 궁금해. B: 오후 10시까지 열려 있어.,ask,wonder,think,wonder,2,A: I'm interested to ___ what the event details are. B: They are confirmed.,A: 이벤트 세부사항이 무엇인지 알고 싶어. B: 확정되었어.,learn,know,hear,know,2,A: I wonder how long the movie lasts. B: It runs for 2 hours. A: I'm interested to know what the snack options are. B: They offer popcorn and soda.,A: 영화가 얼마나 지속되는지 궁금해. B: 2시간 동안 상영돼. A: 간식 옵션이 무엇인지 알고 싶어. B: 팝콘과 탄산음료를 제공해.
"I can express regret using phrases like 'I should have checked the weather'.
후회 표현을 위해 'I regret'와 'I wish I had'를 활용할 수 있어요.",I should have _____ the weather.,날씨를 확인했어야 했어.,watched,checked,ignored,checked,2,I wish I had _____ my umbrella.,우산을 가져왔으면 좋았을 텐데.,lost,brought,bought,brought,2,"A: Oh, no! I forgot my jacket. B: I should have checked the weather forecast. A: I regret not grabbing my jacket earlier. B: I wish I had taken my jacket.","A: 이런, 내 재킷을 잊어버렸어. B: 날씨 예보를 확인했어야 했어. A: 재킷을 미리 챙기지 않은 것이 후회돼. B: 재킷을 챙겼어야 했어."
"화난 감정을 'upset about'와 'angry at'를 활용하여 표현할 수 있어요.
You can express feelings of anger using 'upset about' and 'angry at'.",I’m ______ about the mistake I made.,내가 저지른 실수 때문에 화가 났어.,happy,upset,calm,upset,2,I’m angry at ___.,난 그 실수 때문에 화가 났어.,my friend,the game,the mistake,the mistake,3,"A: How come you seem so troubled? B: I'm upset about the error I made at work. A: It sounds like that mistake really got to you. B: Yes, I can't shake off the anger about it.","A: 왜 그렇게 근심 가득해 보이니? B: 직장에서 실수한 일 때문에 화가 났어. A: 그 실수가 네게 정말 큰 영향을 준 것 같구나. B: 응, 아직도 그 일에 대한 분노를 떨칠 수가 없어."
"미래의 여행에 대한 기대를 표현할 수 있어요.
I can’t wait to와 I'm looking forward to를 활용해 기대하는 일을 표현할 수 있어요.",My family is going to travel next month. I ___ go on the trip!,우리 가족은 다음 달에 여행을 갈 거야. 여행을 정말 기대하고 있어!,prefer not to,can't wait to,will hesitate to,can't wait to,2,I'm ___ visiting my grandparents.,할아버지 댁을 방문하는 것이 기대돼.,nervous about,looking forward to,ignoring,looking forward to,2,A: My family is traveling next month. I can't wait to begin our journey! B: That's exciting! I'm looking forward to exploring a new city.,A: 우리 가족은 다음 달에 여행을 떠나. 우리 여행을 시작하는 게 정말 기다려져! B: 정말 신나! 나도 새로운 도시를 탐험하는 것이 기대돼.
"알고 있는 내용을 다양한 표현으로 진술할 수 있어요.
‘It is said that’와 ‘Someone told me that’과 같은 표현을 사용하여 의견을 전달할 수 있어요.",_____ drinking water in the morning is good for your health.,아침에 물을 마시는 것이 건강에 좋다고 해요.,It is fact that,It is said that,It is obvious that,It is said that,2,_____ drinking water in the morning is good for your health.,누군가 내게 아침에 물을 마시는 것이 건강에 좋다고 말했어.,People say that,Someone told me that,I was told that,Someone told me that,2,"A: It is said that taking a short walk every day can boost your mood.
B: Really? I hadn't heard that before.
A: And someone told me that morning exercise increases energy levels.
B: That sounds like a great idea to try!","A: 매일 짧은 산책을 하면 기분이 좋아진다고 해요.
B: 정말요? 전 그런 이야기를 처음 들어요.
A: 그리고 누군가 아침 운동이 에너지를 높인다고 했어요.
B: 한번 시도해봐야겠네요!"
"상대방의 의견을 묻는 표현을 사용할 수 있어요.
Do you find it ~ 를 활용해 상대방의 의견 묻기.",Do you find it ___ to wake up early?,너는 아침 일찍 일어나기 어렵다고 생각하니?,fun,difficult,easy,difficult,2,Would you find it ___ to wake up early?,아침 일찍 일어나는 것이 어렵다고 생각하나요?,simple,challenging,difficult,difficult,3,"A: Do you find it difficult to finish your homework on time? B: Yes, it is very challenging for me. A: Would you find it difficult to join the study group? B: I believe it is not that difficult.","A: 숙제를 제 시간에 끝내는 것이 어렵다고 생각하나요? B: 네, 저에게는 매우 힘들어요. A: 스터디 그룹에 참여하는 것이 어렵다고 생각하나요? B: 그다지 어렵지 않다고 생각해요."
"자세한 설명을 요청하는 표현을 사용할 수 있어요.
You can ask for further details using expressions like 'Can you tell me more about ~'.",B: Can you ______ your new job? A: Sure! It’s really exciting.,B: 너의 새 직업에 대해 좀 더 말해줄 수 있어? A: 당연하지! 정말 신나.,describe,tell me more about,discuss,tell me more about,2,A: Can you ______ about your plan?,A: 네 계획에 대해 더 자세히 설명해줄래?,tell me something about,give me more information about,speak about,give me more information about,2,"B: Can you tell me more about your new recipe? A: Sure! It's really innovative. A: Can you give me more information about the ingredients? A: Definitely, they are all organic and locally sourced.","B: 너의 새 요리에 대해 좀 더 말해줄래? A: 물론이지! 정말 혁신적이야. A: 재료에 대해 더 자세히 설명해줄 수 있어? A: 당연하지, 모두 유기농이고 지역에서 공급받고 있어."
"상대방을 안심시키는 표현을 사용할 수 있어요.
You can use expressions like 'Don’t worry about ...' to reassure someone.",Don’t ____ about the test.,시험에 대해 걱정하지 마세요.,stress,worry,panic,worry,2,Don't let ____ bother you.,문제가 너를 괴롭히게 하지 마세요.,friends,problems,risks,problems,2,A: Don’t worry about the exam. B: That really eases my mind. A: And don't let minor issues trouble you.,A: 시험에 대해 걱정하지 마세요. B: 덕분에 마음이 한결 편해졌어요. A: 그리고 작은 문제들이 너를 괴롭히게 하지 마세요.
"만족하거나 불만이 있는지 묻는 표현을 사용할 수 있어요.
How do you like ~ 표현을 사용하여 의견을 물어볼 수 있어요.",How do you ___ this new restaurant?,이 새 레스토랑은 어때요?,visit,like,hate,like,2,Are you ___ with your meal?,식사가 만족스러웠나요?,angry,satisfied,confused,satisfied,2,"A: How do you like this film? B: I really like it, it was entertaining! A: Are you satisfied with your service? B: Yes, everything was perfect.","A: 이 영화는 어때요? B: 정말 좋았어요, 아주 재미있었어요! A: 서비스에 만족하셨나요? B: 네, 모든 것이 완벽했어요."
"실제로 가능한지 묻는 표현을 사용할 수 있어요.
You can ask whether something is actually possible using the expression.",Is it possible to ______ the date of the meeting?,회의 날짜를 변경할 수 있나요?,fix,change,decide,change,2,Can you actually ______?,정말 회의 날짜를 변경할 수 있나요?,confirm the meeting,change the date of the meeting,cancel the meeting,change the date of the meeting,2,A: Is it possible to reschedule the meeting? B: Let me check if that can be done. A: Can you actually reschedule it? B: I will confirm and get back to you soon.,A: 회의 시간을 재조정할 수 있나요? B: 가능한지 확인해볼게요. A: 정말 회의 시간을 재조정할 수 있나요? B: 확인 후 곧 알려줄게요.
"형용사를 활용하여 감정을 표현할 수 있어요.
Use adjectives like glad, worried, happy to express feelings.",I’m ____ that you made it.,나는 네가 안전하게 도착해서 기뻐.,happy,glad,worried,glad,2,I’m ____ to join the event.,나는 이 행사에 참여하게 되어 행복해.,worried,happy,glad,happy,2,A: You got here safely. B: I’m glad that you are here. A: I’m happy to see you at the event. B: I’m excited about the program.,A: 안전하게 도착했네. B: 네가 여기 있어서 기뻐. A: 행사에서 너를 보니 행복해. B: 프로그램이 기대돼.
"선호를 묻고 답하는 표현을 익힐 수 있어요.
You can ask and answer questions about preferences using a 'Which do you like better...' structure.","A: Which do you ___ better, summer or winter? B: I like winter better.",A: 여름과 겨울 중 어느 것을 더 좋아하나요? B: 나는 겨울을 더 좋아해.,prefer,like better,enjoy more,like better,2,"A: Do you ___ apples or oranges? B: I prefer apples. A: Which one do you prefer, apples or oranges? B: I like apples the most.",A: 사과와 오렌지 중 어느 것을 선호하나요? B: 나는 사과를 선호해. A: 사과와 오렌지 중 어느 것을 선호하나요? B: 나는 사과를 가장 좋아해.,choose,like,prefer,prefer,3,"A: Do you enjoy rainy days or snowy days more? B: I enjoy snowy days more. A: Out of rainy days and snowy days, which do you enjoy the most? B: I like snowy days best.",A: 비 오는 날과 눈 오는 날 중 어느 것을 더 즐기나요? B: 저는 눈 오는 날을 더 즐겨요. A: 비 오는 날과 눈 오는 날 중에서 어느 날을 가장 즐기시나요? B: 저는 눈 오는 날을 제일 좋아해요.
"다양한 주제 소개 표현을 사용할 수 있어요.
I’d like to talk about ~ 를 활용해 주제 소개하기.",___ my favorite hobby.,내가 가장 좋아하는 취미에 대해 이야기하고 싶어.,I don't like to talk about,I'd like to talk about,I want to avoid,I'd like to talk about,2,Let me ___ about my favorite hobby.,내가 가장 좋아하는 취미에 대해 말할게.,introduce,talk,speak,talk,2,A: I'd like to talk about my new favorite book. B: That sounds intriguing! A: Let me talk about the exciting characters. B: I'd love to hear more details.,A: 내가 새로 좋아하게 된 책에 대해 이야기하고 싶어. B: 흥미롭네! A: 신나는 등장인물들에 대해 말할게. B: 자세히 듣고 싶어.
"I wonder ~를 활용해 궁금한 점을 표현할 수 있어요.
Express your curiosity using the structure 'I wonder ~'.",I wonder ___ she will come to the party.,나는 그녀가 파티에 올지 궁금해.,when,if,whether,if,2,I wonder ___ the meeting will be held.,나는 회의가 어디서 열릴지 궁금해.,when,if,where,where,3,"A: I wonder if he can solve the math puzzle. B: That's a good thought! A: Also, I wonder where we could find additional clues.",A: 그가 수학 문제를 풀 수 있을지 궁금해. B: 정말 좋은 생각이야! A: 그리고 추가 단서를 어디서 찾을 수 있을지 궁금해.
