id,WordText,WordMeaning,PoSText
10600,formation,"지층,암층",명사
10601,four,"4,넷",명사
10602,fox,여우,명사
10603,free,자유로운,형용사
10604,free,한가한,형용사
10605,free,"풀어주다,빼내다",동사
10606,free,~이 없는,형용사
10607,fresh,신선한,형용사
10608,friend,친구,명사
10609,friendship,우정,명사
10610,from,~로부터,전치사
10611,from,~출신의,전치사
10612,front,앞,명사
10613,front,전선,명사
10614,fruit,과일,명사
10615,fruit,"결실,산물",명사
10616,full,가득한,형용사
10617,full,배부른,형용사
10618,full,"완전한,모든",형용사
10619,fun,재미,명사
10620,future,미래,명사
10621,game,경기,명사
10622,game,오락,명사
10623,game,게임을 하는,형용사
10624,garden,정원,명사
10625,gas,가스,명사
10626,gentleman,신사,명사
10627,get,"받다,얻다",동사
10628,get,도착하다,동사
10629,get,(어떤 상태가) 되다,동사
10630,get,이해하다,동사
10631,get,"데려오다,가져오다",동사
10632,girl,소녀,명사
10633,give,주다,동사
10634,glad,기쁜,형용사
10635,glass,유리,명사
10636,glass,유리잔,명사
10637,go,가다,동사
10638,go,시도,명사
10639,go,바둑,명사
10640,goal,"득점,목표",명사
10641,goal,득점,명사
10642,goal,골문,명사
10643,gold,금,명사
10644,good,"좋은,착한",형용사
10645,good,(실력이) 좋은,형용사
10646,good,맛있는,형용사
10647,good,착한,형용사
10648,goodbye,(작별 인사) 잘 가,숙어/관용어
10649,goods,"상품,제품",명사
10650,grandfather,할아버지,명사
10651,grape,포도,명사
10652,grass,풀,명사
10653,great,위대한,형용사
10654,great,훌륭한,형용사
10655,great,(보기에) 멋진,형용사
10656,great,거대한,형용사
10657,great,기분이 좋은,형용사
10658,green,친환경적인,형용사
10659,green,(얼굴빛이) 핼쑥한,형용사
10660,ground,땅,명사
10661,ground,찌꺼기,명사
10662,ground,갈아진,형용사
10663,ground,(연구 등의) 분야,명사
10664,ground,(배를) 좌초시키다,동사
10665,ground,"이유,근거",명사
10666,ground,"마당,운동장",명사
10667,ground,"기반,바탕",명사
10668,group,집단,명사
10669,group,분류하다,동사
10670,grow,성장하다,동사
10671,grow,기르다,동사
10672,grow,재배하다,동사
10673,grow,"자라다,~해지다,증가하다",동사
10674,guess,"추측하다,알아맞히다",동사
10675,guitar,(악기) 기타,명사
10676,gum,껌,명사
10677,gum,잇몸,명사
10678,guy,"남자,녀석",명사
10679,habit,"버릇,습관",명사
10680,hair,"머리카락,털",명사
10681,hamburger,햄버거,명사
10682,hand,손,명사
10683,hand,(도움의) 손길,명사
10684,hand,건네주다,동사
10685,hand,시계 바늘,명사
10686,hang,"걸다,매달다",동사
10687,happy,행복한,형용사
10688,hard,"어려운,딱딱한",형용사
10689,hard,열심히,명사
10690,hard,딱딱한,형용사
10691,hard,(표정이) 굳은,형용사
10692,hard,"많이,심하게",부사
10693,hard,세게,부사
10694,hardly,거의 ~않다,부사
10695,hat,모자,명사
10696,hate,미워하다,동사
10697,hate,증오,명사
10698,have,가지다,동사
10699,have,먹다,동사
10700,have,(수업이) 있다,동사
10701,have,"(행사를)하다,열다",동사
10702,he,그는,대명사
10703,head,머리,명사
10704,head,향하다,동사
10705,head,우두머리,명사
10706,head,헤딩하다,동사
10707,heart,"하트, 심장",명사
10708,heart,"마음,심장",명사
10709,heat,열,명사
10710,heat,더위,명사
10711,heat,데우다,동사
10712,heavy,무거운,형용사
10713,heavy,교통량이 많은,형용사
10714,heavy,(직물/재료가) 두꺼운,형용사
10715,hello,"안녕하세요,여보세요",숙어/관용어
10716,hello,여보세요,숙어/관용어
10717,helmet,"헬멧,안전모",명사
10718,help,도움,명사
10719,help,(음식을) 먹다,동사
10720,here,여기에,부사
10721,hero,영웅,명사
10722,hero,남자 주인공,명사
10723,hey,(상대를 부를 때) 이봐,숙어/관용어
10724,hi,안녕(하세요),숙어/관용어
10725,high,높은,형용사
10726,high,"기분이 좋은,들떠있는",형용사
10727,high,"최고치,최고 기온,고기압",명사
10728,hike,도보 여행,명사
10729,hike,하이킹(도보 여행) 하다,동사
10730,hill,언덕,명사
10731,history,역사,명사
10732,hit,"치다,엄습하다",동사
10733,hit,성공,명사
10734,hit,맞히다,동사
10735,hit,"(목표/수준 등)에 달하다,이르다",동사
10736,hit,"대인기,히트",명사
10737,hit,"(태풍 등이)덮치다,엄습하다",동사
10738,hobby,취미,명사
10739,hold,"잡다,열다,개최하다",동사
10740,hold,개최하다,동사
10741,hold,"수용하다,지니다",동사
10742,hold,유지하다,동사
10743,hold,보유하다,동사
10744,hold,안고 있다,동사
10745,hold,잡고(들고) 있다,동사
10746,holiday,휴일,명사
10747,home,서식지,명사
10748,homework,숙제,명사
10749,honest,"솔직한,정직한",형용사
10750,hope,희망하다,동사
10751,hope,희망,명사
10752,horse,말,명사
10753,hospital,병원,명사
10754,hot,뜨거운,형용사
10755,hot,더운,형용사
10756,hot,매운,형용사
10757,hot,인기 있는,형용사
10758,hot,(리듬 등이)강렬한,형용사
10759,hour,시간,명사
10760,house,집,명사
10761,house,"거처를 제공하다,수용하다",동사
10762,house,보관하다,동사
10763,house,수용하다,동사
10764,house,(특정 종류의) 기관,명사
10765,how,어떻게,부사
10766,how,(감탄) 정말,감탄사
10767,how,(기분/날씨가) 어떠한,형용사
10768,how,"얼마나,몇",부사
10769,however,그렇지만,접속사
10770,however,그러나,접속사
10771,human,"인간의,인간적인",형용사
10772,human,"인간,사람",명사
10773,hundred,"100,백",명사
10774,hunt,사냥하다,동사
10775,hunt,"찾기,수색",명사
10776,hurry,서두르다,동사
10777,husband,남편,명사
10778,I,나는,대명사
10779,ice,얼음,명사
10780,idea,"생각,발상",명사
10781,if,만일 ~라면,접속사
10782,if,~인지 아닌지,접속사
10783,image,"초상,상",명사
10784,in,~의 안에,전치사
10785,in,(장소) ~에(서),전치사
10786,informal,"형식적이지 않은,일상적인",형용사
10787,inside,"안쪽,안에",명사
10788,inside,안에,부사
10789,interact,상호작용하다,동사
10790,interact,교류하다,동사
10791,international,국제적인,형용사
10792,into,안으로,전치사
10793,introduce,소개하다,동사
10794,introduce,도입하다,동사
10795,invite,초대하다,동사
10796,invite,초래하다,동사
10797,invite,"요구하다,요청하다",동사
10798,issue,"(논쟁의 중요한) 쟁점,주제",명사
10799,issue,발행하다,동사
10800,issue,"발표하다,발행하다",동사
10801,issue,"(출판물의) 호,판",명사
10802,it,그것은,대명사
10803,jacket,재킷,명사
10804,jam,혼잡,명사
10805,jam,잼,명사
10806,jam,"(장소/통로를) 막다,메우다",동사
10807,job,"일,직장",명사
10808,job,직업,명사
10809,join,"합류하다,참가하다",동사
10810,join,"가입하다,합류하다,연결하다",동사
10811,juice,주스,명사
10812,jump,뛰다,동사
10813,jump,점프하다,동사
10814,just,바로,부사
10815,just,단지,명사
10816,just,정당한,형용사
10817,keep,지니다,동사
10818,keep,유지하다,동사
10819,keep,(약속을) 지키다,동사
10820,keep,기르다,동사
10821,keep,간직하다,동사
10822,key,열쇠,명사
10823,key,비결,명사
10824,key,건반,명사
10825,kick,차다,동사
10826,kid,아이,명사
10827,kid,"놀리다,장난치다",동사
10828,kill,죽이다,동사
10829,kill,사냥한 동물,명사
10830,kind,친절한,형용사
10831,king,왕,명사
10832,kiss,키스하다,동사
10833,kitchen,부엌,명사
10834,knife,칼,명사
10835,know,알다,동사
10836,lady,숙녀,명사
10837,lake,호수,명사
10838,lake,호수,명사
10839,land,"육지,토지",명사
10840,land,착륙하다,동사
10841,large,큰,형용사
10842,laser,레이저,명사
10843,last,"최후의,마지막의",형용사
10844,last,"견디다,버티다",동사
10845,last,지난,형용사
10846,last,계속되다,동사
10847,late,늦은,형용사
10848,late,최신의,형용사
10849,late,"고인이 된,이미 사망한",형용사
10850,lazy,게으른,형용사
10851,learn,배우다,동사
10852,left,왼쪽의,형용사
10853,leg,다리,명사
10854,leg,다리,명사
10855,lesson,수업,명사
10856,lesson,교훈,명사
10857,letter,"편지,글자,문자",명사
10858,letter,문자,명사
10859,letter,글씨를 쓰다,동사
10860,library,도서관,명사
10861,lie,눕다,동사
10862,lie,펼쳐져 있다,동사
10863,lie,"놓다,놓여 있다",동사
10864,lie,"있다,위치해 있다",동사
10865,life,생명,명사
10866,life,생활,명사
10867,life,"인생,삶",명사
10868,light,"빛,전등",명사
10869,light,전등,명사
10870,light,"밝게 하다,비추다",동사
10871,light,"관점,견해",명사
10872,like,좋아하다,동사
10873,like,~와 같은,전치사
10874,likely,있을 법한,형용사
10875,likely,할 것 같은,형용사
10876,line,선,명사
10877,line,(연극/노래) 가사,명사
10878,line,대사,명사
10879,line,"늘어서다,줄 서다",동사
10880,line,전화(선),명사
10881,line,줄,명사
10882,line,노선,형용사
10883,line,(연극/영화의) 대사,명사
10884,line,"구절,행",명사
10885,lion,사자,명사
10886,lip,입술,명사
10887,lip,입술,명사
10888,listen,듣다,동사
10889,literal,문자의,형용사
10890,little,"사소한,작은",형용사
10891,little,어린,형용사
10892,little,거의 없는,대명사
10893,live,살다,동사
10894,live,생방송으로,부사
10895,live,살아있는,형용사
10896,long,긴,형용사
10897,long,갈망하다,동사
10898,long,길이가 ~인,형용사
10899,look,보다,동사
10900,look,"~하게 보이다,~처럼 보이다",동사
10901,look,외모,명사
10902,look,표정,명사
10903,look,"보기,(쳐다/살펴)봄,눈길",명사
10904,love,"사랑하다,사랑",동사
10905,low,"기운이 없는,낮은",형용사
10906,low,"최저치,최저 기온,저기압",명사
10907,luck,운,명사
10908,lunch,점심식사,명사
10909,mad,미친,형용사
10910,mad,화가 난,형용사
10911,mail,우편(물),명사
10912,mail,(편지를) 부치다,동사
10913,make,만들다,동사
10914,make,~이 되다,동사
10915,make,(돈을) 벌다,동사
10916,man,남자,명사
10917,man,"인류,사람",명사
10918,many,많은,대명사
10919,map,지도,명사
10920,map,상세하게 그리다,동사
10921,map,밝혀내다,동사
10922,marathon,마라톤,명사
10923,market,시장,명사
10924,marry,결혼하다,동사
10925,math,수학,명사
10926,mathematics,수학,명사
10927,may,~해도 좋다,동사
10928,may,~일지 모른다,동사
10929,meat,고기,명사
10930,medal,메달,명사
10931,medal,"메달,훈장",명사
10932,meet,"만나다,(필요/요구를)만족시키다",동사
10933,meet,(필요/요구 등을) 만족시키다,동사
10934,meet,"(운동)경기,대회",명사
10935,meet,(기한 등을) 지키다,동사
10936,meet,충족시키다,동사
10937,member,회원,명사
10938,membership,회원,명사
10939,memory,기억(력),명사
10940,memory,추억,명사
10941,middle,한가운데의,형용사
10942,might,힘,명사
10943,might,~일지도 모른다,동사
10944,milk,우유,명사
10945,milk,젖을 짜다,동사
10946,milk,"(돈/정보를) 뽑아내다,착취하다",동사
10947,mind,꺼리다,동사
10948,mind,"언짢아 하다,꺼리다",동사
10949,mind,주의하다,동사
10950,miss,(수업 등을) 빼먹다,동사
10951,miss,"그리워하다,(수업 등을) 빼먹다",동사
10952,miss,"놓치다,그리워하다",동사
10953,miss,실종되다,동사
10954,mistake,잘못,명사
10955,mistake,실수,명사
10956,mistake,오해하다,동사
10957,model,(패션) 모델,명사
10958,model,모형,명사
10959,model,입어 보이다,동사
10960,mom,엄마,명사
10961,mommy,엄마,명사
10962,money,돈,명사
10963,monkey,원숭이,명사
10964,month,달,명사
10965,moon,달,명사
10966,moon,위성,명사
10967,morning,아침,명사
10968,morning,오전,명사
10969,mother,어머니,명사
10970,mountain,산,명사
10971,mouse,생쥐,명사
10972,mouth,입,명사
10973,move,"움직이다,감동시키다",동사
10974,move,옮기다,동사
10975,move,감동시키다,동사
10976,move,착수하다,동사
10977,move,이사하다,동사
10978,move,"조치,수단",명사
10979,move,"제안하다,제출하다",동사
10980,move,"이동,움직임",명사
10981,movie,영화,명사
10982,much,(양이) 많은,대명사
10983,much,훨씬,대명사
10984,music,음악,명사
10985,must,~해야 한다,동사
10986,must,"~일 것이다,~임에 틀림없다",동사
10987,must,"반드시 해야 하는 것,필수품",명사
10988,name,이름,명사
10989,name,이름짓다,동사
10990,name,"평판,명성",명사
10991,name,이름을 대다,동사
10992,nation,"국민,국가",명사
10993,nature,"자연,본성",명사
10994,nature,본성,명사
10995,nature,"종류,유형",명사
10996,near,가까운,형용사
10997,near,~근처에,형용사
10998,neck,목,명사
10999,need,해야 한다,동사
