id,WordText,WordMeaning,PoSText
12144,pumpkin pie,호박파이,명사
12145,purple,"자주색,보라색",명사
12146,raining,비가 오는,형용사
12147,real,진실의,형용사
12148,real,"진짜의,실제의",형용사
12149,really,정말로,부사
12150,recycle,재활용하다,동사
12151,rest,나머지,명사
12152,rest,"(어떤 것에)받치다,기대다",동사
12153,rice,쌀,명사
12154,ride,놀이기구,명사
12155,ride,"타기,탈것,(유원지의) 놀이기구",명사
12156,rock climbing,암벽 등반,명사
12157,rocket,로켓,명사
12158,rope,밧줄,명사
12159,ruler,(도구) 자,명사
12160,ruler,"통치자,지배자",명사
12161,runny nose,콧물이 흐르는 코,명사
12162,Russia,러시아,명사
12163,salty,짠,명사
12164,Saturday,토요일,명사
12165,sauce,(요리) 소스,명사
12166,scarecrow,허수아비,명사
12167,scarf,스카프,명사
12168,scarf,목도리,명사
12169,scary,무서운,형용사
12170,scientist,과학자,명사
12171,secret,"비밀,비결,신비",명사
12172,secret,"비결,비법",명사
12173,secret,"비결,비법,비밀",명사
12174,September,9월,명사
12175,shake,악수하다,동사
12176,shake,떨리다,동사
12177,shark,상어,명사
12178,shoes,신발,명사
12179,shopping,쇼핑,명사
12180,shopping bag,쇼핑백,명사
12181,shoulder,어깨,명사
12182,shoulder,짊어지다,동사
12183,shout,"외치다,소리치다",동사
12184,shower,소나기,명사
12185,shower,샤워,명사
12186,shower,"쏟아 붓다,~ 세례를 퍼붓다",동사
12187,singer,가수,명사
12188,sink,가라앉다,동사
12189,sink,세면대,명사
12190,sink,(공을) 구멍에 넣다,동사
12191,sink,흡수대,명사
12192,sink,"줄어들다,약해지다",동사
12193,sleepy,졸린,형용사
12194,slide,미끄러지다,동사
12195,slide,미끄럼틀,명사
12196,smart,똑똑한,형용사
12197,snack,"간단한 식사,간식",명사
12198,snowing,눈이 내리는,형용사
12199,snowman,눈사람,명사
12200,soccer ball,축구공,명사
12201,soccer player,축구선수,명사
12202,social studies,사회학,명사
12203,social studies,사회,명사
12204,socks,양말,명사
12205,soda,탄산음료,명사
12206,sofa,소파,명사
12207,sour,신맛이 나는,형용사
12208,sour,(음식이) 상한,형용사
12209,spaceship,우주선,명사
12210,special,특별한,형용사
12211,spell,"철자하다,철자를 말하다(쓰다)",동사
12212,spell,"마법,주술",명사
12213,spicy,"매운 맛이 나는,양념 맛이 강한",형용사
12214,sports,스포츠의,형용사
12215,stairs,계단,명사
12216,stay up late,밤늦게까지 깨어 있다,숙어/관용어
12217,stick,"막대기,나뭇가지",명사
12218,stick,찌르다,동사
12219,stick,붙이다,동사
12220,stick,집어넣다,동사
12221,stick,꼼짝하지 않다,동사
12222,stick,지팡이,명사
12223,stick,(문구용) 풀,명사
12224,stick,(몸의 일부를) 내밀다,동사
12225,stomachache,복통,명사
12226,stove,난로,명사
12227,stove,"스토브,가스레인지",명사
12228,straight,똑바른,형용사
12229,straight,곧바로,부사
12230,straight,잇달아,부사
12231,straight,사실된,형용사
12232,strawberry,딸기,명사
12233,stretch,잡아 늘이다,동사
12234,stretch,몸을 쭉 뻗다,동사
12235,stretch,"과장,확대해석",명사
12236,stretch,뻗어나가다,동사
12237,stretch,스트레칭을 하다,동사
12238,stretch,"길게 뻗은 지역,해협",명사
12239,subject,과목,명사
12240,subject,~될 수 있는,형용사
12241,subject,실험 대상,명사
12242,subject,소재,명사
12243,subject,"주제,과목",명사
12244,subject,"신하,백성",명사
12245,subject,(다뤄지고 있는)문제,명사
12246,subject,피사체,명사
12247,subway station,지하철역,명사
12248,Sunday,일요일,명사
12249,sundial,해시계,명사
12250,sunglasses,선글라스,명사
12251,sunny,화창한,형용사
12252,surprise,놀라게 하다,동사
12253,surprise,놀라움,명사
12254,surprise,뜻밖의 일(소식),명사
12255,sweater,스웨터,명사
12256,sweet,"아름다운,상냥한",형용사
12257,sweet,"다정한,친절한",형용사
12258,swimming,수영,명사
12259,T-shirt,티셔츠,명사
12260,table tennis,탁구,명사
12261,take a class,수업을 듣다,숙어/관용어
12262,take a picture,사진을 찍다,숙어/관용어
12263,take a shower,샤워하다,숙어/관용어
12264,take a walk,산책하다,숙어/관용어
12265,tea,차,명사
12266,teacher,선생님,명사
12267,teeth,"이,치아",명사
12268,the U.S.,미국,명사
12269,the United States,미국,명사
12270,theater,극장,명사
12271,theater,"연극,희곡",명사
12272,then,그때,부사
12273,then,그런 뒤,부사
12274,then,"그러면,그렇다면",부사
12275,these,이것들,대명사
12276,thirsty,목마른,형용사
12277,those,그것들,대명사
12278,those,"저,그러한",형용사
12279,those,사람들,명사
12280,thousand,"1000,천",명사
12281,throw,던지다,동사
12282,throw,행사를 열다,동사
12283,Thursday,목요일,명사
12284,tissue,조직,명사
12285,tissue,화장지,명사
12286,toilet,"변기,화장실",명사
12287,toilet,"몸단장,치장",명사
12288,toothache,치통,명사
12289,toothbrush,칫솔,명사
12290,tour,순회 공연,명사
12291,tower,탑,명사
12292,toy car,장난감 차,숙어/관용어
12293,traditional,"전통의,전통적인",형용사
12294,trash,쓰레기,명사
12295,traveler,여행자,명사
12296,try on,~을 입어 보다,숙어/관용어
12297,Tuesday,화요일,명사
12298,turkey,칠면조,명사
12299,turn left,왼쪽으로 돌다,숙어/관용어
12300,turn off,"끄다,잠그다",숙어/관용어
12301,turn right,오른쪽으로 돌다,숙어/관용어
12302,turtle,거북,명사
12303,TV,텔레비전,명사
12304,ukulele,우쿨렐레,명사
12305,upcycle,업사이클(신조어:upgrade+recycle),명사
12306,upcycle,새활용하다,동사
12307,upcycle,"업사이클하다,더 나은 것으로 만들다",동사
12308,upset,속상하게 만들다,동사
12309,upset,화난,형용사
12310,upset,"속이 상한,화난",형용사
12311,usually,보통,부사
12312,usually,"보통,주로,대개",부사
12313,vacation,휴가,명사
12314,vacation,방학,명사
12315,van,밴,명사
12316,Venus,"금성,비너스",명사
12317,vest,(권력/권한이) 주어지다,동사
12318,vest,조끼,명사
12319,Vietnam,베트남,명사
12320,virus,바이러스,명사
12321,walk along,~를 따라 걷다,숙어/관용어
12322,warm up,준비 운동을 하다,숙어/관용어
12323,warm up,준비하다,숙어/관용어
12324,watch out,조심하다,숙어/관용어
12325,watch TV,TV를 보다,숙어/관용어
12326,Wednesday,수요일,명사
12327,wheelchair,바퀴 달린 의자,명사
12328,which,(의문문에서) 어느,대명사
12329,whose,누구의,형용사
12330,windy,바람이 부는,형용사
12331,wolf,늑대,명사
12332,wonderful,놀라운,형용사
12333,wonderful,"아주 멋진,훌륭한",형용사
12334,worried,걱정스러운,형용사
12335,would,(will의 과거형) ~하려고 했다,동사
12336,would,~였을 것이다,동사
12337,would,~했을 것이다,동사
12338,would,(will의 과거형) ~하곤 했다,동사
12339,writer,작가,명사
12340,yacht,요트,명사
12341,your,당신의,대명사
12342,yours,당신(들)의 것,대명사
12343,yours,너의 것,대명사
12344,zebra,얼룩말,명사
12345,zero,숫자 영(0),명사
12346,zookeeper,동물원 사육사,명사
12347,bowl,"볼링을 하다, 공을 굴리다",동사
12348,bowl,(볼링)공,명사
12349,chat,이야기를 나누다,동사
12350,chat,잡담,명사
12351,Chinese,중국의,형용사
12352,Chinese,중국인,명사
12353,fifth,제5,명사
12354,fifth,제5의,형용사
12355,fourth,제 4,명사
12356,fourth,제 4의,형용사
12357,glue,접착제,명사
12358,glue,접착제로 붙이다,동사
12359,gray,회색,명사
12360,gray,회색의,형용사
12361,grey,회색,명사
12362,grey,회색의,형용사
12363,guide,안내하다,동사
12364,guide,안내인,명사
12365,hurt,아프다,동사
12366,hurt,아픈,형용사
12367,interview,"면접, 인터뷰",명사
12368,interview,면접하다,동사
12369,mine,광산,명사
12370,mine,광물질을 캐다,동사
12371,mirror,거울,명사
12372,mirror,"비추다, 반영시키다",동사
12373,online,온라인,명사
12374,online,온라인의,형용사
12375,order,주문,명사
12376,order,주문하다,동사
12377,order,"정리하다, 배열하다",동사
12378,order,순서,명사
12379,order,명령,명사
12380,order,명령하다,동사
12381,p.m.,오후,명사
12382,p.m.,오후의,형용사
12383,picnic,소풍,명사
12384,picnic,소풍가다,동사
12385,plant,심다,동사
12386,plant,식물,명사
12387,practice,연습,명사
12388,practice,연습하다,동사
12389,rest,휴식,명사
12390,rest,휴식하다,동사
12391,ride,타다,동사
12392,ride,"타기, 타고 가기",명사
12393,shake,"흔들(리)다, 진동하다",동사
12394,shake,흔들림,명사
12395,sixth,제6,명사
12396,sixth,제6의,형용사
12397,skateboard,스케이트보드,명사
12398,skateboard,스케이트보드를 타다,동사
12399,sweet,단 맛,명사
12400,sweet,단맛,명사
12401,sweet,"달콤한, 단 맛의",형용사
12402,sweet,단맛의,형용사
12403,tour,여행,명사
12404,tour,여행하다,동사
12405,let's,우리 ~하자,숙어/관용어
12406,hairband,머리띠,명사
12407,rice cake,떡,명사
12408,of course,물론,숙어/관용어
12409,guide dog,맹인 안내견,명사
12410,excuse me,실례합니다,숙어/관용어
12411,Internet,인터넷,명사
12412,the U.K.,영국,명사
12413,bike,자전거,명사
12414,bicycle,자전거,명사
12415,mailbox,우체통,명사
12416,May,5월,명사
12417,postbox,우체통,명사
12418,congratulations,축하해(요),감탄사
12419,Earth,지구,명사
12420,backward,후방에,부사
12421,Children's day,어린이 날,명사
12422,Parents' Day,어버이날,명사
12423,keep a diary,일기를 쓰다,숙어/관용어
12424,do one's homework,숙제를 하다,숙어/관용어
12425,off,취소된,부사
12426,key ring,열쇠고리,명사
12427,pick,줍다,동사
12428,hair designer,미용사,명사
12429,off,"연결, 작동이 안 되는",부사
12430,fast,빨리,부사
12431,answer,대답,명사
12432,would,~했으면 좋겠다,동사
