id,WordText,WordMeaning,PoSText
11149,present,제출하다,동사
11150,present,"나타내다,표시하다",동사
11151,present,"제시하다,제출하다",동사
11152,pretty,예쁜,형용사
11153,pretty,"꽤,아주",부사
11154,prince,왕자,명사
11155,print,인쇄하다,동사
11156,print,판화,명사
11157,print,무늬,명사
11158,problem,문제,명사
11159,program,프로그램,명사
11160,project,"계획,기획",명사
11161,project,"비추다,투사하다",동사
11162,project,과제,명사
11163,project,발사하다,동사
11164,project,"보여주다,나타내다",동사
11165,puppy,강아지,명사
11166,push,밀다,동사
11167,push,강요하다,동사
11168,push,추진,명사
11169,push,누르다,동사
11170,push,"~하도록 강하게 설득하다,독려하다",동사
11171,put,두다,동사
11172,put,붙이다,동사
11173,put,넣다,동사
11174,queen,여왕,명사
11175,question,질문,명사
11176,question,의심하다,동사
11177,quick,빠른,형용사
11178,quick,(일 처리 등이) 신속한,형용사
11179,quiet,조용한,형용사
11180,quiet,진정시키다,동사
11181,quiz,간단한 시험,명사
11182,rabbit,토끼,명사
11183,race,인종,명사
11184,race,급히 가다,동사
11185,race,(심장 등이) 쿵쿵 뛰다,동사
11186,racial,인종의,형용사
11187,radio,라디오,명사
11188,radio,무전기,명사
11189,read,읽다,동사
11190,read,~라고 적혀 있다,동사
11191,ready,준비된,형용사
11192,recreation,"휴양,오락",명사
11193,red,급진적인,형용사
11194,remember,기억하다,동사
11195,restaurant,식당,명사
11196,restroom,화장실,명사
11197,return,"돌아오다,돌아가다",동사
11198,return,"돌려주다,반납하다",동사
11199,return,환불,명사
11200,return,수익,명사
11201,ribbon,리본,명사
11202,rich,"부유한,풍부한",형용사
11203,rich,진한,형용사
11204,rich,풍부한,형용사
11205,right,오른쪽의,형용사
11206,right,옳은,형용사
11207,right,적당한,형용사
11208,right,권리,명사
11209,right,곧바로,부사
11210,right,바로,부사
11211,right,"맞는,알맞은",형용사
11212,ring,(전화가) 울리다,동사
11213,ring,"반지,고리",명사
11214,river,강,명사
11215,road,길,명사
11216,robot,로봇,명사
11217,rock,바위,명사
11218,rock,록 음악,명사
11219,room,방,명사
11220,room,"공간,기회",명사
11221,room,여지,명사
11222,rose,장미,명사
11223,run,달리다,동사
11224,run,(연극 등의) 장기공연,명사
11225,run,운영하다,동사
11226,run,(차량/기계를)몰다,동사
11227,run,(기계 등이) 돌아가다,동사
11228,run,흐르다,동사
11229,run,상영하다,동사
11230,run,경영하다,동사
11231,run,(선거에) 입후보하다,동사
11232,run,(야구에서) 득점,명사
11233,sad,슬픈,명사
11234,safe,안전한,형용사
11235,salad,샐러드,명사
11236,sale,"판매,할인판매",명사
11237,salt,소금,명사
11238,salt,소금이 든,형용사
11239,same,같은,형용사
11240,sand,모래,명사
11241,sand,사포질하다,동사
11242,sandwich,샌드위치,명사
11243,save,"구하다,절약하다,저장하다",동사
11244,save,절약하다,동사
11245,save,저장하다,동사
11246,save,아껴두다,동사
11247,save,"모으다,저축하다",동사
11248,save,"남겨두다,아끼다",동사
11249,say,말하다,동사
11250,say,"나타내다,쓰여있다",동사
11251,say,"결정권,발언권",명사
11252,school,학교,명사
11253,school,(작가/화가 등의) 파,명사
11254,school,"떼,무리",명사
11255,science,과학,명사
11256,science,학문,명사
11257,scissors,가위,명사
11258,score,악보,명사
11259,sea,바다,동사
11260,season,계절,명사
11261,season,양념하다,동사
11262,season,"시즌,철",명사
11263,second,"초,순간",명사
11264,second,순간,명사
11265,secondary,2차적인,형용사
11266,secondary,간접적인,형용사
11267,see,보다,동사
11268,see,경험하다,동사
11269,see,"이해하다,알다",동사
11270,sell,팔다,동사
11271,send,보내다,동사
11272,service,봉사,명사
11273,set,"놓다,설정하다,세우다",동사
11274,set,세트,명사
11275,set,설정하다,동사
11276,set,(해/달 등이) 지다,동사
11277,set,"위치한,자리한,설치한",형용사
11278,set,(목표 등을)세우다,동사
11279,set,준비가 된,형용사
11280,set,(시계를) 맞추다,동사
11281,seven,"7,일곱",명사
11282,she,그녀는,대명사
11283,ship,배,명사
11284,ship,"수송하다,실어 나르다",동사
11285,shirt,와이셔츠,명사
11286,shoe,신발,명사
11287,shop,"가게,소매점",명사
11288,shop,쇼핑하다,동사
11289,shop,물건을 사다,동사
11290,short,짧은,형용사
11291,short,키가 작은,형용사
11292,should,~하는 것이 좋다,동사
11293,should,~해야 한다,동사
11294,should,~일 것이다,동사
11295,show,보여주다,동사
11296,show,공연,명사
11297,show,"쇼,(TV 등의) 프로그램",명사
11298,shy,"수줍어하는,소심한",형용사
11299,sick,병든,형용사
11300,sick,아픈,형용사
11301,sick,메스꺼운,형용사
11302,side,"옆,가장자리",명사
11303,side,"(좌우 절반 중 한) 쪽,(적/자기편의) 편",명사
11304,side,"면,측면",명사
11305,sing,노래하다,동사
11306,sister,자매,명사
11307,sister,수녀,명사
11308,sister,여동생,명사
11309,sit,앉다,동사
11310,six,"6,여섯",명사
11311,size,크기,명사
11312,skate,스케이트,명사
11313,skate,스케이트를 타다,동사
11314,skin,피부,명사
11315,skin,(과일/야채의) 껍질,명사
11316,skirt,치마,명사
11317,skirt,"가장자리로 둘러가다,회피하다",동사
11318,sky,하늘,명사
11319,sleep,자다,동사
11320,slow,느린,형용사
11321,small,작은,형용사
11322,smell,냄새를 맡다,동사
11323,smell,냄새가 나다,동사
11324,smell,후각,명사
11325,smell,냄새,명사
11326,snow,눈,명사
11327,so,그래서,접속사
11328,so,"그렇게,그와 같이",부사
11329,so,"정말로,대단히",부사
11330,soccer,축구,명사
11331,sock,양말,명사
11332,soft,부드러운,형용사
11333,software,소프트웨어,명사
11334,some,약간의,대명사
11335,son,아들,명사
11336,song,노래,명사
11337,sorry,미안한,형용사
11338,sorry,유감스러운,형용사
11339,sound,소리,명사
11340,sound,안정된,형용사
11341,sound,~처럼 들리다,동사
11342,sound,건전한,형용사
11343,sound,"타당한,믿을 만한",형용사
11344,soup,수프,명사
11345,south,남쪽,명사
11346,space,우주,명사
11347,space,"공간,칸",명사
11348,space,간격을 두다,동사
11349,spaghetti,스파게티,명사
11350,speak,말하다,동사
11351,speed,속력,명사
11352,speed,속도를 내다,동사
11353,spoon,숟가락,명사
11354,sport,운동,명사
11355,spring,봄,명사
11356,spring,샘,명사
11357,spring,"용수철,스프링",명사
11358,spring,(갑자기) 뛰어오르다,동사
11359,staff,직원(전체),명사
11360,staff,지팡이,명사
11361,stand,서다,동사
11362,stand,노점,명사
11363,stand,참다,동사
11364,stand,(어떤 상태에) 있다,동사
11365,stand,가판대,명사
11366,stand,관중석,명사
11367,star,별,명사
11368,star,주연을 맡다,동사
11369,star,(가수/배우/운동선수 등) 스타,명사
11370,star,"주연하다,주역을 맡다,출연하다",동사
11371,start,시작하다,동사
11372,stay,"머무르다,머무름,방문",동사
11373,stay,유지하다,동사
11374,stay,방문,명사
11375,steak,스테이크,명사
11376,stone,돌,명사
11377,stop,멈추다,동사
11378,stop,정류장,명사
11379,store,"가게,상점",명사
11380,store,저장하다,동사
11381,story,이야기,명사
11382,story,층,명사
11383,street,거리,명사
11384,strong,"강한,튼튼한",형용사
11385,student,학생,명사
11386,study,공부하다,동사
11387,style,방식,명사
11388,subway,지하철,명사
11389,sugar,설탕,명사
11390,summer,여름,명사
11391,sun,태양,명사
11392,sure,확실한,형용사
11393,sure,물론이지,숙어/관용어
11394,swim,"수영하다,헤엄치다",동사
11395,table,"식탁,탁자",명사
11396,table,"표,목록",명사
11397,tail,꼬리,명사
11398,take,"잡다,가지고가다,(시간이) 걸리다",동사
11399,take,가지고 가다,동사
11400,take,"선택하다,(골라서) 사다",동사
11401,take,가지다,동사
11402,take,(교통수단을) 타다,동사
11403,take,섭취하다,동사
11404,take,(시간이) 걸리다,동사
11405,take,데리고 가다,동사
11406,take,(수업 등을) 수강하다,동사
11407,take,"가지고 다니다,휴대하다",동사
11408,take,(사진을) 찍다,동사
11409,take,복용하다,동사
11410,take,"참다,견디다",동사
11411,take,"(영화의) 한 장면,녹음,생각,의견",명사
11412,talk,말하다,동사
11413,tall,키가 큰,형용사
11414,tape,테이프,명사
11415,tape,(테이프를) 붙이다,동사
11416,tape,녹음하다,동사
11417,taste,취미,명사
11418,taste,취향,명사
11419,taste,미각,명사
11420,taste,~한 맛이 나다,동사
11421,taxi,택시,명사
11422,teach,가르치다,동사
11423,team,팀,명사
11424,telephone,전화,명사
11425,television,텔레비전,명사
11426,tell,말하다,동사
11427,tell,구분하다,동사
11428,tell,알려주다,동사
11429,ten,"10,열",명사
11430,tennis,테니스,명사
11431,tent,텐트,명사
11432,test,시험,명사
11433,test,"검사하다,실험하다",동사
11434,textbook,교과서,명사
11435,than,(비교) ~보다,접속사
11436,thank,감사하다,동사
11437,that,저것,대명사
11438,that,"그렇게,그만큼",부사
11439,the,그,관사
11440,there,"저기,거기",부사
11441,they,그들은,대명사
11442,thing,"것,물체",명사
11443,thing,"물건,소지품",명사
11444,thing,"(상황/사건 등을 가리키는)것,일",명사
11445,think,생각하다,동사
11446,thirst,갈증,명사
11447,thirteen,"13,열셋",명사
11448,thirty,"30,서른",명사
11449,this,이것은,대명사
11450,three,"3,셋",명사
11451,ticket,표,명사
11452,tiger,호랑이,명사
11453,time,시간,명사
11454,time,"횟수,번",명사
11455,tire,피곤하게 하다,동사
11456,tire,타이어,명사
11457,tired,피곤한,형용사
11458,to,~에,전치사
11459,today,오늘(날),명사
11460,together,함께,부사
11461,tomato,토마토,명사
11462,tomorrow,내일,명사
11463,tonight,오늘밤,명사
11464,too,"역시,또한",부사
11465,too,너무,부사
11466,too,"지나치게,과도하게",부사
11467,tooth,이,명사
11468,tooth,톱니,명사
11469,top,꼭대기,명사
11470,top,팽이,명사
11471,top,위에 놓다,동사
11472,touch,"만지다,건드리다",동사
11473,touch,감동시키다,동사
11474,touch,솜씨,명사
11475,touch,촉각,명사
11476,town,"마을,읍",명사
11477,toy,장난감,명사
11478,track,지나간 자국,명사
11479,track,길,명사
11480,track,경주로,명사
11481,track,추적하다,동사
11482,track,선로,명사
11483,train,열차,명사
11484,train,"훈련하다,훈련시키다",동사
11485,train,훈련하다,동사
11486,travel,이동하다,동사
11487,tree,나무,명사
11488,trial,재판,명사
11489,trial,시험,명사
11490,trial,"시도,시련",명사
11491,trip,"여행,이동",명사
11492,trip,발을 걸어 넘어뜨리다,동사
11493,truck,트럭,명사
11494,try,"시도하다,노력하다",동사
11495,try,"먹어 보다,해보다",동사
11496,try,"입어보다,써보다",동사
11497,turn,"차례,순번",명사
11498,turn,변하다,동사
11499,turn,(시간/양 등이) 지나다,동사
