id,WordText,WordMeaning,PoSText
10124,bed,침대,명사
10125,bed,"(강/바다의) 바닥,지층",명사
10126,bee,벌,명사
10127,beef,쇠고기,명사
10128,beef,불평하다,동사
10129,before,"~앞에,~전에",전치사
10130,begin,시작하다,동사
10131,behind,~의 뒤에,전치사
10132,believe,믿다,동사
10133,bell,종,명사
10134,bell,종소리,명사
10135,below,~의 아래에,전치사
10136,belt,허리띠,명사
10137,beside,옆에,전치사
10138,between,~의 사이에,전치사
10139,big,큰,명사
10140,bike,자전거,명사
10141,bike,오토바이,명사
10142,bike,자전거를 타다,동사
10143,bill,"계산서,청구서",명사
10144,bill,법안,명사
10145,bill,지폐,명사
10146,bill,(새의) 넓적한 부리,명사
10147,bill,(모자의) 챙,명사
10148,bird,새,명사
10149,birth,출생,명사
10150,blood,피,명사
10151,blue,우울한,형용사
10152,board,"판자,칠판",명사
10153,board,게시판,명사
10154,board,이사회,명사
10155,board,칠판,명사
10156,board,탑승하다,동사
10157,board,(게임) 판,명사
10158,boat,보트,명사
10159,body,몸,명사
10160,body,본론,명사
10161,body,단체,명사
10162,bone,뼈,명사
10163,book,책,명사
10164,book,예약하다,동사
10165,borrow,빌리다,동사
10166,borrow,(사상/문구를) 차용하다,동사
10167,both,둘 다의,대명사
10168,bottle,병,명사
10169,bottom,밑바닥,명사
10170,box,상자,명사
10171,box,권투를 하다,동사
10172,boy,소년,명사
10173,brave,용감한,형용사
10174,bread,빵,명사
10175,break,"부수다,망가 뜨리다",동사
10176,break,망가뜨리다,동사
10177,break,휴식(시간),명사
10178,break,(기록을) 깨다,동사
10179,break,"방학,휴가",명사
10180,break,기회,명사
10181,break,(뉴스가) 터지다,동사
10182,break,어기다,동사
10183,break,부러지다,동사
10184,break,"끊다,깨다",동사
10185,breakfast,아침식사,명사
10186,bridge,다리,명사
10187,bright,"밝은,똑똑한",형용사
10188,bright,똑똑한,형용사
10189,bright,"(앞날이) 밝은,희망적인",형용사
10190,bring,가져오다,동사
10191,bring,떠오르게 하다,동사
10192,bring,데려오다,동사
10193,bring,"(특정 상태,장소에)있게 하다,~하게 하다",동사
10194,brother,형제,명사
10195,brother,오빠,명사
10196,brown,갈색의,형용사
10197,brush,솔질하다,동사
10198,brush,닦다,동사
10199,brush,스치다,동사
10200,build,"짓다,만들어 내다",동사
10201,burn,타다,동사
10202,burn,"태우다,화상을 입다",동사
10203,bus,버스,명사
10204,business,사업,명사
10205,busy,바쁜,형용사
10206,busy,통화 중인,형용사
10207,but,"그러나,하지만",접속사
10208,but,~이외에,접속사
10209,butter,버터,명사
10210,button,단추,명사
10211,button,버튼,명사
10212,buy,사다,동사
10213,by,~의 옆에,전치사
10214,by,(방법) ~를 통해,전치사
10215,by,~에 의해,전치사
10216,by,~까지,전치사
10217,by,(정도/차이)~의 차이로,전치사
10218,by,~무렵에,전치사
10219,bye,(작별 인사) 잘 가,숙어/관용어
10220,cake,케이크,명사
10221,call,부르다,동사
10222,camera,카메라,명사
10223,campaign,(사회/정치적) 운동,명사
10224,campaign,"(정치/사회적) 운동을 하다,캠페인을 하다.",동사
10225,can,~할 수 있다,동사
10226,can,캔,명사
10227,can,~해도 된다,동사
10228,candy,캔디,명사
10229,cap,모자,명사
10230,cap,뚜껑,명사
10231,cap,(액수의) 한도를 정하다,동사
10232,cap,(꼭대기를)덮다,동사
10233,car,차,명사
10234,card,카드,명사
10235,card,축하카드,명사
10236,care,"걱정,근심,배려",명사
10237,care,신경 쓰다,동사
10238,care,돌봄,명사
10239,care,돌보다,동사
10240,care,"주의,조심",명사
10241,carrot,당근,명사
10242,carry,나르다,동사
10243,carry,"들고 있다,휴대하다",동사
10244,carry,가지고 다니다,동사
10245,carry,표현하다,동사
10246,carry,(가게에서 물품을)팔다,동사
10247,case,"경우,사례",명사
10248,case,상자,명사
10249,case,"판례,소송",명사
10250,case,"사건,사례",명사
10251,cash,현금,명사
10252,casual,격식 없는,형용사
10253,casual,평소에,형용사
10254,cat,고양이,명사
10255,catch,잡다,동사
10256,catch,이해하다,동사
10257,catch,(기차 등을) 타다,동사
10258,catch,(병에) 걸리다,동사
10259,catch,(관심을)끌다,동사
10260,catch,"잡은 것,어획량",명사
10261,center,중앙,명사
10262,center,회관,명사
10263,center,센터,명사
10264,certain,"확실한,특정한",형용사
10265,certain,특정한,형용사
10266,certain,약간의,형용사
10267,certain,어떤,형용사
10268,chair,의자,명사
10269,chair,"회장,의장",명사
10270,chance,"기회,가능성",명사
10271,chance,가능성,명사
10272,change,잔돈,명사
10273,change,"교체,변화,잔돈",명사
10274,cheap,값싼,형용사
10275,check,"점검하다,확인하다",동사
10276,check,수표,명사
10277,check,계산서,명사
10278,cheese,치즈,명사
10279,chicken,닭(고기),명사
10280,child,어린이,명사
10281,chocolate,초콜릿,명사
10282,choose,"고르다,정하다",동사
10283,church,교회,명사
10284,circle,원,명사
10285,circle,동그라미 표시를 하다,동사
10286,circle,빙빙 돌다,동사
10287,circle,둘러싸다,동사
10288,city,도시,명사
10289,clarify,명백히 하다,동사
10290,class,학급,명사
10291,class,수업,명사
10292,class,등급,명사
10293,class,"계급,계층",명사
10294,classic,고전적인,형용사
10295,classify,분류하다,동사
10296,clean,깨끗한,형용사
10297,clean,(정서적으로) 순수한,형용사
10298,clear,"맑은,깨끗한,분명한",형용사
10299,clear,분명한,형용사
10300,clear,비우다,동사
10301,clear,"뛰어넘다,지나가다",동사
10302,clear,"명확한,확실한",동사
10303,clear,(삼림/토지를)개간하다,동사
10304,clear,치우다,동사
10305,clever,영리한,형용사
10306,climb,"오르다,등반하다",동사
10307,clock,시계,명사
10308,close,닫다,동사
10309,close,가까운,형용사
10310,close,눈을 감다,동사
10311,close,아슬아슬한,형용사
10312,close,"철저한,면밀한",형용사
10313,close,가깝게,부사
10314,close,"끝,마무리",명사
10315,close,"막상막하의,우열을 가리기 힘든",형용사
10316,clothes,옷,명사
10317,cloud,구름,명사
10318,cloud,(기억/판단 등을) 흐리게 하다,동사
10319,club,클럽,명사
10320,club,동아리,명사
10321,club,"곤봉,방망이",명사
10322,club,골프채,명사
10323,coat,"겉옷,외투",명사
10324,coat,"표면을 덮은 것,(페인트의) 칠",명사
10325,coat,(페인트 등을) 칠하다,동사
10326,coffee,커피,명사
10327,cold,"추운,차가운",형용사
10328,cold,감기,명사
10329,cold,(끓인 음식이) 식은,형용사
10330,cold,냉정한,형용사
10331,collect,"모으다,수집하다,채집하다",동사
10332,collect,(세금을) 징수하다,동사
10333,college,단과대학,명사
10334,color,색,명사
10335,color,그림물감,명사
10336,color,염색하다,동사
10337,color,색칠하다,동사
10338,come,오다,동사
10339,comic,희극의,형용사
10340,comic,만화 영화,명사
10341,comic,웃기는,형용사
10342,company,동료,명사
10343,company,회사,명사
10344,company,함께 있음,명사
10345,compute,계산하다,동사
10346,computer,컴퓨터,명사
10347,condition,"상태,조건",명사
10348,condition,조건,명사
10349,condition,"환경,상황",명사
10350,congratulate,축하하다,동사
10351,control,지배,명사
10352,control,제어하다,동사
10353,control,조절,명사
10354,control,조절(통제)하다,동사
10355,cook,요리하다,동사
10356,cook,요리사,명사
10357,cool,시원한,형용사
10358,cool,멋진,형용사
10359,cool,침착한,형용사
10360,cool,"식히다,차갑게 하다",동사
10361,cool,훌륭한,형용사
10362,corner,구석,명사
10363,corner,"모퉁이,구석",명사
10364,cost,비용,명사
10365,cost,(값이)~이다,동사
10366,could,(can의 과거형) ~할 수 있었다,동사
10367,country,나라,명사
10368,country,시골,명사
10369,couple,"두 사람,연인",명사
10370,course,"강좌,과정",명사
10371,course,항로,명사
10372,course,방침,명사
10373,course,(경주/경기의) 코스,명사
10374,court,법정,명사
10375,court,테니스 코트,명사
10376,court,"왕궁,왕실",명사
10377,court,구애하다,동사
10378,court,"코트,경기장",명사
10379,cousin,사촌,명사
10380,cover,"덮다,가리다",동사
10381,cover,표지,명사
10382,cover,포함시키다,동사
10383,cover,다루다,동사
10384,cover,"취재하다,보도하다",동사
10385,cover,"책임지다,떠맡다",동사
10386,cover,"덮개,커버",명사
10387,cover,덮개,명사
10388,cow,암소,명사
10389,cow,겁을 주다,동사
10390,crayon,크레용,명사
10391,cream,크림,명사
10392,cross,가로지르다,동사
10393,cross,"교차시키다,(다리를) 꼬다",동사
10394,cross,십자가,명사
10395,cross,(길을) 건너다,동사
10396,cry,(소리 내어) 울다,동사
10397,cry,"외치다,울다",동사
10398,culture,문화,명사
10399,cup,잔,명사
10400,curtain,커튼,명사
10401,customer,고객,명사
10402,cut,자르다,동사
10403,cut,"(베인) 상처,자상",명사
10404,cut,삭감하다,동사
10405,dad,아빠,명사
10406,daddy,아빠,명사
10407,dance,춤추다,동사
10408,danger,위험,명사
10409,date,날짜,명사
10410,date,대추,명사
10411,date,연대를 추정하다,동사
10412,daughter,딸,명사
10413,day,날,명사
10414,day,요일,명사
10415,day,낮,명사
10416,dead,"죽은,쓸모없는",형용사
10417,dead,(기계가)작동을 안 하는,형용사
10418,death,죽음,명사
10419,decide,결정하다,동사
10420,decision,"결정,판단",명사
10421,deep,깊은,형용사
10422,deep,(색이) 짙은,형용사
10423,delicious,맛있는,형용사
10424,design,설계하다,동사
10425,desk,책상,명사
10426,die,죽다,동사
10427,die,"(기계가) 서다,멎다",동사
10428,difficult,어려운,형용사
10429,dinner,저녁식사,명사
10430,disagree,"일치하지 않다,동의하지 않다",동사
10431,disagree,동의하지 않다,동사
10432,disagree,반대하다,동사
10433,disclose,"드러내다,폭로하다",동사
10434,discover,발견하다,동사
10435,discuss,토론하다,동사
10436,displace,대체하다,동사
10437,displace,옮기다,동사
10438,do,하다,동사
10439,doctor,의사,명사
10440,doctor,조작하다,동사
10441,doctor,유독 물질을 섞다,동사
10442,dog,개,명사
10443,doll,인형,명사
10444,door,문,명사
10445,double,두 배의,형용사
10446,double,두 배가 되다,동사
10447,doughnut,도넛,명사
10448,down,아래로,부사
10449,down,침울하다,동사
10450,down,"우울한,의기소침한",형용사
10451,draw,당기다,동사
10452,draw,그리다,동사
10453,draw,비기다,동사
10454,draw,"추첨,제비뽑기",명사
10455,draw,(액체/가스를) 퍼 올리다,동사
10456,draw,인기 있는 것,명사
10457,draw,"(결론을) 얻다,도출해 내다",동사
10458,drawer,서랍,명사
10459,drawer,수표발행인,명사
10460,dress,의복,명사
10461,dress,"드레스,원피스",명사
10462,dress,옷을 입다,동사
10463,dress,원피스,명사
10464,drink,마시다,동사
10465,drink,음료,명사
10466,drive,운전하다,동사
10467,drive,추진하다,동사
10468,drive,"(목적 달성을 위한) 단체 운동,캠페인",명사
10469,drive,~하게 만들다,동사
10470,drop,떨어지다,동사
10471,drop,방울,명사
10472,drop,떨어뜨리다,동사
10473,drop,그만두다,동사
10474,drop,"자세를 낮추다,엎드리다",동사
10475,drum,"드럼,북",명사
10476,dry,마른,형용사
10477,dry,건조한,형용사
10478,dry,(성격/태도가) 무미건조한,형용사
10479,duck,오리,명사
10480,during,~동안,전치사
10481,ear,귀,명사
10482,early,일찍,부사
10483,earth,흙,명사
10484,east,동쪽,명사
10485,eat,먹다,동사
10486,egg,알,명사
10487,eight,"8,여덟",명사
10488,elephant,코끼리,명사
10489,eleven,"11,열하나",명사
10490,embody,"포함하다,구현하다",동사
10491,enclose,동봉하다,동사
10492,enclose,(울타리 등으로) 둘러싸다,동사
10493,end,"목적,목표",명사
10494,energy,"힘,에너지",명사
10495,enough,충분한,형용사
10496,ensure,보장하다,동사
10497,ensure,확실하게 하다,동사
10498,enter,들어가다,동사
10499,enter,입력하다,동사
