학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
"칭찬이나 축하의 표현을 배울 수 있어요.
간단한 칭찬과 축하의 말을 사용할 수 있어요.",You did a ___ job!,정말 잘했어!,mediocre,good,bad,good,2,Well done! ___ work!,잘했어! 멋진 일이야!,Fine,Great,Excellent,Great,2,"A: You did a good job! B: Thanks, I practiced a lot. A: Well done! Great work! B: I appreciate your compliment.","A: 너 정말 잘했어! B: 고마워, 많이 연습했어. A: 잘했어! 멋진 일이야! B: 칭찬해줘서 고마워."
"이유를 설명할 때 'Because'를 사용할 수 있어요.
이유를 설명할 때 'Since'를 사용할 수 있어요.",_____ it was raining.,비가 왔기 때문에 그랬어.,Although,Because,But,Because,2,_____ it was cloudy.,하늘이 흐렸기 때문에 그렇게 했어.,Since,Because,However,Since,1,"A: I skipped the meeting because I was busy. B: Really? I understand. A: And since traffic was terrible, I took a taxi.",A: 바빠서 회의를 건너뛰었어. B: 정말? 이해해. A: 그리고 교통이 나빠서 택시를 탔어.
"유감을 표현하는 영어 표현을 사용할 수 있어요.
I’m sorry to ()를 활용하여 유감을 표현할 수 있어요.",I’m sorry to ____ that.,그 말을 들으니 유감이야.,say,hear,see,hear,2,That’s too bad. I’m ____ about that.,안타까워. 그 일에 대해 유감이야.,excited,sorry,happy,sorry,2,"A: I’m sorry to hear about the delay in your project. B: Yes, it has been challenging. A: That’s too bad. I’m sorry about the inconvenience. B: Thank you for understanding.","A: 네 프로젝트 지연 소식을 들으니 유감이야. B: 맞아, 정말 힘들었어. A: 안타깝네. 불편함에 대해 유감이야. B: 이해해줘서 고마워."
"부가의문문을 활용해 확인 요청을 할 수 있어요.
Using tag questions to request confirmation.","She likes coffee, ___?","그녀는 커피를 좋아하죠, 그렇죠?",isn't she?,doesn't she?,don't they?,doesn't she?,2,"She likes tea, ___?","그녀는 차를 좋아하죠, 그렇죠?",isn't she?,doesn't she?,don't they?,isn't she?,1,"A: He enjoys reading, doesn't he? B: Absolutely, he does. A: He enjoys jogging, isn't he? B: Yes, indeed!","A: 그는 독서를 즐기죠, 그렇죠? B: 물론이죠. A: 그는 조깅을 좋아하죠, 그렇죠? B: 네, 정말 그래요!"
"형용사를 사용하여 사물의 특징을 묘사할 수 있어요.
You can describe objects using adjectives.",I like the one with ______.,나는 파란 줄무늬가 있는 것을 좋아해.,red dots,blue stripes,green checks,blue stripes,2,I like the ______ one with blue stripes. The small one with green patterns is attractive.,나는 파란 줄무늬가 있는 큰 것을 좋아해. 작은 것은 녹색 무늬가 있어 매력적이야.,big,small,old,big,1,A: I like the one with blue stripes. B: I prefer the one with red dots. A: They both have different styles.,A: 나는 파란 줄무늬가 있는 것을 좋아해. B: 나는 빨간 점이 있는 것을 더 좋아해. A: 둘 다 각각 다른 매력이 있어.
"형용사를 활용하여 소개에 반응할 수 있어요.
You can respond to introductions using adjectives.",___ to meet you.,만나서 반가워요.,Glad,Pleased,Happy,Pleased,2,___ to meet you. It’s ___ to meet you.,만나서 반가워요. 만나서 반가워요.,Happy,Glad,Pleased,Pleased,3,A: Pleased to meet you. B: I'm really happy to see you. A: It's an honor to meet you. B: The pleasure is all mine.,A: 만나서 반가워요. B: 당신을 보니 기뻐요. A: 당신을 만나게 되어 영광입니다. B: 그 기쁨은 제 것입니다.
"사람이나 사물의 위치를 묻고 답할 수 있어요.
Using 'Where’s ()?' you can ask and answer about the location of people or objects.",___ the teacher? He’s in the classroom.,선생님은 어디 계세요? 교실에 계세요.,How's,Where's,Who's,Where's,2,A: Where can I ___ my teacher? B: He’s at the office.,내 선생님을 어디서 찾을 수 있습니까?,see,find,call,find,2,"A: Where’s the guide? He’s in the information center. B: Do you know where I can locate her? A: Yes, she’s at the reception desk. B: Thank you, I'll go ask her.","A: 가이드가 어디에 있나요? 그는 안내 센터에 있어요. B: 그녀를 어디서 찾을 수 있는지 아세요? A: 네, 그녀는 접수처에 있어요. B: 감사합니다, 제가 가서 물어볼게요."
"Can you ()? 표현을 활용하여 도움을 요청하고 응답할 수 있어요.
도움을 요청하는 방법과 이에 대한 응답을 배워요.",Can you please ___ me with my homework? Sure.,내 숙제 좀 도와줄래? 물론.,assist,help,support,help,2,"Would you mind ___ me with these documents? Sure, I'd be happy to.",이 서류들을 좀 도와줄래? 물론 기꺼이 도와줄게.,help,to help,helping,helping,3,"A: Can you please help me prepare for the presentation? B: I'm sorry, but I can't. A: Would you mind helping me arrange the materials? B: Sure, I'd be happy to.","A: 내 발표 준비를 도와줄래? B: 미안하지만, 도와줄 수 없어. A: 자료 정리를 도와줄 수 있을까? B: 물론 기꺼이 도와줄게."
"과거 동사를 사용하여 질문하고 대답할 수 있어요.
과거 활동에 대해 이야기할 때 중요한 표현을 익힐 수 있어요.",What did you do yesterday? I ______ for my test.,어제 뭐 했어? 나는 시험 공부를 했어.,played,studied,watched,studied,2,A: What were you ______?,A: 너는 무엇을 하고 있었어?,about,after,up to,up to,3,A: What did you do last night? B: I went cycling. A: What were you up to afterward? B: I rested at home.,A: 어젯밤 뭐 했어? B: 자전거 탔어. A: 그 후에 뭐 하고 있었어? B: 집에서 쉬었어.
"날씨에 대해 묻고 답할 수 있어요.
Be able to ask about the weather using 'What’s the weather like in ()?'",What’s the weather like in ___ today? It’s cloudy and cool.,오늘 서울의 날씨는 어때? 흐리고 서늘해.,Tokyo,Beijing,Seoul,Seoul,3,A: How’s the weather? B: It’s __. A: What kind of weather is it in Seoul? B: It’s cool.,A: 날씨 어때? B: 흐리고 있어. A: 서울 날씨는 어때? B: 시원해.,sunny,rainy,cloudy,cloudy,3,"A: What’s the weather like in Seoul today? B: It’s mostly sunny and a bit chilly. A: I enjoy warm weather. B: Me too, it’s perfect for a walk.","A: 오늘 서울의 날씨는 어때? B: 주로 맑고 조금 쌀쌀해. A: 나는 따뜻한 날씨를 좋아해. B: 나도 그래, 산책하기 딱 좋아."
"be interested in을 활용해 관심을 묻고 답할 수 있어요.
Use 'What are you interested in?' to ask and 'I'm interested in science.' to express your interest.",What are you ___ in? I’m interested in science.,너는 무엇에 관심 있어? 나는 과학에 관심 있어.,bored,interested,excited,interested,2,I like to ___.,나는 독서를 좋아해.,sleep,read,swim,read,2,"A: What are you interested in? I'm interested in art. B: Really? I like to play soccer. A: Do you have a hobby? B: Yes, I enjoy jogging.","A: 너는 무엇에 관심 있어? 나는 예술에 관심 있어. B: 정말? 나는 축구하는 걸 좋아해. A: 너는 취미가 있어? B: 응, 나는 조깅을 즐겨."
"계획이나 예정된 일을 묻고 답할 수 있어요.
be going to와 planning to를 사용하여 미래의 계획이나 예정된 일을 표현할 수 있어요.",What are you ____ do this weekend? I'm going to visit my grandparents.,이번 주말에 뭐 할 거야? 나는 조부모님을 방문할 거야.,gonna,going to,going into,going to,2,What are you ____ do this weekend? I'm planning to visit my grandparents.,이번 주말에 뭐 할 계획이야? 나는 조부모님을 방문할 계획이야.,will,planning to,going to,planning to,2,A: What are you going to do tomorrow? B: I'm going to finish my project. A: What are you planning to do later? B: I'll relax at home.,A: 내일 뭐 할 거야? B: 나는 내 프로젝트를 끝낼 거야. A: 나중에 뭐 할 계획이야? B: 집에서 쉴 거야.
"Learn to ask and answer opinions using 'What do you think about ()?'
무엇에 대해 어떻게 생각하는지 의견을 묻고 답할 수 있어요.",What do you think about ___? I think it’s really interesting.,이 책에 대해 어떻게 생각해? 난 정말 흥미롭다고 생각해.,that car,this book,these shoes,this book,2,A: Can you give me your opinion on/about ___? B: I think that it is impressive.,A: ___에 대해 너의 의견을 말해줄 수 있어? B: 나는 그것이 인상적이라고 생각해.,that question,this idea,these facts,this idea,2,A: What do you think about this novel? B: I think it's incredibly fascinating. A: Can you give me your opinion on/about this idea? B: My opinion is that it's groundbreaking.,A: 이 소설에 대해 어떻게 생각해? B: 난 정말 매혹적이라고 생각해. A: 이 아이디어에 대해 네 의견을 말해줄래? B: 내 의견은 혁신적이라는 거야.
"자신을 소개하고 안부를 묻고 답하는 표현을 익힐 수 있어요.
How’s it going?와 같은 인사말을 사용하여 대화를 시작할 수 있어요.","A: ____ it going? B: Pretty good. A: Hi, I’m Alex. Nice to meet you. B: Nice to meet you, too. I’m Sarah.","A: 어떻게 지내? B: 꽤 좋아. A: 안녕, 나는 Alex야. 만나서 반가워. B: 나도 만나서 반가워, 나는 Sarah야.",What's,How's,Where's,How's,2,"A: ____ up? B: Not much, thank you. A: Hello, I’m Tom. How are you? B: I’m good, thank you.","A: 무슨 일이야? B: 별일 없어, 고마워. A: 안녕, 나는 Tom이야. 잘 지내? B: 나는 좋아, 고마워.",Where's,What's,How's,What's,2,"A: How’s it going? B: Great, thanks. A: Hi, I’m Alex. Nice meeting you. B: Nice meeting you, too. I’m Sarah.","A: 어떻게 지내? B: 아주 좋아, 고마워. A: 안녕, 나는 Alex야. 만나서 반가워. B: 나도 만나서 반가워, 나는 Sarah야."
"빈도부사를 활용하여 빈도를 묻고 답하는 표현을 사용할 수 있어요.
Using frequency adverbs, you can ask and answer questions about frequency.",How often do you ____?,너는 얼마나 자주 운동하니?,run,exercise,jump,exercise,2,Do you often ____?,자주 운동하니?,rest,exercise,sleep,exercise,2,"A: How often do you study? B: I study four times a week. A: How frequently do you study? B: I study regularly. A: Do you often study? B: Yes, I study daily.","A: 너는 얼마나 자주 공부하니? B: 나는 일주일에 네 번 공부해. A: 얼마나 자주 공부하니? B: 나는 꾸준히 공부해. A: 공부를 자주 하니? B: 응, 나는 매일 공부해."
"감정이나 상태를 표현하는 문장을 만들 수 있어요.
새로운 경험에 따른 감정을 영어로 표현할 수 있어요.",I got a new phone. I’m ______.,새 핸드폰을 샀어. 난 정말 기뻐.,annoyed,thrilled,happy,thrilled,2,I feel ______!,나는 기분이 놀라워!,dull,amazing,terrible,amazing,2,A: I got a brand new phone. I'm thrilled about it. B: That's awesome! I feel amazing whenever something exciting happens.,A: 새 브랜드 핸드폰을 샀어. 정말 신나. B: 대단해! 뭔가 신나는 일이 있을 때 나는 기분이 정말 좋아.
"미래 계획을 묻고 답하는 방법을 배워요.
Learn to ask and answer questions about future plans using 'be going to ~'.",What are you ___ do this weekend?,이번 주말에 무엇을 할 계획이야?,willing to,going to,planning to,going to,2,What are you ___ do?,뭐 할 계획이니?,willing to,planning to,going to,planning to,2,"A: What are you going to do tomorrow? B: I'm going to visit a museum. A: Do you have any plans for the evening? B: Yes, I'm planning to watch a movie.","A: 내일 뭐 할 거야? B: 박물관에 갈 거야. A: 저녁에 계획이 있니? B: 응, 영화 볼 계획이야."
"조동사를 사용하여 허락을 요청하는 표현을 익힐 수 있어요.
may, can, could 등의 조동사를 활용한 허락 요청과 답변을 이해할 수 있어요.",___ I leave early?,일찍 퇴근해도 될까요?,Might,Can,May,May,3,A: ___ I borrow your pen?,펜을 빌려도 될까요?,Can,Could,May,Could,2,"A: May I take a day off tomorrow? B: Yes, you may. A: Could I try the new game during break time? B: Sure, you can.","A: 내일 하루 쉬어도 될까요? B: 네, 그렇게 하세요. A: 쉬는 시간에 새로운 게임을 해봐도 될까요? B: 물론, 그렇게 하세요."
"‘Can you ...?’ 표현을 활용해 도움을 요청할 수 있어요.
‘Could you ...?’ 또는 ‘Would you mind ...?’ 표현을 사용해 도움을 청하는 방법을 배워요.",Can you please ___ me with this?,이거 좀 도와줄 수 있어?,assist,help,support,help,2,Could you ___?,도와줄 수 있어?,repair,help,ignore,help,2,"A: Can you please help me with my project? B: Sure, I'd love to help. A: Could you help me with the presentation? B: I'm sorry, but I can't.","A: 내 프로젝트 좀 도와줄 수 있어? B: 물론, 기꺼이 도와줄게. A: 발표 준비도 도와줄 수 있어? B: 미안하지만, 못 도와줘."
"질문을 통해 관심사를 묻고 답할 수 있어요.
be interested in을 사용하여 관심사를 나타낼 수 있어요.",A: What are you _____ in? B: I'm interested in photography.,A: 무엇에 관심이 있나요? B: 나는 사진 찍기에 관심이 있어요.,excited,interested,bored,interested,2,"A: Do you _____ photography? B: Yes, I like it.","A: 사진 찍는 것을 즐기세요? B: 네, 좋아해요.",dislike,enjoy,ignore,enjoy,2,"A: What are you interested in? B: I'm interested in cooking. A: Do you enjoy cooking? B: Yes, I like it. A: What do you like doing in your free time? B: I like trying new recipes.","A: 무엇에 관심이 있나요? B: 저는 요리에 관심이 있어요. A: 요리하는 것을 즐기세요? B: 네, 좋아해요. A: 여가 시간에 무엇을 하는 것을 좋아하세요? B: 새로운 요리법을 시도하는 것을 좋아해요."
"think 동사를 사용하여 의견을 묻고 답할 수 있어요.
You can ask and answer opinions effectively using 'think'.",I ___ it’s a great idea. What do you think?,멋진 생각인 것 같아. 너는 어떻게 생각해?,drink,think,sleep,think,2,B: I ___ excited about the plan.,B: 그 계획에 대해 나는 신이 난다.,jump,feel,sleep,feel,2,A: I think it's a brilliant idea. What do you think? B: I think it's innovative. A: How do you feel about the decision? B: I feel confident.,A: 내 생각에는 정말 훌륭한 아이디어야. 너는 어떻게 생각해? B: 내 생각에는 혁신적이야. A: 그 결정에 대해 어떻게 생각해? B: 난 자신감을 느껴.
"like와 favorite을 활용해 좋아하는 것을 묻고 답할 수 있어요.
You can ask and answer questions about preferences using like and favorite.","Do you ____ pizza? Yes, I like cheese pizza. / No, I don't like spicy pizza.","피자 좋아해? 네, 나는 치즈 피자를 좋아해. / 아니, 나는 매운 피자를 좋아하지 않아.",hate,like,love,like,2,A: What food do you like? B: I love pasta. A: What's your ____ food? B: Sushi is my favorite.,A: 무슨 음식을 좋아해? B: 나는 파스타를 좋아해. A: 가장 좋아하는 음식은 뭐야? B: 스시는 내가 가장 좋아하는 음식이야.,bad,favorite,ordinary,favorite,2,"A: Do you like burgers? B: Yes, I like cheese burgers. A: What kind of food do you like? B: Ice cream is my favorite.","A: 버거 좋아해? B: 응, 나는 치즈버거를 좋아해. A: 무슨 음식을 좋아해? B: 아이스크림은 내가 가장 좋아하는 음식이야."
"다양한 의문문을 사용하여 상태의 원인을 물어보고 답할 수 있어요.
Ask and answer about the causes of a condition using various questions.",What’s wrong with your ___?,네 팔에 무슨 문제가 있니?,leg,arm,head,arm,2,What ___?,무슨 일이 있었어?,changed,happened,improved,happened,2,A: What's wrong with your leg? B: I twisted it during soccer practice. A: What happened? B: I slipped on a wet surface.,A: 네 다리에 무슨 문제가 있니? B: 축구 연습 중에 삐끗했어. A: 무슨 일이 있었어? B: 미끄러운 곳에서 넘어졌어.
"형용사와 신체부위를 가리키는 어휘를 사용하여 외모를 묘사할 수 있어요.
You can describe appearance using adjectives and vocabulary for body parts.",He is ___ and strong. He has short black hair.,그는 키가 크고 힘이 세요. 그는 짧은 검은 머리를 가지고 있어요.,short,tall,curly,tall,2,She is short and has ___ hair.,그녀는 키가 작고 곱슬머리를 가지고 있어요.,straight,curly,wavy,curly,2,A: What does your sister look like? B: She is tall and lean. She has long brown hair. A: Can you describe your neighbor? B: He is short and has spiky hair.,A: 너의 여동생은 어떻게 생겼어? B: 그녀는 키가 크고 날씬해. 그녀는 긴 갈색 머리를 가지고 있어. A: 이웃을 어떻게 설명할 수 있어? B: 그는 키가 작고 뾰족한 머리를 가지고 있어.
"과거시제를 활용하여 과거의 사실을 말할 수 있어요.
You can describe past events using the past tense.",What did you do last summer? I ___ to Japan.,지난 여름에 뭐 했어? 나는 일본에 갔어.,visited,traveled,swam,traveled,2,When did you ___?,언제 여행했어?,traveled,travel,going,travel,2,A: What did you do last weekend? B: I visited a museum. A: When did you visit it? B: Last Saturday.,A: 지난 주말에 뭐 했어? B: 박물관에 갔어. A: 언제 갔어? B: 지난 토요일이야.
"be going to 를 활용해 미래 계획에 대해 말할 수 있어요.
미래의 계획을 표현할 때 'What are you going to do this weekend?'과 같은 표현을 사용할 수 있어요.",I'm _____ visit my grandparents.,나는 조부모님을 방문할 거야.,will,going to,gonna,going to,2,I'm _____ visit my friend.,나는 친구를 방문할 계획이야.,planning,planning to,plan to,planning to,2,"A: What are you going to do tomorrow? B: I'm going to visit the museum. A: Do you have any plans for the day? B: Yes, I'm going to have lunch with a friend.","A: 내일 뭐 할 거야? B: 박물관을 방문할 거야. A: 하루 계획 있어? B: 응, 친구와 점심 먹을 거야."
"관심사에 대해 이야기할 수 있어요.
You can talk about your interests using 'be interested in'.",What are you ___ in? I’m interested in photography.,너는 무엇에 관심이 있어? 나는 사진 찍기에 관심이 있어.,fascinated,interested,excited,interested,2,"Yes, I like ___.","응, 나는 사진 촬영을 좋아해.",reading,photography,dancing,photography,2,"A: What are you interested in? B: I'm interested in music. A: Do you enjoy concerts? B: Yes, I like concerts.","A: 너는 무엇에 관심이 있어? B: 나는 음악에 관심이 있어. A: 콘서트 보는 거 좋아? B: 응, 콘서트 보는 걸 좋아해."
"상점에서 물건을 찾는 표현을 사용할 수 있어요.
be looking for 표현을 활용하여 필요한 물건을 말할 수 있어요.","Can I help you? Yes, I’m ___ a new backpack.","도와드릴까요? 네, 저는 새 백팩을 찾고 있어요.",searching,looking for,buying,looking for,2,"A: Are you looking for something? B: Yes, do you sell ___?","A: 뭔가 찾고 계세요? B: 네, 판매하시는 물건 있나요?",a used phone,a new backpack,an old hat,a new backpack,2,"A: Can I help you? B: Yes, I'm looking for a pair of shoes. A: Are you looking for any particular color? B: Yes, do you sell red sneakers? A: Do you need assistance? B: Yes, I want to buy them.","A: 도와드릴까요? B: 네, 저는 신발 한 켤레를 찾고 있어요. A: 특정 색상의 신발을 찾고 계세요? B: 네, 빨간색 운동화를 판매하시나요? A: 도움이 필요하세요? B: 네, 그것들을 사고 싶어요."
"think 동사를 사용하여 자신의 의견을 말할 수 있어요.
영어로 영화에 대한 의견을 표현할 수 있어요.",What do you ____ about this movie? I think it’s really exciting.,이 영화에 대해 어떻게 ____ 생각해? 나는 정말 신난다고 생각해.,say,think,believe,think,2,What's your ____ on this movie? B: My opinion is that it's really exciting.,이 영화에 대한 네 ____는 무엇이니? B: 내 의견은 정말 신난다는 거야.,feeling,opinion,idea,opinion,2,A: What do you think about the new park? B: I think it's amazing. A: How do you feel about the art exhibit? B: My opinion is that it's inspiring.,A: 새로운 공원에 대해 어떻게 생각해? B: 나는 정말 놀랍다고 생각해. A: 미술 전시회에 대해서는 어떻게 느껴? B: 내 의견은 정말 감동적이야.
"자기소개와 인사 표현을 사용할 수 있어요.
You can exchange basic greetings including introductions.","A: Hi, I’m Alice. ___.","A: 안녕, 나는 앨리스야. 만나서 반가워.",Nice to meet you,How are you,Goodbye,Nice to meet you,1,"A: Hi, I’m Alex. ___.","A: 안녕, 나는 알렉스야. 정말 반가워.",Nice to meet you,Great to meet you,Good to see you,Great to meet you,2,"A: Hi, I’m Sam. Delighted to meet you. B: Hello, I’m Taylor. It’s a pleasure to make your acquaintance.","A: 안녕, 나는 샘이야. 만나서 정말 기뻐. B: 안녕, 나는 테일러야. 너를 만나게 되어 기뻐."
"질문을 활용해 상대방의 걱정이나 고민을 묻고 답할 수 있어요.
You can ask and answer about someone's concerns using questions.",A: ___? B: I have a headache.,A: 무슨 일 있어? B: 머리가 아파.,How are you?,What's up?,What's wrong?,What's wrong?,3,A: ___?,A: 무슨 문제야?,What's happening?,What's the matter?,How's it going?,What's the matter?,2,"A: What's going on? B: I'm feeling unwell. A: Does something trouble you? B: Yes, I have a slight fever.","A: 무슨 일 있어? B: 몸이 안 좋아. A: 뭐가 불편해? B: 응, 약간 열이 있어."
"관심사에 대해 묻고 답할 수 있어요.
You can ask and answer questions about interests using 'be interested in'.",What are you ________ in?,너는 무엇에 관심이 있니?,bored,interested,excited,interested,2,I like to _______.,나는 독서를 좋아해.,read,cook,paint,read,1,A: What are you interested in? B: I'm interested in sports. A: What do you like to do? B: I like to play soccer. A: What are your hobbies? B: My hobbies are playing soccer.,A: 너는 무엇에 관심이 있니? B: 나는 스포츠에 관심이 있어. A: 뭘 하는 것을 좋아해? B: 나는 축구하는 것을 좋아해. A: 너의 취미는 뭐니? B: 내 취미는 축구야.
"favor와 can you를 사용해 부탁을 표현할 수 있어요.
부탁을 요청하고 응답하는 표현을 사용할 수 있어요.",A: ________ do me a favor? B: Okay. What is it?,A: 부탁 좀 들어줄 수 있어? B: 응. 뭐가 필요해?,Will you,Can you,Should you,Can you,2,"A: _______ ask you a favor? B: Of course, what do you need?","A: 부탁 하나 물어봐도 될까? B: 물론이지, 뭐가 필요해?",May I,Can I,Should I,Can I,2,"A: Can you do me a favor? B: Alright, what do you need? A: Could you help me carry these boxes? B: Of course, I'll help.","A: 부탁 하나 들어줄 수 있어? B: 좋아, 뭐가 필요해? A: 이 상자들 옮기는 거 도와줄래? B: 물론이지, 내가 도와줄게."
"미래 계획이나 예정된 일을 be going to를 활용해 말할 수 있어요.
You can talk about future plans or scheduled events using 'be going to'.",A: What are you ____ do this weekend?,A: 이번 주말에 뭐 할 거야?,going to,will,can,going to,1,A: What are you ______ do after class?,A: 수업 후에 뭐 할 계획이야?,willing to,planning to,about to,planning to,2,A: What are you going to do tomorrow? B: I’m going to join the art club. A: What are you planning to do this evening? B: I’m planning to watch a movie.,A: 내일 뭐 할 거야? B: 미술 동아리에 가입할 거야. A: 오늘 저녁에 뭐 할 계획이야? B: 영화 볼 계획이야.
