Key Expression (한국어),Sub Expression (한국어)
A: 같이 수영하러 가자. B: 좋아! 좋은 생각이야.,"A: 자전거 타러 갈까? B: 좋아, 나도 동의해. A: 같이 소풍 가자. B: 미안, 나 바빠."
A: 내 책 어디야? B: 의자 위에 있어.,A: 내 열쇠를 어디서 찾을 수 있어? B: () 위에 있어. A: 내 펜 보이니? B: () 밑에 있어.
A: 지금 뭐 하고 있어? B: 난 공예 만들고 있어.,"A: 지금 무슨 일이 일어나고 있어? B: 난 ()하는 중이야, ()? A: 지금 무엇에 열중하고 있어? B: 난 ()를 만들고 있어."
"A: 이게 네 코트야? B: 아니, 아니야.","A: 저게 네 스카프야? B: 응, 그래. A: 이것들은 네 벙어리장갑이야? B: 아니, 아니야."
"A: 주스 좀 마실래? B: 응, 부탁해.","A: (음식) 좀 먹을래? B: 응, 부탁해. A: (음료) 좀 줄까? B: 아니, 괜찮아."
A: 오늘 무슨 요일이야? B: 금요일이야.,A: 오늘이 무슨 요일이야? B: ( ). A: 오늘 요일이 뭐야? B: ( ).
A: 저 물건은 얼마야? B: 250엔이야.,A: 이 물건의 가격은 얼마야? B: ()원이다. A: 저것은 얼마야? B: ()달러야.
A: 이름이 뭐야? B: 내 이름은 Sarah야.,A: 이름 좀 알려줄래? B: 내 이름은 (). A: 뭐라고 불러야 해? B: 나는 ().
"A: 너 쾌활해? B: 응, 그래.","A: 너 만족해? B: 응, 그래. A: 너 몸 상태 괜찮아? B: 응, 그래."
A: 그녀는 누구야? B: 그녀는 내 선생님이야.,A: 저 사람은 누구야? B: 저 사람은 내 (). A: 그들은 누구야? B: 그들은 내 ().
A: 축구하자! B: 좋아.,A: 오늘 오후에 자전거 타는 건 어때? B: 좋아! A: 낚시하러 가지 않을래? B: 멋진 생각이야!
"A: 이게 네 공이야? B: 응, 그래.","A: 이게 네 ()이니? B: 응, 그래. A: 이 ((item))이 네 거니? B: 아니, 아니야."
A: 몇 시야? B: 다섯 시야.,A: 시간 좀 알려줄래? B: ()시야. A: 지금 몇 시인지 알아? B: ()시야.
A: 내 책 어디 있어? B: 탁자 위에 있어.,A: 내 신발을 어디서 찾을 수 있어? B: 침대 밑에 있어. A: 내 가방을 어디에 뒀어? B: 의자 옆에 있어.
"A: 피자 한 조각 먹을래? B: 아니, 고마워.","A: 수프 좀 먹을래? B: 응, 먹고 싶어. A: 차 한 잔 어때? B: 아니, 괜찮아."
A: 여기 있어도 돼? B: 물론이지.,"A: 여기 앉아도 돼? B: 당연해. A: 이거 가져가도 괜찮을까? B: 미안, 안 돼."
A: 지금 뭐 하고 있어? B: 나는 그림을 그리고 있어.,A: 무엇에 바쁘니? B: 나는 ()에 집중하고 있어. A: 무엇 때문에 바쁘니? B: 나는 ()에 몰두하고 있어.
A: 모자 좀 벗어줄래? B: 물론이지.,A: 신발 좀 신어줄래? B: 물론이지. A: 배낭 좀 벗어줘. B: 문제없어.
A: 이 물건 얼마예요? B: 12달러 50센트예요.,A: 이거 얼마예요? B: (). A: 이거 가격이 얼마예요? B: ().
A: 오늘 무슨 요일이야? B: 목요일이야.,"A: 오늘 요일이 뭐야? B: ( )야. A: 지금 무슨 요일인지 알아? B: 어, ( )야."
좋은 아침이야!,좋은 오후야! 좋은 저녁이야!
이 사람은 내 선생님이야.,이 사람은 내 반 친구야. 이 사람은 내 이웃이야.
A: 내 가방이 어디 있어? B: 테이블 위에 있어.,A: 내 전화가 어디 있어? B: () 근처에 있어. A: 내 안경이 어디 있어? B: () 위에 있어.
나는 정말 신나!,나는 기대돼! 나는 너무 기뻐!
A: 몇 시야? B: 7시야.,A: 몇 시야? B: () 시야. A: 시간 알아? B: () 시야.
"A: 수영하러 가자. B: 좋아, 멋진 생각이야.","A: 우리 () 해보는 건 어때? B: 응, 좋을 것 같아. A: 우리 () 즐기는 건 어떨까? B: 나는 () 때문에 같이 할 수 없어."
A: 뭐 하고 있어? B: 나는 그림 그리고 있어.,A: 뭐 하고 있어? B: 나는 지금 (). A: 무슨 일이야? B: 나는 바빠 ().
A: 무엇을 원해? B: 나는 과일을 원해.,A: 무엇을 찾고 있어? B: 나는 ~(을)를 원해. A: 무엇을 원해? B: 나는 ~이 필요해.
A: 오늘 무슨 요일이야? B: 수요일이야.,A: 오늘이 무슨 날이야? B: ()야. A: 오늘 무슨 요일이니? B: 오늘은 ().
"A: 이 가방 네 거야? B: 응, 맞아.","A: 이 (item) 네 거야? B: 응, 맞아. A: (item) 네 거야? B: 아니야."
한 다리로 서.,공중에서 뛰어. 손을 들어.
"A: 수영하는 거 즐겨? B: 응, 즐겨. / 아니, 즐기지 않아. 나는 베이킹을 좋아해.","A: 하이킹 좋아해? B: 응, 좋아해. / 아니, 좋아하지 않아. 나는 ~을 즐겨. A: 공예에 관심 있어? B: 응, 있어. / 아니, 없어. 나는 ~을 즐겨."
A: 이름이 뭐야? B: 내 이름은 제니야.,A: 네 이름을 알 수 있을까? B: 나는 (). A: 네 이름을 말해 줄래? B: 나는 ().
A: 이 사람은 앨리스야.,A: 이 사람은 ()의 친구야. A: ()를 소개할게.
"A: 피곤해? B: 응, 그래. / 아니, 아니야. 개운해.","A: 신나? B: 응, 그래. / 아니, 아니야. 차분해. A: 졸려? B: 응, 그래. / 아니, 아니야. 깨어있어."
우리 등산하러 가자.,우리 () 해볼까? () 어때?
A: 소리 지르지 마. B: 알겠어.,A: 만지지 마 (). B: 미안해. A: 열지 마 (). B: 알겠어.
A: 지금 몇 시야? B: 지금 9시 15분이야.,A: 지금 몇 시인지 알려줄래? B: 지금 () ()야. A: 현재 몇 시야? B: 지금 () ()야.
A: 내 연필이 어디 있어? B: 탁자 밑에 있어.,"A: 내 ()는 어디 있어? B: () 위에 있어. A: 내 () 보이니? B: 응, ()야."
A: 오늘 무슨 요일이야? B: 오늘은 월요일이야.,A: 오늘이 무슨 요일인지 알아? B: 오늘은 (). A: 오늘 요일이 무엇인지 말해줄 수 있어? B: 오늘은 ().
"A: 이게 너의 연필이니? B: 응, 그래 / 아니, 아니야.","A: 이게 네 ()니? B: 응, 그래 / 아니, 아니야. A: 이게 그의/그녀의 ()니? B: 응, 그래 / 아니, 아니야."
A: 뭐 하고 있어? B: 나는 그림 그리고 있어.,A: 뭐 하고 있어? B: 나는 (). A: 무슨 일이야? B: 나는 ().
이거 얼마예요?,()는 얼마예요? ()의 가격은 얼마예요?
좋은 아침!,좋은 오후! 좋은 저녁!
"A: 어떻게 지내? B: 나는 아주 잘 지내, 고마워.",A: 요즘 어때? B: 나는 () 기분이야. A: 기분은 어때? B: 나는 () 기분이야.
제발 밀지 마세요.,여기서 () 하지 마세요. ()를 피하세요.
A: 몇 시야? B: 한 시야.,A: 시간 좀 알려줄래? B: ( ) 시야. A: 지금 몇 시인지 알아? B: ( ) 시야.
A: 지금 뭐 하고 있어? B: 나는 그림 그리고 있어.,A: 뭐 만들고 있어? B: 나는 ~하고 있어. A: 뭐 하고 있어서 바쁜 거야? B: 나는 ~하고 있어.
A: 그 책은 어디에 있어? B: 탁자 위에 있어.,A: ()는 어디서 찾을 수 있어? B: () 안에 있어. A: 내 ()는 어디에 있어? B: () 옆에 있어.
"A: 이야기를 읽자. B: 좋아! / 아니, 괜찮아.","A: 같이 ()하자. B: 좋아! / 미안, 못 해. A: 우리 ()하는 게 어때? B: 정말 하고 싶어. / 다음 기회에."
"A: 이거 네 백팩이야? B: 응, 내 거야. / 아니야.","A: 이거 네 ()야? B: 응, 내 거야. / 아니야. A: 저거 그녀의 ()야? B: 응, 그녀 거야. / 아니야."
A: 무엇을 원하니? B: 나는 장난감 자동차를 원해.,A: 무엇을 원하는 거야? B: 나는 ()를 원해. A: 무엇을 찾고 있니? B: 나는 ()를 원해.
"A: 나 좀 도와줄래? B: 응, 도와줄게.","A: 내게 손 좀 빌려줄래? B: 응, (()). A: 도와주는 거 괜찮을까? B: 물론, (())."
A: 오늘 무슨 요일이야? B: 오늘은 금요일이야.,A: 오늘이 무슨 요일이야? B: 오늘은 ()야. A: 오늘 요일 좀 알려줄래? B: 오늘은 ()야.
A: 보통 주말에 뭐 해? B: 나는 그림 그리기를 즐겨.,A: 주말에 자주 뭐 해? B: 나는 ()를 좋아해. A: 보통 주말을 어떻게 보내? B: 나는 ()를 사랑해.
A: 이름이 뭐야? B: 내 이름은 Tom이야.,A: 이름이 뭐야? B: 나는 (). A: 이름 알려줄래? B: 나는 ().
"A: 행복해? B: 응, 그래. / 아니, 그렇지 않아.","A: 기분이 ()이야? B: 응, 그래. / 아니, 그렇지 않아. A: ()을 느껴? B: 응, 그래. / 아니, 그렇지 않아."
A: 여기 앉지 마. B: 알겠어.,A: 제발 () 하지 마. B: 알겠어. A: () 하지 마. B: 알겠어.
"A: 야구하자. B: 좋아. / 미안, 안 돼.",A: () 해보자. B: 좋아! / 다음에 하자. A: 우리 ()할까? B: 정말 좋은 생각이야! / 잘 모르겠어.
A: 뭐 원해? B: 나는 치킨을 원해.,A: 뭘 원해? B: 나는 ~을 원해. A: 뭐 찾고 있어? B: 나는 ~을 원해.
A: 내 캡은 어디 있지? B: 테이블 위에 있어.,A: 내 ()은 어디 있지? B: () 아래에 있어. A: ()가 어디 있는지 알아? B: () 옆에 있어.
A: 오늘 무슨 요일이야? B: 오늘은 수요일이야.,A: 내일 무슨 요일이야? B: 내일은 (). A: 오늘 날짜가 뭐야? B: 오늘은 ().
A: 이거 얼마예요? B: 700원이에요.,A: ()는 얼마예요? B: ()예요. A: ()의 가격은 얼마예요? B: ()예요.
"A: 이거 네 가방이니? B: 응, 맞아. / 아니야.","A: 이거 네 ()이니? B: 응, 맞아. / 아니야. A: 이거 네 것이니? B: 응, 맞아. / 아니야."
A: 몇 시야? B: 열시 삼십분이야.,A: 지금 몇 시야? B: ( ). A: 시간 좀 알려줄래? B: ( ).
A: 뭐 하고 있어? B: 숙제하고 있어.,A: 무슨 작업 중이야? B: ( ) 작업 중이야. A: 뭐 때문에 바빠? B: ( ) 때문에 바빠.
A: 무슨 일 하세요? B: 저는 의사예요.,A: 직업이 뭐에요? B: 저는 ()로 일해요. A: 생업이 뭐에요? B: 저는 ()예요.
좋은 아침.,좋은 오후. 좋은 저녁.
"A: 뛰지 마, 제발! B: 알았어. / 미안해.",A: 제발 ~하지 마. B: 알았어. A: 절대 ~하지 마. B: 알았어.
"A: 케이크 좀 먹을래? B: 응, 부탁해. / 아니, 괜찮아.","A: () 좀 먹을래? B: 응, 부탁해. / 아니, 괜찮아. A: ()는 어때? B: 좋아! / 아니, 괜찮아."
A: 내 지갑이 어디에 있어? B: 의자 밑에 있어.,A: ()는 어디에 있어? B: ()는 위에 있어. A: ()가 어디에 있는지 알아? B: ()는 옆에 있어.
"A: 이게 네 모자야? B: 응, 그래. / 아니, 아니야.","A: 이게 네 ()야? B: 응, 그래. / 아니, 아니야. A: 이거 네 거야? B: 응, 그래. / 아니, 아니야."
A: 지금 몇 시야? B: 9시 40분이야.,A: 지금 몇 시야? B: ( )이야. A: 시간 좀 알려줄래? B: ( )이야.
A: 무슨 일을 하세요? B: 저는 간호사예요.,A: 직업이 뭐예요? B: 저는 ()예요. A: 어떤 일을 하세요? B: 저는 ()예요.
A: 이 가방 얼마예요? B: 천 원이야.,A: 이것 얼마예요? B: (~이야). A: ~의 가격은 얼마예요? B: (~이야).
A: 오늘 무슨 요일이야? B: 금요일이야.,A: 오늘 요일이 뭐야? B: ()이야. A: 오늘 무슨 요일인지 알아? B: ()이야.
A: 그녀의 나이가 몇 살이야? B: 그녀는 다섯 살이야.,A: 그의 나이가 몇 살이야? B: 그는 ()살이야. A: ()의 나이가 얼마야? B: ().
A: 너 지금 뭐 하고 있어? B: 나는 책을 읽고 있어.,A: 지금 뭐 하고 있어? B: 나는 (). A: 뭐 하고 있어서 바쁘니? B: 나는 ().
A: 어떻게 지내? B: 나는 정말 좋아. / 나쁘지 않아. / 그렇게 좋진 않아.,A: 어떻게 지내? B: 잘 지내고 있어. / 나쁘지 않아. A: 오늘 기분이 어때? B: 나는 ()라고 느껴.
A: 이 사람은 내 친구야. B: 만나서 반가워.,A: 이 분은 내 선생님이야. B: 저도 만나서 반가워. A: 내 ()를 소개할게. B: 만나서 반가워!
A: 밀지 마.,A: 달리지 마. A: 소리 지르지 마.
"A: 배고파? B: 응, 그래. / 아니, 아니야.","A: 피곤해? B: 응, 그래. / 아니, 아니야. A: 신나? B: 응, 그래. / 아니, 아니야."
A: 몇 시야? B: 7시 30분이야.,A: 지금 몇 시야? B: ()이야. A: 몇 시인지 알아? B: ()이야.
"A: 이게 네 모자야? B: 응, 맞아. / 아니야.","A: 이게 네 책이야? B: 응, 맞아. / 아니야. A: 저것이 네 펜이야? B: 응, 맞아. / 아니야."
A: 오늘 무슨 요일이야? B: 월요일이야.,A: 내일 무슨 요일이야? B: ()야. A: 어제 무슨 요일이었어? B: ()였어.
"A: 수영하러 가자. B: 좋아. / 미안, 난 못해.",A: () 해보는 건 어때? B: 재밌을 것 같아! / 다음에 하자. A: () 하자는 건 어때? B: 정말 좋은 생각이야! / 잘 모르겠어.
A: 이 재킷 얼마야? B: 일곱백 원이야.,A: 이 () 얼마야? B: ()야. A: 이 ()의 가격을 알려 줄래? B: ()야.
A: 내 책이 어디에 있어? B: 서랍 안에 있어.,A: ()가 어디 있는지 알아? B: () 밑에 있어. A: ()를 찾는 것 좀 도와줄래? B: () 뒤에 있어.
A: 지금 뭐 하고 있어? B: 나는 그림 그리고 있어.,A: 무슨 일로 바쁘니? B: 나는 (~하는 일)으로 바빠. A: 뭘 만들려고 해? B: 나는 (~하려고 해).
내 이름은 다니엘이야.,나는 (). 사람들은 나를 ()라고 불러.
"A: 우리 수영하러 가자. B: 좋아! / 미안, 난 못 가.",A: () 하면서 놀아볼래? B: 좋아! / 다음에 하자. A: () 해보는 건 어때? B: 좋은 생각이야! / 잘 모르겠어.
"A: 피곤해? B: 응, 그래. / 아니, 안 그래.","A: 기분이 ~해? B: 응, 그래. / 아니, 안 그래. A: ~를 느껴? B: 응, 그래. / 아니, 안 그래."
그거 만지지 마.,제발 ()하지 마. 안돼 ().
A: 내 핸드폰은 어디에 있어? B: 의자 밑에 있어.,A: ()은/는 어디에 있어? B: () 옆에 있어. A: ()이/가 어디에 있는지 알아? B: () 근처에 있어.
A: 지금 몇 시야? B: 10시 15분이야.,A: 시간 좀 알려줄래? B: ( ). A: 몇 시인지 알아? B: ( ).
"A: 이게 네 펜이니? B: 응, 그래. / 아니, 아니야.","A: 이게 네 ()이니? B: 응, 그래. / 아니, 아니야. A: 이게 네 거니? B: 응, 그래. / 아니, 아니야."
A: 무슨 일 해? B: 나는 과학자야.,A: 직업이 뭐야? B: 나는 (). A: 무슨 일 해? B: 나는 ().
A: 뭐 하고 있어? B: 나는 그림 그리고 있어.,A: 뭐 하고 있어? B: 나는 (). A: 뭐에 바쁘니? B: 나는 ().
A: 이 책 얼마예요? B: 800원이에요.,A: 이거 얼마예요? B: (~)예요. A: (~)의 가격은 얼마예요? B: (~)예요.
"A: 매일 운동해? B: 응, 해. / 아니, 안 해.","A: 너는 항상 ()해? B: 응, 해. / 아니, 안 해. A: 얼마나 자주 ()해? B: 매일. / 가끔."
이 사람은 Sarah야.,"이 사람은 내 선생님이야, (). 이 사람은 우리 이웃이야, ()."
바빠.,바빠. 지금은 안돼.
걱정하지 마.,괜찮아질 거야. 모든 게 잘 될 거야.
조심해!,조심해! 주의해!
미안해.,미안해. 그거 미안해.
내 재킷은 포근해.,내 공책은 작아. 내 백팩은 가벼워.
쉬는 시간이야.,()할 시간이야! ()할 시간이야!
A: 그 사람 뭐하고 있어? B: 편지를 쓰고 있어.,A: 그녀는 뭐하고 있어? B: 그녀는 ~하고 있어. A: 그는 무슨 활동을 하고 있어? B: 그는 ~하고 있어.
편안한 저녁 보내!,즐거운 오후 보내! 성공적인 하루 보내!
A: 그녀는 무슨 일을 하니? B: 그녀는 선생님이야.,A: 그녀의 직업은 뭐야? B: 그녀는 (). A: 그녀는 어떤 일을 하니? B: 그녀는 ()로 일해.
제가 도와드릴까요?,도움이 필요하세요? 어떻게 도와드릴까요?
좋은 아침!,좋은 오후! 좋은 저녁!
그녀는 친절해.,그는 다정해. 그들은 재미있어.
아침 먹을 시간이야.,먹을 시간이야. ()가 시작할 시간이야.
괜찮아?,기분은 괜찮니? 잘 지내고 있어?
다시 말씀해 주실 수 있나요?,다시 말씀해 주시겠어요? 방금 말씀하신 내용을 다시 표현해 주실래요?
A: 도와줄 수 있어?,"A: 도움을 청해도 될까? A: 부탁인데, 도와줄래?"
내 거는 노란색이야.,내 거는 파란색이야. 내 거는 초록색이야.
나는 피자를 먹고 싶어.,나는 ()를 선호해. 나는 ()를 원해.
나는 오늘 미술 수업이 있어.,나는 오늘 피아노 레슨이 있어. 나는 오늘 연극 리허설이 있어.
"A: 도와줄까? B: 그래, 고마워!","A: 어떻게 도와줄까? B: 응, 부탁해. A: 도움이 필요해? B: 알았어, 고마워."
이 사람은 미니야.,이 사람은 (). 저 사람은 ().
A: 미안해.,A: 내가 사과할게. A: 실례해.
그는 키가 커.,그는 (형용사)야. 그녀는 (형용사)야.
나는 지금 집중하고 있어.,나는 () 때문에 정신없어. 해야 할 다른 일이 있어.
"이거 네 거야? 응, 내 거야.","저거 네 거야? 아니, 내 거 아니야. 이것들은 네 거야? 응, 내 거야."
저녁 먹을 시간이야.,점심 먹을 시간이야. ~할 시간이야.
나는 전혀 모르겠어.,나는 잘 모르겠어. 확실하게 말할 수 없어.
간식을 즐겨.,원하는 만큼 () 먹어. 마음껏 () 즐겨.
진행해도 돼.,편하게 가도 돼. 원한다면 진행해도 돼.
정말 굉장해!,정말 놀라워! 정말 멋져!
짧아.,넓어. 좁아.
"A: 제가 도와드릴까요? B: 물론입니다, 감사합니다.","A: 도와드릴까요? B: 네, 부탁드립니다. A: 도움이 필요하세요? B: 네, 부탁드립니다."
자신 있니?,너는 ()를 믿니? ()가 사실이니?
"A: 어떻게 지내? B: 난 잘 지내, 고마워.",A: 어떻게 지내고 있어? B: 나는 () 기분이야. A: 무슨 일이야? B: 모든 게 ().
nan,안녕하세요! - 만나서 반갑습니다! 처음 뵙겠습니다? - 저도 만나서 반갑습니다.
다시 한 번 말해줄래?,다시 한 번 말해줄래? 뭐라고?
나는 우울해.,나는 우울해. 나는 속상해.
학교 갈 시간이야.,점심 먹을 시간이야. 잘 시간이야.
나도 그래.,나도 그래. 나도 같은 생각이야.
A: 친구가 뭐하고 있어? B: 그녀는 텔레비전을 보고 있어.,A: 그는 뭐하고 있어? B: 그는 ()하고 있어. A: 그녀는 뭐하고 있어? B: 그녀는 지금 ()하고 있어.
"A: 주스 좀 마실래? B: 응, 좋아.","A: 케이크 먹을래? B: 응, 좋아. A: 티 마실래? B: 응, 부탁해."
정말 멋져!,정말 환상적이야! 정말 멋져!
내 것은 초록색이야.,내가 가진 것은 ()야. 내 물건은 ()처럼 보여.
저 좀 도와주시겠어요?,()를 도와주실 수 있나요? () 도와주실래요?
즐거워.,매혹적이야. 재미있어.
좋은 아침!,좋은 오후! 좋은 저녁!
A: 어떻게 지내? B: 잘 지내고 있어.,A: 어떻게 지내? B: 기분이 좋아. A: 그동안 어땠어? B: 괜찮아.
나도.,나도 그래. 나도 마찬가지야.
그건 너무 안타깝다.,꽤 불운해 보이네. 정말 안타깝다.
A: 책을 선반 위에 놓아.,A: ()를 () 위에 놓아. A: ()를 () 안에 정리해.
점심 먹을 시간이야.,잘 시간이야. 놀 시간이야.
잘 모르겠어.,나는 전혀 몰라. 나는 확실치 않아.
나는 미술 수업을 들어.,나는 () 수업을 들어. 나는 () 수업에 참여해.
A: 내 책은 파란색이야.,A: 그 의자는 (). A: 저 가방은 ().
나는 이 모자를 선호해.,나는 이 ()를 좋아해. 나는 저 ()를 선택해.
A: 네 이름이 뭐야? B: 내 이름은 알렉스야.,A: 네 이름이 뭐야? B: 내 이름은 (). A: 네 이름을 알 수 있을까? B: 내 이름은 ().
"이 사람은 내 친구, 하나야.","이 사람은 내 친구, (). 여기는 ()."
조심해!,조심해. 주의해.
점심 식사 시간이다.,저녁 식사 시간이다. 휴식 시간이다.
A: 뭐하고 있어? B: 나는 그림 그리고 있어.,A: 뭐 만들고 있어? B: 나는 ()하고 있어. A: 뭐 하고 있어서 바쁘니? B: 나는 ()하고 있어.
뭐라고요?,"한번 더 말씀해 주실 수 있나요? 미안하지만, 잘 못 들었어요."
안타깝네요.,"그 소식을 들으니 안타깝네요. 어, 힘들겠어요."
내 백팩은 빨간색이야.,내 노트는 (). 내 가방은 ().
정말 멋져!,정말 아름다워! 정말 대단해!
"A: 주스 좀 마실래? B: 네, 부탁해. / 아니, 괜찮아.","A: 샌드위치 먹을래? B: 네, 부탁해. / 아니, 고마워. A: 케이크는 어때? B: 물론, 부탁해. / 아니, 괜찮아."
나는 드로잉 수업이 있어.,나는 음악 수업이 있어. 나는 춤 연습이 있어.
A: 너는 어때?,A: 너는 어때? A: 그리고 너는?
A: 만나서 반가워. B: 나도 만나서 반가워.,A: 만나서 기뻐. B: 나도 만나서 기뻐. A: 만나서 행복해. B: 나도 만나서 행복해.
A: 나는 목이 말라.,A: 나는 ()을 느껴. A: 나는 정말 ()해.
A: 조심해.,A: 조심해! A: 항상 주의해!
A: 정말 안타깝네.,A: 그 말을 들으니 안타깝네. A: 정말 안타깝다.
A: 마음껏 드세요.,A: 먼저 드세요. A: 맛있게 드세요!
A: 나는 몰라.,A: 확실하지 않아. A: 전혀 모르겠어.
A: 나는 컴퓨터 수업이 있어.,A: 나는 () 수업이 있어. A: 내 다음 수업은 ()야.
A: 이걸로 할게.,A: ( )을/를 사고 싶어. A: ( )을/를 구매하고 싶어.
A: 내 모자는 회색이야.,A: 내 신발은 (). A: 내 백팩은 ().
A: 아침 식사 시간이다.,A: ()할 시간이야. A: 이제 ()할 시간이야.
A: 내가 도와줄까? B: 그래.,"A: 도움이 필요해? B: 응, 부탁해. A: 내가 도와줄까? B: 그럼 정말 좋겠어."
A: 그는 무슨 일을 해? B: 그는 모델이야.,A: 그녀는 무슨 일을 해? B: 그녀는 (). A: 그의/그녀의 직업은 무엇이야? B: 그는/그녀는 ().
A: 이름이 뭐야? B: 내 이름은 브루노야.,A: 이름이 뭐야? B: 나는 ()야. A: 네 이름을 알려줄래? B: 나는 ()야.
도로에서 조심해!,조심해! 항상 경계해!
A: 뭐 원하는 거야? B: 나는 주스를 원해.,A: 뭐 원해? B: 나는 ~을 원해. A: 무엇을 찾고 있어? B: 나는 ~을 원해.
뭐라고요?,뭐라고요? 한 번 더 말씀해주시겠어요?
내 재킷은 파란색이야.,내 가방은 (). 내 신발은 ().
저녁 식사 시간이야.,이제 ()할 시간이야. 이제 ()할 시간이야.
A: 그녀는 무슨 일을 해? B: 그녀는 과학자야.,A: 그는 무슨 일을 해? B: 그는 (). A: 그의/그녀의 직업은 무엇이야? B: 그는/그녀는 ().
"A: 도와드릴까요? B: 네, 부탁해요.","A: 도움이 필요하세요? B: 네, 부탁해요. A: 제가 도와드릴까요? B: 물론이죠, 고마워요."
"A: 확실해? B: 응, 확실해. / 아니, 확실하지 않아.","A: 정말 확실해? B: 응, 확실해. / 아니, 확실하지 않아. A: 정말 그렇게 생각해? B: 응, 그래. / 아니, 그렇지 않아."
실례합니다.,실례합니다. 방해해서 미안해요.
A: 그는 뭐 하고 있어? B: 그는 편지를 쓰고 있어.,A: 그녀는 뭐 하고 있어? B: 그녀는 (). A: 그가 뭐하고 있는지 알아? B: 그는 ().
A: 좋은 아침!,A: 좋은 오후! A: 좋은 저녁!
A: 네 이름이 뭐야? B: 내 이름은 하니야.,A: 네 이름이 뭐야? B: 나는 ()야. A: 네 이름 좀 알려줄래? B: 물론이지! 나는 ()야.
A: 줄을 서.,A: 조용히 해. A: 집중해.
A: 나는 행복해.,A: 나는 졸려. A: 나는 긴장돼.
A: 아침 먹을 시간이야.,A: 점심 먹을 시간이야. A: 잘 시간이야.
A: 내 모자는 파란색이야.,A: 내 가방은 빨간색이야. A: 내 재킷은 초록색이야.
A: 나는 댄스 수업이 있어.,A: 나는 수학 수업이 있어. A: 나는 음악 수업이 있어.
A: 또 봐.,A: 다음에 봐. A: 몸조심해.
A: 나는 이 재킷을 원해.,A: 나는 ()가 필요해. A: 나는 ()를 정말 갖고 싶어.
A: 나는 몰라.,A: 나는 ()에 대해 잘 모르겠어. A: 나는 ()에 대해 전혀 모르겠어.
"A: 도와줄 수 있어? B: 물론, 도와줄게. / 미안, 도와줄 수 없어.","A: ()에 관해 좀 도와줄 수 있어? B: 당연하지! / 미안, 지금 바빠. A: ()에 대해서 도와줄 수 있을까? B: 물론이야! / 아마 나중에."
이 사람은 내 형제야.,내 ()를 만나봐. 내가 ()를 소개할게.
"좋은데요. / 미안, 난 못해. [SUB_EXPRESSION] 좋은 생각이야. / 다음에. 그래! / 잘 모르겠어.",nan
나는 신나.,나는 ()라고 느껴. 나는 정말 ().
가방을 책상 위에 놓아.,상자 안에 ()를 떨어뜨려. 벽에 ()를 걸어.
저녁 먹을 시간이야.,~ 먹을 시간이야. ~할 시간이야.
내 가방은 검정색이야.,내 재킷은 (). 내 신발은 ().
A: 그녀는 무슨 일을 해? B: 그녀는 조종사야.,A: 그는 무슨 일을 해? B: 그는 (). A: 그의/그녀의 직업은 뭐야? B: 그는/그녀는 ().
A: 그는 뭐 하고 있어? B: 그는 읽고 있어.,A: 그녀는 뭐 하고 있어? B: 그녀는 (). A: 그가 뭐 하고 있는지 알아? B: 그는 ().
나는 매일 산책해.,나는 매일 아침 물을 마셔. 나는 밤에 책을 읽어.
