학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
"장래 희망에 대해 질문하고 답할 수 있어요.
‘want to be’를 활용하여 자신의 미래 직업에 대해 표현할 수 있어요.",A: What do you ______? B: I want to be a teacher.,A: 너의 장래희망은 무엇이니? B: 나는 선생님이 되고 싶어.,wanna be,wish to be,want to be,want to be,3,A: What career do you aspire to? B: I want to ______ a professor. A: What's your ideal future job? B: My dream is to become a professor.,A: 어떤 직업을 꿈꾸니? B: 나는 교수님이 되고 싶어. A: 이상적인 직업은 무엇이니? B: 내 꿈은 교수님이 되는 것이야.,am,will be,become,become,3,A: What do you want to be? B: I want to be a pilot. A: What career do you aspire to? B: I want to become an artist.,A: 너의 장래희망은 무엇이니? B: 나는 비행기 조종사가 되고 싶어. A: 어떤 직업에 도전하고 싶니? B: 나는 화가가 되고 싶어.
"Ask about physical discomfort and respond with proper symptoms.
신체적 불편함에 대해 질문하고, 'I have a ...' 형식으로 대답할 수 있어요.",B: I feel ______.,B: 나는 열이 있는 것 같아.,nauseous,feverish,sleepy,feverish,2,B: My ______ hurts.,B: 내 머리가 아파.,arm,head,leg,head,2,A: What's wrong? B: I feel dizzy. A: Are you okay? B: I have a stomachache. A: What hurts? B: My stomach aches.,A: 뭐가 문제야? B: 나는 어지러워. A: 괜찮아? B: 배가 아파. A: 어디가 아파? B: 내 배가 아파.
"의문사 When을 사용해 날짜를 묻고 답할 수 있어요.
This lesson practices asking and answering dates using the interrogative When.",A: ___ is the meeting? B: It's on March 15th.,회의는 언제야?,Who,When,Where,When,2,A: ___ does the movie start? B: It's on April 10th.,영화는 언제 시작해?,How,When,What,When,2,A: When is the party? B: It's on May 20th. A: When does the concert begin? B: It starts at 8 PM.,A: 파티는 언제야? B: 5월 20일이야. A: 콘서트는 언제 시작해? B: 8시에 시작해.
"be going to 구조를 사용해 계획을 묻고 답할 수 있어요.
You can ask about and answer plans using the be going to structure.",What are you ______ to do this afternoon?,오늘 오후에 무엇을 할 계획이니?,thinking,planning,deciding,planning,2,What are you ______ to do later?,나중에 뭐할 거야?,planning,willing,going,going,3,A: What are you planning to do tomorrow? B: I'm planning to study at home. A: What are you going to do after that? B: I'm going to cook dinner.,A: 내일 뭐할 계획이니? B: 집에서 공부할 계획이야. A: 그 후에 뭐할 거야? B: 저녁을 요리할 거야.
"학년에 대해 묻고 답할 수 있어요.
Be able to ask and answer about your grade level.",B: I'm in the ______ grade.,B: 저는 5학년이에요.,third,fifth,sixth,fifth,2,B: I'm on level ______.,B: 저는 5학년이에요.,sixth,fifth,third,fifth,2,A: What grade do you attend? B: I attend the fifth grade. A: Can you tell me your grade level? B: I'm on level five.,A: 무슨 학년에 다니세요? B: 저는 5학년에 다녀요. A: 당신의 학년을 알려줄래요? B: 저는 5학년이에요.
"장래 희망에 대해 묻고 답할 수 있어요.
You can ask and answer questions about your future ambitions using 'want to be'.",A: What do you ______? B: I ______ an artist.,A: 너는 무엇이 되고 싶어? B: 나는 예술가가 되고 싶어.,need to be,want to become,have to be,want to become,2,B: I want to become ______.,B: 나는 예술가가 되고 싶어.,a teacher,an artist,a doctor,an artist,2,A: What do you want to become? B: I want to become a scientist. A: What is your dream career? B: I want to become a scientist.,A: 너는 무엇이 되고 싶어? B: 나는 과학자가 되고 싶어. A: 너의 꿈은 무엇이니? B: 나는 과학자가 되고 싶어.
"활동을 제안하는 표현을 사용할 수 있어요.
다양한 응답 방법을 배울 수 있어요.",A: ___ have a picnic this weekend.,이번 주말에 소풍 가자.,Have,Let's,Shall,Let's,2,A: ___ baking cookies.,쿠키를 만들어보자.,try,Let's try,Trying,Let's try,2,"A: Let's go hiking this Saturday. B: That sounds exciting. A: Let's try a new café later. B: Unfortunately, I have plans.",A: 이번 토요일에 하이킹 가자. B: 정말 신나겠다. A: 나중에 새로운 카페에 가보자. B: 미안하지만 약속이 있어.
"날짜를 묻는 표현을 활용할 수 있어요.
특정 날짜에 대해 묻고 답할 수 있어요.",A: ___ is her birthday? B: It's on May 5th.,A: 그녀의 생일은 언제인가요? B: 5월 5일이에요.,What,When,Who,When,2,A: What ___ is your event? B: It's on June 1st.,A: 네 행사는 무슨 날짜에 열리나요? B: 6월 1일입니다.,day,date,time,date,2,A: When is her anniversary? B: It's on July 20th. A: What day is the celebration? B: It takes place on July 20th.,A: 그녀의 기념일은 언제인가요? B: 7월 20일이에요. A: 축하 행사는 무슨 날에 열리나요? B: 7월 20일에 열립니다.
"계획을 묻고 답하는 표현을 사용할 수 있어요.
Be going to () 표현을 사용하여 계획에 대해 물어보고 대답할 수 있어요.",What are you ___ do?,너는 무엇을 할 거니?,about to,going to,wanna,going to,2,I’ll ___ soon.,나는 곧 방문할 거야.,leave,visit,prepare,visit,2,A: What are you going to do this evening? B: I'm planning to watch a movie. A: What will you do after dinner? B: I'll relax at home.,A: 오늘 저녁에 뭐 할 거야? B: 영화 볼 계획이야. A: 저녁 먹고 뭐 할 거야? B: 집에서 쉴 거야.
"현재 상황에 대해 간단한 의문문을 사용할 수 있어요.
간단한 의문문을 활용하여 문제를 묻고 배 아픔을 표현할 수 있어요.",A: What's wrong? B: I have a ______.,A: 무슨 일 있어? B: 배가 아파.,migraine,stomachache,heartburn,stomachache,2,A: How do you feel? B: I have a ______. A: Are you okay? B: I have a ______.,A: 기분이 어때? B: 배가 아파. A: 괜찮아? B: 배가 아파.,headache,stomachache,fever,stomachache,2,"A: Are you feeling unwell? B: Yes, I have a stomachache. A: Did you eat something odd? B: No, it started suddenly.","A: 몸이 안 좋아 보여? B: 응, 배가 아파. A: 뭔가 이상한 걸 먹었어? B: 아니, 갑자기 시작됐어."
"음식을 주문할 때 'would like' 표현을 사용할 수 있어요.
You can use 'would like' when ordering food.",A: What ___ you like to eat?,A: 무엇을 드시겠어요?,want,will,would,would,3,B: ___ salad.,B: 나는 샐러드를 주문하고 싶어요.,I want,I'll have,I'd like,I'd like,3,A: What would you like to drink? B: I’d like to drink orange juice. A: What do you want to have for dessert? B: I'd like a slice of cake.,A: 무엇을 마시고 싶으세요? B: 오렌지 주스를 마시고 싶어요. A: 디저트로 무엇을 드실래요? B: 케이크 한 조각을 주문할게요.
"외모에 대해 묻고 묘사하는 표현을 사용할 수 있어요.
What does () look like?를 활용하여 사람의 외모를 설명할 수 있어요.",A: What does she ____?,A: 그녀는 어떻게 생겼어요?,act like,look like,talk like,look like,2,B: She has ____ hair.,B: 그녀는 긴 곱슬머리를 가지고 있어요.,short straight,spiky,long curly,long curly,3,A: What does he look like? B: He has short straight hair. A: Describe his appearance. B: He has short straight hair.,A: 그는 어떻게 생겼어요? B: 그는 짧은 직모 머리를 가지고 있어요. A: 그의 외모를 설명해줘. B: 그는 짧은 직모 머리를 가지고 있어요.
"비교구문을 사용하여 두 대상의 특징을 비교할 수 있어요.
You can compare two things using comparative sentences.",A horse is ______ than a donkey.,말은 당나귀보다 빠르다.,taller,faster,slower,faster,2,An elephant is ______ than a rhinoceros.,코끼리는 코뿔소보다 크다.,wider,larger,taller,larger,2,"A: A cheetah is faster than a hare. B: I agree, speed is truly astonishing.","A: 치타는 토끼보다 빠르다. B: 동의해, 속도는 정말 놀라워."
"의문문을 활용하여 특정 주제에 관해 알고 있는지 물어볼 수 있어요.
Use questions to inquire if someone has knowledge about a specific topic.","A: ___ anything about folk tales? B: No, I don't know much about them.","A: 민담에 대해 아무것도 알고 있니? B: 아니, 별로 잘 몰라.",Have you heard,Do you know,Do you understand,Do you know,2,"A: Are you familiar with ___? B: No, I have no clue. A: Do you have any knowledge of ___? B: Yes, I am aware.","A: 너는 민담에 대해 친숙하니? B: 아니, 전혀 몰라. A: 민담에 관한 지식이 있니? B: 응, 알고 있어.",science fiction,folk tales,romantic novels,folk tales,2,"A: Do you know anything about fairy tales? B: No, I don't know much about them. A: Are you familiar with fairy tales? B: Yes, I have some knowledge.","A: 너는 동화에 대해 뭔가 알고 있니? B: 아니, 별로 잘 몰라. A: 동화에 대해 친숙하니? B: 응, 조금 알고 있어."
"원하는 목적지까지 갈 수 있는 교통수단을 물어보고 답할 수 있어요.
‘How can I get to ()?’와 같은 표현을 활용해 교통수단에 대해 질문할 수 있어요.",How can I get to ___?,어떻게 동물원에 갈 수 있나요?,the park,the zoo,the station,the zoo,2,How do I reach ___?,어떻게 도서관에 도착할 수 있나요?,zoo,library,cafe,library,2,A: How can I get to the museum? B: You can get there by subway. A: How do I reach the exhibition hall? B: You can get there by taxi.,A: 어떻게 박물관에 갈 수 있나요? B: 지하철로 갈 수 있어요. A: 어떻게 전시장에 도착할 수 있나요? B: 택시로 갈 수 있어요.
"look 형식을 활용하여 의견을 표현할 수 있어요.
Express your opinion using look patterns.",This story seems ________.,이 이야기는 매혹적으로 보여요.,boring,fascinating,ordinary,fascinating,2,This film looks ________.,이 영화는 매력적으로 보여요.,uninteresting,engaging,boring,engaging,2,"A: This novel seems captivating. B: That's interesting! A: This picture looks impressive. B: I agree, it's quite stunning.","A: 이 소설은 매혹적으로 보이네요. B: 정말 흥미로워요! A: 이 그림은 인상적으로 보여요. B: 동의해요, 정말 멋져요."
"감정이나 상태의 이유를 묻고 답할 수 있어요.
Be able to ask and answer about emotions or states using 'why'.",A: Why are you _______? B: Because I performed well in the race.,A: 왜 그렇게 들떠 있니? B: 내가 경주에서 잘했기 때문이야.,sad,thrilled,tired,thrilled,2,B: Because I ______.,B: 내가 경주에서 잘했기 때문이야.,danced,performed well,sleeps,performed well,2,A: Why are you so energetic? B: Because I enjoyed the concert. A: What makes you feel energetic? B: It's because the music was amazing.,A: 왜 그렇게 에너지가 넘쳐? B: 콘서트를 즐겼기 때문이야. A: 무엇이 너를 에너지 넘치게 만들었어? B: 음악이 정말 멋졌기 때문이야.
"학년을 묻고 대답하는 표현을 사용할 수 있어요.
be in the ()th grade 표현을 활용해 자신의 학년을 말할 수 있어요.",A: What grade are you in? B: I'm in the ___ grade.,A: 몇 학년이니? B: 나는 두 번째 학년이야.,third,second,first,second,2,A: Could you tell me your grade? B: My grade is ___.,A: 몇 학년인지 말해 줄래요? B: 제 학년은 두 번째입니다.,third,second,fourth,second,2,A: What grade are you in? B: I'm in the third grade. A: Which school year do you attend? B: My grade is third.,A: 몇 학년이세요? B: 저는 세 번째 학년이에요. A: 어떤 학년에 다니세요? B: 제 학년은 세 번째입니다.
"감정이나 상태의 이유를 묻고 답할 수 있어요.
Why ()?와 같은 질문으로 이유를 표현할 수 있어요.",A: Why are you ___ happy? B: Because I received a gift.,A: 왜 기분이 좋아 보이나요? B: 선물을 받았기 때문이에요.,thinking,feeling,moving,feeling,2,A: Why do you look ___? B: It's because I lost my toy.,A: 왜 얼굴이 우울해 보여요? B: 장난감을 잃어버렸기 때문이에요.,happy,angry,upset,upset,3,A: Why are you feeling excited? B: Because I got an award. A: Why do you appear worried? B: Because I forgot my homework.,A: 왜 이렇게 신나 보이나요? B: 상을 받았기 때문이에요. A: 왜 그렇게 걱정스러워 보여요? B: 숙제를 잊어버렸기 때문이에요.
"현재 상태나 문제점을 묻고 답할 수 있어요.
‘What’s wrong?’ 표현을 사용하여 현재 상태나 문제점을 물어보고 설명할 수 있어요.",What's _______ you?,A: 너에게 무슨 고민 있니? B: 머리가 아파.,bothering,troubling,annoying,troubling,2,My ______ is hurting.,B: 머리가 아파.,leg,head,arm,head,2,A: What's upsetting you? B: I have a stomachache. A: How are you feeling? B: My stomach is hurting. A: Are you okay? B: My stomach feels uneasy.,A: 무슨 일이 있어? B: 배가 아파. A: 기분이 어때? B: 배가 아프고 있어. A: 괜찮아? B: 배가 불편해.
"활동의 빈도를 묻고 답하는 표현을 익힐 수 있어요.
Be able to ask and answer questions about how frequently activities occur.",A: How often do you ___ stories? B: Every night before bedtime.,A: 얼마나 자주 이야기를 읽니? B: 매일 밤 잠자기 전에.,watch,read,write,read,2,A: How frequently do you ___ ()? B: About () a week.,A: 얼마나 자주 방문하니? B: 일주일에 약 세 번.,avoid,visit,examine,visit,2,A: How often do you study at the library? B: I study there every weekend. A: How frequently do you exercise? B: I exercise twice a week.,A: 도서관에서 얼마나 자주 공부하니? B: 매주 주말마다 공부해. A: 얼마나 자주 운동하니? B: 일주일에 두 번 운동해.
"날짜를 묻고 답하는 표현을 사용할 수 있어요.
You can ask and answer questions about dates using 'When is ()?'",A: When is the ___? B: It's on July 15th.,A: 콘서트는 언제예요? B: 7월 15일이에요.,festival,concert,gathering,concert,2,A: What date is the ___ happening? B: It's on July 15th.,A: 행사는 언제 진행돼요? B: 7월 15일이에요.,lecture,concert,game,concert,2,A: When is the play? B: It's on September 10th. A: What date is the play happening? B: It's on September 10th.,A: 연극은 언제예요? B: 9월 10일이에요. A: 연극은 언제 진행돼요? B: 9월 10일이에요.
"미래의 계획에 대해 will를 사용하여 묻고 답할 수 있어요.
You can ask and answer about future plans using will.",What ___ you do this evening?,오늘 저녁에 뭐 할 거니?,can,will,should,will,2,"Yes, I will ___ tomorrow.",내일 뭐 할 거야?,study,travel,sleep,travel,2,"A: What will you do on Saturday? B: I will visit a museum. A: Are you planning anything for Sunday? B: Yes, I will go hiking.","A: 토요일에 뭐 할 거야? B: 나는 박물관에 갈 거야. A: 일요일에 무슨 계획 있어? B: 응, 나는 하이킹 갈 거야."
"지시에 따라 목적지에 도달하는 방법을 물어보고 답할 수 있어요.
You can ask and answer how to get to a destination by following directions.",A: How can I get to the ___? B: Take subway line 3 and get off at the last station.,A: 어떻게 동물원에 갈 수 있나요? B: 지하철 3호선을 타고 마지막 역에서 내리세요.,zoo,mall,school,zoo,1,B: You can ___ and get there easily.,B: 당신은 ___ 해서 쉽게 도착할 수 있어요.,ride,take,walk,take,2,"A: How can I get to the museum? B: Take bus number 5 and get off at the final stop. A: Can you confirm the route? B: Absolutely, just follow the route map.","A: 어떻게 박물관에 갈 수 있나요? B: 5번 버스를 타고 마지막 정류장에서 내리세요. A: 경로를 다시 확인해 주실래요? B: 물론이죠, 지도에 따라 가시면 됩니다."
"음식 주문 시 사용하는 기본 표현들을 배울 수 있어요.
May I take your order?와 Can I get you anything?와 같은 표현을 익힐 수 있어요.","A: ___ B: Yes, please. I'd like pizza.","A: 주문하시겠습니까? B: 네, 부탁합니다. 피자를 주문할게요.",Shall I take your order?,May I take your order?,Can I take your order?,May I take your order?,2,"A: ___ B: Yes, please. I want water.","A: 무엇을 도와드릴까요? B: 네, 부탁합니다. 물을 원해요.",May I offer you something?,Can I get you anything?,Do I get you something?,Can I get you anything?,2,"A: May I take your order? B: Yes, please. I would like a burger. A: What would you like to eat? B: I'd like fries. A: Can I get you anything else? B: No, that's all.","A: 주문하시겠습니까? B: 네, 부탁합니다. 버거를 주문할게요. A: 무엇을 드시겠어요? B: 감자튀김을 주문할게요. A: 추가로 필요한 것은 없으세요? B: 아니요, 이게 전부예요."
"비교급 표현을 활용해 두 대상 비교할 수 있어요.
두 대상을 비교하는 표현을 배워요.",Felix is ___ than Sam.,Felix는 Sam보다 키가 커요.,shorter,taller,faster,taller,2,The athlete is ___ than the competitor.,그 운동선수는 경쟁자보다 빠릅니다.,faster,slower,bigger,faster,1,A: Who is heavier? B: The elephant is heavier than the lion. A: Which one is older? B: The tree is older than the bush.,A: 누가 더 무거워요? B: 코끼리가 사자보다 무거워요. A: 어느 쪽이 더 오래되었어요? B: 나무가 덤불보다 오래되었어요.
"어떤 것에 관해 알고 있는지 질문하고 대답할 수 있어요.
You can ask and answer questions about topics.","A: Do you know anything about ___? B: Yes, I do. They are black and white.","A: 판다에 대해 뭔가 알아? B: 응, 알아. 판다는 검은색과 흰색이야.",monkeys,pandas,eagles,pandas,2,"A: Do you know about pandas? B: Yes, it's fascinating. A: Have you ___ of pandas? B: Yes, I have.","A: 판다에 대해 알고 있어? B: 응, 정말 매력있어. A: 판다에 대해 들어본 적 있어? B: 응, 들어봤어.",heard,seen,read,heard,1,"A: Do you know anything about elephants? B: Yes, I do. They are big and gray. A: Have you heard of elephants? B: Yes, I have.","A: 코끼리에 대해 뭔가 알아? B: 응, 알아. 코끼리는 크고 회색이야. A: 코끼리에 대해 들어본 적 있어? B: 응, 들어봤어."
"다른 사람들에게 의견을 묻고 답할 수 있어요.
You can ask for and answer opinions.",We can ____ paper.,우리는 종이를 재활용할 수 있어요.,reduce,recycle,dispose,recycle,2,B: We should ____.,B: 우리는 종이를 재활용해야 해요.,collect,recycle,avoid,recycle,2,A: What can we do to protect our planet? B: We can conserve water. A: How can we assist in protecting our planet? B: We should plant more trees.,A: 어떻게 하면 우리 지구를 보호할 수 있을까요? B: 우리는 물을 절약할 수 있어요. A: 우리 지구를 지키기 위해 어떻게 도울까요? B: 우리는 나무를 더 심어야 해요.
"장래 희망에 대해 물어보고 답할 수 있어요.
You can ask and answer questions about your future aspirations.",B: I want to be a ______.,B: 나는 과학자가 되고 싶어.,teacher,scientist,engineer,scientist,2,B: I want to become ______.,B: 나는 과학자가 되고 싶어.,lawyer,scientist,artist,scientist,2,A: What do you want to be? B: I want to be a pilot. A: What’s your career goal? B: I want to become a pilot.,A: 너는 무엇이 되고 싶어? B: 나는 파일럿이 되고 싶어. A: 너의 진로 목표는 무엇이야? B: 나는 파일럿이 되고 싶어.
"학년을 묻고 답하는 표현을 사용할 수 있어요.
be in the ()th grade를 활용하여 학년을 말할 수 있어요.",I'm in the ___ grade.,나는 3학년이야.,first,third,fifth,third,2,I'm in the ___ grade.,나는 3학년이야.,third,second,fourth,third,1,A: What grade are you in? B: I'm in the third grade. A: How do you feel about your grade level? B: I really enjoy being in third grade.,A: 몇 학년이세요? B: 저는 3학년이에요. A: 학년은 어떠세요? B: 3학년이라서 정말 즐거워요.
"상대방의 아픈 상태를 묻고 대답할 수 있어요.
Ask and answer questions about someone's pain using 'What's the matter?'.",A: ______ the matter? B: I have a headache.,A: 무슨 일이에요? B: 머리가 아파요.,Where's,What's,How's,What's,2,B: My ______ hurts.,내 머리가 아파요.,arm,head,leg,head,2,A: What's the matter? B: I have a stomachache. A: How are you feeling now? B: I feel awful. A: Where does it hurt? B: My stomach hurts.,A: 무슨 일이에요? B: 배가 아파요. A: 지금 기분은 어때요? B: 기분이 별로예요. A: 어디가 아파요? B: 배가 아파요.
"의문사 'When'을 활용해 날짜를 묻고 대답할 수 있어요.
생일 파티나 행사 날짜에 대해 'When'을 사용하여 질문할 수 있어요.",A: ___ is the birthday party? B: It's on August 5th.,A: 생일 파티는 언제예요? B: 8월 5일입니다.,Where,When,Why,When,2,A: What date is the event? B: It's on August 5th. A: ___ will the celebration occur? B: It'll happen on August 5th.,A: 행사의 날짜는 무엇인가요? B: 8월 5일입니다. A: 축하 행사는 언제 열리나요? B: 8월 5일에 열려요.,How,What,When,When,3,A: When is the class? B: It's on July 20th. A: When will the seminar begin? B: It will begin on July 20th.,A: 수업은 언제예요? B: 7월 20일이에요. A: 세미나는 언제 시작하나요? B: 7월 20일에 시작해요.
"길을 묻고 답할 때 방향 안내 표현을 사용할 수 있어요.
You can ask for and give directions using directional expressions.",A: Where is the ___?,도서관이 어디에 있나요?,bank,library,museum,library,2,A: Can you tell me the way to ___?,저에게 도착지까지의 길을 알려주세요.,restaurant,museum,bank,museum,2,"A: Where is the train station? B: Walk five blocks straight and you'll see it on your right. A: Can you tell me the way to the park? B: Sure, go straight and pass the post office. A: How can I get there? B: Just take the road straight ahead, and it's close by.","A: 기차역이 어디예요? B: 다섯 블록 직진하면 오른쪽에 보여요. A: 공원으로 가는 길을 알려주세요. B: 네, 직진해서 우체국을 지나가세요. A: 어떻게 가면 되나요? B: 그냥 직진하면 바로 보여요."
"be going to 를 활용하여 미래 계획에 대해 질문하고 대답할 수 있어요.
Be going to can be used to ask and answer questions about future plans.",What are you ___ do this weekend?,이번 주말에 무엇을 할 거야?,will,going to,can,going to,2,What are you ___ do this weekend?,이번 주말에 무엇을 할 거야?,thinking of,going to,planning to,planning to,3,"A: What are you going to do after school? B: I’m going to watch a movie. A: That sounds exciting! B: Yes, I’m really looking forward to it.","A: 방과 후에 뭐 할 거야? B: 영화 보러 갈 거야. A: 재밌을 것 같아! B: 응, 정말 기대돼."
"외모에 대해 질문하고 답할 수 있어요.
look like를 사용하여 외모를 묘사할 수 있어요.",A: What does she ___ ?,A: 그녀는 어떻게 생겼어?,speak like,look like,dance like,look like,2,A: Can you ___ her appearance?,A: 그녀의 외모를 설명해 줄래?,draw,describe,envision,describe,2,A: How does she look? B: She has green eyes and long straight hair. A: Can you explain her look? B: She has a light skin tone and delicate eyebrows.,A: 그녀는 어떻게 생겼어? B: 그녀는 초록 눈과 긴 생머리를 가졌어. A: 그녀의 외모를 설명해 줄래? B: 그녀는 밝은 피부와 섬세한 눈썹을 가졌어.
