example_english,example_korean
Each class elects one brave leader every year.,각 반은 한 명의 용감한 리더를 선출해요.
Loud sounds may embarrass shy kids in school.,시끄러운 소리가 학교에서 수줍은 아이들을 당황하게 할 수 있어요.
I will enroll in the school next month.,나는 다음 달에 학교에 등록할 거예요.
I entertain my friends with funny magic shows.,나는 웃긴 마술쇼로 친구들을 즐겁게 해요.
She entertains a fun idea every single morning.,그녀는 매일 아침 재미있는 생각을 품어요.
Our kind teacher gave an especial gift today.,우리 친절한 선생님께서 오늘 특별한 선물을 주셨어요.
She writes a nice essay about summer vacation.,그녀는 여름 방학에 대해 멋진 수필을 써요.
I study hard every night for my exam.,저는 제 시험을 위해 매일 밤 열심히 공부해요.
The nurse performed an examination after the injury.,간호사가 부상 후 검사를 수행했어요.
Our examination is scheduled tomorrow morning at school.,우리 시험은 내일 아침 학교에서 예정되어 있어요.
The loud music can excite many happy children.,시끄러운 음악은 많은 행복한 아이들을 흥분시킬 수 있어요.
The exit is always near the safe door.,출구는 항상 안전한 문 가까이에 있어요.
The factory produces many toys for local schools.,그 공장은 지역 학교를 위해 많은 장난감을 생산해요.
The teacher does not favor anyone in class.,선생님은 반에서 누구도 편애하지 않아요.
I favor my teacher because she is kind.,저는 선생님을 좋아해요.
Could you do me a tiny favor please?,작은 부탁 하나 도와주실 수 있어요.
My friend received a kind favor from me.,내 친구는 나에게 친절한 호의를 받았어요.
My favor is high among many good friends.,내 인기가 높아요 많은 좋은 친구들 사이에서요.
They always honor their kind teachers every day.,그들은 항상 그들의 다정한 선생님을 존중해요.
I always honor my promise every single day.,나는 항상 나의 약속을 매일 지켜요.
I always honor my dear teacher at school.,나는 항상 학교에서 소중한 선생님께 경의를 표해요.
I honor my friend with a shining prize.,나는 내 친구에게 반짝이는 상을 드려요.
His humor always makes everyone smile at school.,그의 유머는 항상 모두를 학교에서 웃게 해요.
Our school lab is very clear and bright.,우리 학교 실험실은 매우 깨끗하고 밝아요.
I labor very hard to finish my homework.,나는 내 숙제를 끝내기 위해 애쓰요.
Many people work with hard labor each day.,많은 사람들이 매일 힘든 노동을 해요.
The kind scientist works in the bright laboratory.,친절한 과학자가 환한 실험실에서 일해요.
My father got his driving license last week.,아빠는 지난주에 운전 면허증을 받았어요.
My kind neighbor always helps me every day.,저의 이웃사람은 매일 저를 도와줘요.
I took a new photo of the cat.,나는 고양이의 새 사진을 찍었어요.
I took a new photograph in art class.,저는 미술 수업에서 새 사진을 찍었어요.
I practice my teacher's advice every single day.,나는 선생님의 충고를 매일 실천해요.
I practice new words at home every day.,나는 집에서 매일 새로운 단어를 사용해요.
The dentist began his small practice last week.,치과의사가 지난주에 작은 영업을 시작했어요.
Good practice builds a healthy habit every day.,좋은 연습이 매일 건강한 습관을 만들어요.
We always practice kindness every day at school.,우리는 항상 학교에서 친절을 실천해요.
I suddenly realize my big mistake in class.,나는 갑자기 내 큰 실수를 깨달았어요.
I now realize that hard work pays off.,나는 이제 열심히 일하면 성공할 수 있음을 깨달아요.
She always uses a good technique in drawing.,그녀는 항상 좋은 기술을 사용해 그림을 그려요.
We visited the theater for a great play.,우리는 멋진 연극을 보러 극장에 갔어요~요.
I went with my friend to the theater.,나는 친구와 함께 극장에 갔어요.
Dinner always begins toward seven o'clock every night.,저녁은 매일 밤 7시 무렵에 항상 시작해요.
She runs fast toward her home every day.,그녀는 매일 빠르게 집을 향하여 달려요.
I walk towards the park every sunny day.,나는 매일 맑은 날 공원 쪽으로 걸어가요.
My friend has an absolute opinion on homework.,내 친구는 숙제에 대해 절대적인 의견을 가지고 있어요.
Her drawing is absolute perfect and very neat.,그녀의 그림은 완전 완벽하고 아주 깔끔해요.
I access the internet safely from my home.,나는 집에서 안전하게 인터넷에 접속해요.
My school provides easy access to computer labs.,제 학교는 컴퓨터실에 쉽게 접근할 수 있어요.
I happily received admission to our school today.,저는 오늘 학교에 입학했어요.
My family shows gentle affection every single day.,우리 가족은 매일 부드러운 애정을 보여줘요.
We always alter our plans when it rains.,비가 올 때 우리는 계획을 바꿔요.
Our team was altogether ready for the game.,우리 팀은 게임을 완전히 준비했어요.
My team is altogether very friendly and kind.,우리 팀은 전체적으로 매우 친근하고 착해요.
The radio will announce the new song today.,라디오는 오늘 새 노래를 방송할 거예요.
The teacher will announce the new schedule today.,선생님이 오늘 새 스케줄을 알리실 거예요.
We have an annual party every school year.,우리는 매년 학교 파티를 열어요.
The bright poster appeals well to young readers.,밝은 포스터가 젊은 독자의 관심을 잘 끌어요.
Young friends appeal to teachers for extra help.,어린 친구들이 선생님께 추가 도움을 호소해요.
This dress appeals because it is very pretty.,이 드레스는 매우 예뻐서 매력적이에요.
The small kitten shows a very cute appeal.,작은 고양이는 아주 귀여운 매력이 있어요.
The school principal appoints Lisa as class captain.,학교 교장이 리사를 반장으로 임명해요.
Teachers assess homework carefully in our math class.,선생님들께서 수학 숙제를 주의깊게 평가해요.
The school will assess a small monthly fee.,학교가 작은 월 회비를 부과할 거예요.
My best friend will assist me with homework.,내 친구가 숙제를 도와줄 거예요.
Our teacher always needs a good assistant daily.,우리 선생님은 항상 좋은 조수가 필요해요.
The assistant always helps my teacher every day.,조수 선생님은 항상 제 선생님을 도와요.
The brown cat jumped over the tall fence.,갈색 고양이가 큰 울타리를 넘었어요.
Our school teaches finance and money management well.,우리 학교는 재정과 돈 관리를 잘 가르쳐요.
Good finance helps us manage our money well.,좋은 금융은 우리 돈을 잘 관리할 수 있어요.
The dog walked forth slowly into the park.,강아지가 천천히 앞으로 공원으로 걸어갔어요.
"Frankly, I always speak honestly with my friends.","솔직히, 나는 친구들에게 항상 정직하게 말해요."
Really hard tests sometimes frustrate many worried students.,정말 어려운 시험이 많은 학생을 좌절시켜요.
The giraffe is very tall and eats leaves.,기린은 아주 키가 크고 잎을 먹어요~요
My father plays golf on sunny weekend days.,우리 아빠는 화창한 주말에 골프를 치세요.
The kind teacher grants extra time for homework.,친절한 선생님이 숙제에 추가 시간을 승인해요.
She received a grant for her art class.,그녀는 미술 수업에 보조금을 받았어요.
The school received a big grant last week.,학교는 지난주에 큰 기부금을 받았어요.
I saw a graphic cartoon drawing in class.,수업 시간에 생생한 만화 그림을 봤어요.
The graphic image is bright and clear today.,그래픽의 이미지는 밝고 선명해요.
A jury clearly found his guilt in court.,배심원은 법정에서 그의 유죄를 분명히 판정했어요.
He felt great guilt after breaking his promise.,그는 약속을 어긴 후 큰 죄책감을 느꼈어요.
A real gun is never used for playing.,진짜 총은 절대 가지고 놀지 않아요.
The bright red helicopter flies above our town.,밝은 빨간 헬리콥터가 우리 마을 위를 날아요.
The book calls hell a very bad place.,책은 지옥을 매우 나쁜 장소라고 해요.
A long highway is very quiet at night.,긴 고속도로는 밤에 아주 조용해요.
I stayed in a very big hotel today.,저는 오늘 아주 큰 호텔에 머물렀어요.
Many kind volunteers always provide food for hunger.,많은 친절한 봉사자들이 항상 굶주림을 위해 음식을 제공해요.
My teacher will inform the class after school.,저의 선생님은 방과 후에 반에 정보를 제공해요.
I always inform my friend about school events.,나는 항상 친구에게 학교 행사를 알리어요.
This is an instance of a good deed.,이것은 좋은 행동의 사례에요.
My dad insures our home from any danger.,우리 아빠는 우리 집을 어떤 위험으로부터 보장해요.
They insure their new home for strong protection.,그들은 강한 보호를 위해 새 집에 보험을 계약해요.
I really love wearing blue jeans every day.,저는 매일 청바지를 입는 것을 정말 좋아해요.
The teacher gives knowledge that builds our future.,선생님이 소중한 지식을 전해주어 우리 모두의 미래를 만들어요.
Our local league holds fun games every weekend.,우리 동네 리그가 재미있는 경기를 열어요.
I add lemon to my salad every morning.,나는 매일 아침 샐러드에 레몬을 넣어요.
I got a small loan from my bank.,저는 제 은행에서 작은 대출을 받았어요.
He gave his maximum effort in class today.,그는 오늘 수업에서 최대한의 노력을 했어요.
She carefully slices a juicy melon for lunch.,그녀는 점심을 위해 멜론을 조심스럽게 썰어요.
I always heat my food using a microwave.,나는 항상 전자레인지로 음식을 데워요.
I warm my food in the microwave today.,내가 오늘 마이크로파로 음식을 데워요.
We mill fresh wheat to make healthy bread.,우리는 건강한 빵을 만들기 위해 신선한 밀을 제분해요.
The old mill grinds wheat on sunny days.,오래된 물방앗간은 햇살 아래 밀을 빻아요.
The minor boy happily plays soccer every afternoon.,그 미성년자 소년은 매일 오후에 즐겁게 축구해요.
He plays a beautiful song in minor key.,그는 아름다운 단조 노래를 연주해요.
My brother studied a minor field at college.,제 동생은 대학에서 부전공으로 공부했어요.
My minor mistake did not ruin our game.,내 작은 실수는 우리 게임을 망치지 않았어요.
I have a minor problem with my homework.,저는 숙제에 사소한 문제가 있어요.
The cut near his nerve hurt his hand.,그의 신경 주변이 아팠어요.
My brother showed strong nerve in the storm.,내 동생은 폭풍 속에서 용기를 보였어요.
None of my classmates are present at school.,내 반 친구들은 학교에 없어요.
"I do not run, nor do I jump.","나는 달리지 않아요, 또한 나는 뛰지도 않아요."
I found nowhere to sit in class today.,나는 오늘 수업 시간에 앉을 곳이 아무데도 없었어요.
The oak tree stands under clear blue sky.,오크나무는 맑은 파란 하늘 아래에 있어요.
A rare occurrence suddenly happened in our classroom.,우리 교실에서 드문 발생이 갑자기 일어났어요.
We watched an exciting opera in our school.,우리 학교에서 신나는 오페라를 봤어요.
You ought to try your best every day.,너는 매일 최선을 다해야 해요.
My mum bakes cakes in our oven today.,우리 엄마는 오늘 오븐에서 케이크를 구워요.
Each paragraph is one short section of writing.,각 문단은 짧은 글의 한 부분이에요.
I often enjoy eating a juicy pear today.,나는 종종 맛있는 배를 먹어요.
All tickets always cost twelve dollars per person.,모든 티켓은 항상 인당 열두 달러에요.
I always get paid five dollars per hour.,나는 시간마다 5달러를 받아요.
The water always flows through the metal pipe.,물은 항상 금속 관을 통해 흘러요.
The boy played a very small pipe happily.,소년이 아주 작은 피리를 불었어요.
My grandfather always uses his old wooden pipe.,할아버지는 오래된 나무 담뱃대를 항상 사용해요.
Many smart people study politics every single day.,많은 똑똑한 사람들이 매일 정치 공부해요.
My boat sails to a big busy port.,내 보트는 크고 붐비는 항구로 항해해요.
Our strong team is the probable winner today.,우리 강한 팀은 오늘 유망한 승자예요.
It is probable that it will rain soon.,곧 비가 올 가능성이 있어요.
We went to the small pub last night.,어젯밤에 우리는 작은 주점에 갔어요.
He must qualify to join the school team.,그는 학교 팀에 들어가기 위해 자격을 얻어야 해요.
She likes to quote kind words every day.,그녀는 매일 친절한 말을 인용해요.
I wrote an inspiring quote in math class.,나는 수학 수업에서 영감을 주는 인용구를 썼어요.
The rail along the stairs helps you climb.,계단 옆 난간이 당신이 오르는 것을 도와줘요.
I collected my book at the reception desk.,나는 리셉션 데스크에서 내 책을 수령했어요.
Please go to the reception for quick registration.,빠른 등록을 위해 접수처로 가요.
I enjoyed the friendly reception at the party.,저는 파티에서 친근한 환영회를 즐겼어요.
The teacher always refers to our group discussion.,선생님은 항상 우리 그룹 토론을 언급해요.
I wrongly refer blame on my own mistake.,나는 내 실수를 잘못 탓해요.
I refer to the dictionary for spelling help.,나는 철자 도움을 위해 사전을 참조해요.
I always refer homework problems to my teacher.,나는 항상 숙제 문제를 선생님께 맡기어요.
I really regard you as my best friend.,나는 너를 내 최고의 친구로 간주해요.
I show kind regard to my classmates always.,나는 항상 내 반 친구들에게 배려를 보여줘요.
We always share a kind regard with classmates.,우리는 항상 반 친구들과 따뜻한 관계를 나눠요.
He has a deep regard for his teacher.,그는 선생님을 깊이 존경해요.
A strong relation builds trust among good friends.,강한 관계는 좋은 친구들 사이에 신뢰를 쌓아요.
I always rely on my dear best friend.,나는 언제나 내 친한 친구에게 의지해요.
Please remark the bright warning on the board.,밝은 경고판을 주의하세요~요.
Each student used their respective bright pencil case.,각 학생은 각각의 밝은 필통을 사용했어요.
The little boy wore a pretty scarf today.,작은 소년이 오늘 예쁜 스카프를 두렀어요.
She wears a warm scarf during cold winter.,그녀는 추운 겨울에 따뜻한 목도리를 매고 있어요.
I will seal the letter with a stamp.,나는 도장으로 편지를 봉할 거예요.
The seal on the jar stopped the leakage.,병의 밀봉한 부분이 누출을 막았어요.
The playful seal swims happily in the ocean.,즐거운 바다표범이 바다에서 행복하게 헤엄쳐요.
The playful seal swims fast in the ocean.,장난꾸러기 물개가 바다에서 빠르게 헤엄쳐요.
The secretary writes many letters for the boss.,비서는 매우 많은 편지를 상사를 위해 매일 작성해요.
Always know your self and trust your heart.,항상 자신의 모습을 알고 네 마음을 믿어요~요
Our new school session lasts for six months.,우리의 새로운 학기는 6개월동안 계속되요.
The small dog ran after its dark shadow.,작은 개가 어두운 그림자를 쫓았어요.
I shall ride my bright bike to school.,나는 밝은 자전거를 타고 학교에 갈 거예요.
He felt deep shame after his small mistake.,그는 작은 실수 후 부끄러움을 느꼈어요.
It is a shame our game ended early.,우리 게임이 일찍 끝난 것은 안타까워요.
My father will shave his beard every day.,우리 아버지는 매일 수염을 면도해요.
We now situate the book on the shelf.,우리는 지금 책을 선반에 위치시키어요.
They situate the statue in the busy park.,그들은 바쁜 공원에 동상을 설치해요.
Be careful or you might slip on ice.,조심하지 않으면 얼음 위에서 미끄러질 수 있어요.
He carefully wrote his name on a slip.,그는 종이 조각에 이름을 조심히 썼어요.
I present the slip to the cashier today.,오늘 전표를 계산원에게 보여요.
I somewhat enjoy playing with my best friends.,나는 다소 가장 좋은 친구들과 노는 것을 좋아해요.
Dad helps to sponsor our fun school event.,아빠가 우리 재미있는 학교 행사를 후원해요.
Our sports team found a kind sponsor today.,우리 스포츠 팀은 오늘 친절한 후원자를 찾았어요.
Mom sprays water to clean our red car.,엄마가 빨간 차를 청소하기 위해 물을 뿌려요.
The spray made by the fountain is fun.,분수에서 나오는 물보라는 재미있어요.
I will stamp your paper with blue ink.,나는 네 종이에 파란 잉크로 도장을 찍을 거예요.
I carefully put a stamp on my letter.,나는 조심히 내 편지에 우표를 붙였어요.
The clock always ticks in a steady pace.,시계는 언제나 안정된 속도로 똑딱거려요.
My dog always has a steady eating habit.,내 강아지는 항상 일정한 식습관을 가지고 있어요.
Lisa's progress is steady through all her lessons.,리사의 발전은 모든 수업에서 꾸준해요.
Her body feels very tense during the exam.,그녀의 몸은 시험 중에 매우 긴장돼요.
The small kid always felt tense during class.,작은 아이는 항상 수업 중에 긴장했어요.
I toast bread every single morning for breakfast.,나는 매일 아침 빵을 굽어요.
Friends always toast to good health at night.,친구들이 함께 모여 항상 좋은 건강을 위해 건배해요.
I always eat toast with jam every morning.,나는 항상 아침마다 잼과 함께 토스트를 먹어요.
He was completely unaware about the hidden message.,그는 숨은 메시지에 대해 완전히 알지 못해요.
Students join our lively school union for fun.,학생들이 즐겁게 우리 학교 연합에 참여해요.
Our union creates a happy bond among us.,우리의 결합은 우리 사이에 행복한 유대를 만들어요.
The union of colors makes a pretty picture.,색깔들의 결합은 예쁜 그림을 만들어요.
The small cat jumped upon the green table.,작은 고양이가 초록색 탁자 위에 뛰었어요.
The upper floor room has lots of light.,더 위의 층 방은 빛이 많아요.
We see a big van every school day.,우리는 매일 학교에 큰 밴을 봐요.
I saw a very big villa on vacation.,나는 방학 때 아주 큰 대규모의 별장을 봤어요.
The cute sheep produced soft wool in spring.,귀여운 양은 봄에 부드러운 양털을 내요.
It would surely have been fun at camp.,캠프는 정말 재미있었을 거예요.
I would clean my messy room last night.,나는 어제 밤에 내 지저분한 방을 청소하려고 했어요.
Mom always believed I would succeed in art.,엄마는 항상 내가 미술에서 성공했을 것이라고 믿으셨어요.
We often associate bright sunshine with happy days.,우리는 밝은 햇살을 행복한 날과 관련시켜요.
They always associate summer with fun and games.,그들은 항상 여름을 재미와 게임으로 연관짓어요.
I always associate bright flowers with spring days.,나는 항상 밝은 꽃을 봄날과 연상해요.
My friendly associate works with me at school.,저의 동료가 학교에서 함께 일해요.
I assume my friend will join us soon.,나는 내 친구가 곧 참여할 거라고 가정해요.
I happily assume the helper role with friends.,친구들과 함께 도우미 역할을 기꺼이 맡아요.
The blue atmosphere makes our sky very pretty.,푸른 대기가 우리 하늘을 매우 예쁘게 만들어요.
The party had a bright atmosphere with music.,파티의 분위기는 음악과 함께 밝았어요.
They always attempt to solve puzzles every morning.,그들은 항상 매일 아침 퍼즐을 풀려고 시도해요.
He made a small attempt to solve it.,그는 그것을 해결하려고 작은 시도를 했어요.
I am very aware of all school rules.,저는 모든 학교 규칙을 매우 잘 알고 있어요.
He felt very awkward during his dance class.,그는 춤 수업에서 매우 어색했어요.
He felt very awkward around his strict teacher.,그는 엄격한 선생님 근처에서 매우 난처했어요.
The meeting felt very awkward in the room.,오늘의 회의실에서 회의가 시작할 때 모두가 매우 어색했어요.
The actor will bare his true feelings today.,배우는 오늘 진심을 드러낼 거예요.
My room is bare with no furniture inside.,내 방은 가구 없이 텅 빈 상태예요.
The cat sat on the bare wooden floor.,고양이가 맨 나무 바닥에 앉아있어요.
Strong evidence is the basis for our decision.,강한 증거는 우리 결정의 근거가 될 수 있어요.
Our teacher explains the basis of simple rules.,우리 선생님은 간단한 규칙의 원리를 설명해요.
Our class uses a simple basis for learning.,우리 반은 학습을 위한 단순 기초를 사용해요.
We use basis units to check our progress.,우리는 우리 진도를 확인하기 위해 기준 단위를 사용해요.
My small pencil belongs in my pencil box.,내 작은 연필은 내 연필통에 속해요.
They bond happily while sharing a great meal.,그들은 훌륭한 식사를 나누며 유대감을 형성해요.
Parents bond with children through simple loving acts.,부모님은 아이들과 간단한 사랑의 행동으로 연결해요.
Atoms always form a strong bond inside molecules.,원자들은 항상 분자 안에서 강한 결합을 형성해요.
Happy family gives us a strong bond everyday.,행복한 가족은 매일 강한 유대를 줘요.
My father invests in a very small bond.,아빠는 매우 작은 채권에 투자해요.
The red brick wall holds a small house.,빨간 벽돌 벽이 작은 집을 지탱해요.
The teacher gave a very brief introduction today.,선생님께서 오늘 아주 간결한 소개를 하셨어요.
The brilliant star shines over our dark night.,빛나는 별이 우리 어두운 밤을 비춰요.
The brilliant sun shines over the big park.,훌륭한 태양이 큰 공원 위로 빛나요.
My friend is really brilliant at solving puzzles.,내 친구는 퍼즐 푸는 데 정말 총명해요.
Her brilliant idea quickly solved our school problem.,그녀의 훌륭한 아이디어가 우리 학교 문제를 빨리 해결했어요.
My mom bought a bunch of ripe apples.,엄마가 잘 익은 사과 다발을 샀어요.
Strong wind burst the wall during the storm.,강한 바람이 폭풍 중에 벽을 무너뜨렸어요.
She burst out laughing at the funny movie.,그녀는 재밌는 영화에 웃음을 터뜨렸어요.
The big balloon burst at the birthday party.,큰 풍선이 생일 파티에서 터졌어요.
Her cheerful smile is truly a kind characteristic.,그녀의 웃음은 정말 멋진 특질이에요.
This small cat has a very unique characteristic.,이 작은 고양이는 매우 독특한 특징이 있어요.
Her laugh is very characteristic and clearly fun.,그녀의 웃음은 아주 독특하고 재밌어요.
He quickly learned a charm for doing magic.,그는 주문으로 마술을 하도록 빨리 배웠어요.
My bracelet displays one tiny charm every day.,내 팔찌는 매일 하나의 작은 장식이 있어요.
Our brave chief quickly leads our friendly tribe.,우리의 용감한 우두머리가 친근한 부족을 빠르게 이끌어요.
My teacher is the chief helper at school.,우리 선생님은 학교에서 가장 중요한 도우미예요.
The evil villain claims the hero's life today.,정말 무서운 악당이 오늘 바로 영웅의 목숨을 뺏어요.
They claim the prize after much hard work.,그들은 열심히 노력한 후 상을 주장해요.
He has a claim on his big house.,그는 큰 집에 대한 권리가 있어요.
The elected committee planned the fun school event.,선출된 위원회가 재미있는 학교 행사를 계획했어요.
The large complex has many cozy stores today.,그 큰 단지에는 아늑한 가게들이 많아요.
My homework is complex and has many parts.,제 숙제는 복잡하고 여러 부분이 있어요.
She understands the complexity of the game well.,그녀는 게임의 복잡성을 잘 이해해요.
Too many small tasks complicate our play time.,너무 많은 작은 일이 우리의 놀이 시간을 복잡하게 해요.
Eating too much junk food can complicate illness.,너무 많은 정크 푸드는 병을 악화시킬 수 있어요.
A small conflict often hurts very good friends.,작은 갈등은 종종 좋은 친구들을 아프게 해요.
The loud noise can confuse many curious kids.,큰 소리가 많은 호기심 많은 아이들을 혼란시키고 있어요.
The girl is always conscious of her behavior.,그 소녀는 항상 자신의 행동을 의식해요.
Good consumption always helps families save money daily.,좋은 소비는 가족들이 돈을 절약하도록 도와줘요.
The daily consumption of water is very important.,매일 물 소비가 매우 중요해요.
I always try to convince my best friend.,저는 항상 제 최고 친구를 설득하려고 해요.
The town council meets every Friday to decide.,마을 협의회는 매 금요일에 만나서 결정해요.
The local council meets every Tuesday at noon.,지역 의회는 매주 화요일에 모여요.
Toys might crash if they are piled high.,장난감들이 높게 쌓이면 붕괴할 수 있어요.
The fast car may crash into the tree.,빠른 차가 나무를 들이받을 수 있어요.
"Yesterday, the loud car crash startled many people.","어제, 큰 소리의 자동차 사고가 많은 사람들을 놀라게 했어요."
A sudden stock crash severely affected many investors.,갑작스런 주가 폭락이 많은 투자자들에게 영향을 주었어요.
A small crash happened on the busy road.,작은 충돌이 바쁜 길에서 발생했어요.
The glass made a crash when it broke.,유리가 부서질 때 와장창 소리를 냈어요.
There is a crisis affecting our whole country.,우리 나라 전체에 위기가 있어요.
The snake will curl along the tree branch.,뱀이 나뭇가지 주위를 휘어요.
