id,WordText,WordMeaning,PoSText
23798,noticeable,"눈에 띄는,현저한",형용사
23799,noticeable,중요한,형용사
23800,notify,공지하다,동사
23801,notion,개념,명사
23802,nourishment,영양가 있는 음식,명사
23803,numb,감각이 없는,형용사
23804,numb,멍한,형용사
23805,nutrition,영양(소),명사
23806,nutritional,영양상의,형용사
23807,nutritionist,"영양학자,영양사",명사
23808,nutritious,영양분이 많은,형용사
23809,obesity,비만,명사
23810,object,"물건,물체,목표",명사
23811,object,반대하다,동사
23812,object,목표,명사
23813,object,"목적,물체",명사
23814,objectively,객관적으로,부사
23815,observant,관찰력이 좋은,형용사
23816,observation,관찰,명사
23817,observation,감시,명사
23818,observe,관찰하다,동사
23819,observe,규칙을 지키다,동사
23820,observe,(논평/의견을) 말하다,동사
23821,observe,"축하하다,기념하다",동사
23822,obsession,"강박관념,집착",명사
23823,obsessively,집요하게,부사
23824,obstacle,장애(물),명사
23825,obvious,분명한,형용사
23826,obviously,명백히,부사
23827,occasional,때때로의,형용사
23828,occasionally,가끔,부사
23829,occur to,~에게 생각이 떠오르다,숙어/관용어
23830,ocean current,해류,명사
23831,odd,이상한,형용사
23832,odd,홀수의,형용사
23833,odd,임시의,형용사
23834,of a sudden,갑자기,숙어/관용어
23835,offense,위반,명사
23836,offense,(스포츠) 공격,명사
23837,offense,모욕,명사
23838,offensive,화나게 하는,형용사
23839,offensive,모욕적인,형용사
23840,offensive,공격적인,형용사
23841,offensive,"무례한,불쾌한",형용사
23842,offer,제안하다,동사
23843,officially,공식적으로,부사
23844,offshore,연안의,형용사
23845,on a daily basis,매일,숙어/관용어
23846,on a regular basis,정기적으로,숙어/관용어
23847,on board,"승선하여,승차하여",숙어/관용어
23848,on earth,도대체,숙어/관용어
23849,on earth,지구상에서,숙어/관용어
23850,on end,"곤두서서,모로 세워",숙어/관용어
23851,on end,(어떤 기간 동안) 계속,숙어/관용어
23852,on hand,수중에,숙어/관용어
23853,on hand,바로 사용할 수 있는,숙어/관용어
23854,on one's own,혼자 힘으로,숙어/관용어
23855,on one's own,독립하여,숙어/관용어
23856,on one's way,도중에,숙어/관용어
23857,on one's way,~하는 길에,숙어/관용어
23858,on one's way to,~으로 가는 도중에,숙어/관용어
23859,on the opposite side,반대편에,숙어/관용어
23860,on the other hand,반면에,숙어/관용어
23861,on the run,도망하여,숙어/관용어
23862,on the run,"황급한,분주한",숙어/관용어
23863,on top of,~의 위에,숙어/관용어
23864,on top of,~은 별도로 하고,숙어/관용어
23865,on top of,"~외에,~뿐만 아니라",숙어/관용어
23866,once and for all,단호히,숙어/관용어
23867,one last time,마지막으로 한 번 더,부사
23868,one of a kind,"독특한 것,독특한 사람",숙어/관용어
23869,one-off,일회성의,형용사
23870,one-way,일방통행의,형용사
23871,one-way,편도의,형용사
23872,onion,양파,명사
23873,operating cost,운영비,명사
23874,operation,작업,명사
23875,operation,운영,명사
23876,operation,(기업/회사의) 지사,명사
23877,operation,수술,명사
23878,operational,운영상의,형용사
23879,operational,사용할 수 있는,형용사
23880,opponent,상대방,명사
23881,opponent,반대자,명사
23882,opposite,정반대의,형용사
23883,optimal,최상의,형용사
23884,optimistic,낙관적인,형용사
23885,optimize,최적화하다,동사
23886,or so,~정도,숙어/관용어
23887,orderly,정돈된,형용사
23888,orderly,질서 있는,형용사
23889,ordinary,보통의,형용사
23890,organically,유기적으로,부사
23891,organically,유기 재배로,부사
23892,organism,유기체,명사
23893,organizer,정리하는 사람,명사
23894,organizer,"조직자,창시자,주최자",명사
23895,originate,시작되다,동사
23896,originate,기원하다,동사
23897,orphanage,고아원,명사
23898,other than,이외에,숙어/관용어
23899,ought to,~해야 한다,숙어/관용어
23900,ought to,~일 것이다,숙어/관용어
23901,out of control,제어할 수 없는,숙어/관용어
23902,out of favor,"인기 없는,눈 밖에 나서",숙어/관용어
23903,out of place,부적당한,숙어/관용어
23904,out of place,흐트러진,형용사
23905,out of shape,건강이 안 좋은,숙어/관용어
23906,out of shape,"제 모양이 아닌,형태가 일그러진",형용사
23907,out of the blue,갑작스럽게,숙어/관용어
23908,out of thin air,갑자기,숙어/관용어
23909,out of this world,아주 훌륭한,숙어/관용어
23910,outbound,"밖으로 나가는,출국하는",형용사
23911,outdated,구식의,형용사
23912,outfit,의상,명사
23913,outlook,전망,명사
23914,outnumber,수적으로 우세하다,동사
23915,outstare,~을 노려보아 굴복하게 만들다,동사
23916,over time,시간이 지나면서,숙어/관용어
23917,overdue,기한을 넘긴,형용사
23918,overdue,(기차 등이) 연착한,형용사
23919,overestimate,과대 평가하다,동사
23920,overly,"너무,몹시",부사
23921,overpass,육교,명사
23922,overpass,"(지역/한계 따위를) 넘다,통과하다",동사
23923,override,무효로 하다,동사
23924,override,~보다 우위에 서다,동사
23925,overuse,과용하다,동사
23926,overuse,"과도한 사용,남용",명사
23927,overwhelmed,압도된,형용사
23928,overwhelming,압도적인,형용사
23929,overwhelmingly,압도적으로,부사
23930,ownership,소유권,명사
23931,oxygenator,산소 발생기,명사
23932,pack A with B,A를 B로 채우다,숙어/관용어
23933,package tour,패키지 여행,명사
23934,packaging container,포장 용기,명사
23935,paddle,물장구를 치다,동사
23936,pagoda,탑,명사
23937,painless,"통증 없는,고통이 없는",형용사
23938,pair,"연결하다,짝짓다",동사
23939,palate,미각,명사
23940,palate,"입천장,구개",명사
23941,palm oil,팜유,명사
23942,paradox,역설,명사
23943,paralyzed,마비된,형용사
23944,paramedic,긴급 의료원,명사
23945,parasite,기생충,명사
23946,part with,~을 내어놓다,숙어/관용어
23947,participant,참가자,명사
23948,participate in,~에 참여하다,숙어/관용어
23949,pass by,지나다,숙어/관용어
23950,passageway,복도,명사
23951,passionate,다혈질의,형용사
23952,passionate,정열적인,형용사
23953,passive,"수동적인,소극적인",형용사
23954,paste,풀,명사
23955,paste,풀칠하다,동사
23956,paste,(텍스트를) 붙이다,동사
23957,paste,반죽,명사
23958,pastime,취미,명사
23959,pastry,페이스트리,명사
23960,path,작은 길,명사
23961,path,"방향,길",명사
23962,patron,후원자,명사
23963,patron,고객,명사
23964,pavement,포장도로,명사
23965,pavement,인도,명사
23966,pay a visit,방문하다,숙어/관용어
23967,pay attention to,"~에 주목하다,~에 유의하다",숙어/관용어
23968,pay attention to,~에 유의하다,숙어/관용어
23969,pay off,빚을 갚다,숙어/관용어
23970,pay off,"성공하다,결실을 맺다",숙어/관용어
23971,pay off,보상이 되다,숙어/관용어
23972,pay respect to,경의를 표하다,숙어/관용어
23973,peck,(부리로) 쪼다,동사
23974,penetrate,"꿰뚫다,통찰하다",동사
23975,peppercorn,후추 열매,명사
23976,per capita,1인당,명사
23977,perform,"수행하다,공연하다",동사
23978,perform,공연하다,동사
23979,perform,(작동하며) 돌아가다,동사
23980,performer,공연자,동사
23981,perhaps,아마,부사
23982,permanently,영구히,부사
23983,persevere,인내하며 계속하다,동사
23984,persistence,끈기,명사
23985,personality trait,성격적 특성,명사
23986,perspiration,"땀,(땀이 날 정도의) 노력",명사
23987,persuasion,설득,명사
23988,pest,해충,명사
23989,pesticide,살충제,명사
23990,pesticide,농약,명사
23991,phase out,단계적으로 중단하다,숙어/관용어
23992,phenomenal,"경이적인,비범한",형용사
23993,philosopher,철학자,명사
23994,photocopy,복사하다,동사
23995,photosynthesis,광합성,명사
23996,physician,의사,명사
23997,piggy bank,돼지 저금통,명사
23998,pilgrim,순례자,명사
23999,pioneering,선구적인,명사
24000,pitch-black,칠흑같이 새까만,형용사
24001,pitiful,불쌍한,형용사
24002,plantation,"재배지,농장",명사
24003,plastic bag,비닐봉지,명사
24004,play a role in,~의 역할을 하다,숙어/관용어
24005,play an important role,중요한 역할을 하다,숙어/관용어
24006,pliable,휘기 쉬운,형용사
24007,pluck,"잡아 뜯다,뽑다",동사
24008,pluck,"(악기의 현을) 뜯다,퉁기다",동사
24009,plug,플러그,명사
24010,plumbing,배관,명사
24011,point out,~을 지적하다,숙어/관용어
24012,point to,가리키다,숙어/관용어
24013,point to,~을 시사하다,숙어/관용어
24014,pointed,날카로운,형용사
24015,polio,소아마비,명사
24016,polished,"광택이 나는,윤이 나게 닦은",형용사
24017,politely,공손히,부사
24018,politeness,공손함,명사
24019,politician,정치인,명사
24020,pollinate,(꽃에) 수분하다,동사
24021,ponder,심사숙고하다,동사
24022,pop up,"갑자기 일어나다,별안간 불쑥 나타나다",숙어/관용어
24023,pop up,튀어나오다,숙어/관용어
24024,popularity,인기,명사
24025,populous,인구가 많은,형용사
24026,porcelain,도자기,명사
24027,porch,현관,명사
24028,portable,"휴대용의,간편한",형용사
24029,portray,묘사하다,동사
24030,positively,명확하게,부사
24031,positively,긍정적으로,부사
24032,positivity,긍정성,명사
24033,positivity,적극성,명사
24034,possession,소유,명사
24035,possession,재산,명사
24036,post,우편(물),명사
24037,post,"게시하다,올리다,(인터넷 토론망에 올리는)글",동사
24038,post,기둥,명사
24039,postmark,소인,명사
24040,postpone,연기하다,동사
24041,potentially,잠재적으로,부사
24042,pouch,주머니,명사
24043,pour down,"퍼붓다,들이붓다",숙어/관용어
24044,poverty,가난,명사
24045,practical,실용적인,형용사
24046,practical,현실적인,형용사
24047,practically,"사실상,거의",부사
24048,practice,"습관,관행",명사
24049,practice,실천하다,동사
24050,practice,영업,명사
24051,practice,"실행,실천",명사
24052,practice,"사용하다,실행하다",동사
24053,precisely,정확히,부사
24054,precision,정확(성),명사
24055,precocious,조숙한,형용사
24056,prediction,"예언,예측",명사
24057,prefer A to B,A를 B보다 더 좋아하다,숙어/관용어
24058,preference,더 좋아함,명사
24059,preference,"선호(도),더 좋아함",명사
24060,prehistoric,선사시대의,형용사
24061,preoccupy,뇌리를 떠나지 않다,동사
24062,prepare for,"~을 준비하다,~을 대비하다",숙어/관용어
24063,prescription,처방,명사
24064,preserved,보존된,형용사
24065,press release,보도 자료,명사
24066,press-up,팔굽혀 펴기,명사
24067,pressing,긴급한,형용사
24068,pressure,"압박(감),스트레스",명사
24069,pressure,"압력,기압",명사
24070,pretend,~인 체하다,동사
24071,pretend,주장하다,동사
24072,pretend,가정하다,동사
24073,prevailing,우세한,형용사
24074,prevent A from ~ing,A가 ~하지 못하게 하다,숙어/관용어
24075,prevent A from B,A에게 B를 못하게 하다,숙어/관용어
24076,prey on,~을 잡아먹다,숙어/관용어
24077,prior to,~보다 이전에,숙어/관용어
24078,prioritize,우선순위를 매기다,동사
24079,priority,우선시 하는 것,명사
24080,prized,높이 평가받는,형용사
24081,prized,"소중한,귀중한",형용사
24082,probe,탐사선,명사
24083,probe,"조사하다,캐묻다",동사
24084,process,처리하다,동사
24085,procession,행렬,명사
24086,prodigy,영재,명사
24087,producer,생산자,명사
24088,producer,"연출자,감독",명사
24089,profitable,이익이 되는,형용사
24090,progress,진전,명사
24091,progress,"경과,추이",명사
24092,progress,"발달하다,향상하다",동사
24093,progress,"진행하다,진척하다",동사
24094,progress,진행 (상황),명사
24095,progressively,점차적으로,부사
24096,promising,유망한,형용사
24097,promote,진급시키다,동사
24098,promote,"홍보하다,촉진하다",동사
24099,promote,촉진하다,동사
24100,promote,증진시키다,동사
24101,propeller,프로펠러,명사
24102,prophecy,예언,명사
24103,pros and cons,장단점,명사
24104,pros and cons,찬반 양론,명사
24105,prosperity,번영,명사
24106,prosperous,"번영한,번창한",형용사
24107,protection,보호,명사
24108,prove,증명하다,동사
24109,prove,"드러나다,판명되다",동사
24110,provide A for B,A를 B에게 제공하다,숙어/관용어
24111,provide A with B,A에게 B를 공급하다,숙어/관용어
24112,provincial,지방의,형용사
24113,provincial,(행정단위인) 도의,형용사
24114,provocative,화를 돋우려는,형용사
24115,provocative,흥미진진한,형용사
24116,psychic,"심령의,초자연적인",형용사
24117,psychic,"마음의,정신의",형용사
24118,psychological,정신의,형용사
24119,public service,공공 서비스,명사
24120,public service,공익사업,명사
24121,pull away,"(차량이) 떠나다,움직이기 시작하다",숙어/관용어
24122,pull away,잡아당기다,숙어/관용어
24123,pull into,(배가 항구에) 서다,숙어/관용어
24124,pull up,(차 등을) 세우다,숙어/관용어
24125,pull up,"~을 뜯다,~을 뽑다",숙어/관용어
24126,pull up,끌어 올리다,숙어/관용어
24127,pull up,(서서히) 멈추다,숙어/관용어
24128,pulse,맥박,명사
24129,pupa,번데기,명사
24130,purely,전적으로,부사
24131,purely,순수하게,부사
24132,purification,정화,명사
24133,purify,정화하다,동사
24134,purity,"순수,순결",명사
24135,purpose,"목적,용도",명사
24136,purpose,용도,명사
24137,purposeful,"목적이 있는,의도적인",형용사
24138,purposeless,"무의미한,무익한",형용사
24139,purposely,일부러,부사
24140,push up,밀어 올리다,숙어/관용어
24141,push-up,팔 굽혀 펴기,명사
24142,put ~into service,~을 사용하기 시작하다,숙어/관용어
24143,put A to use,A를 사용하다,숙어/관용어
24144,put an end to,~을 끝내다,숙어/관용어
24145,put at risk,~을 위험에 빠뜨리다,숙어/관용어
24146,put away,~을 치우다,숙어/관용어
24147,put emphasis on,~을 강조하다,숙어/관용어
24148,put food on the table,생계를 꾸리다,숙어/관용어
24149,put into action,행동에 옮기다,숙어/관용어
24150,put one's mind to,~에 전념하다(몰두하다),숙어/관용어
24151,put to good use,~을 잘 활용하다,숙어/관용어
24152,put together,"모으다,합치다",숙어/관용어
24153,qualification,자격,명사
24154,quarrel,싸움,명사
24155,quarrel,"싸우다,말다툼하다",동사
24156,questionable,의심스러운,형용사
24157,racial,인종의,형용사
24158,racism,인종 차별,명사
24159,racism,인종주의,명사
24160,radiation,방사(능),명사
24161,radioactive,방사성의,형용사
24162,raft,뗏목,명사
24163,raft,고무보트,명사
24164,rag,누더기,명사
24165,raging,감정이 격렬한,형용사
24166,raging,"사납게 날뛰는,격렬한",형용사
24167,rain forest,(열대) 우림,명사
24168,raise awareness,인지도를 높이다,숙어/관용어
24169,raise awareness about,~에 대한 인식을 높이다,숙어/관용어
24170,ramp,"경사로,나들목",명사
24171,ranger,"산림 경비원,무장 순찰 대원",명사
24172,rapidly,빠르게,부사
24173,rare,드문,형용사
24174,rare,(고기를)살짝 익힌,형용사
24175,rarely,드물게,부사
24176,rating,신용도,명사
24177,rating,평점,명사
24178,rationally,이성적으로,부사
24179,ray,광선,명사
24180,reach for,~로 손을 뻗치다,숙어/관용어
24181,reach out,"손을 뻗다,다가가다",숙어/관용어
24182,reach out,접근하다,숙어/관용어
24183,reach out,~을 도와주다,숙어/관용어
24184,reach out,연락을 하다,숙어/관용어
24185,reaction,반응,명사
24186,readability,읽기 쉬움,명사
24187,real estate,부동산,명사
24188,realistic,현실적인,형용사
24189,reassemble,재조립하다,동사
24190,reassign,"(임무 등을) 다시 맡기다,새로 발령 내다",동사
24191,rebirth,부활,명사
24192,reborn,다시 태어난,형용사
24193,rebound,다시 튀다,동사
24194,recall,회상하다,동사
24195,recall,회수하다,동사
24196,recall,"기억,상기",명사
24197,receive,"받다,받아들이다",동사
24198,receive,접견하다,동사
24199,recharge,재충전하다,동사
24200,reclaim,되찾다,동사
24201,reclaim,개간하다,동사
24202,reclaim,"교정하다,선도하다",동사
24203,reclaim,재활용하다,동사
24204,recognition,인식,명사
24205,recognition,"(공로 등에 대한) 인정,표창",명사
24206,recognize,"알아보다,(사실임을)인정하다",동사
24207,recognize,(사실임을) 인정하다,동사
24208,recollection,"회상,기억",명사
24209,recommendation,"추천,권고",명사
24210,reconsider,재고하다,동사
24211,reconstruct,개조하다,동사
24212,reconstruct,복원하다,동사
24213,recover,회복하다,동사
24214,recover,되찾아오다,동사
24215,recovery,회복,명사
24216,recovery,회수,명사
24217,recreate,재창조하다,동사
24218,rectangular,직사각형의,형용사
24219,recyclable,재활용할 수 있는,형용사
24220,recycler,재생 처리기,명사
24221,redevelopment,재개발,명사
24222,reduction,축소,명사
24223,reduction,"감소,감축",명사
24224,reevaluate,재평가하다,동사
24225,refer to,"~을 나타내다,~와 관련 있다",숙어/관용어
24226,refer to,~을 참고하다,숙어/관용어
24227,refer to,~에게 문의하다,숙어/관용어
24228,refer to,"말하다,언급하다",숙어/관용어
24229,refer to A as B,A를 B라고 부르다,숙어/관용어
24230,referee,심판,명사
24231,reference,참조,명사
24232,reference,추천서,명사
24233,refillable,보충 가능한,형용사
24234,reflect on,~에 대해 숙고하다,숙어/관용어
24235,reflect on,"~을 반성하다,~을 되돌아보다",숙어/관용어
24236,reflection,반사,명사
24237,reflection,성찰,명사
24238,reflection,(거울에 비친) 모습,명사
24239,reflection,심사숙고,명사
24240,reflex,반사적인,형용사
24241,refresh,"생기를 되찾다,상쾌하게 하다",동사
24242,refresh,상쾌하게 하다,동사
24243,refreshing,신선한,형용사
24244,refreshing,상쾌한,형용사
24245,refreshing,"원기를 북돋우는,상쾌하게 하는",형용사
24246,refreshment,원기 회복,명사
24247,refuge,"피신,피난",명사
24248,refugee,난민,명사
24249,refusal,거절,명사
24250,refuse,"거부하다,거절하다",동사
24251,regain,되찾다,동사
24252,regard A as B,A를 B로 생각하다,숙어/관용어
24253,regarding,~에 대해,전치사
24254,regardless of,~에 관계없이,숙어/관용어
24255,regenerate,"재건하다,재생되다",동사
24256,region,"지방,지역",명사
24257,region,"(신체의) 부분,영역",명사
24258,regional,지역적인,형용사
24259,regional,지방의,형용사
24260,registration,등록,명사
24261,rehabilitation,"갱생,재활",명사
24262,reign,통치,명사
24263,rejection,거부,명사
24264,rejoin,다시 합류하다,동사
24265,relate to,~와 관련된,숙어/관용어
24266,relate to,~에 대해 말하다,숙어/관용어
24267,relate to,~와 관련되다,숙어/관용어
24268,related,관련된,형용사
24269,related to,~와 관련된,숙어/관용어
24270,relatively,상대적으로,부사
24271,relaxing,느긋한,형용사
24272,release,방출하다,동사
24273,release,출판하다,동사
24274,release,발표하다,동사
24275,release,해소하다,동사
24276,release,(감정을) 표출하다,동사
24277,religious,종교적인,형용사
24278,relocation,재배치,명사
24279,remains,남은 것,명사
24280,remains,유적,명사
24281,remains,"잔해물,유물",명사
24282,remarkable,주목할 만한,형용사
24283,remind A of B,A에게 B를 생각나게 하다,숙어/관용어
24284,remind A of B,A에게 B를 생각나게 하다,숙어/관용어
24285,remind A of B,A에게 B를 생각나게 하다,숙어/관용어
24286,reminder,상기시키는 것,명사
24287,remotely,원격으로,부사
24288,removal,제거,명사
24289,removal,제거하다,동사
24290,renew,새롭게 하다,동사
24291,renew,회복하다,동사
24292,renew,연장하다,동사
24293,renewable,갱신할 수 있는,형용사
24294,renewable,(자원 등이) 재생 가능한,형용사
24295,renewal,갱신,명사
24296,renovate,새롭게 하다,동사
24297,repetitive,반복성의,형용사
24298,replace A with B,A를 B로 교체하다,숙어/관용어
24299,replica,"복제품,모형",명사
24300,reportedly,전하는 바에 따르면,부사
24301,representation,대표,명사
24302,representation,"묘사,표현",명사
24303,reproduce,복제하다,동사
24304,reproduce,번식하다,동사
24305,reproduce,재생하다,동사
24306,reproduce,재생산하다,동사
24307,repurpose,용도를 변경하다,동사
24308,resemblance,유사함,명사
24309,reservoir,저수지,명사
24310,reservoir,저장고,명사
24311,residence,거주지,명사
24312,resistance,저항,명사
24313,resistant,저항하는,형용사
24314,resistant,잘 견디는,형용사
24315,resolution,결심,명사
24316,resolution,해결,명사
24317,resolution,결의(안),명사
24318,resolution,해상도,명사
24319,respectful,공손한,형용사
24320,respectful,존중하는,형용사
24321,respectfully,공손하게,부사
24322,respondent,응답자,명사
24323,responsive,즉각 반응하는,형용사
24324,restriction,제한,명사
24325,result in,"~의 결과를 가져오다,~을 야기하다",숙어/관용어
24326,retirement,은퇴,명사
24327,revenue,"세입,수익",명사
24328,reverence,숭배,명사
24329,revision,"수정,변경",명사
24330,revival,"재 유행,부활",명사
24331,revolutionary,혁명적인,형용사
24332,revolutionary,혁신적인,형용사
24333,revolutionize,혁명을 일으키다,동사
24334,rewarding,"가치 있는,수익성이 좋은",형용사
24335,rewarding,보람된,형용사
24336,rewarding,"보상,보람",명사
24337,rich in,~이 풍부한,숙어/관용어
24338,ridiculously,어처구니없게,대명사
24339,ring pull,따개고리,명사
24340,rise to one's feet,일어서다,숙어/관용어
24341,risky,위험한,형용사
24342,ritual,"의식,풍습",명사
24343,roar with laughter,"폭소를 터뜨리다,크게 웃다",숙어/관용어
24344,robbery,강도,명사
24345,roll up,걷어 올리다,숙어/관용어
24346,roll up,둘둘 말다,숙어/관용어
24347,romance,로맨스,명사
24348,root,뿌리,명사
24349,rotate,회전하다,동사
24350,rotation,회전,명사
24351,rotation,자전,명사
24352,roughly,대략적으로,부사
24353,rover,탐사 차량,명사
24354,rudeness,무례함,명사
24355,ruin,"붕괴,파멸",명사
24356,ruin,망치다,동사
24357,ruin,손상시키다,동사
24358,ruined,황폐한,형용사
24359,ruinous,파괴적인,형용사
24360,rule of thumb,경험에서 나온 방법,숙어/관용어
24361,run away from,~에서 도망치다,숙어/관용어
24362,run down,소진하다,숙어/관용어
24363,run down,흘러내리다,숙어/관용어
24364,run down,(기계 등이) 멈추다,숙어/관용어
24365,run out,시간이 다 되다,숙어/관용어
24366,run out,다 떨어지다,숙어/관용어
24367,run out of,~이 다 떨어지다,숙어/관용어
24368,run through,~을 지나 흐르다,숙어/관용어
24369,run-down,(건물/장소가) 황폐한,형용사
24370,rundown,"설명,보고",명사
24371,runoff,땅 위를 흐르는 빗물,명사
24372,runoff,결선 투표,명사
24373,rush back,서둘러 돌아가다,숙어/관용어
24374,rush hour,혼잡 시간대,명사
24375,sadness,슬픔,명사
24376,safeguard,보호하다,동사
24377,safekeeping,보관,명사
24378,sampling,표본 추출,명사
24379,sanitation,위생 시설(관리),명사
24380,sanitation,위생,명사
24381,sarcastic,"비꼬는,풍자적인",형용사
24382,sarcastic,비꼬는,형용사
24383,satisfying,만족스러운,형용사
24384,save the day,"궁지를 벗어나다,가까스로 해결하다",숙어/관용어
24385,saying,격언,명사
24386,scarecrow,허수아비,명사
24387,scenic,풍경이 아름다운,형용사
24388,school board,학교운영위원회,숙어/관용어
24389,school supply,학용품,명사
24390,schoolwork,"학업,학교 공부",명사
24391,sci-fi movie,공상 과학 영화,명사
24392,scientific,과학적인,형용사
24393,scold,꾸짖다,동사
24394,scoop,"(큰 숟갈로) 뜨다,파다",동사
24395,scribble,휘갈겨 쓰다,동사
24396,sea urchin,성게,명사
24397,sealant,밀봉제,명사
24398,season,계절,명사
24399,season,양념하다,동사
24400,season,"시즌,철",명사
24401,second-hand,중고의,형용사
24402,second-hand,간접적인,형용사
24403,secondhand,중고로,부사
24404,secondhand,간접의,형용사
24405,secretly,비밀스럽게,부사
24406,security,경비(원),명사
