id,WordText,WordMeaning,PoSText
20859,index,"색인,지표",명사
20860,induce,유발하다,동사
20861,inevitable,불가피한,형용사
20862,infant,"유아,아기",명사
20863,infant,초(창)기의,형용사
20864,infect,감염시키다,동사
20865,infer,추론하다,동사
20866,inference,"추론,추측",명사
20867,inflate,팽창시키다,동사
20868,inflate,우쭐하게 하다,동사
20869,ingredient,"(요리 등의) 재료,성분",명사
20870,inhabit,거주하다,동사
20871,inherent,선천적인,형용사
20872,inherent,내재하는,형용사
20873,inhibit,금지하다,동사
20874,initial,처음의,형용사
20875,inject,주사하다,동사
20876,inn,여관,명사
20877,innovate,"혁신하다,쇄신하다",동사
20878,input,투입,명사
20879,input,의견,명사
20880,inquire,묻다,동사
20881,inquire,알아보다,동사
20882,insect,곤충,명사
20883,insert,삽입하다,동사
20884,insert,(신문 등에) 기재하다,동사
20885,insight,통찰(력),명사
20886,inspire,영감을 주다,동사
20887,inspire,고무하다,동사
20888,inspire,격려하다,동사
20889,install,설치하다,동사
20890,install,취임시키다,동사
20891,instinct,본능,명사
20892,institute,기관,명사
20893,institute,(제도 등을) 도입하다,동사
20894,institution,기관,명사
20895,integrate,통합하다,동사
20896,intellect,지성,명사
20897,intellectual,지적인,형용사
20898,intelligent,이해력 있는,형용사
20899,intelligent,총명한,형용사
20900,interfere,"방해하다,간섭하다",동사
20901,interior,내부,명사
20902,intermediate,중간의,형용사
20903,interpret,통역하다,동사
20904,interpret,의미를 설명하다,동사
20905,interpret,해석하다,동사
20906,interpret,설명하다,동사
20907,interpret,이해하다,동사
20908,interval,(장소/시간의) 간격,명사
20909,intervene,"끼어들다,개입하다",동사
20910,intervene,"(일이) 벌어지다,일어나다",동사
20911,intimate,친밀한,형용사
20912,intimate,암시하다,동사
20913,intimate,개인적인,형용사
20914,intrigue,강한 흥미를 일으키다,동사
20915,intrigue,음모를 꾸미다,동사
20916,invade,침입하다,동사
20917,irony,반어법,명사
20918,irritate,짜증나게 하다,동사
20919,irritate,염증을 일으키다,동사
20920,isolate,고립시키다,동사
20921,jail,감옥,명사
20922,jail,수감하다,동사
20923,jar,"병,항아리",명사
20924,jar,항아리,명사
20925,jog,조깅하다,동사
20926,joint,관절,명사
20927,joint,"공동의,합동의",형용사
20928,joint,음식점,명사
20929,journal,"일간신문,일지",명사
20930,journal,언론의,형용사
20931,journal,학술지,명사
20932,journal,일기,명사
20933,jury,배심원단,명사
20934,jury,심사위원단,명사
20935,keen,예리한,형용사
20936,keen,하고 싶은,형용사
20937,keen,(바람이) 몸을 에는 듯한,형용사
20938,kit,도구 한 세트,명사
20939,knight,(중세의) 기사,명사
20940,knot,매듭,명사
20941,ladder,사다리,명사
20942,landscape,풍경,명사
20943,lap,허리에서 무릎까지 부분,명사
20944,lap,경주로,명사
20945,lap,(트랙의) 한 바퀴,명사
20946,latter,(둘 중에서) 후자의,형용사
20947,launch,발사하다,동사
20948,launch,시작하다,동사
20949,launch,배를 띄우다,동사
20950,launch,출시하다,동사
20951,launch,"발사,출시",명사
20952,launch,"시작하다,출시하다",동사
20953,laundry,"세탁물,세탁소",명사
20954,leak,(액체/기체가) 새다,동사
20955,lease,임대하다,동사
20956,leather,가죽,명사
20957,lecture,강의,명사
20958,legend,전설(적인 인물),명사
20959,legislate,법률을 제정하다,동사
20960,legitimate,합법의,형용사
20961,leisure,여가,명사
20962,liberal,"자유민주적인,진보적인",형용사
20963,liberal,교양의,형용사
20964,liberty,자유,명사
20965,likewise,"마찬가지로,~같이",부사
20966,linguistic,언어(학)의,형용사
20967,literature,문학,명사
20968,literature,"안내,인쇄물",명사
20969,logic,논리,명사
20970,lone,혼자인,형용사
20971,loyal,충성스러운,형용사
20972,lump,덩어리,명사
20973,luxury,사치,명사
20974,magnet,자석,명사
20975,magnificent,장엄한,형용사
20976,magnificent,"거대한,막대한",형용사
20977,magnificent,"감명 깊은,훌륭한",형용사
20978,manifest,명백한,형용사
20979,manipulate,조작하다,동사
20980,manipulate,(뼈/관절을) 맞추다,동사
20981,margin,여백,명사
20982,margin,"가장자리,끝",명사
20983,marine,"바다의,해양의",형용사
20984,mature,다 자란,형용사
20985,mature,성숙하다,동사
20986,mature,만기가 되다,동사
20987,mayor,시장,명사
20988,meanwhile,그 동안에,부사
20989,meanwhile,반면에,부사
20990,meanwhile,한편,부사
20991,mechanic,"기계공,정비사",명사
20992,mechanism,기구,명사
20993,mechanism,구조,명사
20994,media,언론기관,명사
20995,mediate,중재하다,동사
20996,medieval,중세(풍)의,형용사
20997,medium,중간의,형용사
20998,medium,(대중 전달용) 매체,명사
20999,medium,"매개,수단",명사
21000,merchant,상인,명사
21001,mere,겨우 ~의,형용사
21002,mere,단순한,형용사
21003,merge,합병하다,동사
21004,merit,장점,명사
21005,metropolitan,수도권의,형용사
21006,metropolitan,대도시의,형용사
21007,microphone,마이크,명사
21008,migrant,이주자,명사
21009,migrate,"이주하다,이동하다",동사
21010,mild,온화한,형용사
21011,million,100만,명사
21012,mine,나의 것,명사
21013,mine,광물질을 캐다,동사
21014,miner,광부,명사
21015,mineral,광물,명사
21016,mineral,무기질,명사
21017,minimal,최소의,형용사
21018,minimum,최소,명사
21019,ministry,부,명사
21020,miracle,기적,명사
21021,missile,미사일,명사
21022,mobile,이동성의,형용사
21023,mock,"놀리다,조롱하다",동사
21024,mode,"모드,방식",명사
21025,mode,최빈값,명사
21026,moderate,"중도의,온건한",형용사
21027,moderate,완화시키다,동사
21028,moderate,중재하다,동사
21029,moderate,"적당한,알맞은",형용사
21030,modest,겸손한,형용사
21031,modest,"그다지 대단하지 않은,보통의",형용사
21032,modest,적당한,형용사
21033,modify,"수정하다,개선하다",동사
21034,modify,어구를 수식하다,동사
21035,moist,촉촉한,형용사
21036,moisture,습기,명사
21037,molecule,분자,명사
21038,monster,괴물,명사
21039,monument,기념비,명사
21040,mortal,영원히 살 수 없는,형용사
21041,mortal,치명적인,형용사
21042,mortal,"(보통의) 사람,인간",명사
21043,motive,"행동의 원인,동기",명사
21044,multiple,"다수의,다양한",형용사
21045,multiple,배수,명사
21046,multiple,다양한,형용사
21047,murder,살인,명사
21048,mutual,상호의,형용사
21049,mutual,공동의,형용사
21050,mutual,권하다,동사
21051,myth,신화,명사
21052,naive,"순진한,천진난만한",형용사
21053,naked,벌거숭이의,형용사
21054,naked,육안의,형용사
21055,naked,"(감정/태도가) 적나라한,노골적인",형용사
21056,narrate,이야기하다,동사
21057,nasty,"더러운,추잡한",형용사
21058,nasty,심술궂은,형용사
21059,needle,바늘,명사
21060,needle,"괴롭히다,놀리다",동사
21061,negate,부정하다,동사
21062,negative,부정적인,형용사
21063,neglect,방치하다,동사
21064,neglect,무시하다,동사
21065,neglect,"무시,방치,경시",명사
21066,negotiate,협상하다,동사
21067,nephew,남자 조카,명사
21068,network,연락망,명사
21069,network,네트워크,명사
21070,network,인맥을 형성하다,동사
21071,neutral,중립의,형용사
21072,nevertheless,그럼에도 불구하고,부사
21073,nightmare,악몽,명사
21074,noble,고귀한,형용사
21075,noble,귀족,명사
21076,nod,끄덕이다,동사
21077,nominate,지명하다,동사
21078,nonetheless,그럼에도 불구하고,부사
21079,norm,표준,명사
21080,norm,규범,명사
21081,normal,정상의,형용사
21082,normal,보통의,형용사
21083,novel,소설,명사
21084,novel,기발한,형용사
21085,nuclear,"핵(무기)의,원자력의",형용사
21086,numerous,많은,형용사
21087,obey,복종하다,동사
21088,obey,"지키다,준수하다",동사
21089,oblige,(의무적으로) ~하게 하다,동사
21090,oblige,"돕다,베풀다",동사
21091,obsess,강박관념을 갖다,동사
21092,obtain,얻다,동사
21093,occupation,직업,명사
21094,occupation,점령,명사
21095,occupy,(공간/시간을) 차지하다,동사
21096,offend,기분을 상하게 하다,동사
21097,offend,(규칙을) 위반하다,동사
21098,opportune,시기 적절한,형용사
21099,opportunity,기회,명사
21100,optimist,낙천주의자,명사
21101,option,선택,명사
21102,oral,구두의,형용사
21103,orbit,궤도,명사
21104,orbit,선회하다,동사
21105,orchestra,오케스트라,명사
21106,organ,"(신체) 장기,기관",명사
21107,organ,(악기) 오르간,명사
21108,organic,유기(체)의,형용사
21109,organic,유기농의,형용사
21110,organize,"조직하다,편제하다",동사
21111,organize,체계화하다,동사
21112,organize,"준비하다,기획하다",동사
21113,organize,정리하다,동사
21114,orient,(목적에) 맞추다,동사
21115,orient,향하다,동사
21116,orientation,예비교육,명사
21117,orientation,지향,명사
21118,origin,"기원,근원",명사
21119,origin,원산지,명사
21120,original,원래의,형용사
21121,original,독창적인,형용사
21122,original,최초의,형용사
21123,outcome,결과,명사
21124,outline,개요,명사
21125,outline,"윤곽,외형",명사
21126,outline,개요를 서술하다,동사
21127,output,산출,명사
21128,output,생산량,명사
21129,outrage,화나게 하다,동사
21130,outrage,"난폭,폭행",명사
21131,outstanding,뛰어난,형용사
21132,outstanding,미결재의,형용사
21133,overcome,극복하다,동사
21134,overhead,머리 위의,형용사
21135,overlap,겹치다,동사
21136,overlook,못보고 지나치다,동사
21137,overlook,간과하다,동사
21138,overlook,굽어보다,동사
21139,overlook,"감독하다,감시하다",동사
21140,overlook,"바라보다,내려다보다",동사
21141,overnight,하룻밤 사이에,부사
21142,overnight,야간의,형용사
21143,overnight,"밤을 새는,밤새도록",부사
21144,overwhelm,제압하다,동사
21145,overwhelm,(감정이) 압도하다,동사
21146,owe,빚지다,동사
21147,pace,속도,명사
21148,pad,(보호용) 패드,명사
21149,pad,(동물의) 발바닥,명사
21150,pale,창백한,형용사
21151,pale,"(색깔이) 옅은,연한",형용사
21152,palm,손바닥,명사
21153,palm,야자 나무,명사
21154,panel,토론자단,명사
21155,panel,판,명사
21156,panel,심사위원자,명사
21157,parallel,평행의,형용사
21158,parallel,유사하다,동사
21159,parallel,평행,명사
21160,parliament,국회,명사
21161,participate,참여하다,동사
21162,particle,"입자,아주 작은 조각",명사
21163,passage,"통로,복도",명사
21164,passage,구절,명사
21165,passage,경과,명사
21166,passenger,승객,명사
21167,passion,열정,명사
21168,passport,여권,명사
21169,pat,쓰다듬다,동사
21170,patch,(구멍난 곳에) 덧대다,동사
21171,patch,지역,명사
21172,patch,"조각,패치(구멍을 때우거나 위에 덧대는 데 쓰임)",명사
21173,patch,반점,명사
21174,patch,(특히 주변과는 다른 조그만) 부분,명사
21175,patent,특허(권),명사
21176,patent,명백한,형용사
21177,pave,포장하다,동사
21178,peak,"봉우리,꼭대기,정상",명사
21179,peak,"정점,절정",명사
21180,peak,절정[최고조]에 달하다,동사
21181,peak,"절정의,최고조의",형용사
21182,peasant,영세농민,명사
21183,peer,또래,명사
21184,peer,자세히 보다,동사
21185,peer,귀족,명사
21186,penalty,"형벌,벌금",명사
21187,penalty,벌칙,명사
21188,perceive,인식하다,동사
21189,perception,인식,명사
21190,permanent,영구적인,형용사
21191,permanent,정규직의,형용사
21192,permit,허락하다,동사
21193,permit,허가증,명사
21194,persist,고집스럽게 계속하다,동사
21195,persist,"지속하다,존속하다",동사
21196,perspective,견해,명사
21197,perspective,원근법,명사
21198,perspective,"관점,시각",명사
21199,perspective,"원근법,관점",명사
21200,persuade,설득하다,동사
21201,phase,(변화/발달의) 단계,명사
21202,phase,"상,모습",명사
21203,phenomenon,현상,명사
21204,philosophy,철학,명사
21205,phrase,어구,명사
21206,physics,물리학,명사
21207,pill,알약,명사
21208,pinch,꼬집다,동사
21209,pinch,(가루를) 집어서 넣다,동사
21210,pioneer,선구자,명사
21211,pioneer,개척하다,동사
21212,platform,승강장,명사
21213,platform,강단,명사
21214,platform,"기반,플랫폼",명사
21215,platform,플랫폼(사용 기반이 되는 컴퓨터 시스템/소프트웨어),명사
21216,plot,구성,명사
21217,plot,활동,명사
21218,plot,"(특정 용도의) 대지,터",명사
21219,polish,윤을 내다,동사
21220,polish,광택제,명사
21221,polish,"다듬다,손질하다",동사
21222,poll,"여론조사,투표",명사
21223,pond,연못,명사
21224,populate,거주시키다,동사
21225,population,인구,명사
21226,population,"개체군,집단,개체수",명사
21227,portion,부분,명사
21228,portion,(음식의) 1인분,명사
21229,portrait,초상화,명사
21230,pose,자세,명사
21231,pose,(위협/문제를) 제기하다,동사
21232,pose,자세를 취하다,동사
21233,posit,"두다,놓다",동사
21234,position,위치,명사
21235,position,입장,명사
21236,position,지위,명사
21237,position,일자리,명사
21238,position,배치하다,동사
21239,position,자세,명사
21240,positive,"긍정적인,낙관적인",형용사
21241,praise,높이 평가하다,동사
21242,preach,"설교하다,전도하다",동사
21243,precede,앞서다,동사
21244,precise,정확한,형용사
21245,precise,정교한,형용사
21246,predator,포식 동물,명사
21247,predator,약탈자,명사
21248,predict,예측하다,동사
21249,prejudice,편견,명사
21250,prejudice,"침해,손상",명사
21251,premium,할증금,명사
21252,premium,보험료,명사
21253,premium,"우수한,고급의",형용사
21254,prescribe,규정하다,동사
21255,preserve,보존하다,동사
21256,preside,의장을 맡아보다,동사
21257,president,"대통령,총장",명사
21258,president,(클럽 등의) 회장,명사
21259,president,총장,명사
21260,presume,추정하다,동사
21261,prevail,이기다,동사
21262,prevail,만연하다,동사
21263,prey,"먹이,사냥감",명사
21264,priest,성직자,명사
21265,primitive,원시(시대)의,형용사
21266,principal,교장,명사
21267,principal,주요한,형용사
21268,principal,원금,명사
21269,principal,주역,명사
21270,prior,이전의,형용사
21271,privilege,특혜,명사
21272,professor,교수,명사
21273,profile,개요,명사
21274,profile,"옆 얼굴,윤곽",명사
21275,profile,"프로필,신상 명세",명사
21276,profound,심오한,형용사
21277,profound,엄청난,형용사
21278,prohibit,금지하다,동사
21279,prominent,"유명한,두드러진",형용사
21280,prominent,주도적인,형용사
21281,prompt,신속한,형용사
21282,prompt,촉발하다,동사
21283,proof,증거,명사
21284,proportion,비율,명사
21285,proportion,"규모,면적",명사
21286,proportion,"균형,조화",명사
21287,prospect,"전망,예상",명사
21288,prosper,번영하다,동사
21289,protein,단백질,명사
21290,province,지방,명사
21291,province,"(행정 단위의) 주,도,중국은 성",명사
21292,provoke,"유발하다,도발하다",동사
21293,psychology,심리학,명사
21294,publish,"출판하다,발행하다",동사
21295,publisher,"출판업자,출판사",명사
21296,pupil,학생,명사
21297,pupil,"눈동자,동공",명사
21298,pursue,추구하다,동사
21299,pursue,"뒤쫓다,추적하다",동사
21300,pursue,"(일/연구 등에) 종사하다,수행하다",동사
21301,quantity,양,명사
21302,questionnaire,설문지,명사
21303,rage,격노,명사
21304,rage,맹렬하게 계속되다,동사
21305,rally,(정치적인) 집회,명사
21306,rally,장세가 반등해 회복함,명사
21307,rally,"모으다,결집하다",동사
21308,random,무작위의,형용사
21309,random,"우연한,뜻밖의,임의의",형용사
21310,rank,등급,명사
21311,rank,순위,명사
21312,rank,계급,명사
21313,rank,(등급/순위를) 차지하다,동사
21314,rank,순위를 매기다,동사
21315,rational,합리적인,형용사
21316,rational,타당한,형용사
21317,rational,이성적인,형용사
21318,raw,"가공되지 않는,날것의",형용사
21319,rear,뒤쪽,명사
21320,rear,"(어린 아이/동물을) 기르다,양육하다",동사
21321,rebel,반역자,명사
21322,receipt,영수증,명사
21323,recruit,모집하다,동사
21324,recruit,신병,명사
21325,refine,정제하다,동사
21326,refine,개선하다,동사
21327,refrigerate,냉장하다,동사
21328,refrigerator,냉장고,명사
21329,regret,후회하다,동사
21330,regulate,규제하다,동사
21331,regulate,조절하다,동사
21332,reinforce,증강(증원)하다,동사
21333,reject,거절하다,동사
21334,relevant,관련된,형용사
21335,relevant,"유의미한,중요한",형용사
21336,relieve,(고통을) 없애주다,동사
21337,relieve,"긴장을 풀어주다,안심시키다",동사
21338,relieve,교대 근무하다,동사
21339,relieve,"경감하다,완화하다",동사
21340,religion,종교,명사
21341,reluctant,"마지못한,꺼리는",형용사
21342,remedy,치료(제),명사
21343,remedy,"바로잡다,치료하다",동사
21344,remedy,"처리 방안,해결책",명사
21345,remote,멀리 떨어진,형용사
21346,remote,희박한,형용사
21347,republic,공화국,명사
21348,reputation,평판,명사
21349,reputation,명성,명사
21350,resemble,닮다,동사
21351,reside,거주하다,동사
21352,resident,거주자,명사
21353,resident,주민,명사
21354,resign,사임하다,동사
21355,resolve,해결하다,동사
21356,resolve,결심하다,동사
21357,resolve,"결심,결의",명사
21358,resolve,"치유되다,진정되다",동사
21359,resort,"휴양지,리조트",명사
21360,restore,복원하다,동사
21361,restore,회복시키다,동사
21362,restore,"되돌려주다,반환하다",동사
21363,restrain,제지하다,동사
21364,restrain,"구금하다,감금하다",동사
21365,restrict,"제한하다,통제하다",동사
21366,resume,"재개하다,계속하다",동사
21367,resume,이력서,명사
21368,resume,이력,명사
21369,retail,소매,명사
21370,retain,유지하다,동사
21371,retain,고용하다,동사
21372,retain,보유하다,동사
21373,retreat,"퇴각하다,은퇴하다",동사
21374,retreat,휴양지,명사
21375,reveal,드러내다,동사
21376,reveal,폭로하다,동사
21377,revenge,복수,명사
21378,reverse,거꾸로 뒤집다,동사
21379,reverse,"뒤의,반대의",형용사
21380,revise,개정하다,동사
21381,revise,(마음/의견 등을) 바꾸다,동사
21382,revive,되살아나다,동사
21383,revolution,혁명,명사
21384,reward,보답하다,동사
21385,rhythm,"리듬,율동",명사
21386,rid,제거하다,동사
21387,ridicule,"비웃음,조롱",명사
21388,ridicule,"비웃다,조롱하다",동사
21389,ridiculous,우스꽝스러운,형용사
21390,ridiculous,"말도 안 되는,터무니없는",형용사
21391,rival,경쟁자,명사
21392,rival,"경쟁하는,대항하는",형용사
21393,roar,으르렁거리다,동사
21394,roar,함성을 지르다,동사
21395,roar,폭소를 터뜨리다,동사
21396,roast,(불/오븐에) 굽다,동사
21397,rod,막대기,명사
21398,romantic,낭만적인,형용사
21399,rot,썩다,동사
21400,rumor,소문,명사
21401,rural,시골의,형용사
21402,sack,자루,명사
21403,sacred,신성한,형용사
21404,sacrifice,희생하다,동사
21405,satellite,위성,명사
21406,scan,"살피다,훑어보다",동사
21407,scan,(일정 범위를) 훑다,동사
21408,scan,정밀 검사(촬영)하다,명사
21409,scandal,추문,명사
21410,scarce,부족한,형용사
21411,scatter,흩뿌리다,동사
21412,scheme,"계획,설계",명사
21413,scholar,학자,명사
21414,scope,범위,명사
21415,scope,"기회,여지",명사
21416,scramble,재빨리 움직이다,동사
21417,scramble,스크램블을 만들다,동사
21418,screw,나사,명사
21419,screw,(나선형의) 회전 장치,명사
21420,sculpt,조각하다,동사
21421,sculpture,조각(품),명사
21422,sector,분야,명사
21423,seize,잡다,동사
21424,sensible,분별 있는,형용사
21425,sensible,느낄 수 있는,형용사
21426,sensible,"현명한,합리적인",형용사
21427,sentiment,감상,명사
21428,sentiment,"정서,감성",명사
21429,sentiment,감정,명사
21430,sequence,순서,명사
21431,sequence,연속,명사
21432,severe,엄격한,형용사
21433,severe,극심한,형용사
21434,shallow,얕은,형용사
21435,silent,침묵의,형용사
21436,simulate,"~한 척하다,가장하다",동사
21437,simulate,모의실험 하다,동사
21438,simultaneous,동시 발생하는,형용사
21439,sin,죄,명사
21440,skip,건너뛰다,동사
21441,skip,"깡충깡충 뛰다,거르다,빼먹다",동사
21442,slice,"얇은 조각,부분",명사
21443,slice,"분할하다,나누다",동사
21444,slim,"날씬한,호리호리한",형용사
21445,slim,희박한,형용사
21446,slope,비탈,명사
21447,sneak,살금살금 움직이다,동사
21448,soak,담그다,동사
21449,soak,흠뻑 적시다,동사
21450,soak,흡수하다,동사
21451,soap,비누,명사
21452,soap,비누칠을 하다,동사
21453,sociology,사회학,명사
21454,sole,유일한,형용사
21455,sole,독자적인,형용사
21456,sole,발바닥,명사
21457,span,"구간,기간",명사
21458,span,폭,명사
21459,span,"가로지르다,걸쳐 이어지다",동사
21460,spark,불꽃,명사
21461,spark,"~의 발단이 되다,촉발시키다",동사
21462,spectacle,광경,명사
21463,spectrum,"범위,스펙트럼",명사
21464,sphere,"(기하) 구,공처럼 생긴 물체",명사
21465,sphere,"영역,층",명사
21466,spill,엎지르다,동사
21467,spill,유출,명사
21468,spit,(음식/침 등을) 뱉다,동사
21469,splash,첨벙하는 소리,명사
21470,splash,(물을) 튀기다,동사
21471,splash,"알록달록하게 장식하다,첨벙거리다",동사
21472,split,"찢다,쪼개다",동사
21473,split,의견이 갈리다,동사
21474,split,"나뉘다,나누다",동사
21475,spouse,배우자,명사
21476,squeeze,짜내다,동사
21477,squeeze,헤치고 나아가다,동사
21478,stack,쌓아 올림,명사
21479,stack,쌓다,동사
21480,stain,(명예/인격을) 훼손하다,동사
21481,starve,굶어 죽다,동사
21482,statistic,통계,명사
21483,statue,조각상,명사
21484,status,"상태,신분",명사
21485,status,지위,명사
21486,status,위상,명사
21487,steep,가파른,형용사
21488,stem,(식물의) 줄기,명사
21489,stem,(물체의) 좁은 부분,명사
21490,stiff,뻣뻣한,형용사
21491,stiff,"맹렬한,혹독한",형용사
21492,stimulate,"자극하다,격려하다",동사
21493,stitch,꿰매다,동사
21494,stitch,"실밥,바늘땀",명사
21495,stove,난로,명사
21496,stove,"스토브,가스레인지",명사
21497,strain,압박,명사
