example_english,example_korean
Crowds desert the market on a rainy day.,"비 오는 날, 사람들은 시장을 떠나요."
They should never desert a friend in need.,그들은 어려울 때 친구를 버리지 말아요.
The bright desert is very hot in summer.,밝은 사막은 여름에 매우 더워요.
Strong winds can quickly destroy the wooden house.,강한 바람은 나무집을 빠르게 파괴해요.
Please detail the school event rules for us.,우리에게 학교 행사 규칙을 상세히 알려주세요.
The teacher explained every detail of the class.,선생님께서 수업의 세부 사항을 설명해요.
She wore a detail red dress at school.,그녀는 학교에서 자세한 빨간 드레스를 입었어요.
I happily write in my diary every day.,나는 매일 기쁘게 내 일기에 써요.
I always use a dictionary for new words.,나는 항상 새로운 단어를 위해 사전을 사용해요.
My shoes are very dirty after mud play.,내 신발은 진흙 놀이 후에 매우 더러워요.
The beautiful rainbow will disappear after strong rain.,아름다운 무지개는 강한 비 후에 사라지겠어요.
My mom often cooks a delicious dish daily.,우리 엄마는 자주 맛있는 음식을 만들어요.
My mother cooked a tasty new dish tonight.,우리 엄마가 오늘 맛있는 새로운 요리를 만드셨어요.
I use a dish for food every day.,나는 매일 음식을 먹을 때 접시를 사용해요.
He will dive quickly into the pool now.,그는 지금 수영장에 빠르게 잠수해요.
"The diver takes a deep, safe dive today.",잠수부는 깊고 안전한 다이빙을 오늘 해요.
The dolphin happily plays in the clear sea.,돌고래는 맑은 바다에서 즐겁게 놀아요.
Many kind people donate blood to save lives.,많은 친절한 사람들이 헌혈하여 생명을 구해요.
Kind people always donate money to help others.,착한 사람들은 항상 돈을 기부해요.
I dust the cake with powdered sugar today.,나는 오늘 케이크에 가루 설탕을 흩뿌리어요.
My room displays a fine layer of dust.,제 방은 먼지가 얇게 쌓였어요.
Each smart student reads each book every day.,각각의 똑똑한 학생이 매일 각각의 책을 읽어요.
He can earn his award with hard work.,그는 열심히 일해서 그의 상을 얻을 수 있어요.
I work every day to earn my money.,나는 매일 돈을 벌어요.
The math quiz seems very easy for everyone.,수학 퀴즈는 모든 사람에게 아주 쉬워요.
My shoes are easy to wear every day.,내 신발은 매일 신고 편해요.
I will quickly edit my funny video now.,나는 지금 내 재밌는 영상을 빨리 편집해요.
Music always effects our feelings every single day.,음악은 항상 우리의 감정에 영향을 미쳐요.
This small change can have a strong effect.,이 작은 변화가 강한 영향을 줄 수 있어요.
Sunlight can have a good effect on plants.,햇빛은 식물에 좋은 영향을 줘요.
The bright colors create a very happy effect.,밝은 색깔들이 매우 행복한 느낌을 줘요.
Lucy is either really kind as we thought.,루시는 우리가 생각한 것처럼 역시 정말 친절해요.
I do not like either candy or cookies.,저는 사탕이나 쿠키도 좋아하지 않아요.
Either my brother or my friend will come.,나의 형제나 친구 중 어느 한쪽이 올 거예요.
I want something else for my birthday cake.,나는 생일 케이크에 그밖에 다른 것을 원해요.
The enemy quickly runs away from kind people.,적은 친절한 사람들에게서 빨리 도망가요.
The skilled engineer creates bridges with smart designs.,능숙한 기사는 똑똑한 설계로 다리를 만들어요.
I always enjoy eating ice cream on weekends.,나는 항상 주말에 아이스크림 먹는 것을 즐겨요.
Please put my new letter in the envelope.,제 새 편지를 봉투에 넣어주세요.
The ground is very even for our game.,우리 게임을 위해 땅이 아주 평평해요.
I really like even numbers on my poster.,나는 정말 내 포스터에 있는 짝수의 숫자를 좋아해요.
My best friend even helps me with homework.,나의 가장 친한 친구는 심지어 내 숙제를 도와줘요.
My best friend can even sing a song.,나의 가장 친한 친구는 심지어 노래를 부를 수 있어요.
My bike is even faster than your bike.,제 자전거는 너의 자전거보다 훨씬 빨라요.
Our school event is very exciting and joyful.,우리 학교 행사는 아주 흥미롭고 즐거워요.
The sports event was very fun for everyone.,스포츠 대회는 모두에게 매우 재미있어요.
My bag has all toys except one ball.,내 가방엔 모든 장난감 한 공 빼고 있어요.
Please excuse my dear friend for a mistake.,제 소중한 친구의 실수를 용서해 주세요.
I politely excuse myself when I make mistakes.,나는 실수할 때 정중히 양해를 구해요.
He gave a poor excuse for being late.,그는 늦은 이유로 변명을 했어요.
I expect a new red toy in class.,나는 수업에서 새로운 빨간 장난감을 기대해요.
I expect the big bus to come today.,나는 큰 버스가 오늘 오기를 기다리요.
The expensive toy car runs fast on track.,비싼 장난감 차가 트랙 위에서 빠르게 달려요.
I experience many fun events at school daily.,나는 정말 학교에서 매일 많은 재미있는 이벤트를 경험해요.
My teacher explains the homework assignments very clearly.,우리 선생님이 숙제 과제를 아주 잘 설명해요.
We happily visited the fair near our town.,우리 근처의 시장을 기쁘게 방문했어요.
We went to a fun art fair today.,오늘 우리는 재미있는 미술 전시회에 갔어요.
The fair is fun and full of games.,축제 마당은 재미있고 놀이가 가득해요.
The park is fair with bright blooming flowers.,공원은 밝은 꽃들이 피어 아름다워요.
"Today, the fair weather brings us bright smiles.",오늘은 화창한 날씨가 우리에게 밝은 미소를 가져다줘요.
He is a fair person in every way.,그는 모든 면에서 분별 있는 사람이에요.
The teacher gives a fair test every day.,선생님은 매일 공평한 시험을 줘요.
The judge makes a fair decision for everyone.,판사는 모두에게 공정한 결정을 내려요.
Kids often fashion bright masks for art class.,아이들이 미술 수업에서 밝은 색 가면을 만들어내요.
Fashion trends change very quickly in our school.,우리 학교에서 유행이 매우 빠르게 변해요.
I really love fashion and pretty dresses today.,저는 오늘 패션과 예쁜 드레스를 좋아해요.
He always writes in this fashion every day.,그는 항상 이 방식으로 글을 써요.
This little blue toy always has one fault.,이 작은 파란 장난감은 항상 하나의 결점을 가지고 있어요.
The tall cliff clearly shows one fault line.,높은 절벽이 단층을 분명히 보여요.
I was clearly at fault during our game.,나는 정말 분명히 게임 중에 내 잘못을 인정해요.
I always feed my pet dog every day.,저는 항상 제 애완견에게 매일 먹여요.
I always feed my cat a small meal.,나는 항상 내 고양이에게 작은 식사를 줘요.
I will feed my cat fresh food today.,오늘 내 고양이에게 신선한 음식을 먹일 거예요.
He works every day to feed his family.,그는 매일 가족을 부양하기 위해 일해요.
Please feed the fresh vegetables into the blender.,신선한 야채를 믹서기에 넣어주세요.
The radio tower feeds signals to our phones.,라디오 탑이 우리 핸드폰에 신호를 송신해요.
My sister sometimes gets a very high fever.,내 여동생은 가끔 아주 높은 열이 나요.
The final game is very fun to watch.,결승전 경기는 매우 재미있어요.
I study really hard for the final exam.,나는 기말시험을 위해 정말 열심히 공부해요.
The final bell signals the end of class.,최종 종은 수업 끝을 알려요.
These new shoes fit my feet very well.,이 새 신발은 내 발에 아주 적합해요.
My new running shoes fit me perfectly today.,내 새 운동화는 오늘 내 발에 꼭 맞아요.
He suddenly had a bad fit during class.,그는 갑자기 나쁜 발작을 겪었어요.
This hat is very fit for our picnic.,이 모자는 소풍에 아주 적합해요.
The fit boy always climbs stairs every day.,건강한 소년은 매일 계단을 올라요.
Sam will flash  his cool red new bike.,샘은 멋진 빨간 새 자전거를 뽐내요.
The bright stars flash in the dark sky.,밝은 별들이 어두운 하늘에서 반짝여요.
A flash of light quickly surprised my friends.,빛이 번쩍이며 내 친구들을 깜짝 놀라게 했어요.
My camera flash helped brighten the dark scene.,내 카메라 플래시가 어두운 장면을 밝혀줬어요.
My family lives in a nice big flat.,우리 가족은 멋진 아파트식 주거지에 살아요.
We walked on the flat near the river.,우리는 강 근처의 평지를 걸었어요.
Her mood today was flat and very unfriendly.,그녀의 기분은 오늘 냉담하고 매우 불친절해요.
The pancake is flat and ready to eat.,팬케이크는 평평하고 먹을 준비가 됐어요.
My bike tire is flat after a ride.,내 자전거 타이어는 한 번 탄 후 바람이 빠졌어요.
The flat painting looks boring on the wall.,벽에 있는 단조로운 그림이 지루해요.
The soup tastes flat despite our high hopes.,수프는 우리의 높은 기대에도 맛없어요.
The soup tastes very flat without any salt.,소금 없이 국이 아주 싱거워요.
They always offer a flat fare for tickets.,그들은 항상 티켓 요금은 균일해요.
Small boats float gently on the calm lake.,작은 배들이 잔잔한 호수 위로 부드럽게 떠가요.
Heavy rain can suddenly flood the small town.,폭우가 작은 마을을 갑자기 범람할 수 있어요.
Many thoughts and feelings flood my mind daily.,많은 생각과 감정이 매일 내 마음에 밀려들어요.
"After heavy rain, the flood washed away houses.",많은 비 후에 홍수가 집들을 휩쓸었어요.
Please fold the paper along the dotted line.,종이를 점선 따라 접어 주세요.
My red dress clearly shows one neat fold.,내 빨간 드레스는 하나의 깔끔한 주름이 있어요.
Folk dances bring different people together in festivals.,민속 춤은 사람들을 축제에서 함께 모여요.
Folk tales are fun and really interesting stories.,민속 이야기들은 재미있고 정말 흥미로운 이야기들이에요.
I always follow my friend on social media.,저는 항상 사회관계망 서비스에서 제 친구를 팔로해요.
I follow your idea and clearly understand it.,나는 당신의 아이디어를 분명히 이해해요.
I travel to a foreign country in summer.,나는 여름에 외국 나라로 여행가요.
I will cherish memories forever with my friends.,나는 내 친구들과의 추억을 영원히 간직할 거예요.
I always forgive you when you are sorry.,나는 네가 미안할 때 항상 용서해요.
Some people always frame others using fake evidence.,어떤 사람들은 거짓 증거로 다른 사람을 죄로 몰아요~요.
He frames his art using new wood pieces.,그는 새 목재로 자신의 작품 틀을 만들어요.
The wooden frame easily holds the picture tight.,나무 틀이 그림을 쉽게 고정해요.
I need a new frame for my glasses.,나는 내 안경에 새 안경테가 필요해요.
Water can freeze in winter if very cold.,물이 겨울에 매우 추우면 얼어요.
My computer will freeze during a long game.,내 컴퓨터 는 게임할 때 작동이 멈춰요.
I will fry the chicken for dinner today.,저는 오늘 치킨을 기름에 튀겨서 저녁에 먹을 거예요.
The big gate is at my school entrance.,큰 문은 우리 학교 입구에 있어요.
Birds gather happily near the park every morning.,새들이 행복하게 공원에서 매일 아침 모두 함께 모여요.
We gather fruits and vegetables every Sunday morning.,우리는 매주 일요일 아침에 과일과 야채를 모아요.
He showed a kind gesture to his teacher.,그는 선생님에게 친절한 몸짓을 보였어요.
A small ghost scared me during the night.,작은 유령이 밤 동안 나를 무섭게 했어요.
My aunt gave me a special gift today.,오늘 이모가 나에게 특별한 선물을 줬어요.
She always shows her unique gift for art.,그녀는 언제나 예술에 대한 독특한 재능을 보여줘요.
I wear a warm glove in cold weather.,나는 추운 날에 따뜻한 장갑을 껴요.
I always wear a glove when playing baseball.,나는 항상 야구할 때 글러브를 껴요.
I grade all homework papers every school day.,저는 모든 숙제지를 매일 학교에서 채점해요.
I earned a high grade on my test.,나는 시험에서 높은 등급을 받았어요.
My new grade in math is very high.,내 새 성적은 수학에서 아주 높아요.
I earned a high grade in third grade.,나는 3학년 때 높은 성적을 받았어요.
The simple graph shows our class data well.,간단한 도표는 우리 반 데이터를 잘 보여줘요.
I always greet my best friend each day.,나는 매일 가장 좋은 친구에게 인사해요.
I always greet my good friend every morning.,저는 언제나 좋은 친구를 매일 아침 환영해요.
I always guard my room with great care.,나는 항상 내 방을 잘 지켜요.
The friendly guard watches the school every day.,친절한 경비 요원은 매일 학교를 지켜봐요.
The kind guest happily waits by the door.,친절한 손님이 문 옆에서 기다려요.
The guide always shows us the path clearly.,안내서는 항상 우리에게 바른 길을 명확히 잘 보여줘요.
The friendly guide walks us through the park.,친절한 안내인이 우리를 공원으로 안내해요.
I quickly ate half of the big apple.,나는 큰 사과의 절반을 빨리 먹었어요.
I wait for half an hour every day.,나는 매일 30분을 기다려요.
I walk in the quiet school hall daily.,나는 매일 조용한 학교 복도를 걸어요.
My family gladly enters the warm hall daily.,우리 가족은 매일 따뜻한 현관으로 들어가요.
Our school hall is bright and very spacious.,우리 학교 회관은 밝고 매우 넓어요.
He can handle the heavy boxes very well.,그는 무거운 상자를 잘 다룰 수 있어요.
She always holds the door handle with care.,그녀는 항상 문 손잡이를 조심히 잡아요.
A handsome man always smiles at his friends.,잘생긴 남자는 항상 친구들에게 웃어요.
"The handsome, big bus carries many happy children.",큰 버스가 많은 행복한 아이들을 태워요.
New events happen sometimes in quiet little towns.,새로운 사건은 때론 작은 마을에서 일어나요.
Daily walk helps my health become very strong.,매일 걷기는 제 건강이 아주 튼튼해지도록 도와줘요.
Eating fruits and vegetables makes my body healthy.,과일과 채소는 내 몸을 건강하게 만들어요.
I often hear birds singing in the park.,나는 종종 공원에서 새들이 노래하는 소리를 들어요.
The kind angel sings happily in the heaven.,친절한 천사가 하늘나라에서 즐겁게 노래해요.
Our game reached its height on Friday afternoon.,우리 게임은 금요일 오후에 최고조에 올랐어요.
Our school's height is clearly seen from below.,우리 학교의 높이는 아래에서 분명히 보여요.
My friend has a height of five feet.,내 친구의 키는 다섯 피트에요.
The cat can quickly hide under the bed.,고양이가 정말 침대 밑에 빨리 숨을 수 있어요.
I hide my red book under the table.,나는 내 빨간 책을 탁자 밑에 숨기어요.
I like the hide on my new shoes.,내 새 신발의 가죽이 좋아요.
The small cat fell into a deep hole.,작은 고양이가 깊은 구멍에 빠졌어요.
I like honey so I eat it daily.,저는 꿀을 매우 좋아해요 그래서 매일 꿀을 먹어요.
My mother always calls me honey every day.,엄마가 매일 나를 얘라고 불러요.
I always hug my dear friend every day.,나는 항상 내 소중한 친구를 꼭 껴안아요.
The huge dog happily plays near the park.,거대한 개가 공원 옆에서 즐겁게 놀아요.
I always feel very hungry during math class.,나는 항상 수학 수업 중에 배고파요.
I do not want to hurt your feelings.,나는 네 감정을 상하게 하고 싶지 않아요.
Be careful so you do not hurt yourself.,조심히 하면 다치지 않아요.
I always imagine magic lands with caring friends.,나는 항상 친절한 친구들과 마법 땅을 상상해요.
The box can include four very fun toys.,상자는 네 개의 아주 재미있는 장난감을 포함할 수 있어요.
We always drink water instead of soda today.,우리는 오늘 항상 소다 대신에 물을 꼭 마셔요.
Colorful books interest many curious young minds today.,다채로운 책들이 많은 호기심 어린 아이들의 관심을 끌어요.
A funny book can interest many young children.,재미있는 책은 많은 어린이들을 흥미롭게 해요.
I show great interest in fun cartoon movies.,저는 재미있는 만화 영화에 큰 관심을 보여요.
Regular saving always earns interest for your bank.,정기 저축은 항상 은행에 이익을 줘요.
The bank offers high interest on saving accounts.,은행은 저축 계좌에 높은 이자를 제공해요.
My friend got an interview at a school.,내 친구가 학교에서 인터뷰를 했어요.
People invent cool toys for kids to enjoy.,사람들이 아이들을 위해 멋진 장난감을 발명해요.
We sailed quickly to a tiny island today.,우리는 오늘 빨리 작은 섬으로 항해했어요.
I bought a new item from the store.,나는 가게에서 새로운 물품을 샀어요.
My playful friend told a funny joke today.,내 쾌활한 친구가 오늘 재미있는 농담을 말했어요.
My long journey takes me to new places.,내 긴 여행은 새로운 곳으로 이동해요.
I experience great joy when playing outside today.,나는 오늘 밖에서 놀 때 큰 기쁨을 느껴요.
My left knee hurts when I run fast.,내 왼쪽 무릎이 빨리 달릴 때 아파요.
I turn on the lamp in my room.,나는 내 방에서 등불을 켜요.
Language is a very beautiful tool for everyone.,언어는 모든 사람에게 매우 아름다운 도구예요.
My best friend always makes me laugh loudly.,내 가장 친한 친구는 나를 항상 크게 웃게 해요.
The law of gravity is really very strong.,중력의 법칙은 정말 매우 강해요.
The law helps keep our community safe always.,법은 항상 우리 공동체를 안전하게 지켜요.
Our best lawyer works hard for our case.,우리 최고의 변호사는 우리 사건을 열심히 도와줘요.
A green leaf drifts slowly in the wind.,초록 나뭇잎이 바람 속에서 천천히 흘러가요.
I see a leaf in my favorite book.,내가 좋아하는 책에서 한 낱장을 봐요.
My friend will lean on the stone wall.,내 친구는 돌담에 기대할 거예요.
The old fence always tends to lean slightly.,오래된 울타리가 항상 살짝 기울어지아요.
You must lean forward to lift the box.,몸을 앞으로 숙여 박스를 들어 올리세요.
He always chooses lean meat for his dinner.,그는 늘 저녁에 군살이 없는 고기를 선택해요.
Our dinner meat is lean and very healthy.,저녁 고기는 기름기가 없고 매우 건강해요.
The young rabbit will leap over the log.,어린 토끼가 통나무 위로 뛰어올 거예요.
Please leave your heavy bag at the door.,무거운 가방을 문 앞에 두세요~요.
I always leave my keys on the table.,나는 항상 열쇠를 탁자 위에 두고 가요.
They always leave the park after playing soccer.,그들은 축구를 한 후에 항상 공원을 떠나요.
My mom will kindly let me play outside.,우리 엄마는 제게 밖에서 놀도록 허락해요.
My kind teacher let us answer the question.,친절한 선생님이 우리에게 질문에 답하게 시켰어요.
Her math level gradually increased with regular practice.,그녀의 수학 수준은 꾸준한 연습으로 점차 높아졌어요.
The water is now at the same level.,물이 이제 같은 높이에 있어요.
Our garden is level and safe to play.,우리 정원은 평평하고 안전하게 놀 수 있어요.
Kind words can lift our mood every day.,상냥한 말은 매일 우리의 기분을 북돋아 줘요.
The boy can lift the big heavy box.,소년은 큰 무거운 상자를 들어올릴 수 있어요.
Daily exercise can lift your mood and energy.,매일 운동은 기분과 에너지를 높일 수 있어요.
The airplane uses strong lift to fly safely.,비행기는 강한 양력을 사용해 안전하게 날아요.
She carefully lists many fruits and vegetables daily.,그녀는 매일 많은 과일과 채소를 열거해요.
I list ten items for my math homework.,저는 수학 과제를 위해 열 개의 항목을 목록을 작성해요.
Please list all student names on the list.,모든 학생 이름을 목록에 언급해 주세요.
I carefully put my list on my desk.,조심히 내 리스트를 책상 위에 올려놨어요.
Sometimes my team may lose the important game.,때때로 우리 팀은 중요한 경기에서 지게 돼요.
My team can sometimes lose the important game.,우리 팀은 때때로 중요한 경기에 져요.
We bought a new lot for our house.,우리는 새 부지를 우리 집에 샀어요.
A lot of kind students love our school.,친절한 학생들이 많아요.
The music is very loud in our house.,우리 집 음악은 매우 큰소리예요.
The machine helps us make our work easier.,기계는 우리 일을 더 쉽게 도와줘요.
I read my colorful magazine every weekend morning.,나는 매주 주말 아침에 화려한 잡지를 읽어요.
The young magician used magic tricks in class.,어린 마술사가 교실에서 마법을 사용했어요.
My main friend always helps me with homework.,내 주요한 친구는 항상 숙제를 도와줘요.
He always shows good manners and kind methods.,그는 항상 좋은 예법과 친절한 방법을 보여요.
He always shows good manner in his work.,그는 항상 좋은 태도와 방식을 보여요.
She always shows her good manner at school.,그녀는 학교에서 항상 좋은 예의범절을 보여요.
The painting is done in a new manner.,그 그림은 새로운 양식으로 그려졌어요.
I wear a mask at the birthday party.,나는 생일 파티에 가면을 써요.
You must master your homework completely at home.,너는 집에서 숙제를 완전히 익혀야 해요.
The master always cares well for his dog.,주인은 항상 그의 개를 잘 돌봐요.
The piano master plays gentle tunes every day.,피아노 거장이 매일 부드러운 곡을 연주해요.
The master kindly teaches every student in class.,사범은 모든 학생을 친절히 가르쳐요.
My friend earned his master degree last week.,내 친구는 지난주 석사 학위를 받았어요.
The master baker creates delicious treats every day.,그 달인 제빵사는 매일 맛있는 빵을 만들어요.
My friend is a master chef in class.,내 친구는 반에서 일류 요리사예요.
Many animals mate slowly during warm spring days.,많은 동물들이 따뜻한 봄날에 천천히 짝짓기 해요.
This good mate always helps me with homework.,이 좋은 친구는 항상 숙제를 도와줘요.
Your homework always matters for your good grades.,숙제는 항상 좋은 성적에 중요해요.
Your kind words truly matter in our class.,네 친절한 말은 우리 반에서 정말 중요해요.
Small rocks are typical matter in our world.,작은 돌은 우리 세계의 일반적인 물질이에요.
The matter is small so we talk now.,문제는 작아요 그래서 지금 이야기해요~요.
Maybe we will go to school very soon.,아마 우리 아주 곧 학교에 갈 거예요.
The family always enjoys a delicious meal together.,우리 가족은 항상 맛있는 식사를 함께 해요.
The red light means stop at the crosswalk.,빨간 불빛은 횡단보도에서 멈추라는 의미해요.
I really mean to call my friend later.,나는 정말 내 친구에게 나중에 전화하려고 해요.
A car is a safe means to travel.,자동차는 안전한 여행 수단이에요.
Please calculate the mean of these five numbers.,이 다섯 숫자의 산술 평균을 계산해 주세요.
That mean dog often barks at small strangers.,그 심술궂은 강아지는 자주 작은 낯선 사람들에게 짖어요.
The mean girl did not share her lunch.,비열한 소녀가 점심을 나누지 않았어요.
Candy will melt under the hot summer sun.,사탕은 뜨거운 여름 햇볕 아래 녹아요.
I always mention your name during every class.,나는 매 수업마다 네 이름을 언급해요.
I look at the menu and choose dinner.,메뉴를 보고 저녁을 골라요.
I sent a short message to my friend.,나는 친구에게 짧은 메시지를 보냈어요.
I waited one minute to see the dog.,나는 개를 보기 위해 1분 기다렸어요.
Every minute brings a new chance to smile.,매 순간 새로운 웃을 기회를 가져다줘요.
The secretary typed the minute for the meeting.,비서가 회의를 위해 의사록을 작성했어요.
The minute dust particles shine in bright sunlight.,미세한 먼지 입자들이 밝은 햇빛 속에서 정말 반짝여요.
The calm lake mirrors a bright blue sky.,고요한 호수는 밝은 파란 하늘을 정말 잘 비추어요.
The calm pond mirrors the bright blue sky.,잔잔한 연못이 밝은 파란 하늘을 반영시키고 있어요.
My mission is to help my friends.,내 임무는 친구들을 돕는 거예요.
I mix orange juice with lemon and mint.,나는 오렌지 주스를 레몬과 민트로 섞어요.
"Our fresh mix contains water, flour, and eggs.","우리의 신선한 혼합물에는 물, 밀가루, 그리고 계란이 있어요."
I really enjoy a fun moment every day.,저는 정말 재미있는 순간을 매일 즐겨요.
We quickly mount the steep mountain in spring.,우리는 봄에 가파른 산에 빨리 올라가요.
Snow piles mount quickly during the cold winter.,눈이 빠르게 늘어나는 추운 겨울이에요.
I mount my bike before riding to school.,나는 학교에 가기 전에 자전거를 올라타요.
The excitement mount slowly when we play soccer.,우리가 축구할 때 기대가 서서히 증가해요.
Kids love to play and splash in mud.,아이들은 진흙에서 놀고 튀기고 있어요.
We often visit the museum on sunny days.,우리는 종종 박물관을 방문해요.
Green plants mushroom when rain helps them grow.,비가 내리면 초록 식물이 급성장해요.
I found a big mushroom near my house.,내 집 근처에서 큰 버섯을 찾았어요.
The story holds a pure mystery for everyone.,그 이야기는 모두에게 순수한 신비를 담고 있어요.
A red box often contains an exciting mystery.,빨간 상자가 종종 흥미로운 수수께끼를 포함해요.
I read a fun mystery novel every day.,나는 재미있는 추리소설을 매일 읽어요.
I will nail the wood to the wall.,나는 나무를 벽에 못으로 박을 거예요.
