example_english,example_korean
The short cat quickly jumped over the fence.,짧은 고양이가 재빨리 울타리를 넘어갔어요.
My best friend is short but very kind.,내 가장 친한 친구는 키가 작지만 매우 친절해요.
My teacher asked me for a shortcut today.,선생님께서 오늘 저에게 지름길을 물어보셨어요.
He made a good shot during the game.,그는 경기에서 좋은 슛을 넣었어요.
I took a beautiful shot with my phone.,나는 내 휴대폰으로 아름다운 사진을 찍었어요.
The photographer captured one beautiful shot with care.,사진사가 조심하며 아름다운 한 장면을 촬영했어요.
A loud shot from the gun scared everyone.,총에서 큰 발포가 났어요.
The kind doctor gave me one small shot.,친절한 의사가 저에게 작은 한 대의 주사를 했어요.
The friendly doctor gave me a small shot.,친절한 의사가 나에게 작은 주사를 했어요.
You should always do your homework every day.,너는 항상 매일 숙제를 해야 해요.
It should rain tomorrow in our small town.,내일 우리 작은 마을에 비가 많이 내릴 거예요.
You should enjoy reading books every single day.,너는 매일 책 읽기를 즐기는 것이 좋아요.
Please do not shout at your friend now.,제발 지금 친구에게 소리치지 마세요.
The teacher will show us a clear picture.,선생님이 우리에게 명확한 그림을 보여줘요.
Our school will have a fun show today.,우리 학교는 오늘 재밌는 공연이 있어요.
My friend and I watch a TV show.,친구와 나는 TV 쇼를 봐요.
My friend will show up at our school.,내 친구가 우리 학교에 나타나요.
New shoes show up your style very well.,새 신발이 당신의 스타일을 매우 돋보이게 해요.
I like to eat very delicious fresh shrimp.,저는 오늘 정말 맛있는 신선한 새우를 꼭 먹어요.
My mom asked to shut down the computer.,엄마께서 컴퓨터를 정지하라고 하셨어요.
The shop shut down because of low sales.,그 가게는 낮은 매출 때문에 폐업했어요.
The shuttle bus returns children home every day.,왕복버스가 매일 아이들을 집으로 데려다 줘요.
The shuttle flies in outer space every day.,우주 왕복선은 매일 우주에서 날아요.
The shy boy always plays with his dog.,수줍어하는 소년은 항상 개와 놀아요.
Tom feels sick because he caught a cold.,톰은 감기에 걸려서 아파요.
My sick friend rests in his cozy bed.,내 병든 친구가 포근한 침대에서 쉬어요.
"After dinner, I am feeling particularly sick today.",저녁 식사 후에 나는 오늘 아주 메스꺼운 상태에요.
The small cat is beside the side door.,작은 고양이는 옆 문에 있어요.
The small cat slept on the sunny side.,작은 고양이가 화창한 측면에서 잤어요.
The cake is cut on the right side.,케이크는 오른쪽 쪽으로 잘렸어요.
My mom cooks a very tasty side dish.,우리 엄마가 아주 맛있는 반찬을 요리해요.
My deaf friend uses sign language every day.,내 청각 장애 친구는 매일 수화를 사용해요.
They will sign up for our art class.,그들은 우리 미술 수업에 등록할 거예요.
I sign up for art class right now.,나는 지금 미술 수업에 등록해요.
We always sign up for a fun camp.,우리 친구들은 항상 재미있는 캠프에 등록해요.
Please signal your answer with a kind smile.,친절한 미소로 답을 암시해요.
A smile signals you are feeling very happy.,미소가 너는 아주 행복하다는 것을 나타내요.
The green traffic light gives a clear signal.,초록 불은 명확한 신호를 줘요.
I always need your signature on the paper.,나는 항상 종이에 당신의 서명이 필요해요.
The store signboard is clear and very big.,가게 간판은 명확하고 아주 커요.
The strict teacher will silence the noisy classroom.,엄격한 선생님은 시끄러운 교실을 침묵시킬 거예요.
The silence in our class is very peaceful.,우리 반의 침묵은 매우 평화로워요.
My room stays silent during my study time.,내 방은 공부 시간 동안 침묵의 분위기예요.
This toy is very similar to that one.,이 장난감은 저것과 매우 유사해요.
She simply loves hot pizza on Fridays always.,그녀는 정말로 금요일마다 뜨거운 피자를 좋아해요.
It is simply the best game ever played.,그것은 그야말로 최고의 게임이에요.
She simply builds a new small bird house.,그녀는 간단히 새로운 작은 새집을 만들어요.
I simply love drawing big pictures every day.,저는 그냥 매일 큰 그림을 그리는 것을 좋아해요.
My kind teacher is always sincere in class.,저의 친절한 선생님은 항상 진심이에요.
The birds always sing happy tunes in morning.,새들은 아침에 항상 즐겁게 노래해요.
The singer sings a nice song every day.,그 가수는 매일 멋진 노래를 불러요.
"Sir, please help me with my homework today.","님, 오늘 제 숙제를 좀 도와주세요."
My little sister plays soccer with her friend.,내 작은 자매가 친구와 함께 축구해요.
My younger sister always loves reading picture books.,내 여동생은 항상 그림책 읽기를 좋아해요.
The gentle sister helps poor people every day.,상냥한 수녀가 매일 가난한 사람들을 도와줘요.
Please sit on the new chair during class.,수업 중에 새 의자에 앉아요.
This classroom size is perfect for new friends.,이 교실의 크기는 새 친구들에게 완벽해요.
The skater glides fast on the ice rink.,스케이트 타는 사람은 얼음 링크에서 빠르게 미끄러져요~요.
Her skin gently glows under the warm sun.,그녀의 피부는 따뜻한 햇살 아래에서 부드럽게 빛나요.
The orange skin is very soft and fresh.,오렌지 껍질은 매우 부드럽고 신선해요.
I skip the rope during our morning break.,나는 아침 쉬는 시간에 줄넘기를 해요.
Small children skip fast along the playground path.,작은 아이들이 놀이터 길을 빠르게 깡충깡충 뛰어요.
They skirt the problem by asking for help.,그들은 도움을 요청하여 문제를 회피해요.
My friend always wears a pink skirt daily.,내 친구는 항상 분홍 치마를 입어요.
The clear blue sky looks very beautiful today.,맑고 파란 하늘이 오늘 매우 아름다워요.
The Slav shares his tasty food at dinner.,슬라브인은 저녁때 맛있는 음식을 나눠 먹어요.
I sleep very well every night at home.,저는 집에서 매일 밤 아주 잘 자요.
That little cat is really sleepy after dinner.,저 작은 고양이는 저녁 후에 정말 졸려요.
She slices the cake neatly into equal pieces.,그녀는 케이크를 깔끔하게 분할해요.
I ate a thin slice of apple pie.,나는 얇은 조각의 애플파이를 먹었어요.
My little brother slides quickly on the playground.,내 남동생은 놀이터에서 빠르게 미끄러져요.
The children love to play on the slide.,아이들이 미끄럼틀에서 놀기를 좋아해요.
My cake tastes slightly sweet on every slice.,내 케이크는 매 조각마다 약간 달콤해요.
The slim cat jumps on the small roof.,날씬한 고양이가 작은 지붕 위를 점프해요.
Their chance of winning the race is slim.,그들이 경주에서 이길 가능성은 희박해요.
I wear my slippers inside my cozy room.,나는 아늑한 방에서 실내화를 신어요.
The floor is very slippery after rain today.,바닥은 비 온 후에 매우 미끄러워요.
The campaign uses a clear slogan every day.,그 캠페인은 분명한 선전 문구를 사용해요.
My slow bike rides carefully around the park.,내 느린 자전거는 공원에서 조심히 달려요.
People often slow down during serious economic stagnation.,사람들은 심각한 경제 침체 동안 속도를 늦춰요.
Please slow down when you cross the street.,길 건널 때는 속도를 늦추세요.
The turtle slowly walked across the wide road.,거북이는 천천히 넓은 길을 걸었어요~요.
The small bird sings in the sunny garden.,작은 새가 맑은 정원에서 노래해요.
I use my smartphone to call my friends.,나는 내 스마트폰으로 친구들에게 전화해요.
I smell a sweet flower near the door.,나는 문 근처에서 달콤한 꽃 냄새를 맡아요.
Fresh bread smells so good in the morning.,신선한 빵이 아침에 너무 좋은 냄새가 나요.
My mom loves the smell of fresh bread.,엄마는 신선한 빵의 냄새를 좋아해요.
Small dogs have a strong sense of smell.,작은 개들은 강한 후각을 가지고 있어요.
The smelly dog quickly runs in the park.,냄새 나는 개가 빠르게 공원에서 달려요.
The child can snap his fingers very fast.,그 아이는 손가락을 아주 빨리 딱 소리 내요.
I usually snap photos at my birthday party.,나는 보통 생일 파티에서 사진을 찍어요.
"Max snapped, 'Stop it now!' at his friend.",맥스가 친구에게 '지금 멈춰!'라고 쏘아붙였어요.
He snaps the door with a loud sound.,그는 큰 소리로 문을 닫아요.
The branch can snap if it is bent.,나뭇가지가 구부러지면 툭 부러질 수 있어요.
My new sneakers are comfortable for daily walks.,내 새 운동화는 매일 산책하기에 편해요.
My friend can snore very loudly at night.,내 친구는 밤에 코를 골아요.
Snow falls gently on the white ground today.,눈이 부드럽게 하얀 땅에 내리네요~요.
The happy children rolled a big snowball outside.,행복한 아이들이 밖에서 큰 눈 뭉치를 굴렸어요.
A tiny snowflake lands on the cold ground.,작은 눈송이가 차가운 땅 위에 내려요.
I built a snowman on a cold day.,나는 추운 날에 눈사람을 만들었어요.
A heavy snowstorm unexpectedly stopped our school bus.,강한 눈보라가 우리 스쿨버스를 갑자기 멈췄어요.
The dog runs so fast in the park.,그 개는 공원에서 그렇게 빨리 달려요.
The cute cat is so soft and friendly.,귀여운 고양이는 정말로 부드럽고 친근해요.
"It was cold, so we wore warm coats.","날씨가 추웠어요, 그래서 우리는 따뜻한 코트를 입었어요."
The mother can soap the baby's small hands.,엄마는 아기의 작은 손을 비누칠할 수 있어요.
I always use soap every day to clean.,나는 항상 비누로 손을 씻어요.
Look at my tiny glowing soap bubble today.,오늘 내 작은 빛나는 비눗방울을 보세요.
I love playing soccer with my good friends.,나는 좋은 친구들과 축구하는 것을 좋아해요.
We often share fun moments on social media.,우리는 종종 소셜미디어에서 즐거운 순간들을 공유해요.
We learn social studies in our school class.,우리 학교 수업에서 사회학을 배워요.
I study social studies in my school class.,나는 학교 수업에서 사회를 공부해요.
The kind social worker always helps all people.,친절한 사회 복지사는 항상 모든 사람들을 도와요.
I always lost my blue sock in school.,항상 학교에서 내 파란 양말을 잃어버렸어요.
My soft blanket always feels warm and cozy.,내 부드러운 담요는 항상 따뜻하고 아늑해요.
Gentle summer rain can soften very hard soil.,따스한 여름 비가 아주 단단한 흙을 부드럽게 해요.
This software helps me learn many new things.,이 소프트웨어는 제가 새로운 것을 배우는 데 도움이 돼요.
Solar energy is clean and helps our planet.,태양 에너지는 깨끗하고 우리 지구를 도와요.
Our solar system has eight beautiful shining planets.,우리 태양계에는 여덟 아름답고 빛나는 행성이 있어요.
The singer performed a beautiful solo on stage.,가수가 무대에서 아름다운 독주를 했어요.
The solo performance truly amazed the happy crowd.,단독 공연이 진짜 행복한 관객을 놀라게 했어요.
The clear solution is in the test tube.,투명한 용액이 시험관 안에 있어요.
We find a good solution for our problem.,우리 문제에 좋은 해결을 찾았어요.
I always need some cold water after sports.,나는 항상 스포츠 후에 약간의 차가운 물이 필요해요.
Some day we will visit the zoo soon.,언젠가는 우리가 곧 동물원에 갈 거예요.
Someday I will visit a beautiful new city.,언젠가 나는 아름다운 새 도시를 방문할 거예요.
I saw someone wearing a bright red shirt.,나는 누군가가 밝은 빨간 셔츠를 입은 것을 보았어요.
I need something special for my birthday gift.,제 생일 선물을 위해 특별한 어떤 것이 필요해요.
Sometimes we ride bikes with our best friends.,때때로 우리는 최고 친구들과 자전거를 타요.
I left my pencil somewhere in my bag.,내 연필을 어딘가에 내 가방에 두었어요.
My cute son plays happily with his friends.,내 귀여운 아들이 친구들과 즐겁게 놀아요.
The song always makes my heart feel light.,노래는 언제나 내 마음을 가볍게 해요.
The famous songwriter writes new fun songs daily.,유명한 작사가가 매일 재미있는 새 노래를 써요.
"Sooner or later, I will see my friend.",조만간 나는 내 친구를 만날 거예요.
I am truly sorry for my big mistake.,나는 정말 미안한 마음으로 큰 실수를 했어요.
I am truly sorry for my big mistake.,나는 내 큰 실수에 대해 진심으로 유감스러워요.
Her sweet voice sounds just like a melody.,그녀의 달콤한 목소리는 멜로디처럼 들리어요.
I happily hear a pleasant sound every day.,나는 기쁘게 매일 즐거운 소리를 들어요.
My teacher always gives sound advice for everyone.,우리 선생님은 항상 안정된 조언을 모두에게 주어요.
My teacher says that my plan is sound.,제 선생님은 제 계획이 건전하다고 말해요.
My idea is very sound for our plan.,내 생각은 우리 계획에 매우 타당해요.
We drove slowly through the beautiful southern part.,우리는 천천히 아름다운 남쪽 부분을 지나갔어요.
I bought a nice souvenir at the mall.,나는 쇼핑몰에서 멋진 기념품을 샀어요.
Please carefully space the chairs with even gaps.,의자들을 고르게 간격을 두세요.
The vast space is very full of stars.,광활한 우주가 별들로 아주 가득해요.
My room has a very cozy space today.,내 방에는 오늘 매우 아늑한 공간이 있어요.
I often space out during boring math class.,저는 지루한 수학 수업 중에 딴 생각해요.
The astronauts work on the space station today.,우주인들이 오늘 우주정거장에서 일해요.
The brave astronaut wears a new space suit.,용감한 우주비행사가 새 우주복을 입어요.
The spaceship flies high in the bright sky.,우주선은 밝은 하늘에서 높이 날아요.
I love eating hot spaghetti with red sauce.,나는 뜨거운 스파게티와 빨간 소스를 좋아해요.
I study Spanish with my very kind teacher.,나는 아주 친절한 선생님과 스페인어를 공부해요.
My friend always loves Spanish food every day.,내 친구는 항상 스페인의 음식을 매일 사랑해요.
I always speak softly during every class session.,나는 항상 수업 시간에 부드럽게 말해요.
The famous speaker shines during our school presentation.,유명한 발표자가 우리 학교에서 멋진 발표를 하고 있어요.
My friend listens to the small speaker today.,내 친구는 오늘 작은 스피커를 들어요.
My uncle happily works as a computer specialist.,나의 삼촌은 컴퓨터 전문가로 행복하게 일해요.
The speech balloon in comics shows simple words.,만화의 말풍선은 간단한 말을 보여줘요.
I was speechless when I heard the news.,나는 소식을 듣고 말문이 막혔어요.
They speed up the car on a highway.,그들은 고속도로에서 차의 속도를 내요.
The red car moves with high speed today.,빨간 자동차가 오늘 높은 속력으로 움직여요.
My mom and dad reduce spending every day.,엄마 아빠는 매일 지출을 줄여요.
I add spice to make my food tasty.,나는 음식을 맛있게 하기 위해 향신료를 넣어요.
She added little spice to the warm soup.,그녀는 따뜻한 수프에 작은 양념을 넣었어요.
This food is very spicy and really tasty.,이 음식은 매우 매운 맛이 나고 정말 맛있어요.
A small spider crawls on my big bed.,작은 거미가 내 큰 침대에서 기어가요.
The builder hammered the spike into the wall.,건축가는 벽에 대못을 박았어요.
My friend adopted a very spiky cat today.,내 친구가 아주 뾰족뾰족한 고양이를 오늘 입양했어요.
I accidentally spill some milk on table.,나는 우유를 실수로 탁자 위에 엎지렀어요.
The large oil spill severely polluted our river.,큰 기름 유출이 우리 강을 심하게 오염시켰어요.
I always eat hot soup with a spoon.,저는 항상 뜨거운 수프를 숟가락과 함께 먹어요.
Playing a sport keeps our bodies very healthy.,운동은 우리 몸을 건강하게 해줘요.
Our school always has an exciting sports day.,우리 학교는 항상 신나는 운동회가 있어요.
Our school always holds sports day every year.,우리 학교는 항상 운동회를 개최해요.
Her small room is spotless after she cleans.,그녀의 작은 방은 청소 후에 흠잡을 데 없이 깨끗해요.
Small flowers spring up in the bright garden.,작은 꽃들이 밝은 정원에서 튀어 올러요.
The small rabbit will spring up when surprised.,작은 토끼가 놀라서 벌떡 일어나요.
My friends and I visit the stadium often.,나의 친구들과 나는 경기장을 자주 방문해요.
Gossip always can stain your reputation and character.,가십은 항상 당신의 명예와 인격을 훼손할 수 있어요.
The cat climbs the stair to chase mice.,고양이가 계단을 올라 쥐를 쫓아요.
The tree stands tall in the cool park.,그 나무는 멋진 공원에 서 있어요.
You must stand correctly during the school day.,학교에서 바르게 서야 해요.
I must stand strong in very hard times.,나는 매우 힘든 시기에도 굳게 참아요.
I always buy snacks at the food stand.,나는 항상 노점에서 간식을 사요.
I bought tasty fruit at the small stand.,나는 작은 가판대에서 맛있는 과일을 샀어요~요.
The blue flag stands for unity and freedom.,파란 깃발은 단결과 자유를 나타내요.
My friend will stand in for me today.,내 친구가 오늘 나 대신 일을 해요.
My good friends and I stand in line.,저와 친구들은 줄을 서요.
The happy monkey can stand on its head.,행복한 원숭이가 물구나무설 수 있어요.
My friend always stars in our school play.,내 친구는 항상 우리 학교 연극에서 주연을 맡아요.
Young actors star in a happy school play.,젊은 배우들이 행복한 학교극에 주연해요.
The bright star shines high in the night.,밝은 별이 밤에 높게 빛나요.
The famous star sings on stage every night.,유명한 스타가 매일 밤 무대에서 노래해요.
The clear night sky is starry and bright.,맑은 밤하늘은 별이 많고 밝아요.
We start our lesson soon with happy feelings.,우리는 곧 기쁜 마음으로 수업을 시작해요.
They often start off with art every day.,그들은 종종 예술로 시작해요.
I happily enjoyed a tasty starter at dinner.,저녁 식사에서 맛있는 전채 요리를 즐겼어요.
The starter quickly signals the race to begin.,출발 신호원이 경주를 빠르게 시작해요.
Our team's starter always scores in every game.,우리 팀의 주전 선수는 항상 득점해요.
My friend started a very new startup company.,내 친구가 아주 새로운 신생기업을 창업했어요.
My teacher read my statement in the class.,선생님께서 제 성명을 교실에서 읽으셨어요.
I printed my statement after going grocery shopping.,나는 식료품 쇼핑 후 계산서를 인쇄했어요.
His written statement clearly showed his strong opinion.,그의 글로 쓴 표현은 강한 의견을 잘 보여요.
A big statue stands in our school yard.,큰 조각상이 우리 학교 마당에 서 있어요.
They always stay at the park on Sundays.,그들은 일요일에 항상 공원에 머무르세요.
I always stay very neat in my room.,나는 항상 내 방을 아주 깨끗하게 유지해요.
My stay at grandma's is a short visit.,할머니 댁 방문은 짧아요.
Kids should always stay away from dangerous roads.,아이들은 항상 위험한 길에서 멀리 떨어져 있어요.
"Students, please stay behind until the bell rings.","학생들, 종이 울릴 때까지 뒤에 남아 있어요."
Please stay calm during the noisy lunch break.,시끄러운 점심시간 동안 침착함을 유지하세요.
I try to stay free from loud noises.,나는 시끄러운 소음으로부터 벗어나려고 해요.
My friends and I often stay up late.,내 친구들과 저는 밤늦게까지 깨어 있어요.
They try to steal his toy every day.,그들은 매일 그의 장난감을 훔치려고 해요.
His steal really helped his team win today.,그의 도루가 오늘 팀 승리에 도움을 줬어요.
That mountain road is very steep to climb.,저 산길은 오르기 힘들 만큼 가파워요.
We learn step by step for our future.,우리의 미래를 위해 한 걸음씩 배워요.
I always step onto the school bus.,저는 항상 버스에 올라서요.
Please step out when you feel very tired.,너무 피곤할 때 나가 주세요요.
I will always stick by my good friend.,나는 항상 좋은 친구의 곁을 지킬게요.
Bright colors always stick out in our classroom.,밝은 색깔이 우리 교실에 눈에 잘 띄어요.
He will slowly stick out his hand today.,그는 오늘 천천히 손을 내밀어요.
I always stick to my homework every day.,나는 항상 내 숙제를 매일 고수해요.
They always stick to rules in every game.,그들은 모든 게임에서 규칙을 고집해요.
We always must stick to our classroom rules.,우리는 항상 우리 교실 규칙에 붙어야 해요.
I put the sticker on my blue bag.,나는 파란 가방에 스티커를 붙였어요.
My fingers feel very sticky after playing outside.,내 손가락은 밖에서 놀고 나면 매우 끈끈해요.
My friend feels stomach pain after eating lunch.,내 친구는 복통이 있어요 점심 후에.
My stomachache bothers me after eating a meal.,식사 후에 복통이 저를 괴롭혀요.
I found a smooth stone by the river.,나는 강가에서 매끄러운 돌을 찾았어요.
Stop your car when the light turns red.,신호등이 빨개지면 차를 멈추세요~요.
The bus stop is right outside our home.,버스 정류장은 우리 집 바로 밖에 있어요.
I will stop by your house this evening.,오늘 저녁에 네 집에 잠시 들를 거예요.
We store our lunch in a small box.,우리는 점심을 작은 상자에 저장해요.
I buy fresh bread at the small store.,나는 작은 가게에서 신선한 빵을 사요.
The dark sky is very stormy this morning.,어두운 하늘이 오늘 아침 매우 폭풍의 기운이에요.
My cousin always tells a fun story daily.,내 사촌은 매일 재미있는 이야기를 들려줘요.
Our school has a building with three story.,우리 학교 건물은 세 층이에요.
The storytelling parrot always entertains me each day.,이야기를 하는 앵무새가 항상 저를 즐겁게 해요.
The fast car raced on the straightaway track.,빠른 자동차가 직선코스를 달렸어요.
