id,WordText,WordMeaning,PoSText
22764,downside,불리한 면,명사
22765,dramatically,급격히,부사
22766,dramatically,극적으로,부사
22767,draw attention,관심을 끌다,숙어/관용어
22768,draw one's attention,주의를 끌다,숙어/관용어
22769,drawback,결점,명사
22770,dreamer,몽상가,명사
22771,dreamlike,"꿈같은,몽환적인",형용사
22772,dreamy,꿈을 꾸는,형용사
22773,dress code,복장 규정,명사
22774,drilling,시추,명사
22775,drip,떨어지다,동사
22776,drive out of,~에서 몰아내다,숙어/관용어
22777,drop into,~속으로 떨어지다,숙어/관용어
22778,drop into,~에 들르다,숙어/관용어
22779,drop out,"중퇴하다,탈퇴하다",숙어/관용어
22780,drought,가뭄,명사
22781,duckling,오리새끼,명사
22782,due date,기한,명사
22783,duet,이중주,명사
22784,dumb,"멍청한,말문이 막힌",형용사
22785,dumb,말을 못하는,형용사
22786,dummy,벙어리,명사
22787,dummy,가짜,명사
22788,durable,내구성 있는,형용사
22789,dusky,거무스름한,형용사
22790,dusty,먼지투성이인,형용사
22791,dutifully,충실하게,부사
22792,dye,염색하다,동사
22793,dyslexia,난독증,명사
22794,eagerly,열심히,부사
22795,eagerly,간절히,부사
22796,earning,벌기,명사
22797,earthen,흙으로 만든,형용사
22798,earthworm,지렁이,명사
22799,easygoing,태평스러운,형용사
22800,easygoing,느긋한,형용사
22801,eaves,(지붕의) 처마,명사
22802,ecological,생태학의,형용사
22803,ecological,생태계의,형용사
22804,ecology,생태학,명사
22805,economical,경제적인,형용사
22806,ecosystem,생태계,명사
22807,edible,식용에 적합한,형용사
22808,edible,"식료품,음식",명사
22809,effect,"영향,효과",명사
22810,effect,영향을 미치다,동사
22811,effect,느낌,명사
22812,effect,"결과,영향",명사
22813,efficiency,능률,명사
22814,efficiently,효율적으로,부사
22815,effortlessly,"손쉽게,어려움 없이",부사
22816,ego,자존심,명사
22817,elation,"기분 좋게 느낌,의기양양",명사
22818,elbow,팔꿈치,명사
22819,electricity,전기,명사
22820,electronic device,전자 기기,명사
22821,electronics,전자공학,명사
22822,electronics,"전자 회사,제품",명사
22823,elevation,"상승,고도",명사
22824,elevation,(건축의) 입면도,명사
22825,eligible,적격의,형용사
22826,embarrassed,쑥스러운,형용사
22827,embarrassed,당황스러운,형용사
22828,embarrassment,당황,명사
22829,embed,(단단히) 박다,동사
22830,emissary,"사절,특사",명사
22831,empathy,감정이입,명사
22832,employ,고용하다,동사
22833,employ,사용하다,동사
22834,employee,피고용인,명사
22835,employment,"고용,채용",명사
22836,empower,권한을 부여하다,동사
22837,empower,능력을 부여하다,동사
22838,enable,~할 수 있게 하다,동사
22839,enable A to B,A가 B를 할 수 있게 하다,숙어/관용어
22840,encircle,에워싸다,동사
22841,enclosed,동봉된,형용사
22842,encouragement,격려,명사
22843,end result,최종 결과,명사
22844,endurance,인내,명사
22845,endurance,지구력,명사
22846,energize,활기를 주다,동사
22847,energy-saving,에너지를 절약하는,형용사
22848,enforce,강요하다,동사
22849,enforce,"(법률을) 시행하다,집행하다",동사
22850,enforcement,강제,명사
22851,enforcement,시행,명사
22852,engage in,"~에 참여하다,~에 관여하다",숙어/관용어
22853,engage in,~에 몰두하다,숙어/관용어
22854,engagement,약혼,명사
22855,engagement,참여,명사
22856,engaging,"매력적인,애교 있는",형용사
22857,English,영국(인)의,형용사
22858,English,영어,명사
22859,enjoyable,재미있는,형용사
22860,enormous,"거대한,막대한",형용사
22861,enormous,"엄청난,수많은",형용사
22862,enormously,대단히,부사
22863,enrich,부유하게 만들다,동사
22864,enrich,질을 높이다,동사
22865,enslave,"노예로 만들다,예속시키다",동사
22866,entangle,뒤얽히게 하다,동사
22867,enthusiasm,열광,명사
22868,enthusiasm,"열정,열의",명사
22869,enthusiastically,열광적으로,부사
22870,entire,"전체의,온",형용사
22871,entire,전체,명사
22872,entrap,함정에 빠뜨리다,동사
22873,entrepreneur,"사업가,기업가",명사
22874,envious,부러워하는,형용사
22875,envision,상상하다,동사
22876,episode,하나의 사건,명사
22877,episode,(의학) 증상의 발현,명사
22878,episode,1회 방송 분,명사
22879,equality,"평등,균등",명사
22880,equator,적도,명사
22881,equipped with,~을 갖춘,숙어/관용어
22882,equivalent,동등한 것,명사
22883,erode,침식하다,동사
22884,erode,서서히 약화시키다,동사
22885,erosion,부식,명사
22886,eruption,"폭발,분출",명사
22887,escalator,에스컬레이터,명사
22888,escape,달아나다,동사
22889,established,확립된,형용사
22890,estimated,"추산의,예상의,견적의",형용사
22891,eternal,영원한,형용사
22892,evaporate,증발시키다,동사
22893,evaporate,(희망 등이) 사라지다,동사
22894,evasion,회피,명사
22895,evenly,"균등하게,고르게",부사
22896,eventually,결국,부사
22897,every other year,2년마다,숙어/관용어
22898,evidence,"증거,근거",명사
22899,evident,명백한,형용사
22900,evolutionarily,진화론적으로,부사
22901,exaggerated,과장된,형용사
22902,exaggeration,과장,명사
22903,exception,예외,명사
22904,exception,제외,명사
22905,exceptional,"예외적인,훌륭한",형용사
22906,excessive,지나친,형용사
22907,excessively,지나치게,부사
22908,exchange student,교환 학생,명사
22909,excitement,흥분,명사
22910,exclaim,소리지르다,동사
22911,exclusion,제외,명사
22912,exclusively,독점적으로,부사
22913,exemplify,전형적인 예가 되다,동사
22914,exhausted,고갈된,형용사
22915,exhausted,"지친,피곤한",형용사
22916,exhaustion,탈진,명사
22917,exhaustion,"소진,고갈,피로",명사
22918,exhibition hall,전시회장,명사
22919,existence,존재,명사
22920,expectation,예상,명사
22921,expectation,기대,명사
22922,expedition,탐험,명사
22923,expel,퇴학시키다,동사
22924,expel,"쫓아내다,방출하다",동사
22925,expenditure,지출,명사
22926,experiment with,~을 시험하다,동사
22927,expiration date,유통기한,명사
22928,exploit,개발하다,동사
22929,exploit,"공훈,업적",명사
22930,exploratory,탐사의,형용사
22931,explorer,탐험가,명사
22932,explosion,폭발,명사
22933,explosion,폭발,명사
22934,explosive,폭발성의,형용사
22935,explosive,격정적인,형용사
22936,explosive,"폭발물,폭약",명사
22937,explosive,폭발적으로 증가하는,형용사
22938,expressive,"표현적인,나타내는",형용사
22939,extended,"오랜 시간의,길어진",형용사
22940,extended,"늘어난,확장된",형용사
22941,extensive,아주 넓은,형용사
22942,extensive,"대규모의,성대한",형용사
22943,extensively,광범위하게,부사
22944,extreme,극도의,형용사
22945,extreme,"극단,극도",명사
22946,extrovert,외향적인 사람,명사
22947,eyelid,눈꺼풀,명사
22948,eyepiece,현미경 접안렌즈,명사
22949,eyesight,시력,명사
22950,face down,얼굴을 숙이다,숙어/관용어
22951,face down,"거꾸로,엎드려",숙어/관용어
22952,face to face,"얼굴을 맞대고,서로 마주보고",숙어/관용어
22953,faction,파벌,명사
22954,factor in,"감안하다,~을 계산에 넣다",숙어/관용어
22955,fade away,"사라지다,감소하다",숙어/관용어
22956,fair,공평한,형용사
22957,fair,"공정한,공평한",형용사
22958,fair,전시회,명사
22959,fair,아름다운,형용사
22960,fair,시장,명사
22961,fair,화창한,형용사
22962,fair,"축제 마당,풍물 장터",명사
22963,fair,분별 있는,형용사
22964,fairly,공정하게,부사
22965,fairly,"상당히,꽤",부사
22966,fairy tale,동화,명사
22967,fall apart,부서지다,숙어/관용어
22968,fall in love with,~와 사랑에 빠지다,숙어/관용어
22969,fall into place,꼭 들어맞다,숙어/관용어
22970,fallacy,"그릇된 생각,궤변",명사
22971,familiarize,익숙하게 하다,동사
22972,famine,기근,명사
22973,far from,~로부터 멀리,숙어/관용어
22974,far from,"~과 거리가 먼,전혀 ~이 아닌",숙어/관용어
22975,fascinate,매혹하다,동사
22976,fascinating,흥미로운,형용사
22977,fascinating,매력적인,형용사
22978,faucet,수도꼭지,명사
22979,faulty,결점이 있는,형용사
22980,favorable,"호의적인,유리한",형용사
22981,favorably,"우호적으로,호의적으로",부사
22982,feature,특징으로 삼다,동사
22983,feature,"이목구비,용모",명사
22984,feature,(신문/방송 등의) 특집,명사
22985,feature,"특별히 포함하다,대서특필하다",동사
22986,feature,"등장시키다,출현시키다",동사
22987,feature,특별하게 다루다,동사
22988,feature,전시하다,동사
22989,feature,특별히 포함하다,동사
22990,feature article,특집기사,명사
22991,featureless,특색이 없는,형용사
22992,feed on,~을 먹고 살다,숙어/관용어
22993,feel at home,편안하게 느끼다,숙어/관용어
22994,feel free to,주저하지 않고 ~하다,숙어/관용어
22995,feel free to,마음대로 ~하다,숙어/관용어
22996,feel like ~ing,~하고 싶다,숙어/관용어
22997,feel like ~ing,~하고 싶다,숙어/관용어
22998,ferment,발효시키다,동사
22999,ferment,큰 소동,명사
23000,ferment,효소,명사
23001,fertilize,비료를 주다,동사
23002,fertilizer,비료,명사
23003,fertilizer,촉진제,명사
23004,few and far between,흔하지 않은,숙어/관용어
23005,fictional,허구의,형용사
23006,figuratively,비유적으로,부사
23007,file into,줄 서서 ~에 들어가다,숙어/관용어
23008,fill in,"채우다,메우다",숙어/관용어
23009,fill in,작성하다,숙어/관용어
23010,fill up with,~으로 가득 차다,숙어/관용어
23011,filter out,걸러내다,숙어/관용어
23012,final term,기말,명사
23013,financial,금융의,형용사
23014,financial,재정적인,형용사
23015,financially,재정적으로,부사
23016,fingerprint,지문,명사
23017,fireworks display,불꽃놀이,명사
23018,firmly,단단하게,부사
23019,firmly,확고히,부사
23020,first aid kit,구급상자,명사
23021,first hand,직접,숙어/관용어
23022,first-aid kit,구급상자,명사
23023,first-hand,직접 경험한,형용사
23024,firsthand,직접,부사
23025,fisherman,어부,명사
23026,fist,주먹,명사
23027,fit in,자연스럽게 어울리다,숙어/관용어
23028,fit together,서로 잘 맞다,숙어/관용어
23029,fitness,건강함,명사
23030,fitness,"운동,몸매 가꾸기",명사
23031,fixed,고정된,형용사
23032,flake,파편,명사
23033,flap,퍼덕거리다,동사
23034,flash,번쩍임,명사
23035,flash,(카메라) 플래시,명사
23036,flash,"뽐내다,과시하다",동사
23037,flash,반짝이다,동사
23038,flatter,아첨하다,동사
23039,flatter,돋보이게 하다,동사
23040,flavorful,맛 좋은,형용사
23041,flawed,결함이 있는,형용사
23042,flesh eating,육식성의,형용사
23043,flicker,차츰 꺼지다,동사
23044,flicker,잠깐 스침,명사
23045,flight attendant,비행기 승무원,명사
23046,flipper,물갈퀴,명사
23047,float,"뜨다,떠가다",동사
23048,flop,떨어지기,명사
23049,flotation,"(물위에) 뜸,부유",명사
23050,fluent,유창한,형용사
23051,fluid,액체,명사
23052,fluid,부드러운,형용사
23053,flyer,"광고지,비행사",명사
23054,follow suit,전례를 따르다,숙어/관용어
23055,font,글씨체,명사
23056,food chain,먹이 사슬,명사
23057,food drive,음식 기부 행사,명사
23058,fool,바보,명사
23059,fool,"속이다,기만하다",동사
23060,for life,평생의,숙어/관용어
23061,for one thing,첫째로,숙어/관용어
23062,for some time,얼마 동안,숙어/관용어
23063,for the time being,당분간,숙어/관용어
23064,foreground,"전면,(중요)한 위치",명사
23065,forgetful,잊기 쉬운,형용사
23066,fortress,"요새,성곽",명사
23067,fossil,화석,명사
23068,fossil fuel,화석 연료,명사
23069,founder,(배가) 침몰하다,동사
23070,founder,창립자,명사
23071,fragile,부서지기 쉬운,형용사
23072,fragile,(손/용모 등이) 섬세한,형용사
23073,fragile,"허약한,연약한",형용사
23074,fragrant,향기로운,형용사
23075,frank,솔직한,형용사
23076,free up,"해방하다,풀어주다",동사
23077,frequency,빈도,명사
23078,frequency,(소리의) 주파수,명사
23079,frequently,자주,부사
23080,freshman,신입생,명사
23081,friction,마찰,명사
23082,fridge,냉장고,명사
23083,frighten,깜짝 놀라게 하다,동사
23084,frightening,무서운,형용사
23085,frightful,끔찍한,형용사
23086,fringe,(장식용) 수술,명사
23087,fringe,(중요도가) 부차적인 것,명사
23088,fringe,"변두리,주변부",명사
23089,from scratch,기초에서 시작하다,숙어/관용어
23090,from then on,그 때 이후로,숙어/관용어
23091,frontier,국경,명사
23092,frustrated,"좌절한,실망한",형용사
23093,frustrating,좌절감을 주는,형용사
23094,fulfill,(약속/의무를) 다하다,동사
23095,fulfill,성취하다,동사
23096,fulfill,(조건을) 만족시키다,동사
23097,fully,완전히,부사
23098,functional,"실용적인,기능상의",형용사
23099,fundraiser,모금행사,명사
23100,furiously,광란하여,부사
23101,furiously,맹렬하게,대명사
23102,furnishing,"가구,비품",명사
23103,further,"더,더 멀리",부사
23104,further,더 나아가서,부사
23105,further,(일/계획을) 발전시키다,동사
23106,futuristic,미래의,형용사
23107,game-changer,흐름의 판도를 바꾸는 사람이나 사건,명사
23108,garment,의복,명사
23109,gasp,숨이 턱 막히다,동사
23110,gathering,모임,명사
23111,gear,(자동차) 기어,명사
23112,gear,장비,명사
23113,gear,소유물,명사
23114,generalization,일반화,명사
23115,generally,일반적으로,부사
23116,generator,발전기,명사
23117,generously,관대하게,부사
23118,genomic,"게놈의,유전자의",형용사
23119,genre,장르,명사
23120,genuinely,진정으로,부사
23121,geographical,지리학(상)의,형용사
23122,geometry,기하학,명사
23123,get ~ straight in one's head,~을 명확하게 이해하다,숙어/관용어
23124,get away from,~에서 떠나다,숙어/관용어
23125,get in,들어가다,숙어/관용어
23126,get in,~에 참여하다,숙어/관용어
23127,get in,탑승하다,숙어/관용어
23128,get in line,줄을 서다,숙어/관용어
23129,get in line,줄을 서다,숙어/관용어
23130,get in touch with,연락을 취하다,숙어/관용어
23131,get in touch with,~와 연락하다,숙어/관용어
23132,get in trouble,곤란에 처하다,숙어/관용어
23133,get involved,관여하다,숙어/관용어
23134,get married,결혼하다,숙어/관용어
23135,get out of,"~에서 나오다,~에서 내리다",숙어/관용어
23136,get out of hand,감당할 수 없게 되다,숙어/관용어
23137,get paid,"보수를 받다,급여을 받다",숙어/관용어
23138,get stuck,꼼짝 못 하게 되다,숙어/관용어
23139,get tired of,~에 싫증 나다,숙어/관용어
23140,get to the point,본론으로 들어가다,숙어/관용어
23141,get worse,악화되다,숙어/관용어
23142,gifted,천부적인,형용사
23143,gigantic,거대한,형용사
23144,give ~ a try,~을 시도하다,숙어/관용어
23145,give a hand,도와주다,숙어/관용어
23146,give advice,"충고하다,조언하다",동사
23147,give in,"항복하다,굴복하다",숙어/관용어
23148,give in to,~에 굴복하다,동사
23149,give life to,~에 생기를 불어넣다,숙어/관용어
23150,give rise to,야기시키다,숙어/관용어
23151,glance through,~을 쭉 훑어보다,숙어/관용어
23152,glass-blower,유리공예가,명사
23153,glimmeringly,희미하게,부사
23154,global warming,지구 온난화,명사
23155,globalization,세계화,명사
23156,go a long way,도움이 되다,숙어/관용어
23157,go all out,전력을 다하다,숙어/관용어
23158,go hand in hand,서로 연관되다,숙어/관용어
23159,go missing,실종되다,숙어/관용어
23160,go on to,"계속해서 ~을 하다,~로 나아가다",동사
23161,go to any length,매우 열심히 노력하다,숙어/관용어
23162,go wild,열광하다,숙어/관용어
23163,goggle,눈을 휘둥그렇게 뜨고 보다,동사
23164,golden years,노후,명사
23165,gondola,곤돌라,명사
23166,graceful,우아한,형용사
23167,gradually,점차로,부사
23168,gratitude,감사,명사
23169,gravely,진지하게,부사
23170,greasy,기름기 많은,형용사
23171,greenhouse gas,온실가스,명사
23172,greeting,인사,명사
23173,greeting,인사말,명사
23174,grill,석쇠,명사
23175,grill,(직화로) 굽다,동사
23176,grind,갈다,동사
23177,grocery store,식료품점,명사
23178,gross income,총소득,명사
23179,ground zero,제로 지점(핵폭탄이 터지는 지점),명사
23180,groundwater,지하수,명사
23181,grow apart,사이가 멀어지다,숙어/관용어
23182,grow into,점점 자라 ~이 되다,숙어/관용어
23183,grow into,"결합하다,융합하다",숙어/관용어
23184,grow out of,~에서 자라나다,숙어/관용어
23185,grow out of,자라서 맞지 않게 되다,숙어/관용어
23186,gruel,죽,명사
23187,grunt,끙 앓는 소리를 내다,동사
23188,guard,지키다,동사
23189,guard,경비 요원,명사
23190,gut,"배짱,장기",명사
23191,gut,내장,명사
23192,gut,(화재로) 내부를 파괴하다,동사
23193,gypsy,집시,명사
23194,habitable,주거할 수 있는,형용사
23195,hack,난도질하다,동사
23196,hack,해킹하다,동사
23197,halfway,중간의,형용사
23198,Hall of Fame,명예의 전당,명사
23199,halo,(해/달의) 무리,명사
23200,hand-crafted,수공예품인,형용사
23201,handicraft,수공예품,명사
23202,hands-on,"실제적인,직접 해 보는",형용사
23203,hands-on,직접 해 보는,형용사
23204,hang up,전화를 끊다,숙어/관용어
23205,happen upon,~을 우연히 발견하다,숙어/관용어
23206,harden,"굳다,딱딱해지다",동사
23207,hardship,고난,명사
23208,harmless,해롭지 않은,형용사
23209,hastily,급히,부사
23210,hatch,부화하다,동사
23211,hatch,(음모/계획 등을) 꾸미다,동사
23212,hatred,"증오,원한",명사
23213,haunted,"유령이 나오는,귀신이 나오는",형용사
23214,have a good laugh,크게 웃다,숙어/관용어
23215,have A in mind,A를 생각하고 있다,숙어/관용어
23216,have a lot to do with,~와 많은 관계가 있다,숙어/관용어
23217,have an effect on,~에게 영향을 주다,숙어/관용어
23218,have an impact on,~에 영향을 주다,숙어/관용어
23219,have an influence on,~에게 영향을 주다,숙어/관용어
23220,have difficulty (in) ~ing,~하는데 어려움을 겪다,숙어/관용어
23221,have in common,(관심사/생각 등을) 공통으로 지니다,숙어/관용어
23222,have in common,~을 공통으로 지니다,숙어/관용어
23223,have no choice but to,~하는 것 외에 다른 수가 없다,숙어/관용어
23224,have to do with,~와 관계가 있다,숙어/관용어
23225,have trouble ~ing,~하느라 곤란을 겪다,숙어/관용어
23226,head to,~로 향하다,숙어/관용어
23227,head to,~로 향하다,숙어/관용어
23228,heart and soul,혼신의 힘을 다하여,숙어/관용어
23229,heart attack,심장마비,명사
23230,heart disease,심장병,명사
23231,heart rate,심장 박동수,명사
23232,heartbeat,심장박동,명사
23233,hearty,풍부한,형용사
23234,hearty,따뜻한,형용사
23235,hearty,마음에서 우러난,형용사
23236,heavenly,천국의,형용사
23237,heighten,높게 하다,동사
23238,heighten,(감정/관계를) 강화하다,동사
23239,heighten,고조시키다,동사
23240,helmet,"헬멧,안전모",명사
23241,help out,도와주다,숙어/관용어
23242,helpless,속수무책인,형용사
23243,helpless,무력한,명사
23244,herb,허브,명사
23245,herbal,약초의,형용사
23246,herbicide,제초제,명사
23247,heritage site,유적지,명사
23248,hermit,은둔자,명사
23249,heroic,영웅적인,형용사
23250,heroics,"영웅적 행위,용단",명사
23251,heroine,"여걸,여주인공",명사
23252,herring,청어,명사
23253,hesitation,망설임,명사
23254,hideous,"흉측한,끔찍한",형용사
23255,highs and lows,기복,숙어/관용어
23256,hijack,납치하다,동사
23257,hinder,방해하다,동사
23258,historic,역사적인,형용사
23259,historical,역사적인,형용사
23260,hit upon,생각해내다,숙어/관용어
23261,hive,"벌통,벌집",명사
23262,hockey,하키,명사
23263,hold back,"억제하다,~을 막다",숙어/관용어
23264,hold back,(감정 등을) 감추다,숙어/관용어
23265,hold on to,"꼭 붙잡다,못 가게 하다",숙어/관용어
23266,hold on to,고수하다,동사
23267,hold on to,~을 계속 보유하다,숙어/관용어
23268,hold one's breath,숨을 참다,숙어/관용어
23269,hold onto,~을 붙잡고 있다,숙어/관용어
23270,hold up,~을 올리다,숙어/관용어
23271,hold up,견디다,숙어/관용어
23272,hold up,강도질을 하다,숙어/관용어
23273,hold up,지연시키다,숙어/관용어
23274,hold up,~을 떠받치다,숙어/관용어
23275,homeless,집 없는,형용사
23276,homeless,노숙자의,형용사
23277,honeycomb,벌집,명사
23278,honored,명예로운,형용사
23279,hop,깡충 뛰다,동사
23280,horizontal,수평의,형용사
23281,horizontally,수평으로,부사
23282,horrified,"겁에 질린,충격 받은",명사
23283,hospitality,환대,명사
23284,hospitalize,입원시키다,동사
23285,hostel,호스텔,명사
23286,hostility,"적의,적개심",명사
23287,hothouse,온실,명사
23288,hotspot,(컴퓨터/통신)핫스팟,명사
23289,hover,(허공을) 맴돌다,동사
23290,how come,"어째서,왜",숙어/관용어
23291,hum,콧노래를 부르다,동사
23292,hum,(벌이) 윙윙거리다,동사
23293,humanity,인류(사회),명사
23294,humanity,인간성,명사
23295,humble,겸손한,형용사
23296,humble,(강한 상대를) 쉽게 꺾다,동사
23297,humidity,습도,명사
23298,humility,"겸손,겸허",명사
23299,hummingbird,벌새,명사
23300,hurricane,허리케인,명사
23301,hydrate,수분을 공급하다,동사
23302,ice cap,빙산,명사
23303,ice cap,만년설,명사
23304,iceberg,빙산,명사
23305,idealistic,"이상주의적인,관념론적인",형용사
23306,ignorance,"무지,무식",명사
23307,ignorant,무식한,형용사
23308,illegal,불법의,형용사
23309,illiterate,문맹의,형용사
23310,illness,질병,명사
23311,illuminate,(불을) 비추다,동사
23312,illustrated,삽화를 넣은,형용사
23313,illustration,삽화,명사
23314,imaginable,상상할 수 있는,형용사
23315,imagine,상상하다,동사
23316,imbalance,불균형,명사
23317,imitation,"모방,모조품",명사
23318,immerse,담그다,동사
23319,immerse,몰두하다,동사
23320,immigrant,이주(민),명사
23321,immortal,불멸의,형용사
23322,immortality,불멸,명사
23323,impartial,공평한,형용사
23324,impatience,성급함,명사
23325,impediment,장애(물),명사
23326,imperfection,불완전함,명사
23327,imperfection,결함,명사
23328,implant,이식하다,동사
23329,implant,(사상 등을) 주입하다,동사
23330,impolite,무례한,형용사
23331,impressed,감명 받은,형용사
23332,impression,인상,명사
23333,impression,감명,명사
23334,impression,인쇄 부수,명사
23335,in a circle,원형으로,숙어/관용어
23336,in a moment,"순간적으로,즉각",숙어/관용어
23337,in a row,"연달아,한 줄로",숙어/관용어
23338,in accordance with,~에 따라서,숙어/관용어
23339,in an effort to,~하기 위한 노력으로,숙어/관용어
23340,in bulk,대량으로,숙어/관용어
23341,in case,~의 경우에,숙어/관용어
23342,in charge of,~을 담당하고 있는,숙어/관용어
23343,in charge of,~을 담당하고 있는,숙어/관용어
23344,in class,수업 중에,숙어/관용어
23345,in contrast to,~와 대조적으로,숙어/관용어
23346,in detail,상세히,숙어/관용어
23347,in disbelief,믿지 않는,숙어/관용어
23348,in earnest,"열심히,본격적으로",숙어/관용어
23349,in every regard,모든 점에서,숙어/관용어
23350,in honor of,"~을 축하하여,기념하여",숙어/관용어
23351,in motion,움직이는,형용사
23352,in need of,~을 필요로 하여,숙어/관용어
23353,in order to,~하기 위하여,숙어/관용어
23354,in person,"직접,몸소",숙어/관용어
23355,in progress,진행 중인,숙어/관용어
23356,in response to,~에 응답하여,숙어/관용어
23357,in response to,~에 응답하여,숙어/관용어
23358,in reverse,"역으로,반대로",숙어/관용어
23359,in search of,"~을 찾아서,추구하여",숙어/관용어
23360,in silence,조용히,숙어/관용어
23361,in spite of,~에도 불구하고,숙어/관용어
23362,in spite of oneself,"자기도 모르게,무심코",숙어/관용어
23363,in store,"준비하여,저장하여",숙어/관용어
23364,in support of,~을 지지하여,숙어/관용어
23365,in terms of,"~의 관점에서,관련해서",숙어/관용어
23366,in the course of time,"시간이 지나자,세월이 흐른후에",숙어/관용어
23367,in the distance,저 멀리에서,숙어/관용어
23368,in the hope of,~을 기대하며,숙어/관용어
23369,in the long run,장기적인 관점에서,숙어/관용어
23370,in the long run,결국에는,숙어/관용어
23371,in the meantime,그 동안에,숙어/관용어
23372,in turn,"차례대로,교대로",숙어/관용어
23373,in turn,결국,숙어/관용어
23374,in turn,"결국,결과적으로",숙어/관용어
23375,in use,사용 중인,숙어/관용어
23376,in vain,헛수고로,숙어/관용어
23377,in-depth,상세한,형용사
23378,in-flight,비행중의,형용사
23379,inaccessible,접근하기 어려운,형용사
23380,inaccurate,부정확한,형용사
23381,inanimate,무생물의,형용사
23382,inappropriate,부적절한,형용사
23383,inbound,"들어오는,귀국하는",형용사
23384,incapable,할 수 없는,형용사
23385,inclined,~하고 싶어하는,형용사
23386,include,포함하다,동사
23387,inclusive,포괄적인,형용사
