id,WordText,WordMeaning,PoSText
21761,ban,금지하다,동사
21762,blast,폭발,명사
21763,blast,폭발하다,동사
21764,blossom,꽃,명사
21765,blossom,꽃이 피다,동사
21766,buzz,윙윙거리다,동사
21767,buzz,윙윙거리는 소리,명사
21768,cancel,취소하다,동사
21769,cancel,취소,명사
21770,censor,검열관,명사
21771,censor,검열하다,동사
21772,chemical,화학물질,명사
21773,chemical,"화학의, 화학적인",형용사
21774,clash,충돌하다,동사
21775,clash,충돌,명사
21776,collapse,"폭락,붕괴",명사
21777,collapse,"폭락하다, 붕괴하다",동사
21778,consent,동의,명사
21779,consent,동의하다,동사
21780,copyright,(무엇에 대한)저작원을 얻다,동사
21781,copyright,저작권,명사
21782,decline,감소,명사
21783,decline,감소하다,동사
21784,decrease,감소,명사
21785,decrease,감소하다,동사
21786,defeat,패배,명사
21787,defeat,패배시키다,동사
21788,deposit,예금,명사
21789,deposit,맡기다,동사
21790,dispute,"논쟁, 반박",명사
21791,dispute,"논쟁하다, 반박하다",동사
21792,drain,고갈,명사
21793,drain,고갈시키다,동사
21794,drill,드릴,명사
21795,drill,뚫다,동사
21796,exhibit,전시하다,동사
21797,exhibit,전시품,명사
21798,filter,거르다,동사
21799,filter,여과기,명사
21800,flush,홍조,명사
21801,flush,붉히다,동사
21802,forecast,"예측하다, 예보하다",동사
21803,forecast,"예측,예보",명사
21804,gross,총계,명사
21805,gross,총계의,형용사
21806,host,주인,명사
21807,host,(행사를) 주최하다,동사
21808,impact,충돌,명사
21809,impact,충돌하다,동사
21810,insult,모욕,명사
21811,insult,모욕하다,동사
21812,liquid,액체의,형용사
21813,liquid,음료,명사
21814,mine,광산,명사
21815,mine,광물질을 캐다,동사
21816,peel,(껍질을) 벗기다,동사
21817,peel,껍질,명사
21818,praise,칭찬,명사
21819,praise,칭찬하다,동사
21820,prescribe,처방,명사
21821,prescribe,처방하다,동사
21822,prospect,가망,명사
21823,prospect,탐사하다,동사
21824,reform,"개선,개혁",명사
21825,reform,"개선하다, 개혁하다",동사
21826,regret,유감,명사
21827,regret,유감스럽게 생각하다,동사
21828,rescue,구조,명사
21829,rescue,구조하다,동사
21830,reward,보상,명사
21831,reward,보상하다,동사
21832,riot,"폭동,반란",명사
21833,riot,반란을 일으키다,동사
21834,routine,일상,명사
21835,routine,일상적인,형용사
21836,sacrifice,"제물을 바치다, 희생하다",동사
21837,sacrifice,희생,명사
21838,sigh,한숨을 쉬다,동사
21839,sigh,한숨,명사
21840,slice,(얇게) 썰다,동사
21841,slice,얇은 조각,명사
21842,stain,얼룩,명사
21843,stain,얼룩지다,동사
21844,stroke,(그림의) 획,명사
21845,stroke,(그림의) 획을 긋다,동사
21846,thrill,전율,명사
21847,thrill,열광시키다,동사
21848,(the) chances are,아마 ~일 것이다,숙어/관용어
21849,a bit of,"약간의,조금의",숙어/관용어
21850,a bunch of,"한 뭉치의,다수의",숙어/관용어
21851,a great deal of,양이 많은,숙어/관용어
21852,a handful of,한 줌의,숙어/관용어
21853,a long face,시무룩한 얼굴,명사
21854,a pair of,한 쌍의,숙어/관용어
21855,a piece of cake,식은 죽 먹기,숙어/관용어
21856,a total of,총 ~의,숙어/관용어
21857,a variety of,다양한,숙어/관용어
21858,a variety of,다양한,숙어/관용어
21859,a wide range of,폭넓은,숙어/관용어
21860,a wide range of,"광범위한,다양한",숙어/관용어
21861,a wide range of,폭넓은,숙어/관용어
21862,a wide range of,"광범위한,다양한",숙어/관용어
21863,ability,능력,명사
21864,absence,부재,명사
21865,absolute,절대적인,형용사
21866,absolute,"완전한,완벽한",형용사
21867,absurdity,불합리,숙어/관용어
21868,academic,"학구적인,학업의",형용사
21869,academic,교수,명사
21870,academic,학자,명사
21871,acceptance,수락,명사
21872,acceptance,입학,명사
21873,acceptance,"인정,동의",명사
21874,acceptance,관용,명사
21875,accessory,액세서리,명사
21876,accessory,"종범,방조자",명사
21877,accommodation,숙박시설,명사
21878,accomplishment,성과,명사
21879,accordingly,"그러므로,그에 따라",부사
21880,account for,~에 대해 설명하다,숙어/관용어
21881,account for,(부분/비율을) 차지하다,숙어/관용어
21882,accountable,(해명할) 책임이 있는,형용사
21883,accountant,회계사,명사
21884,accumulation,축적,명사
21885,accuracy,정확성,명사
21886,accurately,정확히,부사
21887,accuse A of B,A를 B의 혐의로 고발하다,숙어/관용어
21888,accused of,~로 기소된,숙어/관용어
21889,achieve,성취하다,동사
21890,acrobatic,곡예의,형용사
21891,act out,연기하다,숙어/관용어
21892,act upon,~에 따라 행동하다,숙어/관용어
21893,activist,사회 운동가,명사
21894,actually,"실제로,사실상",부사
21895,adapt to,~에 적응하다,숙어/관용어
21896,adaptation,적응,명사
21897,adaptation,각색,명사
21898,adjust to,~에 적응하다,숙어/관용어
21899,admiration,감탄,명사
21900,admiration,존경,명사
21901,admiration,"예찬,존경",명사
21902,adolescence,청소년기,명사
21903,adopt,"채택하다,입양하다",동사
21904,adoption,입양,명사
21905,adore,흠모하다,동사
21906,advanced,고급의,형용사
21907,advanced,"선진의,진보된",형용사
21908,advancement,진보,명사
21909,advantageous,이로운,형용사
21910,adventurer,모험가,명사
21911,adversity,"역경,고난",명사
21912,advisable,합당한,형용사
21913,aerial,공기의,형용사
21914,aeronautics,"항공학,항공술",명사
21915,affect,영향을 미치다,동사
21916,affect,(병이) 침범하다,동사
21917,affordable,감당할 수 있는,형용사
21918,affordable,(가격이)알맞은,형용사
21919,aggression,공격,명사
21920,aging,"나이 먹음,노화",명사
21921,agricultural,농업의,형용사
21922,aimlessly,목적 없이,부사
21923,air out,환기시키다,숙어/관용어
21924,aircraft,항공기,명사
21925,airway,항공로,명사
21926,airway,(신체) 기도,명사
21927,aisle,"통로,복도",명사
21928,alertness,"각성,기민,경계",명사
21929,algebra,대수학,명사
21930,all in all,"대체로,전체적으로",숙어/관용어
21931,all over,전체에,숙어/관용어
21932,all over,곳곳에,숙어/관용어
21933,all the way,내내,숙어/관용어
21934,allergy,알레르기,명사
21935,alley,오솔길,명사
21936,along with,~와 함께,숙어/관용어
21937,along with,~와 마찬가지로,숙어/관용어
21938,along with,~와 함께,숙어/관용어
21939,along with,~와 마찬가지로,숙어/관용어
21940,altar,제단,명사
21941,altitude,고도,명사
21942,aluminum,알루미늄,명사
21943,amateur,아마추어,명사
21944,amazement,"놀람,경악",명사
21945,amount to,"결국 ~이 되다,~에 달하다",숙어/관용어
21946,amount to,~와 마찬가지다,숙어/관용어
21947,an army of,"한 부대의~,한 무리의~",숙어/관용어
21948,analogous,유사한,형용사
21949,analogy,유사점,명사
21950,analogy,비유,명사
21951,analytics,"분석론,분석",명사
21952,ancestor,조상,명사
21953,angular,"각이 진,모난",형용사
21954,ankle,발목,명사
21955,annals,연대기,명사
21956,annoyance,짜증,명사
21957,annoying,"성가신,귀찮은",형용사
21958,annually,매년,부사
21959,anonymous,익명의,형용사
21960,antelope,영양,명사
21961,anthem,"축가,성가",명사
21962,antibacterial,항균(성)의,형용사
21963,antibiotic,항생제,명사
21964,antibody,항체,명사
21965,anxious,"불안해하는,염려하는",형용사
21966,anxious,"열망하는,흥분하는",형용사
21967,anxiously,초조하게,부사
21968,apathy,"냉담,무관심",명사
21969,apparently,확실히,부사
21970,apparently,듣자(보아) 하니,부사
21971,appeal to,~에게 간청하다,숙어/관용어
21972,appeal to,호소하다,숙어/관용어
21973,appealing,매력적인,형용사
21974,appetite,식욕,명사
21975,appetite,"욕망,욕구",명사
21976,applause,"박수,칭찬",명사
21977,appliance,(가정용) 기기,명사
21978,apply A to B,A를 B에 적용시키다,숙어/관용어
21979,apply to,~에 적용되다,숙어/관용어
21980,appreciate,"감사하다,진가를 인정하다",동사
21981,appreciate,"알아보다,인정하다",동사
21982,appreciate,이해하다,동사
21983,appreciate,감상하다,동사
21984,appreciate,공감하다,동사
21985,appreciate,가치 상승하다,동사
21986,appreciate,(가치를) 인정하다,동사
21987,approach,접근하다,동사
21988,approach,접근(법),명사
21989,approximately,대략적으로,부사
21990,aquarium,수족관,명사
21991,arcade,아치가 세워진 통로,명사
21992,arcade,대형 상가,명사
21993,archaeological,고고학의,형용사
21994,archaeologist,고고학자,명사
21995,architectural,건축학의,형용사
21996,archive,"공적 기록,기록 보관소",명사
21997,arena,경기장,명사
21998,armor,갑옷,명사
21999,armor,"갑옷,철갑",명사
22000,aroma,향기,명사
22001,aroma,사방에 퍼지는 향기,명사
22002,around the clock,24시간 내내,숙어/관용어
22003,arrangement,정돈,명사
22004,arrangement,"배치,배열",명사
22005,arrangement,"합의,협의",명사
22006,arrogance,거만,명사
22007,artistically,예술적으로,부사
22008,as ~ as possible,될 수 있는 대로 ~한,숙어/관용어
22009,as ~ as possible,가급적,숙어/관용어
22010,as ~ as possible,가능한 한 ~하게,숙어/관용어
22011,as ~ as possible,될 수 있는 대로 ~한,숙어/관용어
22012,as ~ as possible,가급적,숙어/관용어
22013,as ~ as possible,가능한 한 ~하게,숙어/관용어
22014,as a result of,~의 결과로서,숙어/관용어
22015,as for,~에 대해 말하자면,숙어/관용어
22016,as of,~날짜로,숙어/관용어
22017,as of,~현재로,숙어/관용어
22018,as soon as,~하자마자,숙어/관용어
22019,as well,"~도 또한,게다가",숙어/관용어
22020,ascent,상승,명사
22021,ascent,오르다,동사
22022,aside from,"~은 제쳐놓고,~은 제외하고",숙어/관용어
22023,ask for,~을 요구하다,숙어/관용어
22024,aspiration,열망,명사
22025,assembly,의회,명사
22026,assembly,조립,명사
22027,assembly,집회,명사
22028,assertive,적극적인,형용사
22029,assertive,자기주장이 강한,형용사
22030,assessment,평가,명사
22031,assist A in -ing,A가 ~하는 것을 돕다,숙어/관용어
22032,assistance,"도움,원조",명사
22033,assistive,"돕는,도움이 되는",형용사
22034,associate,연상하다,동사
22035,associate,동료,명사
22036,associate,관련시키다,동사
22037,associate,"결부짓다,연관짓다",동사
22038,associate A with B,A와 B를 연관시키다,숙어/관용어
22039,associated,관련된,형용사
22040,association,협회,명사
22041,astonished,깜짝 놀란,형용사
22042,astonishing,정말 놀라운,형용사
22043,astonishingly,놀랍게도,부사
22044,at all cost,무슨 수를 써서라도,숙어/관용어
22045,at all costs,무슨 일이 있어도,숙어/관용어
22046,at any moment,"언제라도,당장이라도",숙어/관용어
22047,at best,아무리 잘해야,숙어/관용어
22048,at ease,"편하게,마음 편히",숙어/관용어
22049,at first glance,첫눈에는,숙어/관용어
22050,at hand,"바로 곁에,가까이에",숙어/관용어
22051,at hand,"당면한,머지않아",숙어/관용어
22052,at no cost,무료로,숙어/관용어
22053,at risk,위험한 상태에,숙어/관용어
22054,at the moment,"지금(으로서는),현재",숙어/관용어
22055,at the sight of,~을 보고,숙어/관용어
22056,at the time,그 당시에,숙어/관용어
22057,at the wheel,"핸들을 잡고,운전하여",숙어/관용어
22058,at times,때때로,숙어/관용어
22059,at work,일하고 있는,숙어/관용어
22060,at work,직장에서,숙어/관용어
22061,athletic,운동의,형용사
22062,athletic,몸이 탄탄한,형용사
22063,attach A to B,A를 B에 붙이다,숙어/관용어
22064,attached,애착을 갖고 있는,형용사
22065,attached,부착된,형용사
22066,attached,"부착된,첨부된",형용사
22067,attack,공격하다,동사
22068,attack,(병이 사람을) 침범하다,동사
22069,attacker,공격(폭행)을 한 사람,명사
22070,attain,"이루다,(수준/조건에) 이르다",동사
22071,attain,획득하다,동사
22072,attendance,참석,명사
22073,attorney,변호사,명사
22074,attorney,"위임,위임장",명사
22075,auditory,청각의,형용사
22076,authority,권위,명사
22077,authority,권한,명사
22078,autobiography,자서전,명사
22079,automation,자동화,명사
22080,automaton,"자동 장치,작은 로봇",명사
22081,autonomous,자율적인,형용사
22082,autopilot,자동 조종 장치,명사
22083,availability,이용 가능 여부,명사
22084,avenue,"대로,통로",명사
22085,avid,열렬한,형용사
22086,avoidance,회피,명사
22087,awaken,(잠에서) 깨우다,동사
22088,awaken,불러일으키다,동사
22089,award,수여하다,동사
22090,aware,"알고 있는,의식하고 있는",형용사
22091,axis,축,명사
22092,back up,"~을 지지하다,뒷받침하다",숙어/관용어
22093,backache,요통,명사
22094,bandage,반창고,명사
22095,bandwagon,(선거 등에서) 우세한 쪽,명사
22096,baobab,바오바브나무,명사
22097,barely,간신히,부사
22098,barely,거의 ~않게,부사
22099,barley,보리,명사
22100,basal,"기저의,기초가 되는",형용사
22101,basement,지하실,명사
22102,basically,근본적으로,부사
22103,basil,(허브 일종) 바질,명사
22104,bazaar,바자회,명사
22105,bazaar,"시장거리,장터",명사
22106,be about to,막 ~하려 하다,숙어/관용어
22107,be about to,막 ~하려 하다,숙어/관용어
22108,be about to,막 ~하려 하다,숙어/관용어
22109,be abundant with,~이 풍부하다,숙어/관용어
22110,be accused of,"~로 비난받다,~죄로 기소되다",숙어/관용어
22111,be all the rage,엄청나게 유행하다,숙어/관용어
22112,be amazed at,"~에 놀라다,감탄하다",동사
22113,be assigned to,~에 배정되다,숙어/관용어
22114,be associated with,~와 연관되어 있다,숙어/관용어
22115,be aware of,~을 알고 있다,숙어/관용어
22116,be based on,~에 바탕을 두다,숙어/관용어
22117,be capable of,"~할 수 있다,~을 감당할 수 있다",숙어/관용어
22118,be caught up in,~에 사로잡히다,숙어/관용어
22119,be committed to,~에 헌신하다,숙어/관용어
22120,be committed to,~에 전념하다,숙어/관용어
22121,be concerned about,~에 대해 걱정하다,숙어/관용어
22122,be crowded with,~로 붐비다,숙어/관용어
22123,be derived from,~로부터 나오다,숙어/관용어
22124,be designed to,~하도록 설계되다,숙어/관용어
22125,be divided into,~로 나누어져 있다,숙어/관용어
22126,be equipped with,~을 갖추다,숙어/관용어
22127,be exposed to,~에 노출되다,숙어/관용어
22128,be fascinated by,~에 매료되다,숙어/관용어
22129,be flooded with,"~가 넘쳐나다,빗발치다",숙어/관용어
22130,be fond of,~을 좋아하다,숙어/관용어
22131,be frightened of,~을 무서워하다,숙어/관용어
22132,be hard on,심하게 다루다,숙어/관용어
22133,be headed for,~으로 향하다,숙어/관용어
22134,be held,"열리다,개최되다",숙어/관용어
22135,be impressed with,"~에 감탄하다,깊은 인상을 받다",숙어/관용어
22136,be in for,~을 맞을 상황이다,숙어/관용어
22137,be in want of,~이 필요하다,숙어/관용어
22138,be inclined to,~하는 경향이 있다,숙어/관용어
22139,be inducted into,"~에 추대되다,~에 입성하다",숙어/관용어
22140,be inspired by,~에 영감을 받다,숙어/관용어
22141,be involved in,"~에 포함되다,~에 참가하다",숙어/관용어
22142,be involved in,"~에 참가하다,~에 몰두하다",숙어/관용어
22143,be involved in,"~에 관여하다,~에 관련되다",숙어/관용어
22144,be known as,~로서 알려지다,숙어/관용어
22145,be linked to,~와 이어지다,숙어/관용어
22146,be linked with,~와 연계가 있다,숙어/관용어
22147,be made from,~로 만들어지다,숙어/관용어
22148,be moved by,~에 감동받다,숙어/관용어
22149,be moved to tears,감동해서 눈물을 흘리다,숙어/관용어
22150,be named after,~의 이름을 따서 명명하다,숙어/관용어
22151,be overwhelmed with,~에 압도되다,숙어/관용어
22152,be painted with,~으로 칠해지다,숙어/관용어
22153,be paired with,~와 병행하다,숙어/관용어
22154,be prone to,~에 빠지기 쉽다,숙어/관용어
22155,be referred to as,~로 불리다,숙어/관용어
22156,be related to,~와 관련이 있다,숙어/관용어
22157,be replaced with,~로 대체되다,숙어/관용어
22158,be responsible for,"~에 책임이 있다,~을 맡다[담당하다]",숙어/관용어
22159,be responsible for,~의 원인이 되다,숙어/관용어
22160,be set to,~할 예정이다,숙어/관용어
22161,be struck by,영향을 받다,숙어/관용어
22162,be struck by,~에 감동받다,숙어/관용어
22163,be surrounded by,~에 둘러싸여 있다,숙어/관용어
22164,be tempted to,"~하고 싶다,~하도록 유혹당하다",숙어/관용어
22165,be thankful for,~에 대해 감사히 여기다,숙어/관용어
22166,be trapped in,"~에 걸리다,~에 빠지다",숙어/관용어
22167,be unwilling to,내키지 않는,숙어/관용어
22168,be unwilling to,~을 꺼리다,숙어/관용어
22169,be up to,~에게 달려있는,숙어/관용어
22170,be up to,~할 예정이다,숙어/관용어
22171,be well-known for,~로 알려져 있다,숙어/관용어
22172,be worth ~ing,~할 가치가 있다,숙어/관용어
22173,be worth ~ing,~할 가치가 있다,숙어/관용어
22174,be worthy of,~할 가치가 있다,숙어/관용어
22175,beat the heat,더위를 피하다,숙어/관용어
22176,beauty salon,"미장원,미용실",명사
22177,become used to,~에 익숙해지다,숙어/관용어
22178,bed-and-breakfast,아침 식사를 제공하는 숙박(민박),명사
22179,bedrock,기반암,명사
22180,bedrock,"근본,기초",명사
22181,beekeeper,양봉가,명사
22182,beetle,딱정벌레,명사
22183,beg,간청하다,동사
22184,beg,구걸하다,동사
22185,Belgian,벨기에의,형용사
22186,bellow,고함치다,동사
22187,belongings,소지품,명사
22188,beloved,사랑스러운,형용사
22189,beloved,사랑 받는,형용사
22190,benefit,수당,명사
22191,benefit,혜택,명사
22192,best of all,무엇보다도,숙어/관용어
22193,betrayal,배신,명사
22194,beverage,음료,명사
22195,biased,편견을 가진,형용사
22196,bib,참가번호,명사
22197,bill,"계산서,청구서",명사
22198,bill,법안,명사
22199,bill,지폐,명사
22200,bill,(새의) 넓적한 부리,명사
22201,bill,(모자의) 챙,명사
22202,biodegradable,자연 분해성의,형용사
22203,biodiversity,생물의 다양성,명사
22204,biofuel,생물 연료,명사
22205,biomimetics,생체 모방 기술,명사
22206,biomimicry,생물 원리를 적용시킴,명사
22207,bladder,방광,명사
22208,bladder,주머니,명사
22209,blame A for B,B를 A탓으로 돌리다,숙어/관용어
22210,bleak,황량한,형용사
22211,bleak,(상황이) 암울한,형용사
22212,bleed,피를 흘리다,동사
22213,bleed,번지다,동사
22214,blend in,"조화를 이루다,섞여들다",숙어/관용어
22215,blessing,축복,명사
22216,blindly,맹목적으로,부사
22217,blindly,보지 않고,부사
22218,blood pressure,혈압,명사
22219,blood sugar,혈당,명사
22220,blur,흐리게 하다,동사
22221,blur,결점,명사
22222,blurry,흐릿한,형용사
22223,boar,멧돼지,명사
22224,bobsledder,봅슬레이 선수,명사
22225,bonding,"유대,친밀감",명사
22226,bony,가시(뼈)가 많은,형용사
22227,book report,독후감,명사
22228,boredom,지루함,명사
22229,botanical,식물의,형용사
22230,bounce back,되돌아오다,숙어/관용어
22231,bounce off,튕겨 나가다,숙어/관용어
22232,bound for,~행의,부사
22233,boycott,배척하다,동사
22234,boycott,"보이콧,(구입/사용) 거부 운동",명사
22235,boycott,(항의의 표시로) 이용을 거부하다,동사
22236,brace,"받치다,버팀대",명사
22237,brace,대비하다,동사
22238,bracelet,팔찌,명사
22239,bravery,용감,명사
22240,break a habit,습관을 고치다,숙어/관용어
22241,break free from,"~에서 도망치다,벗어나다",숙어/관용어
22242,break in,"침입하다,끼어들다",숙어/관용어
22243,break into,~에 침입하다,숙어/관용어
22244,break into,진출하다,숙어/관용어
22245,break into pieces,산산조각 나다,숙어/관용어
22246,break up,헤어지다,숙어/관용어
22247,break up,나누다,숙어/관용어
22248,break up,~을 부수다,숙어/관용어
22249,breathe in,숨을 들이쉬다,숙어/관용어
22250,breathlessly,숨을 죽이고,부사
22251,breathtaking,숨이 멎는 듯한,형용사
22252,brew,양조하다,동사
22253,brew,"(커피,차를) 끓이다",동사
22254,bribery,뇌물 수수,명사
22255,bride,신부,명사
22256,bridegroom,신랑,명사
22257,brighten,"밝아지다,생기가 나다",동사
22258,brightness,빛,명사
22259,brightness,"밝기,빛남",명사
22260,brilliant,총명한,형용사
22261,brilliant,훌륭한,형용사
22262,brilliant,"화려한,빛나는",형용사
22263,brilliant,"훌륭한,멋진",형용사
22264,brilliantly,"뛰어나게,훌륭히",부사
22265,bring ~ together,~을 화합하게 하다,숙어/관용어
22266,bring ~ together,~을 화합하게 하다,숙어/관용어
22267,bring back to life,되살리다,숙어/관용어
22268,bring down,"내리다,떨어뜨리다",숙어/관용어
22269,bring down,~을 우울하게 만들다,숙어/관용어
22270,broaden,넓히다,동사
22271,brochure,소책자,명사
22272,broke,파산한,형용사
22273,broom,빗자루,명사
22274,broth,묽은 수프,명사
22275,browse,"쓱 훑어보다,둘러보다",동사
22276,browse,인터넷을 돌아다니다,동사
22277,bruise,타박상,명사
22278,brush aside,무시하다,숙어/관용어
22279,brutally,"잔인하게,가차없이",부사
22280,bud,싹,명사
22281,buffalo,"물소,들소",명사
22282,bulky,부피가 큰,형용사
22283,bumblebee,호박벌,명사
22284,burn down,남김없이 다 태우다,숙어/관용어
22285,burr,진동소리,명사
22286,burr,껍질이 꺼끌꺼끌한 씨앗,명사
22287,butterflies in one's stomach,"가슴이 두근거리는,안절부절 못하는",숙어/관용어
22288,by chance,우연히,숙어/관용어
22289,by means of,"~을 통해,~에 의해",숙어/관용어
22290,by nature,천성적으로,숙어/관용어
22291,by no means,결코 ~아니다,숙어/관용어
22292,cabin,오두막집,명사
22293,cabin,"(배의) 객실,선실",명사
22294,cactus,선인장,명사
22295,call it a day,그만두다,숙어/관용어
22296,call upon,요청하다,숙어/관용어
22297,camouflage,위장,명사
22298,can afford to,"~할 수 있다,~할 여유가 있다",숙어/관용어
22299,can't wait to,빨리~하고 싶다,숙어/관용어
22300,canal,운하,명사
22301,cannot help but,~하지 않을 수 없다,숙어/관용어
22302,capability,"역량,성능",명사
22303,capability,능력,명사
22304,capsule,캡슐,명사
22305,carbohydrate,탄수화물,명사
22306,carbon,탄소,명사
22307,carbon dioxide,이산화탄소,명사
22308,carbonate,탄산염,명사
22309,carbonation,탄산 (포화),명사
22310,caregiver,간병인,명사
22311,carelessness,"부주의,경솔함",명사
22312,carnivorous,육식성의,형용사
22313,carving,조각품,명사
22314,cashless,"현금이 없는,현금이 불필요한",형용사
22315,casualty,사상자,명사
22316,casualty,응급실,명사
22317,catch a glimpse of,~을 힐끗(얼핏)보다,숙어/관용어
22318,catch on,~을 이해하다,숙어/관용어
22319,catch on,인기를 끌다,숙어/관용어
22320,catch sight of,~을 보다,숙어/관용어
22321,catch up,따라잡다,숙어/관용어
22322,catch up with,따라잡다,숙어/관용어
22323,categorize,분류하다,동사
22324,caterpillar,애벌레,명사
22325,CCTV,폐쇄회로 TV,명사
22326,ceaseless,끊임없는,형용사
22327,celadon,청자(색),명사
22328,celebrated,유명한,형용사
22329,celebration,축하,명사
22330,celebration,기념(행사),명사
22331,centipede,지네,명사
22332,ceremonially,"의식적으로,형식적으로",부사
22333,certain,"확실한,특정한",형용사
22334,certain,특정한,형용사
22335,certain,약간의,형용사
22336,certain,어떤,형용사
22337,certainty,확신,명사
22338,challenger,도전자,명사
22339,challenging spirit,도전 정신,명사
22340,championship,선수권 대회,명사
22341,characterize,특징짓다,동사
22342,charge,청구하다,동사
22343,charge,"기소하다,고소하다",동사
22344,charge,요금,명사
22345,charge,충전하다,동사
22346,charge,책임을 맡기다,동사
22347,charge,(외상으로) 달아놓다,동사
22348,charge,비난,명사
22349,charge,"기소,혐의",명사
22350,charisma,"매혹시키는 능력,카리스마",명사
22351,charming,매력적인,형용사
22352,chase after,~을 쫓다,숙어/관용어
22353,chatter,수다를 떨다,동사
22354,cheat,속이다,동사
22355,cheat on,부정 행위를 하다,숙어/관용어
22356,checkout,(숙박업소) 퇴실 절차,명사
22357,checkup,건강 검진,명사
22358,cheerful,"명랑한,활기찬",형용사
22359,cherish,소중히 여기다,동사
22360,chief editor,편집장,명사
22361,childhood,어린 시절,명사
22362,childlike,어린아이 같은,형용사
22363,chime,(벨소리로) 알리다,동사
22364,chime,"종소리,선율",명사
22365,chop off,잘라내다,숙어/관용어
22366,choral,합창의,형용사
22367,chute,"비상 탈출 슬라이드,활송 장치",명사
22368,circuit,회로,명사
22369,circuit,"(스포츠의) 연맹,협회",명사
22370,circular,원의,형용사
22371,circular,순환하는,형용사
22372,circulation,순환,명사
22373,circulation,판매 부수,명사
22374,circulation,유통,명사
22375,cityscape,도시경관,명사
22376,civil rights,시민의 평등권,명사
22377,civilization,문명(화),명사
22378,clam,조개,명사
22379,clarity,명쾌함,명사
22380,clarity,투명함,명사
22381,classic,고전적인,형용사
22382,classification,분류,명사
22383,classify,분류하다,동사
22384,claw,"(동물/새의) 발톱,집게",명사
22385,claw,갈고리 모양의 연장,명사
22386,cleaning agent,세정제,명사
22387,cleanse,깨끗이 하다,동사
