textbook ID,학년,출판사,교육과정,Lesson,구분,Title,DESCRIPTION,Key Expression (영어),Key Expression (한국어),Sub Expression (영어),Sub Expression (한국어),학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
701,중1,능률(김),2015,6,function,The Joy of Art,What do you think of ()?를 활용해 의견을 묻고 답하기.,"A: What do you think of this movie?
 B: I think it’s amazing.","A: 이 영화에 대해 어떻게 생각해?
 B: 나는 정말 놀랍다고 생각해.","A: How do you feel about ()?
 B: I feel it’s ().
 A: What’s your opinion on ()?
 B: I believe it’s ().",,"의견을 묻고 답할 수 있어요.
 What do you think of ()?와 같은 표현을 사용하여 자신의 의견을 표현할 수 있어요.",A: ___ this movie?,이 영화에 대해 어떻게 생각해?,What's your opinion on,What do you think of,How do you feel about,What do you think of,2,A: ___ this pizza?,이 피자에 대해 어떻게 느껴?,What's your opinion on,I believe it's,How do you feel about,How do you feel about,3,A: What do you think of this book? B: I think it's fascinating. A: How do you feel about this painting? B: I feel it's inspiring.,A: 이 책에 대해 어떻게 생각해? B: 정말 매력적이야. A: 이 그림에 대해 어떻게 느껴? B: 정말 감동적이야.
701,중1,능률(김),2015,6,function,The Joy of Art,must not ()를 활용해 금지 표현하기.,You must not use your phone in class.,수업 중에 휴대폰을 사용하면 안 돼.,"You are not allowed to ().
 It’s forbidden to ().",,"수업 중에 전화기를 사용하지 못한다는 금지 표현을 사용할 수 있어요.
 ‘must not’와 ‘are not allowed to’ 등의 표현을 활용하여 금지를 나타낼 수 있어요.",You ___ your phone in class.,수업 중에는 전화기를 사용해서는 안 돼요.,will use,must not use,can use,must not use,2,You ___ to use your phone in class.,수업 중에는 전화기를 사용해도 안 돼요.,are not allowed,are allowed,are required,are not allowed,1,"A: You must not eat in the library. B: Oh, I didn't know that! A: You are not allowed to talk loudly there. B: I understand; I'll keep quiet.","A: 도서관에서 음식을 먹어서는 안 돼요. B: 아, 그걸 몰랐어요! A: 그곳에서 큰 소리로 말하는 것도 금지되어 있어요. B: 알겠어요; 조용히 할게요."
701,중1,능률(김),2015,7,function,Time for Stories,Why don’t you ()?를 활용해 권유 표현하기.,Why don’t you try this restaurant?,이 레스토랑을 한번 가보는 게 어때?,"How about ()?
 You should try ().",,"권유 표현을 활용하여 제안을 할 수 있어요.
 Why don’t you ()?와 How about ()? You should try ()와 같은 표현을 사용할 수 있어요.",Why don’t you ___ this restaurant?,왜 이 식당에 한 번 가봐?,check,try,eat,try,2,How about this restaurant? You should ___.,이 식당 어때? 한 번 가봐.,try,skip,ignore,try,1,A: Why don't you try the new bistro downtown? B: That sounds like a great idea. A: And how about this restaurant? You should try their special menu. B: I will definitely check it out.,A: 시내에 새로 생긴 비스트로를 한 번 가봐. B: 좋은 생각인 것 같아. A: 그리고 이 식당 어때? 특별 메뉴를 한 번 시도해 봐. B: 꼭 한 번 가볼게.
701,중1,능률(김),2015,7,function,Time for Stories,부가의문문을 활용해 확인 요청하기.,"A: It’s a beautiful day, isn’t it?
 B: No, it isn’t. It’s cloudy.","A: 오늘 정말 아름다운 날씨지, 그렇지 않니?
 B: 아니야, 흐려.","A: (), doesn't it?
 B: No, it ().
 A: Isn’t she ()?
 B: No, she’s ().",,"부가의문문을 활용해 확인 요청할 수 있어요.
 You can use tag questions to ask for confirmation.","It’s a beautiful day, ________?","오늘은 정말 아름다운 날이야, 그렇지?",is it,isn't it,aren't it,isn't it,2,"It ________, doesn't it?","날씨가 따뜻하지, 그렇지?",is cold,is warm,is heavy,is warm,2,"A: It looks bright outside, doesn't it? B: No, it doesn't. The forecast said it might rain. A: Isn't that surprising? B: Absolutely, it is!","A: 밖이 밝아 보이지, 그렇지? B: 아니, 그렇게 보이지 않아. 일기예보에서 비가 올 수도 있다고 했어. A: 정말 놀랍지 않아? B: 응, 정말 그래!"
801,중2,능률(김),2015,1,function,Express Yourself,be interested in을 활용해 관심사 묻고 답하기.,"A: What are you interested in?
 B: I’m interested in photography.","A: 너는 무엇에 관심이 있어?
 B: 나는 사진 촬영에 관심이 있어.","A: What do you like?
 B: I like ().
 A: What is your hobby?
 B: My hobby is ().",,"be interested in을 활용해 관심사 묻고 답할 수 있어요.
 다양한 표현을 활용하여 관심사를 물어보고 대답할 수 있어요.",A: What are you ________?,A: 너는 무엇에 관심 있어? B: 나는 사진에 관심 있어.,obsessed with,interested in,fascinated by,interested in,2,A: What do you ________?,A: 너는 무엇을 좋아해?,ignore,like,dislike,like,2,A: Are you interested in art? B: I'm interested in modern art. A: What do you like about art? B: I like its color and creativity.,A: 너는 예술에 관심 있어? B: 나는 현대 미술에 관심 있어. A: 예술의 어떤 점을 좋아해? B: 색감과 창의성이 좋아.
801,중2,능률(김),2015,1,function,Express Yourself,조동사 may를 활용해 허락 요청하고 답하기.,"A: May I leave early?
 B: Yes, you may. / No, you may not.","A: 제가 일찍 가도 될까요?
 B: 네, 괜찮아요. / 아니요, 안 됩니다.","A: Can I ()?
 B: Sure, you can. / No, you can’t.
 A: Is it okay if I ()?
 B: Yes, it is. / No, it isn’t.",,"조동사 may를 사용하여 허락을 요청하고 응답할 수 있어요.
 다른 표현을 통해 허락을 묻는 방법을 배워요.",___ I leave early?,일찍 퇴장해도 될까요?,can,may,must,may,2,Is it okay if I ___?,내가 일찍 퇴근해도 괜찮을까요?,stay late,leave early,arrive early,leave early,2,"A: May I use your pen? B: Yes, you may. A: Is it okay if I copy your notes? B: Yes, it is.","A: 펜을 써도 될까요? B: 네, 써도 돼요. A: 노트를 베껴도 괜찮을까요? B: 네, 괜찮아요."
801,중2,능률(김),2015,2,function,"Eat Right, Be Happy",d better ~를 활용해 충고하기.,You’d better take an umbrella.,너는 우산을 챙기는 게 좋겠어.,You should ~. It’s a good idea to ~.,,"충고할 때 'd better와 should를 활용하여 조언할 수 있어요.
 충고를 줄 때 'd better나 should와 같은 표현을 사용할 수 있어요.",___ take an umbrella.,우산을 가져가는 게 좋겠어.,You will,You'd better,You must,You'd better,2,"___, it's a good idea to take an umbrella.",우산을 가져가는 게 좋은 생각이야.,You would,You should,You might,You should,2,"A: You'd better take an umbrella. B: Why, is it going to rain? A: You should check the weather forecast. B: Good idea, I'll check it out.","A: 우산을 가져가는 게 좋겠어. B: 왜, 비가 올 것 같아? A: 날씨 예보를 확인하는 게 좋을 거야. B: 좋은 생각이야, 확인해 볼게."
801,중2,능률(김),2015,2,function,"Eat Right, Be Happy",동사 recommend를 활용해 추천 요청하고 답하기.,"A: What do you recommend?
 B: I recommend this restaurant.","A: 무엇을 추천해 줄래?
 B: 나는 이 식당을 추천해.","A: What’s your suggestion?
 B: I suggest ().
 A: What should I try?
 B: You should try ().",,"추천을 요청하고 답할 수 있어요.
 You can ask for and answer recommendation requests.",A: What do you _______?,뭐를 추천해요?,suggest,recommend,order,recommend,2,B: I _______ this dish.,나는 이 요리를 제안해요.,suggest,recommend,try,suggest,1,A: What do you recommend for lunch? B: I recommend the new cafe. A: Any other idea? B: I suggest trying the soup.,A: 점심으로 뭘 추천하세요? B: 새로운 카페를 추천합니다. A: 다른 아이디어 있어요? B: 수프를 먹어보라고 제안합니다.
801,중2,능률(김),2015,3,function,Understand the World,현재완료 시제 have ()를 활용해 경험 묻고 답하기.,"A: Have you ever traveled abroad?
 B: Yes, I have. / No, I haven’t.","A: 너 해외여행 해본 적 있어?
 B: 응, 해봤어. / 아니, 안 해봤어.","A: Have you tried ()?
 B: Yes, I have. / No, I haven’t.
 A: Did you ever ()?
 B: Yes, I did. / No, I didn’t.",,"현재완료 시제를 활용해 질문을 하고 경험에 대해 답할 수 있어요.
 have를 사용하여 해외여행 및 다양한 경험을 물어보고 대답할 수 있어요.","A: Have you ever _______? B: Yes, I have. / No, I haven’t.",해외여행 경험에 대해 묻는 현재완료 시제 표현입니다.,visited nearby,traveled abroad,stayed at home,traveled abroad,2,"A: Have you _______? B: Yes, I have. / No, I haven’t.",경험을 물어볼 때 쓰는 'try'의 과거분사 형태 표현입니다.,enjoyed,tried,tested,tried,2,"A: Have you ever visited a foreign country? B: Yes, I have. A: Did you ever try local street food? B: Yes, I did.","A: 해외에 가본 적 있어? B: 응, 가본 적 있어. A: 혹시 길거리 음식을 먹어본 적 있어? B: 응, 먹어본 적 있어."
801,중2,능률(김),2015,3,function,Understand the World,What does () mean?를 활용해 의미 묻고 답하기.,"A: What does ""sustainable"" mean?
 B: It means something that can last for a long time.","A: ""지속 가능하다""는 무슨 뜻이야?
 B: 오래 지속될 수 있다는 뜻이야.","A: What is the meaning of ()?
 B: It’s ().",,"‘What does () mean?’을 사용하여 단어의 의미를 물을 수 있어요.
 질문과 답변을 통해 단어의 의미를 이해할 수 있어요.","A: What does ""________"" mean? B: It means something that can last for a long time.",A: 'sustainable'의 의미가 뭐예요? B: 오랫동안 지속될 수 있다는 뜻이에요.,temporary,sustainable,renewable,sustainable,2,A: What is the meaning of ______? B: It’s sustainable.,A: 'sustainable'의 의미가 무엇인가요? B: 오랫동안 지속될 수 있다는 뜻이에요.,sustainable,brief,renewable,sustainable,1,"A: What does ""efficient"" mean? B: It means achieving maximum productivity with minimal waste. A: What is the meaning of efficient? B: It’s about doing more with less.",A: 'efficient'의 의미가 무엇인가요? B: 최소의 낭비로 최대의 생산성을 달성하는 것을 의미해요. A: 'efficient'의 의미가 뭐예요? B: 더 적은 노력으로 더 많은 것을 이루는 거예요.
801,중2,능률(김),2015,4,function,Go Green Together,be worried about ()를 활용해 걱정 표현하기.,I’m worried about my test results.,나는 시험 결과가 걱정돼.,"I’m concerned about ().
 I feel uneasy about ().",,"be worried about를 활용해 걱정 표현할 수 있어요.
 시험 결과에 대해 걱정하는 마음을 영어로 표현할 수 있어요.",I'm ______ about my test results.,내 시험 결과에 대해 걱정하고 있어.,excited,worried,relaxed,worried,2,I'm ______ about my test results.,내 시험 결과에 대해 걱정하고 있어.,happy,carefree,concerned,concerned,3,"A: I'm worried about the exam tomorrow. B: Don't stress, you've prepared well. A: I'm concerned about getting a good score. B: Just stay calm and review your notes.","A: 내일 시험이 걱정돼. B: 걱정 마, 너 잘 준비했어. A: 좋은 점수를 받을 수 있을지 고민돼. B: 침착하게 노트를 다시 검토해보자."
801,중2,능률(김),2015,4,function,Go Green Together,Can you tell me how to ()?를 활용해 방법 묻기.,Can you tell me how to use this software?,이 소프트웨어를 어떻게 사용하는지 알려줄 수 있어?,"How do you ()?
 Could you explain how to ()?",,"방법을 묻는 표현을 사용할 수 있어요.
 Can you tell me how to ()?와 같은 표현을 사용하여 방법을 물어볼 수 있어요.",Can you tell me how to _____?,이 소프트웨어를 어떻게 사용하는지 말해줄 수 있나요?,edit this software,use this software,delete this software,use this software,2,How do you _____?,이 소프트웨어를 어떻게 사용하는지 알려줄래요?,buy this software,install this software,use this software,use this software,3,"A: Can you tell me how to install this software? B: Certainly, you need to download the installer first. A: How do you install it properly? B: Follow the on-screen instructions carefully.","A: 이 소프트웨어를 어떻게 설치하는지 말해줄 수 있나요? B: 물론이죠, 먼저 설치 프로그램을 다운로드해야 해요. A: 보통은 어떻게 설치하나요? B: 화면의 지시에 따라 설치하면 돼요."
801,중2,능률(김),2015,5,function,Give a Helping Hand,Can you help me ()?를 활용해 도움 요청하고 답하기.,"A: Can you help me move this table?
 B: Sure. / I’m sorry, but I can’t.","A: 이 테이블 옮기는 거 도와줄 수 있어?
 B: 물론이지. / 미안하지만 못 도와줘.","A: Could you help me ()?
 B: Of course! / Sorry, I can’t.
 A: Would you mind helping me ()?
 B: Not at all. / Sorry, I’m busy right now.",,"도움 요청하고 응답하는 표현을 사용할 수 있어요.
 Can you help me ()?를 활용해 도움 요청하고 답할 수 있어요.",A: Can you help me ____ this table? B: Sure.,A: 이 테이블을 옮기는 데 도와줄 수 있니? B: 물론이지.,shake,move,fix,move,2,A: Would you mind ____ me? B: Not at all.,A: 나 좀 도와줄래? B: 전혀 문제 없어요.,helps,helping,help,helping,2,"A: Can you help me lift this box? B: I'm sorry, but I can't. A: Would you mind helping me pack these items? B: Not at all.","A: 이 상자를 들어줄 수 있어? B: 미안하지만, 할 수 없어. A: 이 물건들을 포장하는 데 도와줄래? B: 전혀 문제 없어요."
801,중2,능률(김),2015,5,function,Give a Helping Hand,Why don’t we ()?를 활용해 제안하기.,Why don’t we go hiking this weekend?,이번 주말에 하이킹 가는 게 어때?,"How about ()?
 Let’s ().",,"이 표현들을 활용해 제안할 수 있어요.
 You can use these expressions to make suggestions using ‘Why don’t we ()?’ and ‘How about ()? Let’s ()?’",Why don’t we ___ this weekend?,이번 주말에 하이킹 가자는 제안 표현입니다.,go hiking,watch a movie,have a picnic,go hiking,1,How about going hiking? Let’s ___.,하이킹 가는 건 어때? 하이킹 가자고 제안하는 표현입니다.,eat dinner,go hiking,visit a museum,go hiking,2,A: Why don’t we try cycling this weekend? B: That sounds exciting! A: How about a bike tour? Let’s go for it.,A: 이번 주말에 자전거 타보는 건 어때? B: 재밌을 것 같아! A: 자전거 투어하는 건 어때? 같이 가보자.
801,중2,능률(김),2015,6,function,The Best Trip of Your Life,동사 plan을 활용해 계획이나 예정된 일 묻고 답하기.,"A: What are you planning to do on your trip?
 B: I’m planning to visit the museum.","A: 여행에서 무엇을 할 계획이야?
 B: 나는 박물관을 방문할 계획이야.","A: What are you going to do on your trip?
 B: I’m going to ().
 A: What are you thinking of doing on your trip?
 B: I’m thinking of ().",,"계획이나 예정된 일을 묻고 답할 수 있어요.
 동사 plan과 its alternatives인 going to, thinking of 등을 활용하여 미래 계획을 표현할 수 있어요.",A: What are you ______ to do on your trip? B: I’m planning to visit the museum.,A: 여행 중에 무엇을 계획할 거예요? B: 나는 박물관을 방문할 거예요.,thinking,planning,going,planning,2,A: What are you ______ to do on your trip? B: I’m going to visit the museum.,A: 여행 중에 무엇을 할 예정이에요? B: 나는 박물관을 방문할 거예요.,going to,thinking of,planning,going to,1,A: What are you planning to do after school? B: I’m planning to join a club. A: What are you going to do this weekend? B: I’m going to watch a movie.,A: 방과 후에 무엇을 할 계획이야? B: 나는 동아리에 가입할 거야. A: 이번 주말에 무엇을 할 예정이야? B: 나는 영화를 볼 거야.
801,중2,능률(김),2015,6,function,The Best Trip of Your Life,How long does it take to ()?를 활용해 소요 시간 묻고 답하기.,"A: How long does it take from Seoul to Busan?
 B: It takes about three hours.","A: 서울에서 부산까지 얼마나 걸려?
 B: 약 세 시간 걸려.","A: How much time do you need to ()?
 B: I need () minutes/hours/days.
 A: How long will it take to ()?
 B: It will take () minutes/hours/days.",,"소요 시간을 묻고 답하는 표현을 사용할 수 있어요.
 Be able to ask and answer questions about duration using expressions like 'How long does it take to...?'",A: ______ from Seoul to Busan? B: It takes about three hours.,A: 서울에서 부산까지 가는데 얼마나 걸리나요? B: 약 세 시간이 걸려요.,How many hours does it take,How long does it take,How much time does it take,How long does it take,2,A: ______? B: It will take 45 minutes.,A: 얼마나 걸릴까요? B: 45분 정도 걸릴 거예요.,How many minutes will it take to,How long will it take to,How much time does it take to,How long will it take to,2,A: How long does it take from the library to the park? B: It takes about twenty minutes. A: How much time do you need to walk there? B: I need fifteen minutes.,A: 도서관에서 공원까지 가는데 얼마나 걸리나요? B: 약 20분 걸려요. A: 거기까지 걷는 데 얼마나 시간이 필요해요? B: 15분 정도 걸려요.
801,중2,능률(김),2015,7,function,On My Way to the Future,I’m good at ()를 활용해 능력 표현하기.,I’m good at playing the guitar.,나는 기타를 잘 쳐.,"I’m skilled at ().
 I think I’m great at ().",,"나는 기타 연주를 잘한다는 표현을 배워요.
 I’m good at ~ 등의 표현으로 자신의 능력을 나타낼 수 있어요.",I'm ___.,나는 기타 연주를 잘해.,bad at playing the guitar,good at playing the guitar,great at playing drums,good at playing the guitar,2,I'm skilled at ___.,나는 기타 연주에 능숙해.,playing the piano,playing the guitar,playing football,playing the guitar,2,"A: I'm good at playing the piano. B: That's cool! I wish I could play the piano too. A: I'm skilled at playing the piano. I think I'm great at playing the piano. B: Wow, you must practice a lot!","A: 나는 피아노 연주를 잘해. B: 멋지다! 나도 피아노를 칠 수 있으면 좋겠어. A: 나는 피아노 연주에 능숙해. 난 피아노 연주를 정말 잘한다고 생각해. B: 와, 정말 많이 연습했겠네!"
801,중2,능률(김),2015,7,function,On My Way to the Future,need 동사를 활용해 조언 구하고 답하기.,"A: What do I need to do?
 B: You need to practice more.","A: 나는 무엇을 해야 할까?
 B: 너는 연습을 더 해야 해.","A: What should I do?
 B: You should ().
 A: Can you tell me what to do?
 B: You have to ().",,"need 동사를 사용해 조언을 구하고 답할 수 있어요.
 Be able to ask for and give advice using 'need' expressions.",What do I ___ to do?,내가 무엇을 할 필요가 있나요?,should,need,have,need,2,A: What should I do? B: You ___.,A: 내가 무엇을 해야 하나요? B: 너는 그렇게 하는 것이 좋겠어.,must,should,can,should,2,A: What do I need to do to improve my skills? B: You need to work harder. A: Can you advise me on my next step? B: You should focus on practicing daily.,A: 내 실력을 향상시키려면 무엇을 해야 하나요? B: 더 열심히 해야 해요. A: 다음 단계에 대해 조언해줄 수 있나요? B: 매일 연습에 집중하는 것이 좋겠어요.
