textbook ID,학년,출판사(저자),교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_Kor,SUB_EXPRESSION,SUB_EXPRESSION_Kor
802,중2,능률(양),2015,8,"Beautiful Words, Better World",ask / tell + 목적어 + to부정사,She told her friend to paint the old wall.,그녀는 친구에게 낡은 벽을 칠하라고 말했어요.,He asked his teacher to explain the difficult grammar. They told us to study hard for the upcoming exam.,그는 선생님에게 어려운 문법을 설명해 달라고 부탁했어요. 그들은 우리에게 다가오는 시험을 위해 열심히 공부하라고 했어요.
803,중2,동아(윤),2015,1,My Happy Everyday Life,수여동사,You can also lend me your favorite book.,너의 좋아하는 책을 빌려줘요.,She can always give me kind words. They can also bring us tasty snacks.,그녀는 항상 친절한 말을 해줘요. 그들은 우리에게 맛있는 간식을 가져다줘요.
803,중2,동아(윤),2015,2,Enjoying Local Culture,have to,We have to try the traditional market food.,우리는 전통 시장 음식을 꼭 먹어봐야 해요.,You have to visit a local festival. They have to explore the ancient town.,너는 지역 축제를 꼭 방문해야 해요. 그들은 고풍스런 마을을 탐험해야 해요.
803,중2,동아(윤),2015,3,Ideas for Saving the Earth,수동태,The project was created by a young student.,그 프로젝트는 한 어린 학생에 의해 만들어졌어요.,The new idea was developed by the team. The plan was improved by experts.,새로운 아이디어는 팀에 의해 개발되었어요. 계획은 전문가들에 의해 개선되었어요.
803,중2,동아(윤),2015,4,The Amazing World of Animals,주격 관계대명사,Biologists who were analyzing animal habits designed an experiment.,동물 습관을 분석하던 생물학자들이 실험을 설계했어요.,Students who were passionate about nature visited the zoo. Volunteers who were caring for animals organized a fun event.,자연에 열정적이던 학생들이 동물원을 방문했어요. 동물을 돌보던 자원봉사자들이 즐거운 행사를 조직했어요.
803,중2,동아(윤),2015,5,Living Healthily and Safely,목적격 관계대명사,A health routine that I follow is morning jogging.,내가 따르는 건강한 생활은 아침 조깅이에요.,A person who exercises daily feels more energetic. A doctor that advises healthy eating prepared the meal plan.,매일 운동하는 사람은 기운이 더 넘쳐요. 건강한 식습관을 권하는 의사가 식단을 준비했어요.
803,중2,동아(윤),2015,6,"Different People, Different Views",지각동사＋목적어＋ing,I heard my neighbor singing on the rooftop.,나는 이웃이 옥상에서 노래하는 것을 들었어요.,Sam saw a man jogging in the park. Lily watched a friend sketching in the café.,샘은 공원에서 한 남자가 조깅하는 것을 봤어요. 릴리는 카페에서 친구가 스케치하는 것을 봤어요.
803,중2,동아(윤),2015,7,Life in Space,현재완료,I've visited a space camp.,나는 우주 캠프를 방문한 적이 있어요.,She has experienced zero gravity. He has learned about planets.,그녀는 무중력을 경험한 적이 있어요. 그는 행성들에 대해 배운 적이 있어요.
803,중2,동아(윤),2015,8,Pride of Korea,의문사를 포함한 간접의문문,Please tell me why she left the meeting early.,그녀가 왜 회의를 일찍 떠났는지 알려줘요.,Please tell me where the ceremony was held. Please tell me who organized the event.,행사가 어디서 열렸는지 알려줘요. 행사를 누가 주최했는지 알려줘요.
804,중2,동아(이),2015,1,Can We Talk?,to부정사,I want to help you express your feelings.,나는 당신이 감정을 표현하도록 돕고 싶어요.,She decided to share her story openly. We hope to listen to each other's thoughts carefully.,그녀는 자신의 이야기를 담대하게 나누기로 했어요. 우리는 서로의 생각을 주의 깊게 듣기를 바래요.
804,중2,동아(이),2015,2,Close to You,현재완료,My sister has been busy since morning.,내 여동생은 아침부터 바빴어요.,My brother has been excited since the game started. My friend has been creative since summer vacation.,내 동생은 경기가 시작된 이후로 신이 났어요. 내 친구는 여름 방학 이래로 창의적이었어요.
804,중2,동아(이),2015,3,The Music Goes,수동태,The song was written by a famous composer.,그 노래는 유명한 작곡가에 의해 쓰여졌어요.,The concert was attended by many fans. The album was praised by critics.,그 콘서트에는 많은 팬들이 참석했어요. 그 앨범은 평론가들에게 칭찬받았어요.
804,중2,동아(이),2015,4,Go for It!,주격 관계대명사,These are the students who solve every tricky problem.,이들은 모든 어려운 문제를 푸는 학생들이에요.,My friend is someone who studies hard every day. Our team is made up of members who never quit.,내 친구는 매일 열심히 공부하는 사람이에요. 우리 팀은 절대 포기하지 않는 구성원들로 이루어져 있어요.
804,중2,동아(이),2015,5,"Come One, Come",가주어 it,It is exciting to share my ideas with friends.,친구들과 내 생각을 나누는 것이 신나요.,It is interesting to learn new words every day. It is enjoyable to watch movies with my family.,매일 새로운 단어를 배우는 것이 재미있어요. 가족과 함께 영화를 보는 것이 즐거워요.
804,중2,동아(이),2015,6,Into Outer Space,동등 비교,A space station is about twice as large as a school.,우주 정거장은 학교보다 두 배나 커요.,A space walk is about twice as exciting as a park visit. A rocket launch is about three times as loud as a school bell.,우주 유영은 공원 방문보다 두 배나 신나요. 로켓 발사는 학교 종소리보다 세 배나 시끄러워요.
804,중2,동아(이),2015,7,Can I Trust It?,so ~ that,The book is so captivating that I read it in one sitting.,그 책이 너무 매력적이어서 한 번에 읽어버렸어요.,The game was so thrilling that we played it for hours. The meal was so delicious that I asked for a second serving.,그 게임이 너무 신나서 몇 시간 동안 계속 플레이했어요. 그 식사가 너무 맛있어서 한 번 더 주문했어요.
804,중2,동아(이),2015,8,Be Like Sherlock!,"something + 형용사, Is there something wrong?",There is something interesting about your idea.,네 아이디어에 뭔가 흥미로워요.,I found something peculiar near the park. Can you see something odd around here?,나는 공원 근처에서 뭔가 독특한 것을 발견했어요. 여기서 뭔가 이상한 것을 볼 수 있어요.
805,중2,비상,2015,1,Suit Your Taste!,동명사,Trying new recipes is fun.,새로운 레시피를 시도하는 것이 재미있어요.,Baking delicious cakes is satisfying. Drinking fruit smoothies is refreshing.,맛있는 케이크를 굽는 것이 만족스러워요. 과일 스무디를 마시는 것이 상쾌해요.
805,중2,비상,2015,2,Half a World Away,If 조건절,"If you find me, it will be your lucky moment.","만약 나를 찾는다면, 네게 행운의 순간이 올 거예요.","If you travel far, surprises await you. If you meet strangers, share a smile.","만약 멀리 여행한다면, 놀라움이 기다려요. 만약 낯선 사람을 만나면, 미소를 나눠요."
805,중2,비상,2015,3,"I Wonder Why, I Wonder How",수동태,The museum is preserved by the community.,박물관은 지역 사회에 의해 보존돼요.,The book is read by curious minds. The song is enjoyed by the listeners.,책은 호기심 많은 이들에 의해 읽혀요. 노래는 청취자들에 의해 즐겨져요.
805,중2,비상,2015,4,Your Only Limit Is You,주격 관계대명사,There are friends who help me quietly.,조용히 도와주는 친구들이 있어요.,There is a teacher who inspires everyone. There are students who study eagerly.,모두에게 영감을 주는 선생님이 계세요. 열심히 공부하는 학생들이 있어요.
805,중2,비상,2015,5,Explore Your Feelings!,현재완료,I have discovered new paths in life.,나는 인생에서 새로운 길을 발견했어요.,She has overcome many challenges with courage. He has embraced every moment of his journey.,그녀는 용기로 많은 도전을 극복했어요. 그는 자신의 여정의 모든 순간을 받아들였어요.
805,중2,비상,2015,6,Doors to the Wild,가주어(it)~진주어(to부정사),It is exciting to explore new trails.,새로운 길을 탐험하는 것은 신나요.,It is important to wear boots during the hike. It is thrilling to camp in the wilderness.,등산할 때 부츠를 신는 것이 중요해요. 야생에서 캠핑하는 것은 스릴 있어요.
805,중2,비상,2015,7,Art around Us,사역동사,The exhibition will make you appreciate art deeper.,그 전시회는 너로 하여금 예술을 더 깊이 감상하게 만들어요.,The tour will make you explore the museum further. This sculpture will make you think about beauty differently.,그 투어는 너로 하여금 박물관을 더 탐험하게 만들어요. 이 조각상은 너로 하여금 아름다움에 대해 다르게 생각하게 만들어요.
805,중2,비상,2015,8,Changes Ahead,so~that...can't... We were so tired that we could not go out.,The weather was so unpredictable that we couldn't plan our trip.,날씨가 너무 변덕스러워서 여행 계획을 세울 수 없었어요.,The road was so slippery that we had to drive slowly. The event was so surprising that everyone cheered.,도로가 너무 미끄러워서 천천히 운전해야 했어요. 행사가 너무 놀라서 모두 환호했어요.
806,중2,천재(이),2015,1,Off to a Good Start,주격 관계대명사,I need someone who listens to my ideas.,내 아이디어를 들어주는 사람이 필요해요.,She found a tutor who understands math. They met a teacher who inspires them.,그녀는 수학을 잘 이해해주는 튜터를 찾았어요. 그들은 영감을 주는 선생님을 만났어요.
806,중2,천재(이),2015,2,Connecting with the World,목적격 관계대명사,I met the friend whom I value the most at the school event.,나는 학교 행사에서 가장 소중하게 생각하는 친구를 만났어요.,I talked with the mentor whom I admire during the class. I thanked the teammate whom I support during the game.,나는 수업 시간에 가장 존경하는 멘토와 이야기했어요. 나는 경기 중에 가장 응원하는 팀원에게 감사를 표했어요.
806,중2,천재(이),2015,3,"Healthy Life, Happy Life",부정사 It ~ to  It is good to exercise regularly.,It is important to eat fruits daily.,과일을 매일 먹는 것이 중요해요.,It is fun to play outdoor games. It is easy to sleep early on weekends.,밖에서 게임하는 것이 재밌어요. 주말에 일찍 자는 것이 쉬워요.
806,중2,천재(이),2015,4,"Earth, Our Only Home",수동태,This plant was watered by our teacher.,이 식물은 우리 선생님에 의해 물을 주셨어요.,The landscape was admired by everyone. The community center was built by local volunteers.,그 경관은 모두에게 감탄 받았어요. 그 커뮤니티 센터는 지역 자원봉사자들에 의해 지어졌어요.
806,중2,천재(이),2015,5,Understanding Others,목적어 + 부정사 want/ask/tell + to,The teacher asked her student to consider different views.,선생님은 학생에게 다양한 관점을 고려해보도록 부탁했어요.,My friend wants me to listen more to her stories. The counselor told us to respect each other's opinions.,내 친구는 내게 그녀의 이야기를 더 잘 들어주길 원해요. 상담사는 우리에게 서로의 의견을 존중하라고 말했어요.
806,중2,천재(이),2015,6,Near and Dear,목적어 + 동사원형 make/have/let,I will let my friend have a small gift.,나는 친구에게 작은 선물을 갖게 해요.,She made her brother eat dinner early. My mom lets me choose my outfit every day.,그녀는 동생에게 일찍 저녁을 먹게 했어요. 엄마는 매일 내가 옷을 고르게 해요.
806,중2,천재(이),2015,7,A Life Full of Fun,현재완료,I have enjoyed biking in the park for two hours.,나는 두 시간 동안 공원에서 자전거 타기를 즐겼어요.,She has visited many new cafes around the city. They have explored various fun activities on weekends.,그녀는 도시 곳곳의 새로운 카페를 방문했어요. 그들은 주말마다 다양한 재미있는 활동을 탐험했어요.
806,중2,천재(이),2015,8,"Viva, South America",최상급,Machu Picchu is the most impressive site in South America.,마추픽추는 남미에서 가장 인상적인 명소예요.,The Amazon is the largest forest in the world. Rio de Janeiro is the most vibrant city in Brazil.,아마존은 세계에서 가장 큰 숲이에요. 리우데자네이루는 브라질에서 가장 생동감 있는 도시예요.
807,중2,천재(정),2015,1,Time to Start Again,부정사의 형용사적 용법,She has a book to read.,그녀는 읽을 책이 있어요.,I have homework to finish. He knows a place to relax.,나는 끝낼 숙제가 있어요. 그는 쉴 수 있는 곳을 알아요.
807,중2,천재(정),2015,2,I Love My Town!,접속사 if,They will enjoy music if they attend the local concert.,그들은 동네 콘서트에 가면 음악을 즐길 거예요.,He will relax if he visits the park. We will discover hidden gems if we walk around downtown.,그는 공원을 방문하면 쉴 거예요. 우리는 도심을 걸으면 숨겨진 보물을 찾을 거예요.
807,중2,천재(정),2015,3,"Be Active, Be Safe!",현재완료,I have attended the safety workshop before.,나는 예전에 안전 워크숍에 참석했어요.,I have learned first aid skills recently. I have improved my physical health over time.,나는 최근에 응급처치 기술을 배웠어요. 나는 시간이 지나면서 체력을 향상시켰어요.
807,중2,천재(정),2015,4,Memories in Your Heart,주격/목적격 관계대명사,Emily is a kind girl who loves adventures.,에밀리는 모험을 좋아하는 착한 소녀에요.,Lucas is a boy who studies hard every day. Sophia is a girl who enjoys reading books.,루카스는 매일 열심히 공부하는 소년이에요. 소피아는 책 읽는 것을 즐기는 소녀에요.
807,중2,천재(정),2015,5,Shapes Around Us,의문사 + 부정사,I don't know how to combine these shapes.,이 도형들을 어떻게 조합하는지 모르겠어요.,He doesn't know how to measure that shape. She doesn't know how to cut the paper precisely.,그는 그 도형을 어떻게 재는지 모르겠어요. 그녀는 종이를 정확하게 자르는 방법을 모르겠어요.
807,중2,천재(정),2015,6,Love the Earth,a few,I planted a few trees in my garden.,나는 정원에 나무 몇 그루를 심었어요.,She found a few reusable bags for shopping. He bought a few eco-friendly products online.,그녀는 쇼핑할 때 사용할 수 있는 재사용 가능한 가방 몇 개를 찾았어요. 그는 온라인으로 친환경 제품 몇 개를 구입했어요.
807,중2,천재(정),2015,7,A Step Inside the Culture,현재분사,It seems like an excited girl running along the river with colorful umbrellas.,형형색색 우산과 함께 강가를 달리는 신나는 소녀처럼 보여요.,He appears a relaxed teacher strolling through the campus with a gentle smile. It feels like a busy market bustling with vendors selling fresh produce.,도톰한 미소를 지으며 캠퍼스를 거니는 여유로운 선생님처럼 보여요. 신선한 농산물을 파는 상인들로 분주한 시장처럼 보여요.
807,중2,천재(정),2015,8,Design for All,so ~ that ... can’t,The shirt was so bright that I couldn’t see clearly.,그 셔츠는 너무 밝아서 잘 볼 수 없었어요.,The room was so noisy that we couldn't concentrate. The coffee was so hot that I couldn't hold the cup.,방이 너무 시끄러워서 집중할 수 없었어요. 커피가 너무 뜨거워서 컵을 쥘 수 없었어요.
808,중2,YBM(박),2015,1,Manage Yourself!,‘to’부정사의 형용사적 용법,She has a message to deliver.,그녀는 전달할 메시지가 있어요.,They found a reason to celebrate. We discovered a schedule to follow.,그들은 축하할 이유를 찾았어요. 우리는 따라야 할 스케줄을 발견했어요.
808,중2,YBM(박),2015,2,All about Safety,「의문사 + to부정사」 구문,I learned how to use a fire extinguisher.,나는 소화기를 사용하는 방법을 배웠어요.,He learned how to avoid accidents. She learned how to signal for help.,그는 사고를 피하는 방법을 배웠어요. 그녀는 도움을 청하는 방법을 배웠어요.
808,중2,YBM(박),2015,3,Living a Healthy Life,사역동사,It will make your body feel energized.,그것은 네 몸을 활기차게 해줄 거예요.,This exercise will help your mind relax. A good diet will make you feel revitalized.,이 운동은 네 마음을 편안하게 해줄 거예요. 건강한 식단은 네 기분을 새롭게 해줄 거예요.
808,중2,YBM(박),2015,4,To Be a Global Citizen!,주격 관계대명사,Global citizens are those who value everyone's culture.,글로벌 시민들은 모두의 문화를 소중하게 여겨요.,Many students are people who explore different languages. Teachers are individuals who inspire global understanding.,많은 학생들이 다양한 언어를 탐구해요. 선생님들은 세계적인 이해를 불러일으켜요.
808,중2,YBM(박),2015,5,"Different Countries, Different Cultures",수동태,This historic monument is respected by many visitors.,이 역사적인 기념물은 많은 방문객들에게 존경받아요.,The traditional festival is celebrated by the whole community. The famous museum is admired by art lovers.,전통 축제는 온 동네 사람들이 축하해요. 유명한 박물관은 미술 애호가들에게 칭찬받아요.
808,중2,YBM(박),2015,6,Wonders of Nature,「it + be동사 + 형용사 + to + 동사원형」 구문,It is essential to appreciate the unique colors of the sunset.,일몰의 독특한 색을 감상하는 것이 중요해요.,It is difficult to capture the beauty of the waterfall. It is exciting to explore hidden trails.,폭포의 아름다움을 담아내기 어려워요. 숨겨진 산책로를 탐험하는 것이 신나요.
808,중2,YBM(박),2015,7,Work on Your Dreams,「ask/want + 목적어 + to + 동사원형」 구문,My mentor wanted me to pursue an inspiring career.,나의 멘토는 나에게 영감을 주는 직업을 추구하라고 원했어요.,My professor asked us to prepare for future success. A good friend wanted me to keep working hard.,우리 교수님은 우리에게 미래의 성공을 준비하라고 부탁했어요. 좋은 친구는 나에게 계속 열심히 하라고 원했어요.
808,중2,YBM(박),2015,8,Science Is Making Big Changes,현재완료,Have you ever witnessed a real scientific experiment?,진짜 과학 실험을 목격해 본 적 있어요.,I have tried a cool experiment at school. We have seen science projects that amazed us.,학교에서 멋진 실험을 해 봤어요. 우리는 놀라운 과학 프로젝트를 본 적 있어요.
809,중2,YBM(송),2015,1,My Bucket List,형용사의 최상급,I believe that the piano has the most elegant tone of every instrument.,나는 피아노가 모든 악기 중에서 가장 우아한 소리를 낸다고 믿어요.,My friend said the violin has the prettiest melody among the strings. The trumpet produces the loudest sound in the band.,내 친구는 현악기 중에서 바이올린이 가장 예쁜 선율을 가지고 있다고 말했어요. 트럼펫은 밴드에서 가장 큰 소리를 내요.
809,중2,YBM(송),2015,2,Let’s Be Smart Smartphone Users,to' 부정사의 형용사적 용법,I need a tool to manage my time efficiently.,나는 내 시간을 효율적으로 관리하기 위한 도구가 필요해요.,She bought an app to organize her schedule. He designed a plan to upgrade his skills.,그녀는 일정을 정리하기 위한 앱을 샀어요. 그는 자신의 능력을 향상시키기 위한 계획을 세웠어요.
809,중2,YBM(송),2015,3,The School Club Activity Day,의문사 + 'to' 부정사,I learned how to prepare for fun activities.,나는 재미있는 활동을 준비하는 방법을 배웠어요.,He found out when to start the activities. She showed me where to meet the club members.,그는 활동을 시작할 때를 알아냈어요. 그녀는 동아리 멤버들을 만날 장소를 알려줬어요.
809,중2,YBM(송),2015,4,The Two Roads,현재완료,I have traveled far and wide.,나는 멀리 여기저기 여행했어요.,I have learned so much on my adventures. We have overcome many challenges.,나는 모험을 통해 많은 것을 배웠어요. 우리는 많은 도전을 이겨냈어요.
809,중2,YBM(송),2015,5,We Love Baseball,부가 의문문,"Ryan, you enjoy watching the game, don't you?",라이언은 경기를 즐겨보잖아요.,"Mina, the team plays very well, doesn't it? Mark, you practiced your swing, didn't you?",미나는 팀이 정말 잘 경기하잖아요. 마크는 스윙 연습을 했잖아요.
809,중2,YBM(송),2015,6,"New Places, New Experiences",so + 형용사/부사 + that + 주어 + 동사,The restaurant was so cozy that I stayed longer than planned.,그 식당이 너무 아늑해서 계획보다 오래 있었어요.,Her cooking is so amazing that everyone keeps coming back. The view was so breathtaking that people snapped lots of photos.,그녀의 요리가 너무 놀라워서 모두가 계속 찾아와요. 그 경치가 너무 아름다워서 사람들이 사진을 많이 찍었어요.
809,중2,YBM(송),2015,7,Living in the AI World,지각동사,I see robots moving along the sidewalk.,나는 인공지능 로봇이 인도를 걷는 것을 봐요.,I watch a drone flying above the city. I hear a computer buzzing in the office.,나는 도시 위로 드론이 날아가는 걸 봐요. 나는 사무실에서 컴퓨터가 윙윙거리는 소리를 들어요.
809,중2,YBM(송),2015,8,The Unknown Hero,want/ask/tell/press + 목적어 + to 부정사,My teacher asked me to complete the homework.,내 선생님이 숙제를 하라고 부탁했어요.,She wants her friend to join the debate club. The manager told his team to practice every day.,그녀는 친구가 토론 동아리에 참여하기를 원해요. 매니저는 팀에게 매일 연습하라고 말했어요.
809,중2,YBM(송),2015,9,Manners Make the Man,관계부사,People became kind when they understood the importance of respect.,사람들은 존중의 중요성을 이해할 때 친절해졌어요.,He feels proud when he practices good manners at school. They smile warmly when they greet their teachers.,그는 학교에서 예의 바르게 행동할 때 자부심을 느껴요. 그들은 선생님을 인사할 때 따뜻하게 웃어요.
801,중2,능률(김),2015,1,Express Yourself,감각을 나타내는 동사,My photos look brighter when I use natural light.,내 사진은 자연광을 쓸 때 더 밝게 보여요.,My self-portrait feels more lively with a colorful background. My sketches appear smoother when I use fine pencils.,내 초상화는 알록달록한 배경으로 더 생동감 있어 보여요. 내 스케치는 미세한 연필로 그릴 때 더 부드럽게 보여요.
801,중2,능률(김),2015,2,"Eat Right, Be Happy",빈도부사,An apple is a fruit that is red. I often drink milk in the morning.,사과는 빨간 과일이에요. 나는 아침에 자주 우유를 마셔요.,A pear is a fruit that is green. I usually eat bread during lunch. A strawberry is a fruit that is small. I always have juice after dinner.,배는 초록색 과일이에요. 나는 점심때 보통 빵을 먹어요. 딸기는 작은 과일이에요. 나는 저녁 후에 항상 주스를 마셔요.
801,중2,능률(김),2015,3,Understand the World,결과를 나타내는 so ~ that 구문,The museum was so huge that I got lost.,박물관이 너무 커서 길을 잃었어요.,My friend was so excited that he jumped with joy. The book was so interesting that I read it twice.,내 친구가 너무 신나서 기쁨에 뛰었어요. 그 책이 너무 흥미로워서 두 번 읽었어요.
801,중2,능률(김),2015,4,Go Green Together,비교급을 강조하는 표현,The shrubs thrive much quicker than those in the wild.,관목들이 야생에 있는 것보다 훨씬 빠르게 번성해요.,The trees absorb sunlight faster than the garden plants. The vegetable crops grow much larger than those in urban gardens.,나무들이 정원의 식물들보다 더 빨리 햇빛을 흡수해요. 채소 작물들이 도시 정원에 있는 것보다 훨씬 크게 자라요.
801,중2,능률(김),2015,5,Give a Helping Hand,감정을 나타내는 과거분사,I was moved by a kind act of help.,친절한 도움에 감동 받았어요.,They felt relieved after receiving help. He was encouraged by the supportive team.,도움을 받고 나서 안도했어요. 지원하는 팀에 격려 받았어요.
801,중2,능률(김),2015,6,The Best Trip of Your Life,간접의문문,I wonder where the best viewpoint is.,나는 가장 멋진 전망대가 어디 있는지 궁금해요.,He asked where the local market was. She asked where the famous bridge could be found.,그는 동네 시장이 어디 있는지 물었어요. 그녀는 유명한 다리가 어디 있는지 물었어요.
801,중2,능률(김),2015,7,On My Way to the Future,조건을 말하는 if절,"If you work hard and never give up, success will be yours.","열심히 노력하고 절대 포기하지 않으면, 성공이 찾아올 거예요.","If you study every day, you become more confident. If you take small steps, progress is sure.",매일 공부하면 자신감이 생겨요. 작은 발걸음을 내딛으면 발전이 보장돼요.
802,중2,능률(양),2015,1,What Is Your Color?,자신’이라는 뜻을 지니는 재귀대명사,Why don't you believe in yourself?,자신을 믿어보는 건 어때요?,"Can you trust yourself a little more? Sometimes, you must enjoy time with yourself.",조금 더 자신을 믿어봐요. 때로는 혼자 있는 시간도 즐겨봐요.
802,중2,능률(양),2015,2,"Old Things, New Art",not only ~ but also ~ 구문,She created not only vibrant paintings but also inspiring sculptures.,그녀는 생동감 있는 그림뿐만 아니라 영감을 주는 조각품도 만들었어요.,He designs not only remarkable crafts but also unique decorations. They produced not only creative drawings but also clever repurposed art.,그는 주목할 만한 공예품뿐만 아니라 독특한 장식도 디자인해요. 그들은 창의적인 그림뿐만 아니라 영리하게 재활용한 예술 작품도 만들었어요.
802,중2,능률(양),2015,3,"Go, Team!",형용사를 수식하는 enough,Linda is skilled enough to join the class.,린다는 반에 들어갈 만큼 실력이 있어요.,Tom is brave enough to try new things. Sara is talented enough to lead the project.,톰은 새로운 것을 시도할 만큼 용감해요. 사라는 프로젝트를 이끌 만큼 재능이 있어요.
802,중2,능률(양),2015,4,Natural Weather Forecasters,목적과 의도의 ‘so that ~’,The bird sings loudly so that it can attract a mate.,새가 짝을 끌기 위해 크게 노래해요.,The farmer waters the garden so that the crops grow well. The child reads a book so that she can learn new words.,농부는 작물이 잘 자라도록 정원을 물줘요. 그 아이는 새로운 단어를 익히기 위해 책을 읽어요.
802,중2,능률(양),2015,5,How Healthy Are Your Habits?,had better (not) ... You’d better follow the guidelines.,You'd better eat fruits every morning.,아침마다 과일을 먹는 게 좋겠어요.,You'd better exercise for at least 30 minutes. She had better avoid sugary drinks.,최소 30분 동안 운동하는 게 좋겠어요. 그녀는 설탕 음료를 피하는 게 좋겠어요.
802,중2,능률(양),2015,6,Jobs Then and Now,도치 구문,Here are some of the most admired jobs.,여기 가장 존경받는 직업들이 있어요.,Rarely do these careers offer easy work. Seldom does the company hire without careful planning.,이런 직업들이 쉬운 일만 주는 경우는 드물어요. 회사가 신중하게 계획하지 않고 채용하는 일은 거의 없어요.
