textbook ID,학년,출판사(저자),교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_Kor,SUB_EXPRESSION,SUB_EXPRESSION_Kor
703,중1,동아(윤),2015,3,Wisdom in Stories,명령문,Listen carefully to the story.,이야기를 잘 들어요.,Read the ancient tale. Remember the wise words.,옛날 이야기를 읽어요. 현명한 말을 기억해요.
703,중1,동아(윤),2015,4,"Small Things, Big Differences",동사의 과거형,My morning began peacefully.,내 아침은 평화롭게 시작했어요.,He prepared a simple breakfast yesterday. She finished her homework before dinner.,그는 어제 간단한 아침을 준비했어요. 그녀는 저녁 전에 숙제를 끝냈어요.
703,중1,동아(윤),2015,5,Styles Around the World,동명사,Singing songs is not only for professional singers.,노래 부르는 것이 전문 가수만을 위한 것이 아니에요.,Cooking dinner is not limited to chefs. Playing games is not only for teenagers.,저녁을 요리하는 것이 요리사만의 일이 아니에요. 게임하는 것이 청소년들만을 위한 것이 아니에요.
703,중1,동아(윤),2015,6,People at Work,to부정사의 명사적 용법,I want to announce the event.,나는 그 행사를 알리고 싶어요.,I want to organize a team meeting. I want to start a new campaign.,나는 팀 미팅을 조직하고 싶어요. 나는 새로운 캠페인을 시작하고 싶어요.
703,중1,동아(윤),2015,7,Discover Korea,be going to,We're going to explore hidden temples.,우리는 숨겨진 절들을 탐험할 거예요.,They are going to try local food. She is going to join a traditional dance class.,그들은 현지 음식을 먹어 볼 거예요. 그녀는 전통 무용 수업에 참여할 거예요.
703,중1,동아(윤),2015,8,"Dream Together, Reach Higher",접속사 that,We believed that our project was a huge success.,우리는 우리 프로젝트가 큰 성공이라고 믿었어요.,They noticed that the team performed well. She mentioned that the event was unforgettable.,그들은 팀이 잘 수행했다고 알아봤어요. 그녀는 그 행사가 잊을 수 없다고 언급했어요.
715,중1,동아(윤),2022,1,Happy Together,동사be,"I am a student, and my best friend is a neighbor.","나는 학생이에요, 그리고 내 친구는 이웃이에요.","I am happy because I study with my friend.
My friend is always kind and cheerful.","나는 친구와 함께 공부해서 기뻐요.
내 친구는 항상 친절하고 명랑해요."
715,중1,동아(윤),2022,2,"Eat, Play, and Live Well!",현재진행형,I'm preparing a healthy snack.,나는 건강한 간식을 준비하고 있어요.,I'm playing my favorite sport. I'm learning new recipes at home.,나는 내가 좋아하는 스포츠를 하고 있어요. 나는 집에서 새로운 요리 방법을 배우고 있어요.
715,중1,동아(윤),2022,3,Let’s Be Positive,동사의 과거형,I walked to school before the bell rang.,종이 울리기 전에 학교까지 걸어갔어요.,He joined the club last month. They finished the project on time.,그는 지난달에 동아리에 가입했어요. 그들은 제시간에 프로젝트를 끝냈어요.
715,중1,동아(윤),2022,4,The Joy of Traveling,동명사,I enjoyed discovering quaint cafes along winding roads.,나는 구불구불한 길을 따라 아담한 카페들을 발견하는 것을 즐겼어요.,She loves taking memorable photos at sunset. They enjoy trying local foods while walking around.,그녀는 일몰 때 기억에 남는 사진을 찍는 것을 좋아해요. 그들은 거리를 걸으며 현지 음식을 시도하는 것을 즐겨요.
715,중1,동아(윤),2022,5,Think like Sherlock Holmes!,"비교급, 최상급",I solved the mystery faster than my friend.,나는 내 친구보다 더 빠르게 수수께끼를 해결했어요.,She observed clues more carefully than others. It was the most difficult case of all.,그녀는 다른 사람들보다 더 신중하게 단서를 관찰했어요. 그것은 모두 중에서 가장 어려운 사건이었어요.
715,중1,동아(윤),2022,6,"Good for the Earth, Good for Us",부정사의 명사적 to 용법,To care for nature is a noble mission.,자연을 돌보는 것은 고귀한 임무예요.,To reduce waste is to protect our future. To plant trees is to nurture life.,쓰레기를 줄이는 것은 우리의 미래를 지키는 거예요. 나무를 심는 것은 생명을 기르는 거예요.
715,중1,동아(윤),2022,7,Find Your Dream,부정사의 부사적 to 용법,I read books to gain new perspectives.,나는 새로운 관점을 얻기 위해 책을 읽어요.,She writes letters to share her thoughts. He jogs every morning to feel energized.,그녀는 자신의 생각을 나누기 위해 편지를 써요. 그는 에너지를 얻기 위해 매일 아침 조깅해요.
715,중1,동아(윤),2022,8,Be Smart Online,수여동사,She gave her friend a kind message.,그녀는 친구에게 다정한 메시지를 보냈어요.,He sent his teacher an encouraging email. I sent my classmate a funny meme.,그는 선생님에게 격려하는 이메일을 보냈어요. 나는 반 친구에게 웃긴 밈을 보냈어요.
704,중1,동아(이),2015,1,An Exciting New World,be동사,I am ready for a new challenge.,나는 새로운 도전을 준비했어요.,The city is full of surprises. They are excited to learn.,도시는 놀라움으로 가득해요. 그들은 배우는 것에 신나요.
704,중1,동아(이),2015,2,"Be Healthy, Be Happy!",현재진행형,He is reading a book.,그는 책을 읽고 있어요.,They are eating lunch at school. I am riding my bike in the park.,그들은 학교에서 점심을 먹고 있어요. 나는 공원에서 자전거를 타고 있어요.
704,중1,동아(이),2015,3,How Do I Look?,조동사 can,I can almost tell I look cool in the mirror.,거울에서 제가 멋있게 보인다는 걸 거의 알 수 있어요.,She can smile even on tough days. He can show his style without trying hard.,그녀는 힘든 날에도 웃을 수 있어요. 그는 노력하지 않아도 자신의 스타일을 보여줄 수 있어요.
704,중1,동아(이),2015,4,Catch the Sun,과거 시제,We climbed a hill and felt the warm sun on our faces.,우리는 언덕을 올랐고 얼굴에 따스한 햇살을 느꼈어요.,I enjoyed an amazing day at the beach yesterday. They captured a beautiful sunset during their walk.,나는 어제 해변에서 멋진 하루를 보냈어요. 그들은 산책 중에 아름다운 일몰을 담았어요.
704,중1,동아(이),2015,5,Art for All,"조동사 will, won’t",The art exhibition will start soon.,미술 전시회가 곧 시작할 거예요.,The museum will host a workshop next week. The community center won't be crowded tonight.,박물관이 다음 주에 워크숍을 열 거예요. 커뮤니티 센터는 오늘 밤에 붐비지 않을 거예요.
704,중1,동아(이),2015,6,"Dream High, Fly High!",to부정사 (명사적 용법),I hope to study new songs.,나는 새로운 노래를 공부하길 원해요.,He wants to learn how to dance. They plan to join a choir.,그는 춤추는 법을 배우고 싶어해요. 그들은 합창단에 참여할 계획이에요.
704,중1,동아(이),2015,7,Money Doesn’t Grow on Trees,4형식,My teacher gave my friend a book.,선생님이 제 친구에게 책을 주셨어요.,The neighbor sent my sister a postcard. Our coach offered the team a new strategy.,이웃이 제 여동생에게 엽서를 보냈어요. 우리 코치가 팀에게 새로운 전략을 제안했어요.
704,중1,동아(이),2015,8,The Way to Korea,목적어로 쓰이는 동명사,I enjoyed visiting old markets.,나는 오래된 시장을 방문하는 것을 즐겼어요.,She loves exploring new streets. They appreciate tasting local foods.,그녀는 새로운 거리를 탐험하는 것을 좋아해요. 그들은 지역 음식을 맛보는 것을 즐겨요.
716,중1,동아(이),2022,1,"New School, New Friends",be동사,I am a happy learner.,나는 행복한 학생이에요.,She is a new friend. This is a bright classroom.,그녀는 새 친구에요. 이것은 밝은 교실이에요.
716,중1,동아(이),2022,2,"Be Healthy, Be Happy",의문문,Do you have any allergy symptoms?,알레르기 증상이 있어요?,Do you have a mild fever? Do you have a sore throat?,살짝 열이 있어요? 목이 아파요?
716,중1,동아(이),2022,3,When I Grow Up,"can, will",I will speak confidently with my team.,나는 팀과 자신감 있게 말할 거예요.,I can lead a school project. I will follow my passion every day.,나는 학교 프로젝트를 이끌 수 있어요. 나는 매일 내 열정을 따를 거예요.
716,중1,동아(이),2022,4,Living Together,과거시제,We celebrated together last weekend.,우리는 지난 주말에 함께 축하했어요.,They moved into their new house last month. My family enjoyed a picnic together yesterday.,그들은 지난달에 새 집으로 이사했어요. 우리 가족은 어제 함께 소풍을 즐겼어요.
716,중1,동아(이),2022,5,Have a Special Day!,to+동사원형,I plan to walk in the park tomorrow.,나는 내일 공원에서 산책할 거예요.,I hope to eat healthy food every day. I decide to make a colorful poster later.,나는 매일 건강한 음식을 먹을 거예요. 나는 나중에 색깔 있는 포스터를 만들 거예요.
716,중1,동아(이),2022,6,Taste the World,형용사+smell,These spicy dumplings smell amazing.,이 매콤한 만두가 멋지게 냄새나요.,The sizzling barbecue smells fantastic. The sweet pastry smells irresistible.,그 지글지글 구워지는 바비큐가 환상적으로 냄새나요. 그 달콤한 페이스트리가 참을 수 없이 맛있게 냄새나요.
716,중1,동아(이),2022,7,"Think Big, Be Creative!",비교급,This assignment is more challenging than expected.,이 과제는 예상보다 더 어려워요.,My idea is better than his. Our project seems more interesting than before.,내 생각은 그의 생각보다 더 좋아요. 우리 프로젝트는 이전보다 더 흥미로워요.
716,중1,동아(이),2022,8,Winter Is Coming!,수여동사,She will send her friend a postcard.,그녀는 친구에게 엽서를 보낼 거예요.,He will send his brother a warm scarf. They will send their teacher a thank-you note.,그는 남동생에게 따뜻한 목도리를 보낼 거예요. 그들은 선생님에게 감사 편지를 보낼 거예요.
705,중1,비상,2015,1,This Is Me!,be 동사,Lily is so kind today.,릴리는 오늘 정말 친절해요.,Tom is very tall now. Emma is so smart today.,톰은 지금 매우 커요. 엠마는 오늘 아주 똑똑해요.
705,중1,비상,2015,2,"Think Safe, Act Safe",명령,Put on your helmet before you ride.,타기 전에 헬멧을 써요.,Stop quickly if you see danger. Follow the sign instructions carefully.,위험을 보면 빨리 멈춰요. 표지판의 지시를 주의 깊게 따라요.
705,중1,비상,2015,3,Helping Hands,과거동사,I helped my friend during the picnic.,나는 소풍에서 친구를 도왔어요.,She brought snacks for everyone. They shared their lunch happily.,그녀는 모두를 위해 간식을 가져왔어요. 그들은 기쁘게 점심을 나눴어요.
705,중1,비상,2015,4,Share Your Travel Story,조동사 will,Travelers will visit many ancient ruins.,여행자들은 많은 고대 유적지를 방문할 거예요.,They will try local cuisine in every city. They will capture memorable moments along the way.,그들은 모든 도시에서 현지 음식을 시도할 거예요. 그들은 여행 동안 잊지 못할 순간을 담을 거예요.
705,중1,비상,2015,5,"Count on You, Math!",비교급,This score is higher than the last one.,이 점수는 지난 점수보다 더 높아요.,My calculator is faster than yours. The new lesson is more interesting than the older one.,내 계산기는 네 계산기보다 더 빨라요. 새 수업이 옛 수업보다 더 흥미로워요.
705,중1,비상,2015,6,Tasty World,to부정사의 명사적 용법(목적어),I want to eat pizza tonight.,나는 오늘 밤 피자를 먹고 싶어요.,She wants to read books on weekends. They want to watch movies in the park.,그녀는 주말에 책을 읽고 싶어요. 그들은 공원에서 영화를 보고 싶어요.
705,중1,비상,2015,7,Green Is Great!,to부정사의 부사적 용법(목적),I saved money to buy a painting.,나는 그림을 사기 위해 돈을 아꼈어요.,I jogged every morning to stay healthy. She studied hard to pass the exam.,나는 건강을 위해 매일 아침 조깅했어요. 그녀는 시험에 합격하기 위해 열심히 공부했어요.
705,중1,비상,2015,8,Go for It!,동명사(목적어),I enjoy playing soccer after school.,나는 방과 후에 축구하는 것을 즐겨요.,He likes drawing during free time. They prefer cooking new recipes at home.,그는 자유시간에 그림 그리는 것을 좋아해요. 그들은 집에서 새로운 요리법으로 요리하는 것을 선호해요.
706,중1,천재(이),2015,1,A Nice Day,동사 be∙ I am a middle school student.,I am excited about a nice day.,나는 좋은 날에 신나요.,She is calm on this beautiful day. We are confident on a lovely day.,그녀는 이 아름다운 날에 차분해요. 우리는 멋진 날에 자신감이 있어요.
706,중1,천재(이),2015,2,How Do You Spend Your Day?,일반동사,I always finish my homework before dinner.,나는 저녁 먹기 전에 항상 숙제를 마쳐요.,He goes to school at seven every day. They play games after school.,그는 매일 7시에 학교에 가요. 그들은 방과 후에 게임을 해요.
706,중1,천재(이),2015,3,Do You Have Special Plans?,현재진행형,I am planning a picnic with my family.,나는 가족과 함께 소풍을 계획하고 있어요.,She is visiting a museum today. They are organizing a small party.,그녀는 오늘 박물관을 방문하고 있어요. 그들은 작은 파티를 준비하고 있어요.
706,중1,천재(이),2015,4,Walk Around Your Town,구문 There is/are∙ There is a bed in the room.,There is a small library near my home.,우리 집 근처에 작은 도서관이 있어요.,There is a cozy cafe on the corner. There are many shops along the street.,모퉁이에 아늑한 카페가 있어요. 길을 따라 많은 상점들이 있어요.
706,중1,천재(이),2015,5,How Far Is It from Here?,과거 시제,I visited the museum last weekend.,나는 지난 주말에 박물관을 방문했어요.,She finished her homework an hour ago. We watched a movie yesterday.,그녀는 한 시간 전에 숙제를 끝냈어요. 우리는 어제 영화를 봤어요.
706,중1,천재(이),2015,6,From Culture to Culture,동사의 목적어로 쓰이는 부정사,I want to visit a famous museum.,나는 유명한 박물관을 방문하고 싶어요.,I want to explore a new city. I want to taste traditional food.,나는 새로운 도시를 탐험하고 싶어요. 나는 전통 음식을 맛보고 싶어요.
706,중1,천재(이),2015,7,Follow Your Dreams,목적을 나타내는 부정사 to∙ I learn English to travel around the world.,She studies hard to achieve success.,그녀는 성공하기 위해 열심히 공부해요.,He saves money to buy a new laptop. They practice daily to win competitions.,그는 새 노트북을 사기 위해 돈을 모아요. 그들은 대회에서 이기기 위해 매일 연습해요.
706,중1,천재(이),2015,8,"Give Your Hand, Give Your Heart",목적어가 두 개인 동사,I offered my neighbor a cup of tea.,나는 이웃에게 차 한 잔을 내밀었어요.,I sent my mom a birthday card. I gave my brother a cheerful note.,나는 엄마에게 생일 카드를 보냈어요. 나는 동생에게 기쁜 쪽지를 줬어요.
707,중1,천재(정),2015,1,This Is Me,일반동사,I write stories.,나는 이야기를 써요.,My friend cooks dinner. My brother reads comics.,내 친구는 저녁을 요리해요. 내 동생은 만화를 읽어요.
707,중1,천재(정),2015,2,I Love My Family,현재 진행형,I am enjoying a fun day with my family.,나는 가족과 즐거운 하루를 보내고 있어요.,My sister is preparing snacks for us. We are watching a family movie together.,내 여동생은 우리를 위해 간식을 준비하고 있어요. 우리는 함께 가족 영화를 보고 있어요.
707,중1,천재(정),2015,3,Beautiful Differences,일반동사 과거형,I just helped my neighbor.,나는 방금 이웃을 도왔어요.,I just listened to a beautiful song. I just drew a colorful picture.,나는 방금 아름다운 노래를 들었어요. 나는 방금 다채로운 그림을 그렸어요.
707,중1,천재(정),2015,4,Happy Birthday!,형식 문장∙ Give me some more ideas.,Pass me some more cake.,조금 더 케이크를 건네줘요.,"Hand me some more balloons, please. Show me some more wishes, please.",풍선을 조금 더 건네줘요. 소원을 조금 더 보여줘요.
707,중1,천재(정),2015,5,Wonderful World of Animals,재귀대명사,I surround myself with playful dolphins.,나는 장난꾸러기 돌고래들로 나를 감싸요.,I find myself exploring deep jungles. I imagine myself flying with eagles.,나는 깊은 정글 속에서 나 자신을 발견해요. 나는 독수리와 함께 날아다니는 나를 상상해요.
707,중1,천재(정),2015,6,Let's Have Fun at School,조동사 must∙ We all must do our best.,You must finish your homework before playtime.,너는 놀이 시간 전에 숙제를 끝내야 해요.,We must listen carefully during every lesson. Students must participate actively in class discussions.,우리는 모든 수업에서 주의 깊게 들어야 해요. 학생들은 수업 토론에 적극적으로 참여해야 해요.
707,중1,천재(정),2015,7,Art Around Us,과거 진행형,He was painting in the studio.,그는 스튜디오에서 그림을 그리고 있었어요.,She was drawing in the art class. I was photographing the exhibit at the museum.,그녀는 미술 수업에서 그림을 그리고 있었어요. 나는 박물관에서 전시회를 사진 찍고 있었어요.
707,중1,천재(정),2015,8,My Good Friends,감탄문∙ What a wonderful day!,What a cheerful smile!,얼마나 명랑한 미소예요!,What a kind heart! What a joyful laugh!,얼마나 다정한 마음이에요! 얼마나 즐거운 웃음이에요!
719,중1,YBM(김),2022,1,All About Me,be동사의 현재형,I am a teacher.,나는 선생님이에요.,You are a brave student. She is kind.,너는 용감한 학생이에요. 그녀는 친절해요.
719,중1,YBM(김),2022,2,"Think Wise, Stay Safe",be동사/일반동사의 의문문,Do you understand how to handle dangerous situations?,위험한 상황을 어떻게 다루는지 알고 있어요.,Can you suggest a way to protect yourself? Are you aware of the fire evacuation plan?,자신을 보호하는 방법을 제안할 수 있어요. 화재 대피 계획을 알고 있어요.
719,중1,YBM(김),2022,3,Wonderful Stories from School,동사의 과거형,My class visited the museum last week.,내 반은 지난주에 박물관을 방문했어요.,She celebrated her birthday at school. They finished the science project on Friday.,그녀는 학교에서 생일을 축하했어요. 그들은 금요일에 과학 프로젝트를 끝냈어요.
719,중1,YBM(김),2022,4,Make a Difference in Our Community,주어/목적어/보어로 쓰이는 동명사,Volunteering at the local shelter is our school's best way to contribute.,지역 보호소에서 자원봉사하는 것이 우리 학교가 기여하는 최고의 방법이에요.,Cooking meals for elders is a kind act. Reading stories to children is a fun activity.,어르신들을 위해 식사를 준비하는 것이 친절한 행동이에요. 아이들에게 이야기를 읽어주는 것이 재미있는 활동이에요.
719,중1,YBM(김),2022,5,"Love Yourself, Live Your Life",to부정사의 명사적 용법,To explore new ideas is to be innovative.,새로운 아이디어를 탐구하는 것이 혁신적이에요.,To dream big is to inspire others. To take risks is to grow stronger.,크게 꿈꾸는 것이 다른 사람들에게 영감을 줘요. 위험을 감수하는 것이 더 강해지는 길이에요.
719,중1,YBM(김),2022,6,A Smart Digital Life,접속사 when,"When she dances in the rain, her worries disappear.","비가 올 때 그녀가 춤추면, 걱정이 사라져요.","When he sings under the starry sky, he feels joyful. When they read books outdoors, their imagination grows.","별이 빛나는 하늘 아래에서 그가 노래하면, 기분이 좋아져요. 밖에서 책을 읽을 때, 그들의 상상이 자라요."
719,중1,YBM(김),2022,7,Colorful Cultures Around the World,비교급,My city is quieter than your city.,내 도시는 네 도시보다 더 조용해요.,The museum is more interesting than the park. Their festival is brighter than ours.,박물관은 공원보다 더 흥미로워요. 그들의 축제는 우리 것보다 더 화려해요.
719,중1,YBM(김),2022,8,"Go Green, Save the Earth",수여동사,I give my teacher a recycled notebook as a present.,저는 선생님께 재활용 노트를 선물해요.,She gives her brother a potted plant as a gift. They give their friends eco-friendly mugs as presents.,그녀는 동생에게 화분을 선물해요. 그들은 친구들에게 친환경 머그잔을 선물해요.
708,중1,YBM(박),2015,1,Me and My World,"‘be’동사의 긍정문, 부정문, 의문문",I am curious about our world. The history class is not difficult. Are you ready to explore?,저는 우리 세상이 궁금해요. 역사 수업은 어렵지 않아요. 탐험할 준비가 됐어요?,I am a part of this community. The science lab is not boring.,저는 이 공동체의 일원이에요. 과학 실험실은 지루하지 않아요.
708,중1,YBM(박),2015,2,Welcome to My School,"일반동사의 긍정문, 부정문, 의문문",I enjoy reading books in the library.,나는 도서관에서 책 읽는 것을 즐겨요.,He studies quietly in every class. Do you attend school events regularly?,그는 모든 수업에서 조용히 공부해요. 당신은 학교 행사에 정기적으로 참석해요.
708,중1,YBM(박),2015,3,Enjoy Fun Activities!,과거시제,I played soccer with my friends last Saturday.,나는 지난 토요일에 친구들과 축구를 했어요.,She baked a cake for the school festival. They finished their project before summer break.,그녀는 학교 축제를 위해 케이크를 구웠어요. 그들은 방학 전에 프로젝트를 끝냈어요.
708,중1,YBM(박),2015,4,Save the Earth!,"조동사 ‘will, can’",Recycling will help the environment and we can make a change.,"재활용은 환경에 도움이 될 거고, 우리는 변화를 만들 수 있어요.",Wind turbines will generate clean energy. Solar panels will capture the sun's power.,풍력 발전기는 깨끗한 에너지를 생산할 거예요. 태양광 패널은 태양의 힘을 받아들일 거예요.
708,중1,YBM(박),2015,5,Food from Around the World,‘to’부정사의 명사적 용법,I love to try new dishes.,나는 새로운 음식을 시도하는 것을 좋아해요.,He decided to sample Italian pizza. She wants to taste delicious desserts.,그는 이탈리아 피자를 시도하기로 결정했어요. 그녀는 맛있는 디저트를 맛보고 싶어해요.
708,중1,YBM(박),2015,6,The Wonder of Animals,동명사,She enjoyed watching birds chirping.,그녀는 새들이 지저귀는 것을 즐겼어요.,They enjoyed playing with the puppy. My sister enjoyed feeding the cat.,그들은 강아지와 노는 것을 즐겼어요. 내 여동생은 고양이에게 먹이를 주는 것을 즐겼어요.
708,중1,YBM(박),2015,7,Korean Culture,접속사 ‘because’,The festival is popular because it has vibrant costumes.,그 축제는 화려한 의상 때문에 인기가 있어요.,Families gather because they share delicious food. Many people visit temples because they are peaceful.,가족들이 맛있는 음식을 나누기 때문에 모여요. 많은 사람들이 평화로운 분위기 때문에 사원을 방문해요.
708,중1,YBM(박),2015,8,I am Because We Are,접속사 ‘when’,"When I was riding my bicycle, I saw a beautiful rainbow.","내가 자전거를 탈 때, 예쁜 무지개를 봤어요.","When they were playing in the park, they made a new friend. When we were studying together, we solved many problems.","그들이 공원에서 놀 때, 새로운 친구를 사귀었어요. 우리가 같이 공부할 때, 많은 문제를 풀었어요."
720,중1,YBM(박),2022,1,All About Me,be동사의 현재형,I am a creative person.,나는 창의적인 사람이에요.,I am friendly and kind. I am curious about the world.,나는 친절하고 다정해요. 나는 세상에 대해 궁금해요.
720,중1,YBM(박),2022,2,Have Fun at School,현재진행형,They are enjoying a lively class.,그들은 신나게 수업을 듣고 있어요.,He is playing with friends in the playground. She is solving problems during class.,그는 운동장에서 친구들과 놀고 있어요. 그녀는 수업 시간에 문제를 풀고 있어요.
720,중1,YBM(박),2022,3,The Magic of Manners,과거 시제,I smiled at a kind stranger on a bright day.,나는 화창한 날에 친절한 낯선 사람에게 미소 지었어요.,He waved to his friend as he walked home. They shared laughter under the clear sky.,그는 집에 걸어가면서 친구에게 손을 흔들었어요. 그들은 맑은 하늘 아래서 웃음을 나누었어요.
720,중1,YBM(박),2022,4,Home Sweet Home,to부정사의 명사적 용법,I hope to visit every museum in the city.,나는 그 도시의 모든 박물관들을 방문하고 싶어요.,She plans to read many books this summer. They want to explore different cultures.,그녀는 이번 여름에 많은 책을 읽을 계획이에요. 그들은 다양한 문화를 탐험하고 싶어해요.
720,중1,YBM(박),2022,5,Food Around the World,비교급,Sushi is healthier than fast food.,스시는 패스트푸드보다 더 건강해요.,Kimchi is spicier than cheese. Salad is lighter than pasta.,김치는 치즈보다 더 매콤해요. 샐러드는 파스타보다 더 가벼워요.
720,중1,YBM(박),2022,6,"Click, Connect, and Communicate",동명,She enjoys sharing her travel moments online.,그녀는 여행 순간을 온라인에 공유하는 것을 즐겨요.,They avoid sharing personal info online. Friends enjoy connecting through social media.,그들은 개인 정보를 온라인에 공유하지 않아요. 친구들은 소셜 미디어로 소통하는 것을 즐겨요.
720,중1,YBM(박),2022,7,"Think Green, Live Green",that절,She thinks that the smoothie is refreshing.,그녀는 스무디가 상쾌하다고 생각해요.,They believe that the salad is nutritious. We know that water is healthy.,그들은 샐러드가 영양가 있다고 믿어요. 우리는 물이 건강에 좋다고 알아요.
720,중1,YBM(박),2022,8,A Journey with Arts,재귀대명사,I felt proud of myself when I finished my painting.,나는 그림을 완성하자 나 자신이 자랑스러웠어요.,He taught himself to perfect his sculpture. She challenged herself to experiment with colors.,그는 자신의 조각을 완벽하게 만들기 위해 스스로 배웠어요. 그녀는 색상으로 실험하기 위해 스스로 도전했어요.
