학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
"유감이나 동정을 표현하는 다양한 방법을 배울 수 있어요.
You can express sympathy or regret using common expressions.",I ___ your understanding of my situation.,내 상황을 이해해줘서 고마워.,reject,appreciate,accept,appreciate,2,I'm ___ to hear about your news.,네 소식을 듣게 되어 슬퍼.,thrilled,saddened,relieved,saddened,2,A: I appreciate your understanding of my difficulties. B: I'm glad I could help. A: I'm saddened to hear about your recent issues. B: I feel truly sorry about that.,A: 내 어려움을 이해해줘서 고마워. B: 도울 수 있어서 기뻐. A: 네 최근 문제를 듣게 되어 슬퍼. B: 정말 유감이야.
"음식이나 음료를 권하는 표현을 사용할 수 있어요.
You can use 'Would you like ~?' to offer food or drink in English.",Would you like ___?,커피 한 잔 하실래요?,a cup of tea,a cup of coffee,a glass of juice,a cup of coffee,2,May I ___ you a bottle of water?,물 한 병 드릴까요?,offer,serve,sell,offer,1,"A: Would you like a muffin? B: Yes, please. A: May I offer you a smoothie? B: Sure, thanks.","A: 머핀 드실래요? B: 네, 부탁해요. A: 스무디 드릴까요? B: 네, 고마워요."
"여러 가지 표현을 사용하여 걱정을 표현할 수 있어요.
다양한 문맥에서 걱정하는 감정을 나타낼 수 있어요.",I'm ______ about the climate change impacts.,나는 기후 변화의 영향에 대해 걱정하고 있어요.,excited,concerned,afraid,concerned,2,I'm ______ about the exam results.,나는 시험 결과에 대해 불안해하고 있어요.,confident,uneasy,happy,uneasy,2,"A: I'm concerned about the rising sea levels. B: That's a serious issue indeed. A: I'm uneasy about how fast the polar ice is melting. B: I agree, we need to take action soon.","A: 나는 해수면 상승에 대해 걱정하고 있어요. B: 정말 심각한 문제예요. A: 나는 극지방 얼음이 얼마나 빨리 녹는지 불안해하고 있어요. B: 맞아요, 우리 곧 행동해야 해요."
"의문문을 활용해 의견 묻기 표현을 활용할 수 있어요.
Able to ask for opinions using interrogative expressions.",What are your ___ on the movie?,영화에 대한 너의 생각은 무엇이니?,feelings,thoughts,ideas,thoughts,2,What is your ___ about the movie?,영화에 대한 너의 의견은 무엇이니?,concept,notion,opinion,opinion,3,A: What are your thoughts on the new play? B: I believe it was very creative and engaging. A: And what is your opinion about the performance? B: I feel it could have been improved in pacing.,A: 새 연극에 대한 네 생각은 어떠니? B: 나는 그 연극이 아주 창의적이고 흥미롭다고 생각해. A: 그리고 공연에 대한 너의 의견은 어때? B: 나는 약간 속도가 개선될 수 있었다고 느껴.
"다양한 표현으로 희망 및 기대를 나타낼 수 있어요.
Express hope and anticipation using various expressions.",I'm ___ about attending the concert tonight.,나는 오늘 밤 콘서트에 참석하는 것이 정말 설레.,bored,thrilled,nervous,thrilled,2,I ___ wait to travel next summer!,나는 내년 여름 여행을 정말 고대하고 있어!,can't wait,don't wait,won't wait,can't wait,1,A: I'm thrilled about beginning the new art class tonight. B: That sounds really enjoyable! A: I can't wait to explore all the creative projects we'll undertake. B: I share your excitement!,A: 나는 오늘 밤 새로운 미술 수업을 시작하는 것이 정말 설레. B: 정말 즐거울 것 같아! A: 우리가 진행할 창의적인 프로젝트들이 너무 기대돼. B: 나도 그래!
"감탄사를 사용하여 관심을 표현할 수 있어요.
You can express interest using exclamations.","___, that's fascinating!","와, 정말 흥미롭다!",Hey,Wow,Oh,Wow,2,How amazing! What a remarkable thing to ___!,"와, 정말 놀라워! 참으로 놀라운 것을 보이다!",see,read,hear,see,1,"A: Wow, that's fascinating indeed! B: It really grabs my attention. A: How amazing! What a remarkable thing to observe! B: Absolutely, it's truly impressive.","A: 와, 정말 매혹적이야! B: 정말 내 관심을 끌어당기네. A: 와, 정말 놀라워! 참으로 놀라운 것을 관찰하다니! B: 맞아, 정말 인상적이야."
"부정 명령문을 사용하여 위로할 수 있어요.
Don't lose hope과 Don't feel down 같은 표현을 사용할 수 있어요.",___ lose hope.,희망을 잃지 마세요.,Won't,Don't,Can't,Don't,2,___ feel down.,우울해하지 마세요.,Can't,Don't,Won't,Don't,2,A: Don't lose hope when storms come. B: And don't feel down about the challenging days.,A: 폭풍이 몰아쳐도 희망을 잃지 마세요. B: 힘든 날에도 우울해하지 마세요.
"자신의 의견을 'In my opinion'으로 시작하여 표현할 수 있어요.
'In my opinion, ...' 형식을 사용하여 의견을 나타낼 수 있어요.","In my opinion, it's important to ________ regularly.",내 생각에는 규칙적으로 운동하는 것이 중요해.,rest,exercise,eat,exercise,2,"In my opinion, we should ______ more often.",내 생각에는 우리에게 더 자주 운동해야 해.,talk,sleep,exercise,exercise,3,"A: In my opinion, it's important to sleep well. B: That's true, good sleep boosts energy. A: In my opinion, we should read more often. B: Yes, reading can expand our minds.","A: 내 생각에는, 잘 자는 것이 중요해. B: 맞아, 좋은 수면은 에너지를 충전시켜줘. A: 내 생각에는, 우리는 더 자주 책을 읽어야 해. B: 그래, 책을 읽으면 사고가 확장돼."
"여러 표현을 사용하여 동의의 의미를 전달할 수 있어요.
You can convey agreement using diverse expressions.",That's a point I completely ___ with.,그 점에 나는 전적으로 동의해.,agree,concur,support,concur,2,That's something I completely ___ with. I fully support that viewpoint.,내가 전적으로 동의하는 것이야. 나는 그 관점을 완전히 지지해.,support,agree,refuse,agree,2,"A: I completely concur with your decision. B: Your reasoning is very persuasive. A: Also, I fully support that perspective. B: It's great to see such clear thinking.",A: 나는 네 결정에 전적으로 동의해. B: 너의 논리 전개가 정말 설득력이 있어. A: 그리고 나는 그 관점도 완전히 지지해. B: 명확한 사고를 보니 정말 좋네.
"제안을 전달하는 방법을 배울 수 있어요.
Why don't we ~를 사용하여 제안을 전달할 수 있어요.",Why don't we ___ that new café this weekend?,이번 주말에 새 카페를 시도해보는 게 어때?,visit,try,avoid,try,2,Why don't we ___ to the museum?,우리 박물관에 가보는 게 어때?,explore,go,skip,go,2,A: Why don't we try that new restaurant tonight? B: That sounds exciting! A: Or why don't we go to the cinema instead? B: I like that idea.,A: 오늘 밤에 새로 생긴 레스토랑에 가보는 게 어때? B: 정말 멋진 생각이야! A: 아니면 영화관에 가보는 건 어때? B: 그 아이디어 마음에 들어.
"의문문을 사용하여 도움이나 조언을 요청하는 방법을 배울 수 있어요.
영어 의문문을 통해 조언과 도움을 요청하는 표현을 익힐 수 있어요.",Could you ______ some guidance?,이 문장은 도움이나 조언을 요청할 때 'provide me with'라는 표현을 사용하는 방법을 묻습니다.,demand,provide me with,ignore,provide me with,2,Would you be able to ______ some assistance?,이 문장은 도움이나 조언을 요청할 때 'offer'라는 표현을 사용하는 방법을 묻습니다.,refuse,offer,delay,offer,2,"A: Could you provide me with some guidance on how to solve this problem? B: Sure, I can help you figure it out. A: Would you be able to offer a few tips as well? B: Absolutely, I'll share some useful ideas.","A: 이 문제를 해결하는 방법에 대해 조언을 좀 해줄 수 있을까요? B: 물론이죠, 함께 방법을 찾아봅시다. A: 몇 가지 팁도 줄 수 있으실까요? B: 네, 유용한 아이디어를 몇 개 알려드릴게요."
"다양한 표현을 사용하여 기억과 망각을 표현할 수 있어요.
과거의 경험을 소중히 여기는 문장과 잊어버리는 표현을 연습해요.",I'll always ______ our last family trip.,나는 우리의 마지막 가족 여행을 항상 소중히 여길 거야.,forget,cherish,regret,cherish,2,I'm unable to ______ ~. Do you still remember ~?,나는 ~ 기억해내지 못해. 아직 기억하니?,dismiss,recall,forget,recall,2,"A: I'll always cherish our last camping adventure. B: Really? I seem to forget some parts though. A: But you do remember the bonfire night, don't you? B: Yes, I do remember it clearly.","A: 나는 우리의 마지막 캠핑 모험을 항상 소중히 여길 거야. B: 정말? 나는 몇몇 부분을 잊어버리는 것 같아. A: 하지만 모닥불 밤은 기억하지? B: 응, 나는 그걸 분명히 기억해."
"가정법을 활용하여 충고와 조언을 표현할 수 있어요.
Conditional expressions for giving advice can be used effectively.","If I were you, I’d ___ advice from someone I trust.","내가 너라면, 믿을 수 있는 사람에게 조언을 구할 거야.",get,seek,offer,seek,2,I’d ___ that you ask for help. It might be a good idea to plan ahead.,네가 도움을 요청하라고 권할게. 미리 계획하는 것도 좋은 생각이야.,recommend,avoid,ignore,recommend,1,"A: If I were you, I’d ask your mentor for suggestions. B: That sounds helpful indeed. A: I’d suggest that you prepare questions in advance. B: Great idea, I will do that.","A: 내가 너라면, 멘토에게 조언을 구할 거야. B: 정말 유익한 생각이야. A: 미리 질문을 준비하라고 제안할게. B: 좋은 생각이야, 그렇게 할게."
"특정 행동을 금지하는 표현을 사용할 수 있어요.
You'd better not ~를 활용해 특정 행동을 금지할 수 있어요.",You’d better not ______.,늦은 밤에 TV를 너무 오래 보는 것은 하지 않는 것이 좋아.,eat breakfast in the morning,spend too much time watching TV late at night,read a book quietly at dawn,spend too much time watching TV late at night,2,You’d better not ______ in the evening.,저녁에 무리하게 하는 것은 피하는 것이 좋아.,start,overdo,enjoy,overdo,2,"A: You’d better not spend too much time watching TV late at night. B: I agree, and you’d better not overdo your workout in the evening either.","A: 늦은 밤에 TV를 너무 오래 보는 것은 하지 않는 것이 좋아. B: 맞아, 그리고 저녁에 무리한 운동도 하지 않는 게 좋지."
"관심을 표현하는 방법을 배울 수 있어요.
You can express your interest using 'be interested in ~'.",I’m _____ in modern art.,나는 현대 미술에 관심이 있어.,curious,interested,passionate,interested,2,I'm ______ by modern art.,나는 현대 미술에 매료되어 있어.,indifferent,terrified,fascinated,fascinated,3,"A: I’m interested in classical music. B: Wow, classical music is so captivating! A: I'm fascinated by symphonies. B: They truly have a timeless charm.","A: 나는 클래식 음악에 관심이 있어. B: 와, 클래식 음악은 정말 매력적이야! A: 나는 교향곡에 매료되어 있어. B: 그 음악들은 정말 시대를 초월한 매력을 지니고 있어."
"부사와 명사를 사용하여 확실성 정도를 표현할 수 있어요.
문장에서 'believe wholeheartedly'와 'strongly believe'와 같은 표현을 사용하여 자신의 확신을 나타낼 수 있어요.",I ______ that consistent practice leads to improvement.,나는 꾸준한 연습이 발전을 가져온다고 전적으로 믿어.,doubt completely,believe wholeheartedly,think skeptically,believe wholeheartedly,2,I ______ this is due to ~.,나는 이것이 ~ 때문이라고 강하게 믿어.,strongly believe,casually think,mildly assume,strongly believe,1,"A: I believe wholeheartedly that consistent study builds confidence. B: That's an interesting point. A: I strongly believe this is due to regular review. B: Absolutely, regular review truly makes a difference.","A: 나는 꾸준한 학습이 자신감을 만든다고 전적으로 믿어. B: 정말 흥미로운 의견이야. A: 나는 정기적인 복습 덕분이라고 강하게 믿어. B: 맞아, 정기적인 복습이 정말 큰 변화를 만들어."
"should를 사용하여 조언할 수 있어요.
You can give advice using should.",You should ______.,너는 더 많이 자야 해.,eat a snack,get more sleep,take a walk,get more sleep,2,You should ______ every day.,"네, 매일 연습해야 해.",sing,practice,play,practice,2,A: I've been feeling exhausted lately. B: You should try getting more sleep. A: I'm confused about my assignments. B: You should start by organizing them.,A: 요즘 너무 지쳐. B: 너는 더 충분히 자봐야 해. A: 숙제 때문에 혼란스러워. B: 너는 먼저 계획을 세워봐.
"다른 활동을 제안하는 표현을 사용할 수 있어요.
How about ~? 표현을 활용하여 제안할 수 있어요.",How about ____?,공원에 가는 게 어때?,watch a movie,going to the park,stay home,going to the park,2,How about ____?,점심으로 국수를 먹는 게 어때?,playing soccer,eating noodles,going for a run,eating noodles,2,A: I'm bored. What should we do? B: How about watching a movie? A: I don't know what to eat for dinner. B: How about ordering pizza?,A: 지루해. 뭐 할까? B: 영화 보는 게 어때? A: 저녁으로 뭘 먹을지 모르겠어. B: 피자 주문하는 게 어때?
"강조하는 표현을 사용할 수 있어요.
You can use the phrase 'I’d like to emphasize that' to highlight important points.",I’d like to ______ that teamwork is very important.,나는 팀워크가 매우 중요하다는 것을 강조하고 싶어.,ignore,emphasize,avoid,emphasize,2,I’d like to emphasize that we ______ to work together effectively.,우리는 효과적으로 함께 일해야 한다는 것을 강조하고 싶어.,hope,need,avoid,need,2,"A: I’d like to emphasize that honesty is essential in any relationship. B: Absolutely, honesty builds trust. A: I’d like to emphasize that we need to communicate openly. B: I agree, open communication is crucial.","A: 나는 정직이 어떤 관계에서든 필수적이라는 것을 강조하고 싶어. B: 맞아, 정직은 신뢰를 쌓아. A: 우리는 열린 소통을 해야 한다는 것을 강조하고 싶어. B: 동의해, 열린 소통이 중요해."
"비교 표현을 사용하여 두 대상을 비교할 수 있어요.
You can use 'Compared to' expressions to make comparisons.","A: ___, this winter is much colder.","지난해와 비교하면, 이번 겨울은 훨씬 더 추워.",Compared to last year,Compared to tomorrow,Compared to today,Compared to last year,1,"A: ___, this phone is better.","비교하면, 이 핸드폰이 더 좋아.",Contrary to,Compared to,Instead of,Compared to,2,"A: Compared to last summer, this year's festival is more exciting. B: Yes, I think so too. A: Compared to my old schedule, my new plan is better. B: I agree.","A: 작년 여름과 비교하면, 올해 축제가 더 신난다. B: 응, 나도 그렇게 생각해. A: 예전 일정과 비교해 보면, 내 새로운 계획이 더 좋아. B: 동의해."
"I’m planning to를 활용해 미래의 계획에 대해 말할 수 있어요.
‘나는 계획하고 있어요’를 사용하여 계획을 세울 수 있어요.",I'm ___ to visit my grandparents.,나는 조부모님을 방문할 계획이야.,cooking,planning,sleeping,planning,2,I'm planning to ___ with my friends.,나는 친구들과 함께 시간을 보낼 계획이야.,sit down,hang out,wash up,hang out,2,A: What are you doing this weekend? B: I'm planning to go camping. A: I'm planning to have a barbecue with my family. B: Sounds fun!,A: 이번 주말에 뭐 할 거야? B: 캠핑 갈 계획이야. A: 가족과 함께 바베큐 할 계획이야. B: 재밌겠다!
"이유를 말하는 표현을 사용할 수 있어요.
You can explain reasons using 'The reason is that'.",B: ______ it's very interesting.,B: 이유는 그것이 매우 흥미롭기 때문이야.,The fact is that,The reason is that,Because,The reason is that,2,The reason is that it ___ me finish my homework.,이유는 그것이 내 숙제를 끝내는 데 도움이 되기 때문이야.,hinders,helps,limits,helps,2,A: Why did you pick this movie? B: The reason is that it’s very entertaining. A: The reason is that it helps me relax. B: That’s a good reason.,A: 왜 이 영화를 선택했어? B: 이유는 그것이 매우 재미있기 때문이야. A: 이유는 그것이 나를 편안하게 해주기 때문이야. B: 좋은 이유야.
"영감 받은 이유를 설명할 수 있어요.
You can express that you were inspired by someone.",I was ___ by my art teacher.,내 미술 선생님에게 영감을 받았어.,surprised,inspired,encouraged,inspired,2,I was ___ by my coach to win the game.,내 코치에게서 영감을 받아 경기에 임했어.,excited,required,inspired,inspired,3,A: Why did you choose design? B: I was inspired by my teacher. A: I was inspired by my favorite artist to create this piece. B: That's incredible.,A: 왜 디자인을 선택했어? B: 선생님에게서 영감을 받았어. A: 내가 가장 좋아하는 예술가에게 영감을 받아 이 작품을 만들었어. B: 정말 대단해.
"자신의 의견을 영어로 표현할 수 있어요.
‘In my opinion’ 표현을 사용하여 자신의 생각을 전달할 수 있어요.","Do you like this movie? B: ______, it's the best movie ever!","이 영화를 좋아하나요? 내 생각에는, 이 영화가 최고예요.",Honestly,In my opinion,I think,In my opinion,2,"A: ______, we should try a new restaurant.","내 생각에는, 우리는 새로운 식당을 가야 해요.",In fact,By the way,In my opinion,In my opinion,3,"A: Do you like this book? B: In my opinion, it's the most interesting book I've ever read! A: In my opinion, we should start a book club.","A: 이 책 좋아해요? B: 내 생각에는, 이 책이 지금까지 읽은 책 중 가장 흥미로워요! A: 내 생각에는, 우리 도서 클럽을 만들어야 해요."
"다양한 표현을 활용해 자신이 좋아하는 것을 말할 수 있어요.
You can talk about your favorite things using various expressions.",I ___ singing.,나는 노래 부르는 것을 즐겨.,like,enjoy,prefer,enjoy,2,I ___ pizza.,나는 피자를 좋아해.,into,like,love,like,2,A: What do you like to do after school? B: I enjoy painting. A: I like soccer. B: That sounds fun! A: I'm into photography. B: That's great!,A: 방과 후에 무엇을 하는 것을 좋아해? B: 나는 그림 그리는 것을 즐겨. A: 나는 축구를 좋아해. B: 재미있을 것 같아! A: 나는 사진 찍는 것에 관심이 있어. B: 정말 멋지다!
"다른 사람의 의견을 묻는 표현을 사용할 수 있어요.
What do you think about ~?를 활용하여 다른 사람의 의견을 물어볼 수 있어요.",A: _______ this diversity of languages? B: I think it’s amazing!,A: 이 언어들의 다양성에 대해 어떻게 생각해? B: 나는 굉장하다고 생각해.,How do you think about,What do you think about,What is your opinion about,What do you think about,2,A: What do you think about this innovation? B: I think it’s ____.,A: 이 혁신에 대해 어떻게 생각해? B: 난 멋지다고 생각해.,good,great,okay,great,2,A: What do you think about this art exhibit? B: I think it’s amazing! A: What do you think about the new exhibit? B: I have never thought about it before.,A: 이 미술 전시에 대해 어떻게 생각해? B: 나는 굉장하다고 생각해! A: 새 전시에 대해 어떻게 생각해? B: 전에는 한 번도 생각해본 적 없어.
"다양한 표현을 활용하여 궁금한 점이나 알고 싶은 것을 표현할 수 있어요.
You can express your curiosity and ask questions using various expressions.",___ you have any questions?,질문이 있니?,Are,Do,Did,Do,2,I ___ how plants grow.,나는 식물이 어떻게 자라는지 궁금해.,doubt,wonder,guess,wonder,2,A: Can you ask any questions? B: I’m curious about how birds sing. A: I wonder how rivers flow. B: That's a great question! A: I want to know more about stars. B: Me too!,A: 질문 있어? B: 새들이 어떻게 노래하는지 궁금해. A: 나는 강들이 어떻게 흐르는지 궁금해. B: 정말 좋은 질문이야! A: 별들에 대해 더 알고 싶어. B: 나도 그래!
"어떤 표현이나 개념에 대해 설명을 요청할 수 있어요.
You can ask for an explanation of a term or concept using 'What do you mean by ~?'",B: What do you mean by ________?,B: AI로 생성된 음악이 무슨 뜻인가요?,pop music,AI-generated music,classic sound,AI-generated music,2,B: ________ it's innovative.,B: 그것은 혁신적이라는 뜻이야.,I think,I mean,I suppose,I mean,2,A: AI-generated art is trending these days. B: What do you mean by AI-generated art? A: Can you explain further? B: I mean it's a result of creative algorithms.,A: AI로 생성된 예술이 요즘 유행이에요. B: AI로 생성된 예술이 무슨 뜻인가요? A: 좀 더 설명해줄래요? B: 그건 창의적인 알고리즘의 결과라는 뜻이에요.
"상대에게 도움을 요청하는 표현을 사용할 수 있어요.
You can request assistance by using 'Could I ask you to ~?' expressions.",Could I ask you to ___? B: Sure! I can set a reminder for you.,내 핸드폰 사용 시간을 조절할 수 있도록 도와달라고 부탁할 때 쓰는 표현이에요.,help me decide what to watch,help me control how much time I spend on my phone,help me plan my day,help me control how much time I spend on my phone,2,Could you help me ___? B: Of course!,핸드폰 사용 시간을 조절하는 데 도움을 줄 수 있는지를 물어보는 표현이에요.,install new apps,control how much time I spend on my phone,charge my phone battery,control how much time I spend on my phone,2,A: Could I ask you to help me reduce my screen time? B: Sure! I can install an app for that. A: Could you help me set it up? B: Of course!,A: 내 스크린 타임을 줄이는 데 도와줄 수 있을까? B: 물론이지! 그걸 위한 앱을 설치해 줄게. A: 앱 설치를 도와줄래? B: 당연하지!
"강조하고 싶은 내용을 표현할 수 있어요.
I’d like to emphasize that ~를 사용하여 중요 사항을 강조할 수 있어요.",I’d like to emphasize that ___ should always be a top priority.,건강과 안전이 항상 최우선이어야 한다고 강조하고 싶어.,food and shelter,health and safety,time and money,health and safety,2,I’d like to emphasize that ___ is very important.,건강과 안전이 매우 중요하다고 강조하고 싶어.,health and safety,adventure,entertainment,health and safety,1,A: I’d like to emphasize that teamwork is crucial. B: I completely agree. A: I’d like to emphasize that we should always support each other. B: I totally agree.,A: 난 팀워크가 매우 중요하다고 강조하고 싶어. B: 전적으로 동의해. A: 난 우리가 서로를 항상 지원해야 한다고 강조하고 싶어. B: 전적으로 동의해.
"다른 사람의 걱정이나 상태를 묻는 표현을 사용할 수 있어요.
Learn to ask about someone’s worries using 'What are you concerned about?'와 'What are you worried about?' 표현을 배워요.",A: What are you ______ about? B: I’m worried about my test tomorrow.,A: 무엇에 대해 걱정하고 있니? B: 내일 시험이 걱정돼.,worried,concerned,anxious,concerned,2,A: What are you ______ about? B: I’m worried about my presentation.,A: 무엇에 대해 걱정하고 있니? B: 내 프레젠테이션이 걱정돼.,worried,confused,amused,worried,1,A: What are you concerned about? B: I'm really nervous about my math exam tomorrow. A: Are you feeling alright? B: I feel a bit uneasy.,A: 무엇에 대해 걱정하고 있니? B: 내일 수학 시험이 정말 걱정돼. A: 괜찮아? B: 조금 불안해.
